구,업종명,사업장명,인허가일자,영업상태,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지면적,소재지지번주소,소재지도로명주소,데이터기준일자
분당구,제과점영업,빵선생,2016-10-13,폐업,2019-04-08,-,-,-,35.7,경기도 성남시 분당구 수내동 14번지 롯데백화점 분당점 지하1층 일부,"경기도 성남시 분당구 황새울로200번길 45 (수내동, 롯데백화점 분당점 지하1층 일부)",2021-03-31
분당구,제과점영업,우리생협(제과점),2016-12-12,폐업,2017-12-13,-,-,-,0.6,경기도 성남시 분당구 금곡동 202번지 분당하우스토리 1층 119호 일부,"경기도 성남시 분당구 정자일로 15 (금곡동, 분당하우스토리 1층 119호 일부)",2021-03-31
분당구,제과점영업,주식회사우리네트웍스 서현점,2016-12-12,폐업,2017-12-13,-,-,-,2.1,"경기도 성남시 분당구 서현동 304번지 효자촌 상가동 1층 102호, 103호","경기도 성남시 분당구 돌마로476번길 31 (서현동, 효자촌 상가동 1층 102호, 103호)",2021-03-31
분당구,제과점영업,주식회사우리네트웍스 정자점,2016-12-12,폐업,2017-10-20,-,-,-,25.24,경기도 성남시 분당구 정자동 162-2번지 정자동3차 푸르지오시티 D동 1층 102호,"경기도 성남시 분당구 정자일로 135 (정자동, 정자동3차 푸르지오시티 D동 1층 102호)",2021-03-31
분당구,제과점영업,브레드앤써플라이,2016-12-23,폐업,2017-02-10,-,-,-,17.28,경기도 성남시 분당구 서현동 263번지 AK PLAZA 분당점 지하1층 일부,"경기도 성남시 분당구 황새울로360번길 42 (서현동, AK PLAZA 분당점 지하1층 일부)",2021-03-31
분당구,제과점영업,단수이대왕카스테라,2016-12-23,폐업,2017-03-24,-,-,-,34.43,"경기도 성남시 분당구 정자동 11번지 아이파크분당3 301동 1층 103호, 104호 일부","경기도 성남시 분당구 정자일로213번길 5 (정자동, 아이파크분당3 301동 1층 103호, 104호 일부)",2021-03-31
분당구,제과점영업,슈엣1,2016-12-23,폐업,2018-12-10,-,-,-,4.68,경기도 성남시 분당구 백현동 541번지 현대백화점 판교복합몰 지하1층 일부,"경기도 성남시 분당구 판교역로146번길 20 (백현동, 현대백화점 판교복합몰 지하1층 일부)",2021-03-31
분당구,제과점영업,슈엣2,2016-12-23,폐업,2017-02-10,-,-,-,20.48,경기도 성남시 분당구 백현동 541번지 현대백화점 판교복합몰 지하1층 일부,"경기도 성남시 분당구 판교역로146번길 20 (백현동, 현대백화점 판교복합몰 지하1층 일부)",2021-03-31
수정구,제과점영업,유상복과자점아트나인,2017-01-03,폐업,2018-12-24,-,-,-,34.63,경기도 성남시 수정구 창곡동 513-2번지 위례건아타워 1층 104(일부)호,"경기도 성남시 수정구 위례동로 147, 1층 104(일부)호 (창곡동, 위례건아타워)",2021-03-31
중원구,제과점영업,대만복대왕카스테라,2017-01-12,폐업,2018-02-08,-,-,-,20.1,경기도 성남시 중원구 상대원동 5430번지 1층,"경기도 성남시 중원구 희망로 317, 1층 (상대원동)",2021-03-31
수정구,제과점영업,가또마들렌,2001-02-06,폐업,2012-05-15,-,-,-,54,경기도 성남시 수정구 신흥동 2463-5번지 세이브존 지하1층,,2021-03-31
수정구,제과점영업,바로굼베이커리,2001-04-23,폐업,2008-03-13,-,-,-,22.44,경기도 성남시 수정구 수진동 765번지 1층,,2021-03-31
중원구,제과점영업,블럭제빵소,2015-09-04,폐업,2019-03-26,-,-,-,40.27,경기도 성남시 중원구 도촌동 569번지 114호,"경기도 성남시 중원구 도촌로8번길 14, 114호 (도촌동)",2021-03-31
중원구,제과점영업,정 베이커리,2015-09-11,폐업,2019-03-26,-,-,-,23.08,경기도 성남시 중원구 은행동 2386번지 1층 101호,"경기도 성남시 중원구 자혜로 83, 1층 101호 (은행동)",2021-03-31
분당구,제과점영업,바게트K,2015-09-22,폐업,2017-12-05,-,-,-,54.68,경기도 성남시 분당구 백현동 581-5번지 1층 일부,"경기도 성남시 분당구 판교역로 6 (백현동, 1층 일부)",2021-03-31
분당구,제과점영업,브레드팩토리망캄,2015-10-06,폐업,2015-10-16,-,-,-,,경기도 성남시 분당구 백현동 541번지 현대백화점 판교복합몰 지하1층 일부,"경기도 성남시 분당구 판교역로146번길 20 (백현동, 현대백화점 판교복합몰 지하1층 일부)",2021-03-31
분당구,제과점영업,베이커리차차,2015-10-08,폐업,2015-10-16,-,-,-,,경기도 성남시 분당구 백현동 541번지 지하1층 매장2대,"경기도 성남시 분당구 판교역로146번길 지하 20 (백현동, 지하1층 매장2대)",2021-03-31
분당구,제과점영업,파리바게뜨분당서현점,2005-12-07,폐업,2005-12-09,-,-,-,,경기도 성남시 분당구 삼평동 248-3번지 유성트윈프라자 112호,,2021-03-31
분당구,제과점영업,뚜레쥬르분당미금(2),2004-05-17,폐업,2007-08-30,-,-,-,68.32,경기도 성남시 분당구 금곡동 166번지 이코노샤르망 105호,,2021-03-31
분당구,제과점영업,던킨도너츠,2004-05-17,폐업,2008-01-03,-,-,-,51.25,경기도 성남시 분당구 금곡동 166번지 이코노샤르망 115호,,2021-03-31
분당구,제과점영업,파리바게뜨 미금천사점,2004-05-17,폐업,2006-03-28,-,-,-,67.62,경기도 성남시 분당구 금곡동 165번지 천사의도시2오피스텔 107호,,2021-03-31
중원구,제과점영업,던킨도너츠(중동점),2004-05-17,폐업,2013-06-21,-,-,-,38.34,경기도 성남시 중원구 중앙동 364번지,"경기도 성남시 중원구 산성대로 322, 1층 (중앙동)",2021-03-31
중원구,제과점영업,토마토베이커리,2004-05-18,폐업,2006-03-30,-,-,-,42.35,경기도 성남시 중원구 은행동 1711번지 (1층),,2021-03-31
분당구,제과점영업,던킨도너츠,2004-05-27,폐업,2016-12-08,-,-,-,43.79,경기도 성남시 분당구 서현동 251-3번지 외1필지 엘지분당에클라트111호,"경기도 성남시 분당구 서현로 184 (서현동, 외1필지 엘지분당에클라트111호)",2021-03-31
분당구,제과점영업,코코호도,2004-06-01,폐업,2009-11-23,-,-,-,,경기도 성남시 분당구 서현동 298-2번지 상록프라자 107호,,2021-03-31
분당구,제과점영업,라이스피아,2004-06-02,폐업,2010-12-28,-,-,-,,경기도 성남시 분당구 서현동 251-3번지,,2021-03-31
분당구,제과점영업,던킨도너츠 파크뷰,2004-07-28,폐업,2009-08-07,-,-,-,,경기도 성남시 분당구 정자동 6번지 파크뷰상가113,,2021-03-31
분당구,제과점영업,로티맘,2008-05-07,폐업,2009-06-18,-,-,-,39.23,경기도 성남시 분당구 수내동 83-1번지 외 필지 동한프라자 1층 일부,,2021-03-31
분당구,제과점영업,코코호도정자점,2008-05-23,폐업,2011-05-26,-,-,-,19.58,경기도 성남시 분당구 정자동 7번지 분당두산위브파빌리온 1층 A101호 일부,,2021-03-31
분당구,제과점영업,슈가앤크림,2008-06-05,폐업,2012-09-11,-,-,-,56.72,경기도 성남시 분당구 정자동 174-1번지 분당더샾스타파크 상가동 2층 H-11호,,2021-03-31
중원구,제과점영업,빵굽는하우스,2008-06-11,폐업,2009-08-03,-,-,-,34.56,경기도 성남시 중원구 성남동 3824번지 1층,,2021-03-31
수정구,제과점영업,뚜레쥬르(태평오거리점),2008-06-12,폐업,2016-08-08,-,-,-,46.97,경기도 성남시 수정구 태평동 3175번지 1층,"경기도 성남시 수정구 남문로 70 (태평동,1층)",2021-03-31
분당구,제과점영업,참호도과자 서현점,2008-06-25,폐업,2011-08-16,-,-,-,29.4,경기도 성남시 분당구 서현동 89번지 서현파크프라자 140호,,2021-03-31
수정구,제과점영업,월드하우스 제과점,2008-07-14,폐업,2011-01-17,-,-,-,25.2,경기도 성남시 수정구 신흥동 3436-10번지 (그린마트상가내),,2021-03-31
분당구,제과점영업,보리수 미금점,2008-07-14,폐업,2011-08-26,-,-,-,9.67,경기도 성남시 분당구 금곡동 161번지 천사의도시 1차 102-2호,,2021-03-31
중원구,제과점영업,브레드 팩토리 노아,2014-11-28,폐업,2018-07-12,-,-,-,21.31,경기도 성남시 중원구 금광동 3171번지 1층,"경기도 성남시 중원구 광명로347번길 10, 1층 (금광동)",2021-03-31
분당구,제과점영업,곰스곰스,2014-12-01,폐업,2015-05-19,-,-,-,6.24,경기도 성남시 분당구 수내동 14번지 롯데백화점 지하1층 푸드코트내,"경기도 성남시 분당구 황새울로200번길 45 (수내동, 롯데백화점 지하1층 푸드코트내)",2021-03-31
중원구,제과점영업,목포 못난이 빵,2014-12-11,폐업,2016-03-28,-,-,-,30.99,경기도 성남시 중원구 은행동 1711번지,"경기도 성남시 중원구 은행로7번길 24, 1층 (은행동)",2021-03-31
분당구,제과점영업,프롬비,2015-01-14,폐업,2015-06-15,-,-,-,19.8,경기도 성남시 분당구 백현동 582-10번지 1층일부,"경기도 성남시 분당구 판교역로 6-6 (백현동, 1층일부)",2021-03-31
수정구,제과점영업,바로군 남한산성입구역점,2015-02-02,폐업,2020-01-10,-,-,-,50.38,경기도 성남시 수정구 단대동 96번지 남한산성입구역 2003호,"경기도 성남시 수정구 산성대로 지하 445, 2003호 (단대동, 남한산성입구역)",2021-03-31
수정구,제과점영업,(주)에스피씨 삼립 수라방 성남점,2016-10-21,폐업,2016-12-27,-,-,-,5.06,경기도 성남시 수정구 태평동 7336번지 이마트 성남점 지하2(일부)층,"경기도 성남시 수정구 수정로 201, 지하2(일부)층 (태평동, 이마트 성남점)",2021-03-31
수정구,제과점영업,유기농 빵집 온유,2016-10-25,폐업,2018-04-09,-,-,-,36.54,경기도 성남시 수정구 창곡동 550-3번지 1(일부)층,"경기도 성남시 수정구 위례서일로1길 4-6, 1(일부)층 (창곡동)",2021-03-31
분당구,제과점영업,빵선생(서현점),2016-10-26,폐업,2017-04-20,-,-,-,37.65,경기도 성남시 분당구 서현동 298-2번지 상록프라자 1층 102호,"경기도 성남시 분당구 돌마로486번길 6, 1층 102호 (서현동, 상록프라자)",2021-03-31
수정구,제과점영업,식빵 이야기,2016-11-01,폐업,2019-01-29,-,-,-,24.75,경기도 성남시 수정구 창곡동 513-2번지 위례건아타워 1층 109(일부)호,"경기도 성남시 수정구 위례동로 147, 1층 109(일부)호 (창곡동, 위례건아타워)",2021-03-31
분당구,제과점영업,미스터베이커,2016-11-08,폐업,2018-02-08,-,-,-,13.68,경기도 성남시 분당구 서현동 310번지 효자촌 분산상가비동 1층 106호,"경기도 성남시 분당구 분당로263번길 13, 분산상가비동 1층 106호 (서현동, 효자촌)",2021-03-31
분당구,제과점영업,빵사부식빵공방,2017-12-15,폐업,2019-06-27,-,-,-,40.26,경기도 성남시 분당구 금곡동 161번지 천사의도시1 오피스텔 1층 111-2호,"경기도 성남시 분당구 성남대로 165, 천사의도시1 오피스텔  1층 111-2호 (금곡동)",2021-03-31
분당구,제과점영업,주곤바게트,2017-12-15,폐업,2019-03-22,-,-,-,14.8,경기도 성남시 분당구 수내동 29번지 양지마을한양아파트 대명상가 지하1층 B03호 일부,"경기도 성남시 분당구 내정로173번길 11, 지하1층 B03 일부호 (수내동, 양지마을한양아파트)",2021-03-31
수정구,제과점영업,신라베이커리,2006-09-22,폐업,2010-11-08,-,-,-,31.43,경기도 성남시 수정구 태평동 3767번지 1층,,2021-03-31
분당구,제과점영업,빵만드는 마을,2006-10-09,폐업,2009-09-21,-,-,-,20.28,경기도 성남시 분당구 금곡동 126번지 청솔6단지상가 1층 101호,,2021-03-31
중원구,제과점영업,씨유 성남보미점,2008-08-14,폐업,2019-03-27,-,-,-,24.16,경기도 성남시 중원구 성남동 2508번지 외3필지,"경기도 성남시 중원구 광명로 114, 102호 (성남동, 보미리전빌Ⅲ)",2021-03-31
중원구,제과점영업,던킨도너츠(도촌점),2008-08-18,폐업,2009-12-22,-,-,-,,경기도 성남시 중원구 도촌동 566번지 동강프라자 110호,,2021-03-31
분당구,제과점영업,보리수(주),2008-08-28,폐업,2009-08-03,-,-,-,23.18,경기도 성남시 분당구 서현동 260-6번지 웰빙프라자 1층 108호,,2021-03-31
분당구,제과점영업,르뽀미에  분당서현점,2008-09-10,폐업,2011-06-17,-,-,-,59.84,경기도 성남시 분당구 서현동 89번지 서현파크플라자 1층 104호,,2021-03-31
분당구,제과점영업,본슈크레,2008-09-11,폐업,2010-03-22,-,-,-,14.41,경기도 성남시 분당구 정자동 211번지 이마트 지하1층 일부,,2021-03-31
분당구,제과점영업,호두나무파이,2011-03-28,폐업,2017-03-23,-,-,-,25.62,경기도 성남시 분당구 이매동 131-8번지 1층 103호 일부,"경기도 성남시 분당구 판교로 446 (이매동,1층 103호 일부)",2021-03-31
분당구,제과점영업,파리바게뜨(판교힐스테이트점),2011-04-06,폐업,2020-11-24,-,-,-,65.92,"경기도 성남시 분당구 판교동 512 낙생빌딩 1층 103호, 104호","경기도 성남시 분당구 서판교로 154 (판교동,낙생빌딩 1층 103호, 104호)",2021-03-31
수정구,제과점영업,갓구운빵집,2011-04-07,폐업,2015-06-05,-,-,-,32.63,경기도 성남시 수정구 수진동 77번지 1층,"경기도 성남시 수정구 수정남로 41 (수진동,1층)",2021-03-31
분당구,제과점영업,이지바이 야탑점,2011-04-12,폐업,2013-07-05,-,-,-,19.72,경기도 성남시 분당구 야탑동 273-1번지 대동상가 1층 105호,"경기도 성남시 분당구 벌말로40번길 4 (야탑동, 대동상가 1층 105호)",2021-03-31
분당구,제과점영업,따삐오 베이커리 분당하나로점,2008-12-12,폐업,2016-09-29,-,-,-,50.05,경기도 성남시 분당구 구미동 174번지 농수산물종합유통센터1층 일부,"경기도 성남시 분당구 성남대로43번길 11 (구미동, 농수산물종합유통센터1층 일부)",2021-03-31
분당구,제과점영업,만나단팥빵,2014-07-09,폐업,2017-02-22,-,-,-,33.36,경기도 성남시 분당구 삼평동 653번지 판교역 푸르지오시티 105,"경기도 성남시 분당구 대왕판교로606번길 45 (삼평동, 판교역 푸르지오시티 105)",2021-03-31
분당구,제과점영업,마리앤케익,2014-07-15,폐업,2015-03-20,-,-,-,33.82,경기도 성남시 분당구 금곡동 201번지 코오롱더프라우드아파트 102호,"경기도 성남시 분당구 정자일로 27, 102호 (금곡동, 코오롱더프라우드아파트 )",2021-03-31
분당구,제과점영업,하늘빵,2014-07-16,폐업,2015-05-22,-,-,-,22.4,경기도 성남시 분당구 정자동 23-2번지 GS 내,"경기도 성남시 분당구 정자일로 190 (정자동, GS 내)",2021-03-31
수정구,제과점영업,지우빵집,2014-07-22,폐업,2015-10-06,-,-,-,20.3,경기도 성남시 수정구 태평동 6490번지 1층,"경기도 성남시 수정구 성남대로1250번길 10-1, 1층 (태평동)",2021-03-31
분당구,제과점영업,미스터도넛 정자2호점,2014-07-24,폐업,2017-01-13,-,-,-,48.5,"경기도 성남시 분당구 정자동 170-1번지 삼성아데나루체 126호, 125호일부(이마트내)","경기도 성남시 분당구 정자일로 120 (정자동, 삼성아데나루체 126호, 125호일부)",2021-03-31
분당구,제과점영업,블랑제리 드 르방,2014-07-28,폐업,2016-10-04,-,-,-,104.19,경기도 성남시 분당구 수내동 14번지 롯데백화점 지하1층,"경기도 성남시 분당구 황새울로200번길 45 (수내동, 롯데백화점 지하1층)",2021-03-31
분당구,제과점영업,파리바게뜨 분당파크점2,2004-08-27,폐업,2010-09-29,-,-,-,16.1,경기도 성남시 분당구 수내동 58-2번지 상지상가빌딩 2층214호,,2021-03-31
분당구,제과점영업,코코호도과자 이매점,2004-09-17,폐업,2016-06-23,-,-,-,23.8,경기도 성남시 분당구 이매동 131-8번지 그린프라자 106호,"경기도 성남시 분당구 판교로 446 (이매동,그린프라자 106호)",2021-03-31
분당구,제과점영업,신라명과,2004-10-13,폐업,2012-12-03,-,-,-,41.48,경기도 성남시 분당구 야탑동 360-3번지 102호,,2021-03-31
분당구,제과점영업,시루,2006-10-13,폐업,2010-09-02,-,-,-,39.65,경기도 성남시 분당구 정자동 15-1번지 폴라리스2 106호,,2021-03-31
수정구,제과점영업,프랑세즈 과자점,2006-10-30,폐업,2015-06-19,-,-,-,39.69,경기도 성남시 수정구 태평동 3659번지 1층(105호),"경기도 성남시 수정구 수정로 131 (태평동,1층(105호))",2021-03-31
분당구,제과점영업,파리바게트하탑점,2006-11-08,폐업,2021-02-26,-,-,-,78.96,경기도 성남시 분당구 이매동 97-5 오성빌딩 1층 일부,"경기도 성남시 분당구 판교로 476, 오성빌딩 1(일부)층 (이매동)",2021-03-31
