업종명,업소명,소재지(도로명),소재지전화,관할기관,기준일자
일반음식점,전라도 칼국수,경기도 구리시 검배로60번길 11-19 (수택동), 031- 553-0077,구리시청,2021-05-07
일반음식점,변산반도,경기도 구리시 벌말로 81-18 (토평동),,구리시청,2021-05-07
일반음식점,인창각,경기도 구리시 건원대로34번길 25 (인창동 신아월드코아(지하105호)), 031- 556-8384,구리시청,2021-05-07
일반음식점,맥주아비,경기도 구리시 장자대로86번길 14-7  해웅빌딩 1층 (수택동),,구리시청,2021-05-07
일반음식점,동원포차,경기도 구리시 안골로57번길 14-14  1층 (수택동),,구리시청,2021-05-07
일반음식점,요거트 아이스크림의 정석,경기도 구리시 검배로83번길 19 (수택동),,구리시청,2021-05-07
일반음식점,영석사철탕,경기도 구리시 수택천로15번길 4 (수택동 1층), 031- 557-4577,구리시청,2021-05-07
일반음식점,런던호프,경기도 구리시 원수택로11번길 28 (수택동 1층), 031- 568-0802,구리시청,2021-05-07
일반음식점,김영숙 묘향만두,경기도 구리시 아차산로 63 (아천동),  02- 444-3515,구리시청,2021-05-07
일반음식점,성원쌍떼빌내 식당,경기도 구리시 원수택로64번길 9 (수택동 지하1층),,구리시청,2021-05-07
일반음식점,아비꼬 장자호수공원점,경기도 구리시 장자대로86번길 14-6  거성빌딩 1층 (수택동),,구리시청,2021-05-07
일반음식점,구리설렁탕,경기도 구리시 동구릉로 108-2 (인창동 1층), 031- 568-9617,구리시청,2021-05-07
일반음식점,이차돌구리수택점,경기도 구리시 검배로6번길 14  1층 (수택동),,구리시청,2021-05-07
일반음식점,데이비스피자,경기도 구리시 인창2로 5-1  101호 (인창동),,구리시청,2021-05-07
일반음식점,벙커(Bunker),경기도 구리시 검배로6번길 24  1층 (수택동),,구리시청,2021-05-07
일반음식점,바람이 분다,경기도 구리시 아차산로467번길 65  1층 (교문동),,구리시청,2021-05-07
일반음식점,대맛초,경기도 구리시 갈매순환로204번길 25-5  1층 (갈매동),,구리시청,2021-05-07
일반음식점,인생족발,경기도 구리시 검배로 33-1 (수택동),031 -551 -6550,구리시청,2021-05-07
일반음식점,제주돈돈,경기도 구리시 응달말로 22 (인창동  2층),031 -569 -1118,구리시청,2021-05-07
일반음식점,장위동유성집,경기도 구리시 안골로 43-11 (교문동 (1층)),031 -557 -9289,구리시청,2021-05-07
일반음식점,연화상점,경기도 구리시 안골로57번길 46-19 (수택동 1층),,구리시청,2021-05-07
일반음식점,풍천장어,경기도 구리시 경춘로 121 (교문동 1층),    - 562-7040,구리시청,2021-05-07
일반음식점,인생구이,경기도 구리시 건원대로99번길 29 (인창동 (1층)), 031- 555-8392,구리시청,2021-05-07
일반음식점,공룡횟집,경기도 구리시 동구릉로136번길 90  2층 (인창동  농수산물 수산본동 편의점8동), 031- 568-1133,구리시청,2021-05-07
일반음식점,맛드림,경기도 구리시 동구릉로 79 (인창동 (1층)), 031- 568-8090,구리시청,2021-05-07
일반음식점,서울식당,경기도 구리시 안골로8번길 28  1층 (교문동),031 -556 -8775,구리시청,2021-05-07
일반음식점,지음 웨딩홀,경기도 구리시 건원대로 44  태영빌딩 8층 (인창동),031 -552 -9000,구리시청,2021-05-07
일반음식점,옥이식당,경기도 구리시 안골로97번길 25  1층 (수택동), 031- 568-8773,구리시청,2021-05-07
일반음식점,흥남슈퍼,경기도 구리시 갈매중앙로55번길 96-4  105호 (갈매동),,구리시청,2021-05-07
일반음식점,비에이치씨(BHC) 구리중앙점,경기도 구리시 안골로 43-17  1층 (교문동),031 -564 -5577,구리시청,2021-05-07
일반음식점,떡볶이낭자&오뎅낭군,경기도 구리시 안골로 102 (수택동 1층),031 -565 -3364,구리시청,2021-05-07
일반음식점,키친 아리스타,경기도 구리시 경춘로 165 (교문동 (2층)),,구리시청,2021-05-07
일반음식점,한끼로초밥,경기도 구리시 갈매중앙로 70  이룸넘버원리치안 2층 205호 (갈매동),,구리시청,2021-05-07
일반음식점,전주식당,경기도 구리시 경춘로175번길 36 (교문동),031 - 552-2613,구리시청,2021-05-07
일반음식점,파머스테이블,경기도 구리시 산마루로 14  더블유타워 109 110호 (갈매동),031 -878 -8855,구리시청,2021-05-07
일반음식점,아빠쪽(아귀에 빠진 쪽갈비),경기도 구리시 검배로60번길 32  1층 (수택동),031 -563 -3232,구리시청,2021-05-07
일반음식점,참숯돈가,경기도 구리시 건원대로99번길 73  1층 102호 (인창동),,구리시청,2021-05-07
일반음식점,구리반점,경기도 구리시 경춘로172번길 9 (교문동), 031- 563-1750,구리시청,2021-05-07
일반음식점,대동냉면,경기도 구리시 원수택로 58 (수택동),031 -574 -5255,구리시청,2021-05-07
일반음식점,탄탄탄 연탄구이,경기도 구리시 검배로 24-5  1층 (수택동),,구리시청,2021-05-07
일반음식점,두찜 구리갈매점,경기도 구리시 산마루로 19  진영트윈타워 A동 107호 (갈매동),,구리시청,2021-05-07
일반음식점,아구랑뽈이랑,경기도 구리시 경춘로244번길 28 (수택동  1층),031 -558 -3040,구리시청,2021-05-07
일반음식점,후참,경기도 구리시 검배로84번길 43 (수택동 1층),031 -556 -9982,구리시청,2021-05-07
일반음식점,꽃돼지,경기도 구리시 이문안로136번길 20 (토평동 (1층)),    - 567-3006,구리시청,2021-05-07
일반음식점,한서맛집,경기도 구리시 검배로93번길 38-9 (수택동),,구리시청,2021-05-07
일반음식점,조은하루,경기도 구리시 검배로13번길 16 (수택동 1층),,구리시청,2021-05-07
일반음식점,목포집,경기도 구리시 안골로 95 (수택동), 031- 566-6451,구리시청,2021-05-07
일반음식점,장어촌,경기도 구리시 체육관로171번길 20 (교문동 1층),031 -553 -4337,구리시청,2021-05-07
일반음식점,티존,경기도 구리시 안골로63번길 28-16  4층 (수택동),,구리시청,2021-05-07
일반음식점,아지트,경기도 구리시 체육관로 163-11  103호 (교문동),031 -556 -7505,구리시청,2021-05-07
일반음식점,봉추찜닭 구리인창점,경기도 구리시 건원대로 44  태영빌딩 1층 101호 (인창동),,구리시청,2021-05-07
일반음식점,자갈치 브라더스 구리수택점,경기도 구리시 원수택로64번길 9  101동 122호 (수택동  수택동 성원상떼빌),,구리시청,2021-05-07
일반음식점,길동우동,경기도 구리시 경춘로 229  1층 104호 (인창동  쌍용플래티넘선스타워),,구리시청,2021-05-07
일반음식점,만나식당,경기도 구리시 갈매순환로204번길 8-46  1층 (갈매동),,구리시청,2021-05-07
일반음식점,코리안숯불닭바베큐 수택점,경기도 구리시 수택천로 6 (수택동 (1층)), 031- 555-2131,구리시청,2021-05-07
일반음식점,을찌로 떡볶이,경기도 구리시 원수택로 52 (수택동),,구리시청,2021-05-07
일반음식점,솔호프,경기도 구리시 검배로60번길 5 (수택동  21 (2층)), 031- 564-0367,구리시청,2021-05-07
일반음식점,나그네포차,경기도 구리시 검배로60번길 11-15 (수택동 1층),031 -555 -8295,구리시청,2021-05-07
일반음식점,부테스(BUTES),경기도 구리시 갈매순환로204번길 59-11  1층 (갈매동),,구리시청,2021-05-07
일반음식점,안드레아(ANDREA),경기도 구리시 갈매순환로 5  101 102호 (갈매동  신우프라자 ),,구리시청,2021-05-07
일반음식점,포엔비어,경기도 구리시 수택천로25번길 11 (수택동  외 2필지 한일아파트상가 라동 1층),,구리시청,2021-05-07
일반음식점,박가네 압구정 찌개명가,경기도 구리시 동구릉로53번길 67  102호 (인창동  아름마을LG아파트),,구리시청,2021-05-07
일반음식점,제주밤바다 구리돌다리점,경기도 구리시 안골로77번길 47 (수택동 (2층)), 031- 564-5955,구리시청,2021-05-07
일반음식점,슈가럼프,경기도 구리시 갈매중앙로55번길 58  1층 (갈매동),,구리시청,2021-05-07
일반음식점,제주 애육당,경기도 구리시 안골로 74  1층 (수택동),031 -556 -2121,구리시청,2021-05-07
일반음식점,훼미리숯불바베큐,경기도 구리시 검배로83번길 8 (수택동),,구리시청,2021-05-07
일반음식점,남석,경기도 구리시 검배로47번길 4  1층 (수택동),,구리시청,2021-05-07
일반음식점,지우개,경기도 구리시 안골로 24  1층 (교문동),031 -555 -9444,구리시청,2021-05-07
일반음식점,교촌치킨토평점,경기도 구리시 검배로 126 (토평동 1층),031 -562 -9995,구리시청,2021-05-07
일반음식점,형아네순대국,경기도 구리시 안골로 82-1 (수택동 1층), 031- 563-3392,구리시청,2021-05-07
일반음식점,구룡각,경기도 구리시 동구릉로 405  105호 (사노동),,구리시청,2021-05-07
일반음식점,새마을포차,경기도 구리시 안골로97번길 5 (수택동),,구리시청,2021-05-07
일반음식점,잉꼬분식,경기도 구리시 체육관로171번길 11-4  2층 (교문동),031 -564 -3354,구리시청,2021-05-07
일반음식점,콩나물밥 파전,경기도 구리시 안골로97번길 17-22  101호 (수택동),,구리시청,2021-05-07
일반음식점,원,경기도 구리시 안골로63번길 39  지층 (수택동),,구리시청,2021-05-07
일반음식점,가은푸드,경기도 구리시 경춘로172번길 22 (교문동  1층),,구리시청,2021-05-07
일반음식점,검배요한국수,경기도 구리시 검배로83번길 8  1층 (수택동),,구리시청,2021-05-07
일반음식점,웰빙 생선구이 전문,경기도 구리시 갈매순환로 194  신영프라자 103호 (갈매동),,구리시청,2021-05-07
일반음식점,쭈꾸미하우스 ,경기도 구리시 동구릉로148번길 24-36 (인창동 1층), 031- 552-1032,구리시청,2021-05-07
일반음식점,교동짬뽕,경기도 구리시 검배로 33  1층 (수택동),,구리시청,2021-05-07
일반음식점,모밀엔카츠 구리점,경기도 구리시 체육관로 140  1층 106호 (교문동),,구리시청,2021-05-07
일반음식점,BBQ치킨(인창점),경기도 구리시 동구릉로53번길 67 (인창동 (지층)), 031- 556-3392,구리시청,2021-05-07
일반음식점,테이크어웨이 비(take away B),경기도 구리시 안골로63번길 39  1층 (수택동),031 -510 -9773,구리시청,2021-05-07
일반음식점,옛날통닭,경기도 구리시 동구릉로 149  1층 (인창동),,구리시청,2021-05-07
일반음식점,청해코다리 갈매역점,경기도 구리시 산마루로 5  대방디엠시티 313  314호 (갈매동),,구리시청,2021-05-07
일반음식점,돼지 한 판,경기도 구리시 체육관로171번길 19 (교문동), 031- 553-9982,구리시청,2021-05-07
일반음식점,매운돼지갈비김치찜,경기도 구리시 검배로60번길 5  1층 (수택동),031 -554 -0754,구리시청,2021-05-07
일반음식점,담양 참숯불구이,경기도 구리시 금강로 31  1층 (갈매동),,구리시청,2021-05-07
일반음식점,봉대미곱창,경기도 구리시 갈매중앙로 89-10  1층 101호 (갈매동),,구리시청,2021-05-07
일반음식점,치앤강,경기도 구리시 건원대로34번길 25  신아월드코아 106호 (인창동),,구리시청,2021-05-07
일반음식점,1인 한식당 구리점,경기도 구리시 안골로85번길 11  2층 (수택동),,구리시청,2021-05-07
일반음식점,탄관마,경기도 구리시 응달말로 51  1층 103호 (인창동),,구리시청,2021-05-07
일반음식점,돌쇠마님곱창,경기도 구리시 검배로106번길 14 (수택동 1층), 031- 563-9002,구리시청,2021-05-07
일반음식점,수중짬뽕전골,경기도 구리시 갈매순환로204번길 60-4  1층 (갈매동),,구리시청,2021-05-07
일반음식점,애플김밥,경기도 구리시 이문안로 81 (수택동 신성미소지움 상가 3호),,구리시청,2021-05-07
일반음식점,한나정원,경기도 구리시 아차산로 347  1층 (교문동),,구리시청,2021-05-07
일반음식점,이모네포차,경기도 구리시 수택천로7번길 5 (수택동  1층),,구리시청,2021-05-07
일반음식점,배떡 구리점,경기도 구리시 검배로72번길 11-12  1층 (수택동),031 -555 -3372,구리시청,2021-05-07
일반음식점,찌개마을,경기도 구리시 검배로 39 (수택동), 031-566 -6778,구리시청,2021-05-07
일반음식점,스쿨푸드 구리다산딜리버리점,경기도 구리시 응달말로52번길 27  가동 1층 (인창동),031 -563 -1012,구리시청,2021-05-07
일반음식점,고향 동태탕,경기도 구리시 체육관로 147-5  1층 (교문동), 031- 553-1277,구리시청,2021-05-07
일반음식점,천지농원,경기도 구리시 동구릉로53번길 227-44 (인창동 (1층)),031 -553 -5588,구리시청,2021-05-07
일반음식점,늘푸른 늘칼국수,경기도 구리시 벌말로 83 (토평동 1층), 031- 567-3695,구리시청,2021-05-07
일반음식점,죽이야기인창점,경기도 구리시 동구릉로 112  1층 (인창동),,구리시청,2021-05-07
일반음식점,하프앤드(수택점),경기도 구리시 원수택로 9 (수택동 (1층)), 031- 569-9282,구리시청,2021-05-07
일반음식점,스마일 꽈배기,경기도 구리시 경춘로172번길 14  1층 (교문동),,구리시청,2021-05-07
일반음식점,양계장집 아들,경기도 구리시 갈매중앙로 70  이룸넘버원리치안 104호 (갈매동),,구리시청,2021-05-07
일반음식점,유명한집 생선구이조림전문,경기도 구리시 경춘로276번길 37 (수택동 1층),,구리시청,2021-05-07
일반음식점,삼미당,경기도 구리시 이문안로5번길 15  1층 (교문동),,구리시청,2021-05-07
일반음식점,오빠차(오늘도 빠지는 포차),경기도 구리시 안골로97번길 43 (수택동 1층),031 -569 -0346,구리시청,2021-05-07
일반음식점,구리 해적선,경기도 구리시 장자대로86번길 14-14 (수택동 1층),,구리시청,2021-05-07
일반음식점,438번지,경기도 구리시 원수택로 15  1층 (수택동),,구리시청,2021-05-07
일반음식점,그리다 콩,경기도 구리시 이문안로155번길 32  1층 (수택동),,구리시청,2021-05-07
일반음식점,카페어반,경기도 구리시 이문안로99번길 20  103호 (수택동),,구리시청,2021-05-07
일반음식점,통닭연구소,경기도 구리시 체육관로 157 (교문동 (1층)),031 -569 -1456,구리시청,2021-05-07
일반음식점,황서연 참치,경기도 구리시 경춘로 180  1층 (교문동),,구리시청,2021-05-07
일반음식점,아지트,경기도 구리시 건원대로 42 (인창동 삼원골드프라자215), 031- 556-9488,구리시청,2021-05-07
일반음식점,청실다방,경기도 구리시 경춘로172번길 9 (교문동  지층),,구리시청,2021-05-07
일반음식점,자매포차,경기도 구리시 체육관로 163-11  1층 (교문동),,구리시청,2021-05-07
일반음식점,행운,경기도 구리시 안골로77번길 21  내1층 14호 (수택동),,구리시청,2021-05-07
일반음식점,진관에프앤디 옥화식당,경기도 구리시 검배로 69 (수택동  1층 2층),,구리시청,2021-05-07
일반음식점,경기식당,경기도 구리시 안골로63번길 19 (수택동),,구리시청,2021-05-07
일반음식점,역전할머니 맥주 구리돌다리점,경기도 구리시 체육관로172번길 30 (수택동 외 2필지(1층)),031 -554 -5433,구리시청,2021-05-07
일반음식점,잭파스타,경기도 구리시 체육관로 170  2층 7호 (수택동),,구리시청,2021-05-07
일반음식점,그린,경기도 구리시 검배로 33-1  2층 (수택동),,구리시청,2021-05-07
일반음식점,샐러드식탁,경기도 구리시 검배로84번길 36  1층 (수택동),,구리시청,2021-05-07
일반음식점,원조뼈다귀,경기도 구리시 검배로47번길 14 (수택동 1층 102호),,구리시청,2021-05-07
일반음식점,인푸드시스템,경기도 구리시 건원대로 51  창일빌딩 3층 339호 (인창동),,구리시청,2021-05-07
일반음식점,옥주네분식,경기도 구리시 안골로77번길 22  1층 (수택동),,구리시청,2021-05-07
일반음식점,김가네 옛날통닭,경기도 구리시 검배로 27  1층 (수택동),,구리시청,2021-05-07
일반음식점,코리안바베큐(토평점),경기도 구리시 체육관로80번길 35 (수택동 (1층)), 031- 569-0270,구리시청,2021-05-07
일반음식점,돈치킨,경기도 구리시 안골로63번길 11 (수택동 1층), 031- 557-3674,구리시청,2021-05-07
일반음식점,닥터찬푸드,경기도 구리시 안골로103번길 41  2층 (수택동),,구리시청,2021-05-07
일반음식점,뚱보네 닭볶음탕,경기도 구리시 안골로103번길 50 (수택동 (1층)), 031- 552-3070,구리시청,2021-05-07
일반음식점,포식 구리인창점(본점),경기도 구리시 건원대로 67 (인창동 1층),,구리시청,2021-05-07
일반음식점,범참치,경기도 구리시 검배로29번길 25  1층 (수택동),,구리시청,2021-05-07
일반음식점,수택동 제면소,경기도 구리시 검배로15번길 31  1층 (수택동),,구리시청,2021-05-07
일반음식점,설레다푸드,경기도 구리시 아차산로500번길 41  삼창빌딩 1층 (교문동),,구리시청,2021-05-07
일반음식점,곰이네 손칼국수& 팥죽,경기도 구리시 건원대로33번길 10 (인창동 지층), 031- 563-2475,구리시청,2021-05-07
일반음식점,따뜻한 밥상,경기도 구리시 벌말로 133-8  101호 (토평동), 031-556 -0076,구리시청,2021-05-07
일반음식점,비어팩토리,경기도 구리시 경춘로 239 (인창동 지하1층), 031- 553-2000,구리시청,2021-05-07
일반음식점,버닝(buning),경기도 구리시 안골로30번길 46 (교문동), 031- 552-3644,구리시청,2021-05-07
일반음식점,치어스,경기도 구리시 체육관로74번길 27 (수택동),031 -565 -6333,구리시청,2021-05-07
일반음식점,족밥,경기도 구리시 산마루로 11-12  107호 (갈매동),,구리시청,2021-05-07
일반음식점,만이갈비,경기도 구리시 수택천로 11-2 (수택동 1층),031 -555 -1288,구리시청,2021-05-07
일반음식점,광릉불고기,경기도 구리시 벌말로 102-1 (토평동 1층),    -5558- 614,구리시청,2021-05-07
일반음식점,종점통닭,경기도 구리시 경춘로276번길 30 (수택동 1층 1호), 031- 563-9488,구리시청,2021-05-07
일반음식점,블리스버거 앤 카페,경기도 구리시 아차산로 288 (교문동),,구리시청,2021-05-07
일반음식점,용감한오빠,경기도 구리시 안골로85번길 29-8 (수택동  2층),,구리시청,2021-05-07
일반음식점,테라,경기도 구리시 체육관로 147-5 (교문동 2층), 031- 562-4200,구리시청,2021-05-07
일반음식점,앗싸 연탄불 돼지불백,경기도 구리시 산마루로 11-12  101 102호 (갈매동),,구리시청,2021-05-07
일반음식점,마스타 필리핀마트,경기도 구리시 안골로77번길 22  내 제3호 (수택동),,구리시청,2021-05-07
일반음식점,블랙앤화이트,경기도 구리시 안골로63번길 14-12 (수택동 1층),,구리시청,2021-05-07
일반음식점,육개장팩토리,경기도 구리시 갈매순환로204번길 8-32  1층 (갈매동),031 -527 -4348,구리시청,2021-05-07
일반음식점,빅 딜리버리,경기도 구리시 안골로86번길 6  1층 (수택동),031 -551 -8774,구리시청,2021-05-07
일반음식점,와라와라,경기도 구리시 체육관로172번길 47 (수택동 2층), 031- 555-8445,구리시청,2021-05-07
일반음식점,쿠치나 디 까사,경기도 구리시 갈매중앙로 81-6  2층 203호 (갈매동  더오페라),,구리시청,2021-05-07
일반음식점,365도시남녀 모다구리남양주점,경기도 구리시 경춘북로 230  4층 (갈매동  모다아울렛 구리점),,구리시청,2021-05-07
일반음식점,춘자네,경기도 구리시 체육관로80번길 41  신안빌딩 101 102호 (수택동),,구리시청,2021-05-07
일반음식점,외지,경기도 구리시 이문안로 126-1  1층 101호 (토평동),,구리시청,2021-05-07
일반음식점,주주마루,경기도 구리시 체육관로171번길 7 (교문동 지층),    - 551-0961,구리시청,2021-05-07
일반음식점,웅이네오돌뼈 구리점,경기도 구리시 경춘로 197-14  1층 (인창동),,구리시청,2021-05-07
일반음식점,전주식당,경기도 구리시 안골로97번길 11 (수택동), 031- 565-6555,구리시청,2021-05-07
일반음식점,초벌집,경기도 구리시 체육관로172번길 50-4 (수택동 1층),070 -7530-1818,구리시청,2021-05-07
일반음식점,999호프,경기도 구리시 원수택로64번길 42 (수택동 1층),,구리시청,2021-05-07
일반음식점,전주식당,경기도 구리시 검배로83번길 16-14 (수택동), 031- 564-1006,구리시청,2021-05-07
일반음식점,원할머니보쌈족발 구리수택배달점,경기도 구리시 이문안로 93  동은빌딩 1층 좌(103호) 1층 (수택동),031 -569 -5353,구리시청,2021-05-07
일반음식점,금강산 감자탕,경기도 구리시 이문안로99번길 11  102호 (수택동), 031- 552-4100,구리시청,2021-05-07
일반음식점,와이커피,경기도 구리시 산마루로 19  7층 703호 (갈매동   트윈타워 A동),031 -528 -1119,구리시청,2021-05-07
일반음식점,맛 있는집,경기도 구리시 장자대로1번길 82-18 (교문동 (1층)), 031- 552-7731,구리시청,2021-05-07
일반음식점,멸치국수집,경기도 구리시 경춘로 214-2  1층 (수택동), 031- 557-3108,구리시청,2021-05-07
일반음식점,돈부스코,경기도 구리시 검배로15번길 21  1층 (수택동),031 - 513-0910,구리시청,2021-05-07
일반음식점,동산식당,경기도 구리시 아차산로117번길 72 (아천동 가동 나동),02  -452 -7463,구리시청,2021-05-07
일반음식점,골목집,경기도 구리시 안골로77번길 21 (수택동 1층), 031- 565-3953,구리시청,2021-05-07
일반음식점,동갈전,경기도 구리시 아차산로 411 (교문동  1층),  02- 454-2969,구리시청,2021-05-07
일반음식점,이모네식당,경기도 구리시 체육관로171번길 7 (교문동  228-1 2 (1층)), 031- 562-8599,구리시청,2021-05-07
일반음식점,성식이네 매운닭발,경기도 구리시 검배로29번길 8 (수택동), 031- 772-0810,구리시청,2021-05-07
일반음식점,양푼이 저팔개,경기도 구리시 검배로72번길 11-20 (수택동  1층 왼쪽),,구리시청,2021-05-07
일반음식점,두찜 구리돌다리점,경기도 구리시 체육관로 147-20 (교문동), 031- 564-0655,구리시청,2021-05-07
일반음식점,탄 구리점,경기도 구리시 이문안로113번길 15  1층 3호 (수택동),,구리시청,2021-05-07
일반음식점,유남생식당,경기도 구리시 아차산로 399  현대자동차구리서부지점 2층 (교문동),,구리시청,2021-05-07
일반음식점,은행호프커피,경기도 구리시 검배로 34 (수택동  지층),,구리시청,2021-05-07
일반음식점,오씨네 냉면만두,경기도 구리시 장자대로13번길 53-30 (교문동 (1층)), 031- 563-1882,구리시청,2021-05-07
일반음식점,생생해물탕,경기도 구리시 검배로 41  2층 (수택동),031 -568 -9400,구리시청,2021-05-07
일반음식점,섬마을바다풍경,경기도 구리시 이문안로 149 (수택동 (1층)),,구리시청,2021-05-07
일반음식점,조선화로집 구리점,경기도 구리시 벌말로 145  2층 (토평동),,구리시청,2021-05-07
일반음식점,다주니 소곱창,경기도 구리시 안골로103번길 14 (수택동 1층),031 -554 -3353,구리시청,2021-05-07
일반음식점,한스푼 THE,경기도 구리시 건원대로34번길 27 (인창동  세신상가 107호),,구리시청,2021-05-07
일반음식점,판순이보신탕,경기도 구리시 검배로60번길 19  1층 (수택동),,구리시청,2021-05-07
일반음식점,손국수 한그릇,경기도 구리시 경춘로276번길 26 (수택동  1층2호),,구리시청,2021-05-07
일반음식점,수내닭꼬치 구리수택점,경기도 구리시 이문안로83번길 16-13  성경빌딩 1층 (수택동),,구리시청,2021-05-07
일반음식점,큰맘할매순대국,경기도 구리시 갈매중앙로55번길 6-4  1층 (갈매동),,구리시청,2021-05-07
일반음식점,BHC 구리수택점,경기도 구리시 원수택로 13  꿈이있는마을 1층 (수택동),031 -565 -0089,구리시청,2021-05-07
일반음식점,맛통치킨,경기도 구리시 검배로84번길 9 (수택동 1층),,구리시청,2021-05-07
일반음식점,우가네 뽈탕집,경기도 구리시 안골로97번길 14 (수택동 1층), 031- 563-1996,구리시청,2021-05-07
일반음식점,카페스테판,경기도 구리시 건원대로99번길 73  1층 101호 (인창동),,구리시청,2021-05-07
일반음식점,더기버거(Duggy Burger),경기도 구리시 벌말로147번길 58-2  101호 (토평동),,구리시청,2021-05-07
일반음식점,월매월매전,경기도 구리시 안골로 17  1층 (교문동),,구리시청,2021-05-07
일반음식점,도야지,경기도 구리시 검배로84번길 19 (수택동 1층),,구리시청,2021-05-07
일반음식점,공도 동춘옥,경기도 구리시 동구릉로 185  1층 (인창동), 031- 551-6077,구리시청,2021-05-07
일반음식점,조선횟집,경기도 구리시 검배로 65  2층 (수택동),,구리시청,2021-05-07
일반음식점,몽그리즈 치즈카페,경기도 구리시 장자대로13번길 5  대한빌딩 1층 (교문동),,구리시청,2021-05-07
일반음식점,화적당,경기도 구리시 검배로6번길 17 (수택동),    - 557-2878,구리시청,2021-05-07
일반음식점,비스트로 피자 구리점,경기도 구리시 벌말로147번길 35  1층 (토평동),,구리시청,2021-05-07
일반음식점,바삭돈까스,경기도 구리시 안골로103번길 15  1층 (수택동),031 -558 -9999,구리시청,2021-05-07
일반음식점,어묵 & 우동,경기도 구리시 안골로103번길 7  선수빌딩 좌측1호 (수택동),    - 565-4111,구리시청,2021-05-07
일반음식점,동구비어,경기도 구리시 동구릉로238번길 20  2층 (인창동  한진그랑빌상가 210 211호),031 -562 -8889,구리시청,2021-05-07
일반음식점,(주)수향 에프엔씨,경기도 구리시 동구릉로 214  다동 1층 (인창동),,구리시청,2021-05-07
일반음식점,엄나무보쌈,경기도 구리시 이문안로152번길 12  1층 (토평동),    - 565-7088,구리시청,2021-05-07
일반음식점,스쿨푸드 롯데아울렛구리점,경기도 구리시 동구릉로136번길 47  6층 (인창동  롯데아울렛),,구리시청,2021-05-07
일반음식점,칼국수집입니다,경기도 구리시 안골로63번길 42-3 (수택동 (1층)),,구리시청,2021-05-07
일반음식점,아궁이,경기도 구리시 동구릉로 519 (사노동),,구리시청,2021-05-07
일반음식점,희영이네,경기도 구리시 안골로103번길 19-5  1층 (수택동),,구리시청,2021-05-07
일반음식점,삼성숯불갈비,경기도 구리시 검배로72번길 13 (수택동),,구리시청,2021-05-07
일반음식점,박서방춘천닭갈비,경기도 구리시 안골로97번길 53 (수택동), 031- 567-0031,구리시청,2021-05-07
일반음식점,대원식당, ,,구리시청,2021-05-07
일반음식점,화덕피자,경기도 구리시 경춘로244번길 12 (수택동  나동 1층),02 4-88 7-896,구리시청,2021-05-07
일반음식점,오심,경기도 구리시 검배로 16  2층 (수택동),,구리시청,2021-05-07
일반음식점,따순둥 뼈해장국,경기도 구리시 건원대로34번길 9  세신리빙프라자 108호 (인창동),,구리시청,2021-05-07
일반음식점,짝태 & 노가리,경기도 구리시 안골로103번길 37 (수택동), 031- 566-6950,구리시청,2021-05-07
일반음식점,군자대한곱창 구리돌다리점,경기도 구리시 검배로6번길 15 (수택동), 031- 566-9364,구리시청,2021-05-07
일반음식점,메코비양념통닭,경기도 구리시 검배로29번길 9 (수택동),,구리시청,2021-05-07
일반음식점,신 국민닭발,경기도 구리시 검배로84번길 13  1층 (수택동),,구리시청,2021-05-07
일반음식점,이북식사철탕,경기도 구리시 안골로 78 (수택동 1층), 031- 551-7689,구리시청,2021-05-07
일반음식점,타오타이랑 구리직영점,경기도 구리시 원수택로32번길 24  1층 (수택동),,구리시청,2021-05-07
일반음식점,허니허니치킨닭강정,경기도 구리시 건원대로76번길 29  1층 109호 (인창동  인창주공 1단지상가),031 -557 -3131,구리시청,2021-05-07
일반음식점,뜨란으로 초대,경기도 구리시 장자대로86번길 46  금호프라자2 3층 304~305호 (수택동),031 -555 -7711,구리시청,2021-05-07
일반음식점,함바부페식당,경기도 구리시 동구릉로 155 (인창동  건영@상가 105호),031 -558 -8274,구리시청,2021-05-07
일반음식점,일품숙성참치,경기도 구리시 갈매중앙로55번길 6-11  1층 (갈매동),,구리시청,2021-05-07
일반음식점,올돈,경기도 구리시 검배로 55  1층 103호 (수택동),,구리시청,2021-05-07
일반음식점,사랑담은 묵은지찜찌개,경기도 구리시 경춘로172번길 13 (교문동), 031- 557-1925,구리시청,2021-05-07
일반음식점,해바라기 식당,경기도 구리시 안골로63번길 42  1층 (수택동),,구리시청,2021-05-07
일반음식점,나주곰탕,경기도 구리시 아차산로506번길 14 (교문동  1층),031 -554 -1357,구리시청,2021-05-07
일반음식점,스시쿠니,경기도 구리시 이문안로 31  상가동 104호 (교문동),,구리시청,2021-05-07
일반음식점,레이지 데이스,경기도 구리시 장자호수길 32  1층 (교문동),,구리시청,2021-05-07
일반음식점,낭만푸드,경기도 구리시 원수택로 45  1층 (수택동),,구리시청,2021-05-07
일반음식점,The돈가스,경기도 구리시 체육관로161번길 18  1층 (교문동),,구리시청,2021-05-07
일반음식점,김양비어 구리돌다리점,경기도 구리시 안골로63번길 47  2층 202호 (수택동),,구리시청,2021-05-07
일반음식점,태윤해물찜칼국수,경기도 구리시 갈매중앙로 70  2층 201호 (갈매동  이룸넘버원리치안),031 -575 -6344,구리시청,2021-05-07
일반음식점,맛진녀석들,경기도 구리시 원수택로42번길 6  101호 (수택동),,구리시청,2021-05-07
