업종명,업소명,소재지(도로명),소재지전화,관할기관,기준일자
일반음식점,푸드파이터,경기도 구리시 갈매순환로204번길 51-10  1층 (갈매동),031 -573 -7904,구리시청,2021-05-07
일반음식점,교촌치킨 구리인창점,경기도 구리시 건원대로 51  창일빌딩 1층 (인창동), 031- 565-3651,구리시청,2021-05-07
일반음식점,서창산업(주)구리휴게소,경기도 구리시 동구릉로 335 (사노동  고속도로휴게소),031 -529 -3564,구리시청,2021-05-07
일반음식점,60계 구리수택점,경기도 구리시 원수택로64번길 9 (수택동 성원쌍떼빌상가 110 111호),,구리시청,2021-05-07
일반음식점,미르쭈꾸미와불고기,경기도 구리시 안골로 46-1  2층 (교문동),031 -557 -8944,구리시청,2021-05-07
일반음식점,불타는연탄구이,경기도 구리시 검배로105번길 11 (수택동), 031- 557-4313,구리시청,2021-05-07
일반음식점,옆집 떡볶이,경기도 구리시 체육관로 82  타워클래스 101호 (수택동),031 -567 -5707,구리시청,2021-05-07
일반음식점,포몬스,경기도 구리시 건원대로 3 (인창동 1층 106 107호),,구리시청,2021-05-07
일반음식점,금강농원,경기도 구리시 벌말로 67-7 (토평동  1층),    - 566-9244,구리시청,2021-05-07
일반음식점,바다마을,경기도 구리시 갈매중앙로55번길 16-5  1층 102호 (갈매동),,구리시청,2021-05-07
일반음식점,콩쥐네,경기도 구리시 안골로63번길 35  1층 (수택동),,구리시청,2021-05-07
일반음식점,짝태 & 노가리,경기도 구리시 건원대로99번길 56 (인창동), 031- 565-5815,구리시청,2021-05-07
일반음식점,명동 왕 돈가스,경기도 구리시 검배로48번길 9 (수택동),031 -566 -3433,구리시청,2021-05-07
일반음식점,싱싱숙성참치,경기도 구리시 검배로 22  1층 (수택동),,구리시청,2021-05-07
일반음식점,굽네치킨,경기도 구리시 건원대로99번길 60 (인창동 1층),031 -515 -9449,구리시청,2021-05-07
일반음식점,오감먹태,경기도 구리시 갈매중앙로 16  1층 103호 (갈매동  구리갈매푸르지오아파트),,구리시청,2021-05-07
일반음식점,소도둑 구리갈매점,경기도 구리시 갈매중앙로55번길 56-9  1층 (갈매동),031 -571 -2732,구리시청,2021-05-07
일반음식점,해원,경기도 구리시 동구릉로 237 (인창동  46 (1층)), 031- 563-0185,구리시청,2021-05-07
일반음식점,신매운갈비찜,경기도 구리시 체육관로80번길 38 (수택동 1층), 031- 556-9298,구리시청,2021-05-07
일반음식점,귀품찬구리직영점,경기도 구리시 벌말로 78  2 3 4층 (토평동),031 -569 -8292,구리시청,2021-05-07
일반음식점,춘장,경기도 구리시 갈매중앙로 70  1층 115호 (갈매동  이룸넘버원리치안),,구리시청,2021-05-07
일반음식점,R&오리보리,경기도 구리시 안골로85번길 39  1 2층 (수택동),,구리시청,2021-05-07
일반음식점,카페977,경기도 구리시 벌말로129번길 62 (토평동 1층),,구리시청,2021-05-07
일반음식점,별이 빛나는 밤에,경기도 구리시 검배로83번길 16-13 (수택동  1층),,구리시청,2021-05-07
일반음식점,안성깍두기,경기도 구리시 갈매중앙로55번길 48-13  1층 (갈매동),,구리시청,2021-05-07
일반음식점,펀비어킹,경기도 구리시 건원대로 44 (인창동 태영프라자 110 111호),031 -562 -1566,구리시청,2021-05-07
일반음식점,뚱땡이 야채곱창,경기도 구리시 갈매중앙로55번길 96-4  102호 (갈매동),031 -557 -0833,구리시청,2021-05-07
일반음식점,옹기꽃게장,경기도 구리시 동구릉로 206 (인창동  1동 1층),031 -555 -0551,구리시청,2021-05-07
일반음식점,편백의미,경기도 구리시 경춘북로 252  841(A)동 205 206호 (갈매동  갈매역아이파크),,구리시청,2021-05-07
일반음식점,초원추어탕,경기도 구리시 안골로 15 (교문동), 031- 567-6800,구리시청,2021-05-07
일반음식점,정진식당,경기도 구리시 아차산로500번길 15 (교문동),031 -557 -6033,구리시청,2021-05-07
일반음식점,미카도스시,경기도 구리시 검배로 37  1층 (수택동),,구리시청,2021-05-07
일반음식점,(주)팔팔회센터,경기도 구리시 동구릉로136번길 90  1 2층 54106호 (인창동  농수산물 수산물동),031 -555 -6022,구리시청,2021-05-07
일반음식점,뽕마루 구리점,경기도 구리시 경춘로 174-6 (교문동),031 -557 -9588,구리시청,2021-05-07
일반음식점,카카오쿡앤딜 구리수택점,경기도 구리시 검배로84번길 9  1층 (수택동),,구리시청,2021-05-07
일반음식점,특화스시(더)푸드,경기도 구리시 경춘로172번길 25  1층 (교문동),,구리시청,2021-05-07
일반음식점,밸런스 버거,경기도 구리시 건원대로34번길 15 (인창동 구리인창파킹프라자 1층 106호), 031- 565-7292,구리시청,2021-05-07
일반음식점,잇츠 후레쉬 with 베블리냠냠,경기도 구리시 갈매순환로204번길 52-9  1층 (갈매동),,구리시청,2021-05-07
일반음식점,지코바 수택1호점,경기도 구리시 벌말로 185  상가동 116호 (수택동  구리태영데시앙),,구리시청,2021-05-07
일반음식점,피자나라 치킨공주,경기도 구리시 동구릉로103번길 63 (인창동),031 -565 -9282,구리시청,2021-05-07
일반음식점,피자메이트,경기도 구리시 검배로84번길 8  1층 (수택동),031 -566 -4499,구리시청,2021-05-07
일반음식점,규시,경기도 구리시 검배로 9  1층 (수택동),031 -569 -0909,구리시청,2021-05-07
일반음식점,화끈한 닭발러 앤 바베큐 덕삼이,경기도 구리시 이문안로99번길 22-30  1층 (수택동),031 -555 -4959,구리시청,2021-05-07
일반음식점,골목안 해물포차,경기도 구리시 경춘로172번길 17 (교문동 (1층)),,구리시청,2021-05-07
일반음식점,강원회관,경기도 구리시 동구릉로6번길 13-1 (교문동 (2층)), 031- 551-4069,구리시청,2021-05-07
일반음식점,대어,경기도 구리시 원수택로64번길 9 (수택동  1층 124호),,구리시청,2021-05-07
일반음식점,와우,경기도 구리시 벌말로 165-4 (수택동 (1층)),031 -554 -2282,구리시청,2021-05-07
일반음식점,푸라닭 인창점,경기도 구리시 동구릉로53번길 4  105호 (인창동),,구리시청,2021-05-07
일반음식점,남도포차,경기도 구리시 검배로47번길 19  1층 (수택동),,구리시청,2021-05-07
일반음식점,착한명태 수택점,경기도 구리시 원수택로 60 (수택동 (1층)), 031- 564-3651,구리시청,2021-05-07
일반음식점,봉화화로,경기도 구리시 건원대로 71 (인창동 1층), 031- 568-9233,구리시청,2021-05-07
일반음식점,자매네 음식,경기도 구리시 안골로103번길 19-22 (수택동 1층), 031- 564-3633,구리시청,2021-05-07
일반음식점,윈썸 니니스(winsome nini`s),경기도 구리시 벌말로185번길 57-1  지하층 B04호 (수택동),,구리시청,2021-05-07
일반음식점,맘스터치(구리점),경기도 구리시 응달말로52번길 54 (인창동  1층), 031- 554-5224,구리시청,2021-05-07
일반음식점,안골회관,경기도 구리시 안골로97번길 50  1층 (수택동),,구리시청,2021-05-07
일반음식점,구리장군집,경기도 구리시 벌말로147번길 28 (토평동 (1층)),031 -562 -9995,구리시청,2021-05-07
일반음식점,충청도집왕족발,경기도 구리시 안골로63번길 14-15  1층 (수택동),,구리시청,2021-05-07
일반음식점,아구아구찜앤탕,경기도 구리시 응달말로52번길 41  1층 (인창동),,구리시청,2021-05-07
일반음식점,뼈대있는 국밥 구리점,경기도 구리시 안골로85번길 11  2층 (수택동),,구리시청,2021-05-07
일반음식점,담터식당,경기도 구리시 담터길 17 (갈매동  1층), 031- 571-5751,구리시청,2021-05-07
일반음식점,무도닭발,경기도 구리시 갈매순환로204번길 16-10  1층 (갈매동),,구리시청,2021-05-07
일반음식점,소문난 보배곱창,경기도 구리시 안골로103번길 53 (수택동),,구리시청,2021-05-07
일반음식점,갈매숯불꼼장어,경기도 구리시 갈매중앙로55번길 64-10  1층 (갈매동),,구리시청,2021-05-07
일반음식점,짝태와 노가리,경기도 구리시 경춘로172번길 5 (교문동  1층),031 -565 -6749,구리시청,2021-05-07
일반음식점,주식회사 아카시 갈매점,경기도 구리시 산마루로 19  진영트윈타워 B동 1층 111호 (갈매동),,구리시청,2021-05-07
일반음식점,아찌노파파,경기도 구리시 동구릉로53번길 86  상가1동 1층 102호 (인창동  아름마을아파트),,구리시청,2021-05-07
일반음식점,와플폴칸,경기도 구리시 장자대로86번길 38  새롬프라자11차 103호 (수택동),,구리시청,2021-05-07
일반음식점,만두청년,경기도 구리시 안골로77번길 37  1층 (수택동),,구리시청,2021-05-07
일반음식점,동구동카페,경기도 구리시 동구릉로136번길 37  아이원패션로데오타운 A동 101호 (인창동),,구리시청,2021-05-07
일반음식점,개성집,경기도 구리시 동구릉로 197-5  2층 (인창동),,구리시청,2021-05-07
일반음식점,포차 한잔 해요,경기도 구리시 안골로63번길 14-23 (수택동 (1층)),031 -0551-1647,구리시청,2021-05-07
일반음식점,지젤,경기도 구리시 체육관로 167  2층 (교문동), 031- 553-0817,구리시청,2021-05-07
일반음식점,새벽만나,경기도 구리시 동구릉로223번길 7 (인창동  지층),,구리시청,2021-05-07
일반음식점,완도횟집,경기도 구리시 검배로 55  112 113호 (수택동),,구리시청,2021-05-07
일반음식점,닭쳐발포차,경기도 구리시 검배로 92  1층 (수택동),,구리시청,2021-05-07
일반음식점,꽐라,경기도 구리시 안골로63번길 42-22  1층 (수택동),,구리시청,2021-05-07
일반음식점,담터설렁탕,경기도 구리시 금강로 23  1층 (갈매동),,구리시청,2021-05-07
일반음식점,안다미로스시,경기도 구리시 경춘로266번길 10 (수택동),,구리시청,2021-05-07
일반음식점,에이그레이트구리점,경기도 구리시 체육관로 163 (교문동),,구리시청,2021-05-07
일반음식점,한다리 이향갈비,경기도 구리시 아차산로 302 (교문동 1층), 031- 555-3311,구리시청,2021-05-07
일반음식점,늘 소풍,경기도 구리시 검배로60번길 36  1층 좌측점포 (수택동), 031- 556-0777,구리시청,2021-05-07
일반음식점,수 커피맥주,경기도 구리시 검배로29번길 4 (수택동 2층), 031- 569-2231,구리시청,2021-05-07
일반음식점,더 회,경기도 구리시 벌말로147번길 58-1 (토평동 (1층)),031 -5147-199,구리시청,2021-05-07
일반음식점,(주)갈매골순두부,경기도 구리시 갈매길 18 (갈매동  나동),    - 571-4884,구리시청,2021-05-07
일반음식점,다함께포차차,경기도 구리시 안골로97번길 37  2층 (수택동),,구리시청,2021-05-07
일반음식점,순이네 솥뚜껑생삼겹살,경기도 구리시 안골로 96  1층 (수택동), 031- 553-3359,구리시청,2021-05-07
일반음식점,페리카나양념통닭,경기도 구리시 안골로20번길 28 (교문동), 031- 569-9292,구리시청,2021-05-07
일반음식점,도운,경기도 구리시 체육관로171번길 41  1층 (교문동),,구리시청,2021-05-07
일반음식점,포차1번가,경기도 구리시 안골로57번길 15  1층 (수택동),,구리시청,2021-05-07
일반음식점,력수택점,경기도 구리시 검배로59번길 8 (수택동), 031- 552-8989,구리시청,2021-05-07
일반음식점,원조춘천닭갈비,경기도 구리시 동구릉로136번길 35 (인창동 아이원패션로데오타운 B동 105호),031 -551 -3332,구리시청,2021-05-07
일반음식점,한신포차,경기도 구리시 안골로63번길 42-7 (수택동 진주프라자 1층),031 -562 -2589,구리시청,2021-05-07
일반음식점,제주해물탕,경기도 구리시 갈매중앙로 70  2층 210호 (갈매동  이룸넘버원리치안),031 -571 -5045,구리시청,2021-05-07
일반음식점,화포식당,경기도 구리시 장자대로86번길 14-4  09스페이스빌딩 2층 (수택동),,구리시청,2021-05-07
일반음식점,얌샘김밥(갈매점),경기도 구리시 갈매순환로 194  1층 104호 (갈매동),,구리시청,2021-05-07
일반음식점,룬(LUNE),경기도 구리시 산마루로 14  201호 (갈매동),,구리시청,2021-05-07
일반음식점,빈팩토리커피,경기도 구리시 장자대로86번길 14-6  1층 (수택동),031 -562 -2852,구리시청,2021-05-07
일반음식점,레스빠스,경기도 구리시 동구릉로 24  1층 (인창동),,구리시청,2021-05-07
일반음식점,칸쿤,경기도 구리시 안골로30번길 14 (교문동  1층),,구리시청,2021-05-07
일반음식점,토평가든 갈비랜드,경기도 구리시 벌말로 86-18 (토평동), 031- 555-3620,구리시청,2021-05-07
일반음식점,뉴욕중국집,경기도 구리시 안골로63번길 23  1층 (수택동),,구리시청,2021-05-07
일반음식점,산동식당,경기도 구리시 이문안로5번길 17 (교문동), 031- 557-5560,구리시청,2021-05-07
일반음식점,호가든,경기도 구리시 건원대로99번길 58-3 (인창동  1층),,구리시청,2021-05-07
일반음식점,구리돌곱창본점,경기도 구리시 경춘로172번길 2 (교문동), 031- 567-6006,구리시청,2021-05-07
일반음식점,손두부식당,경기도 구리시 안골로57번길 27 (수택동 1층),,구리시청,2021-05-07
일반음식점,리미트,경기도 구리시 갈매순환로204번길 8-68  1층 (갈매동),,구리시청,2021-05-07
일반음식점,현이네 실내포차,경기도 구리시 검배로13번길 5 (수택동 (1층)), 031- 555-5136,구리시청,2021-05-07
일반음식점,하이제제,경기도 구리시 수택천로 27  105호 (수택동  백합빌라),,구리시청,2021-05-07
일반음식점,또래오래,경기도 구리시 건원대로99번길 47 (인창동), 031- 562-4242,구리시청,2021-05-07
일반음식점,국수나무 수택점,경기도 구리시 이문안로 71 (수택동  나동 1층),,구리시청,2021-05-07
일반음식점,찌개상회,경기도 구리시 체육관로171번길 20 (교문동 1층),031 -553 -4337,구리시청,2021-05-07
일반음식점,봉구비어,경기도 구리시 건원대로 44 (인창동 태영빌딩 115호),031 -554 -0942,구리시청,2021-05-07
일반음식점,소담식당,경기도 구리시 경춘로 178 (교문동  1층),,구리시청,2021-05-07
일반음식점,처갓집양념치킨 갈매점,경기도 구리시 갈매중앙로 81-6  더오페라프라자 202호 (갈매동),,구리시청,2021-05-07
일반음식점,원할머니보쌈,경기도 구리시 건원대로 71 (인창동 1층), 031- 569-5454,구리시청,2021-05-07
일반음식점,한식당,경기도 구리시 응달말로 11  1층 (교문동),,구리시청,2021-05-07
일반음식점,X1볼링장PZ,경기도 구리시 경춘로 170  지하1층 (교문동),031 -564 -0884,구리시청,2021-05-07
일반음식점,어랑,경기도 구리시 장자대로86번길 14-15 (수택동),031 -551 -0123,구리시청,2021-05-07
일반음식점,청궁중화요리,경기도 구리시 검배로60번길 11-8  1층 (수택동),,구리시청,2021-05-07
일반음식점,미채담샤브정 롯데아울렛 구리점,경기도 구리시 동구릉로136번길 47  구리 복합몰(롯데아울렛 구리점) 6층 (인창동),,구리시청,2021-05-07
일반음식점,놀멍쉬멍,경기도 구리시 안골로63번길 47 (수택동  201호),,구리시청,2021-05-07
일반음식점,미스터빈,경기도 구리시 원수택로 22  2층 (수택동),,구리시청,2021-05-07
일반음식점,처음처럼,경기도 구리시 수택천로7번길 6 (수택동 1층), 031- 552-9321,구리시청,2021-05-07
일반음식점,오뎅 순대꼬치,경기도 구리시 갈매중앙로 89-10  107호 (갈매동),,구리시청,2021-05-07
일반음식점,속초항,경기도 구리시 벌말로 149  1층 (토평동), 031-564 -7331,구리시청,2021-05-07
일반음식점,함평 팥칼국수,경기도 구리시 검배로60번길 33  1층 (수택동),,구리시청,2021-05-07
일반음식점,짝꿍호프,경기도 구리시 검배로13번길 5 (수택동), 031- 568-2429,구리시청,2021-05-07
일반음식점,부자언니네,경기도 구리시 갈매순환로204번길 25-11  1층 우측호 (갈매동),,구리시청,2021-05-07
일반음식점,맛있는해장국,경기도 구리시 벌말로 172 (토평동 1층), 031- 554-6999,구리시청,2021-05-07
일반음식점,유래등,경기도 구리시 동구릉로 239 (인창동  42-3 (1층 B동)), 031- 551-7555,구리시청,2021-05-07
일반음식점,비어365  오다시스시  아구좋은날,경기도 구리시 경춘로 25-1 (교문동), 031- 562-6562,구리시청,2021-05-07
일반음식점,족발야시장 구리인창점,경기도 구리시 건원대로34번길 15 (인창동 (101호)),,구리시청,2021-05-07
일반음식점,가미,경기도 구리시 검배로71번길 12-25  1층 101호 (수택동  비.제이빌),,구리시청,2021-05-07
일반음식점,노랑통닭 구리갈매점,경기도 구리시 갈매중앙로 89-10  113 114호 (갈매동),,구리시청,2021-05-07
일반음식점,홍이미가,경기도 구리시 이문안로129번길 37  1층 101호 (수택동),031 -568 -0122,구리시청,2021-05-07
일반음식점,추닭집(인창점),경기도 구리시 동구릉로148번길 15  1층 108호 (인창동  원일가대라곡아파트),,구리시청,2021-05-07
일반음식점,샹그라,경기도 구리시 건원대로33번길 4  1층 101호 (인창동),,구리시청,2021-05-07
일반음식점,치킨플러스 구리수택점,경기도 구리시 벌말로 185  상가동 1층 114호 (수택동  태영데시앙),,구리시청,2021-05-07
일반음식점,비하인드미니,경기도 구리시 이문안로99번길 10-22  1층 (수택동),,구리시청,2021-05-07
일반음식점,남양식당,경기도 구리시 원수택로52번길 32 (수택동  1층),,구리시청,2021-05-07
일반음식점,롤로와 롤초밥,경기도 구리시 이문안로 91  1층 (수택동),031 -565 -2538,구리시청,2021-05-07
일반음식점,옛날보리밥집,경기도 구리시 벌말로 102-2  1층 (토평동),,구리시청,2021-05-07
일반음식점,검배주점,경기도 구리시 검배로72번길 11-20 (수택동  1층),,구리시청,2021-05-07
일반음식점,불로불러참숯바베큐,경기도 구리시 장자대로86번길 14-6 (수택동  거성빌딩 2층),031 -562 -8288,구리시청,2021-05-07
일반음식점,뽀빠이치맥광장,경기도 구리시 안골로103번길 18 (수택동 1층), 031-566 -8592,구리시청,2021-05-07
일반음식점,수택골목냉면,경기도 구리시 검배로84번길 29 (수택동),,구리시청,2021-05-07
일반음식점,기장꼼장어,경기도 구리시 검배로31번길 15 (수택동),,구리시청,2021-05-07
일반음식점,처갓집,경기도 구리시 원수택로64번길 47 (수택동 1층), 031- 569-5060,구리시청,2021-05-07
일반음식점,(주)한양식품,경기도 구리시 동구릉로6번길 21 (교문동), 031-557 -6678,구리시청,2021-05-07
일반음식점,이모네,경기도 구리시 안골로63번길 13 (수택동 (1층)),,구리시청,2021-05-07
일반음식점,스시모아,경기도 구리시 검배로 61 (수택동  3층),031 -568 -1033,구리시청,2021-05-07
일반음식점,돈카츠마 구리수택점,경기도 구리시 검배로84번길 35  103호 (수택동),,구리시청,2021-05-07
일반음식점,행복출장뷔페,경기도 구리시 동구릉로459번길 130  가동 (사노동),02  -2273-9600,구리시청,2021-05-07
일반음식점,토고리옛날막창,경기도 구리시 체육관로 147-2  1층 (교문동),,구리시청,2021-05-07
일반음식점,전주식당,경기도 구리시 동구릉로136번길 90 (인창동 2층 22002호),031 -566 -1171,구리시청,2021-05-07
일반음식점,옹골진생고기,경기도 구리시 체육관로 173 (교문동 1층), 031- 567-4139,구리시청,2021-05-07
일반음식점,싸다김밥,경기도 구리시 검배로 24  1층 (수택동),,구리시청,2021-05-07
일반음식점,커피한다리,경기도 구리시 한다리길 18  1층 (교문동),,구리시청,2021-05-07
일반음식점,과실원,경기도 구리시 안골로103번길 52  2층 (수택동),,구리시청,2021-05-07
일반음식점,대접,경기도 구리시 안골로97번길 52  1 2층 (수택동),,구리시청,2021-05-07
일반음식점,고고스,경기도 구리시 이문안로 13-1 (교문동 (1층)), 031- 557-6803,구리시청,2021-05-07
일반음식점,이삭토스트토평점,경기도 구리시 검배로136번길 62 (토평동 (103호)), 017- 390-0956,구리시청,2021-05-07
일반음식점,구멍난솥두껑,경기도 구리시 건원대로99번길 144  1층 (인창동),    - 573-6901,구리시청,2021-05-07
일반음식점,카페나우,경기도 구리시 아차산로487번길 27  2층 (교문동  아차산어울림상가동 6호),,구리시청,2021-05-07
일반음식점,메밀랑,경기도 구리시 아차산로 463 (교문동  1층),031 -554 -7080,구리시청,2021-05-07
일반음식점,필살기,경기도 구리시 벌말로129번길 92  103호 (토평동),,구리시청,2021-05-07
일반음식점,김충기 꽃삼겹 구리점,경기도 구리시 원수택로12번길 27  성원부동산 1층 (수택동),,구리시청,2021-05-07
일반음식점,종로빈대떡,경기도 구리시 장자대로86번길 38 (수택동 새롬프라자 101호),,구리시청,2021-05-07
일반음식점,할매보쌈,경기도 구리시 동구릉로 79 (인창동), 031- 553-8637,구리시청,2021-05-07
일반음식점,경마장 꼼장어,경기도 구리시 안골로 101 (수택동), 031- 556-6663,구리시청,2021-05-07
일반음식점,마장동 한우촌,경기도 구리시 벌말로 92 (토평동 1층),031 -564 -7777,구리시청,2021-05-07
일반음식점,투존치킨,경기도 구리시 원수택로 45-1 (수택동),031 -565 -3799,구리시청,2021-05-07
일반음식점,핏제리아루카 구리갈매점,경기도 구리시 경춘북로 252  841동 2층 B227호 (갈매동  갈매역아이파크),,구리시청,2021-05-07
일반음식점,동해세수대야동태탕,경기도 구리시 경춘로 223 (인창동), 031- 569-5248,구리시청,2021-05-07
일반음식점,통큰곱창,경기도 구리시 이문안로136번길 8  1층 101호 (토평동),,구리시청,2021-05-07
일반음식점,핑크돼지,경기도 구리시 원수택로52번길 27  1층 좌측호 (수택동),,구리시청,2021-05-07
일반음식점,푸드모바일,경기도 구리시 검배로 81  2층 (수택동),,구리시청,2021-05-07
일반음식점,명태어장 구리점,경기도 구리시 경춘로227번길 15 (인창동 1층),,구리시청,2021-05-07
일반음식점,커피스노우빅,경기도 구리시 동구릉로53번길 4  1층 102호 (인창동),,구리시청,2021-05-07
일반음식점,이디야커피구리장자못점,경기도 구리시 장자대로86번길 14-7 (수택동 (1층)),031 -568 -7942,구리시청,2021-05-07
일반음식점,왕곱창마을,경기도 구리시 검배로72번길 11-11 (수택동),031 -554 -4243,구리시청,2021-05-07
일반음식점,약식동원,경기도 구리시 동구릉로 199-1  1층 (인창동),,구리시청,2021-05-07
일반음식점,서양국수,경기도 구리시 검배로60번길 42  1층 (수택동),,구리시청,2021-05-07
일반음식점,떡볶이나라,경기도 구리시 건원대로99번길 48 (인창동 1층), 031- 568-3111,구리시청,2021-05-07
일반음식점,오투닭갈비,경기도 구리시 산마루로 12-11  1층 (갈매동),,구리시청,2021-05-07
일반음식점,인생횟집,경기도 구리시 검배로6번길 24 (수택동 1층), 031-556 -7555,구리시청,2021-05-07
일반음식점,라벨르(La belle),경기도 구리시 갈매중앙로55번길 104  1층 (갈매동),,구리시청,2021-05-07
일반음식점,터줏대감,경기도 구리시 장자대로86번길 46 (수택동 금호플라자 103호),,구리시청,2021-05-07
일반음식점,워낭소리,경기도 구리시 갈매중앙로 89-8  로데오프라자 1층 108호 (갈매동),,구리시청,2021-05-07
일반음식점,무쇠솥왕뚜껑 삼겹살,경기도 구리시 건원대로34번길 15 (인창동 주차용지 제1호-C (1층)), 031- 557-9628,구리시청,2021-05-07
일반음식점,밥집술집,경기도 구리시 안골로63번길 42-12 (수택동 1층),031 -551 -2025,구리시청,2021-05-07
일반음식점,토크토크,경기도 구리시 응달말로 51 (인창동 성림상가 1동 113호), 031- 567-9292,구리시청,2021-05-07
일반음식점,소담촌,경기도 구리시 이문안로 147  1층 (수택동  부광빌딩),031 -557 -0807,구리시청,2021-05-07
일반음식점,모멍아파리 엠아뻬,경기도 구리시 동구릉로 63  1층 (인창동),,구리시청,2021-05-07
일반음식점,도토리,경기도 구리시 안골로103번길 19-6 (수택동 1층),,구리시청,2021-05-07
일반음식점,청춘골목,경기도 구리시 이문안로 105-8 (수택동 (1층)), 031- 558-7989,구리시청,2021-05-07
일반음식점,지짐이,경기도 구리시 검배로72번길 11-4  1층 (수택동),,구리시청,2021-05-07
일반음식점,빈차,경기도 구리시 이문안로136번길 6-19  1층 (토평동),031 -563 -0003,구리시청,2021-05-07
일반음식점,옛골구내식당,경기도 구리시 아차산로 493 (교문동 1층),,구리시청,2021-05-07
일반음식점,남서문 곰탕.갈비탕,경기도 구리시 동구릉로 420 (사노동 (1층)),031 -529 -9498,구리시청,2021-05-07
일반음식점,조선육회,경기도 구리시 안골로20번길 13 (교문동 (1층)),,구리시청,2021-05-07
일반음식점,우리포장마차,경기도 구리시 안골로103번길 21 (수택동 1층),562 -1088-,구리시청,2021-05-07
일반음식점,박가네 심마니 산약초 백숙,경기도 구리시 안골로97번길 15 (수택동), 031- 552-6795,구리시청,2021-05-07
일반음식점,혼밥의 신,경기도 구리시 체육관로 157  1층 102호 (교문동),,구리시청,2021-05-07
일반음식점,땡잡았다,경기도 구리시 경춘로 218-5  3층 우측호 (수택동),,구리시청,2021-05-07
일반음식점,엠쥐(MG),경기도 구리시 이문안로 137  우림아파트 상가동 106호 (수택동),,구리시청,2021-05-07
일반음식점,모짜르트 호프,경기도 구리시 경춘로 174-5 (교문동 (2층)), 031- 551-9002,구리시청,2021-05-07
일반음식점,원피스,경기도 구리시 안골로63번길 28-8  2층 (수택동),031 -569 -0608,구리시청,2021-05-07
일반음식점,화(花),경기도 구리시 체육관로171번길 7 (교문동  228-1 2 (2층)),031 -557 -4745,구리시청,2021-05-07
일반음식점,홍춘천치즈닭갈비,경기도 구리시 건원대로34번길 27  상가동 2층 207호 (인창동),,구리시청,2021-05-07
일반음식점,솜리손칼국수,경기도 구리시 동구릉로85번길 45 (인창동 (지층)),    - 565-0911,구리시청,2021-05-07
일반음식점,후추,경기도 구리시 갈매중앙로55번길 56-10  1층 (갈매동),,구리시청,2021-05-07
일반음식점,북촌손만두 갈매점,경기도 구리시 산마루로 6  1층 115호 (갈매동),031 -514 -3003,구리시청,2021-05-07
일반음식점,본추어탕,경기도 구리시 갈매길 153-13 (갈매동 (1층)),031 -527 -5630,구리시청,2021-05-07
일반음식점,싸다맥주창고,경기도 구리시 검배로 24-5  1층 (수택동),,구리시청,2021-05-07
일반음식점,카페 티앤비(Cafe T&B),경기도 구리시 경춘로276번길 5  1층 (수택동),031 -556 -9573,구리시청,2021-05-07
일반음식점,피자연합 협동조합 구리도농점,경기도 구리시 검배로 55  1층 114호 (수택동  하이스트빌),031 -567 -2238,구리시청,2021-05-07
일반음식점,비비큐치킨 교문점,경기도 구리시 장자대로1번길 60  1층 (교문동),031 -563 -7676,구리시청,2021-05-07
일반음식점,해성식당,경기도 구리시 검배로93번길 19  1층 (수택동),,구리시청,2021-05-07
일반음식점,동대문엽기떡볶이,경기도 구리시 건원대로34번길 25  2층 (인창동  신아월드 207호),031 -5588-591,구리시청,2021-05-07
일반음식점,치즈삼겹살,경기도 구리시 안골로97번길 28 (수택동  1층),031 -566 -7373,구리시청,2021-05-07
일반음식점,지니,경기도 구리시 체육관로171번길 7 (교문동  외 2필지 6층(2호)),,구리시청,2021-05-07
일반음식점,큰맘할매순대국,경기도 구리시 동구릉로 64 (인창동 인창e편한세상 제101동 제b109호 지층), 031- 567-2776,구리시청,2021-05-07
일반음식점,독도참치,경기도 구리시 경춘로172번길 2 (교문동), 031- 551-4477,구리시청,2021-05-07
일반음식점,보드카페 토라,경기도 구리시 갈매중앙로 89-8  로데오프라자 306호 (갈매동),,구리시청,2021-05-07
일반음식점,꼬꼬리그,경기도 구리시 건원대로99번길 55 (인창동),031 -566 -3392,구리시청,2021-05-07
일반음식점,C.F.(커피와푸드),경기도 구리시 경춘북로 252  841동 C175호 (갈매동  갈매역아이파크),,구리시청,2021-05-07
일반음식점,다도족발,경기도 구리시 산마루로 11-12  106호 (갈매동),,구리시청,2021-05-07
일반음식점,숙이네식당,경기도 구리시 검배로48번길 18 (수택동 (1층)),,구리시청,2021-05-07
일반음식점,죽도횟집,경기도 구리시 장자대로86번길 46 (수택동 금호프라자 상가 204호), 031- 555-8665,구리시청,2021-05-07
일반음식점,학,경기도 구리시 검배로60번길 4  지층 (수택동),031 -552 -1557,구리시청,2021-05-07
일반음식점,꼬꼬시티,경기도 구리시 수택천로 13 (수택동 1층), 031- 562-3136,구리시청,2021-05-07
일반음식점,종점식당,경기도 구리시 벌말로 82 (토평동 1층), 031- 563-3407,구리시청,2021-05-07
일반음식점,행복고기집,경기도 구리시 안골로97번길 9 (수택동 1층),,구리시청,2021-05-07
일반음식점,진미, ,,구리시청,2021-05-07
일반음식점,교문농장,경기도 구리시 장자대로1번길 66 (교문동 1층), 031- 563-8609,구리시청,2021-05-07
일반음식점,인생해장국 갈매역점,경기도 구리시 갈매중앙로 81-6  1층 105호 (갈매동  더오페라),,구리시청,2021-05-07
