상권명,다중지역정보,업종정보,점포수,위도,경도
군자로315번길,"{""type"":""Polygon"",""coordinates"":[[[126.775493710497,37.3592694937405],[126.77540654817,37.3593011395238],[126.775380391307,37.3593106218909],[126.775380159716,37.3593107059729],[126.775357053403,37.3593191075374],[126.775143543835,37.3593966213215],[126.774906802874,37.3594825792232],[126.77304272881,37.3601592917333],[126.773025162801,37.360165672826],[126.77300764509,37.3601720369024],[126.772818143889,37.3602408714624],[126.772816763263,37.3602413774434],[126.772671554123,37.3602950674819],[126.772669274876,37.3602959225728],[126.772376811625,37.3604072377109],[126.772377104516,37.3603108853791],[126.772377041155,37.3603061568107],[126.772373542194,37.3601889129026],[126.772370675336,37.3598561829551],[126.772371085388,37.3597214285789],[126.772371063161,37.3597184247503],[126.772369444121,37.3596276838095],[126.772371914159,37.3595082903521],[126.772371928696,37.3595074762822],[126.772372664667,37.3594584989225],[126.772376954418,37.3591705624779],[126.772381441708,37.3590445931028],[126.772383762327,37.3589775227186],[126.772393586053,37.358727176267],[126.772393616677,37.3587263327583],[126.772396862077,37.3586290737201],[126.772398133724,37.3585945887316],[126.772411654809,37.3583842927851],[126.772415891213,37.3583671272167],[126.772424221307,37.3583463964201],[126.772430352666,37.3583311270297],[126.772437661515,37.3583140764679],[126.772938410344,37.3583714027201],[126.773380092124,37.358542674246],[126.773532133648,37.3584772331081],[126.773949147677,37.3584083408717],[126.774175032442,37.3585092324956],[126.7745558492,37.3588662754983],[126.774769139551,37.3589174775773],[126.775324745853,37.3586337610229],[126.775482855542,37.3588246179417],[126.775493710497,37.3592694937405]]]}","한식,닭/오리요리,무도/유흥/가무,사무/문구/컴퓨터,유흥주점,가정/주방/인테리어,일식/수산물,종합소매점,학원-음악미술무용,음/식료품소매",11,37.35923256,126.7735905
동령길,"{""type"":""Polygon"",""coordinates"":[[[127.06975192943,37.0648297322048],[127.069757386578,37.0648276507621],[127.069782740666,37.0648197091862],[127.069789012934,37.0648155879599],[127.069796336724,37.0648127945466],[127.069816098488,37.0647977912466],[127.069837149313,37.064783959675],[127.069841525416,37.064778486892],[127.069847413588,37.0647740165356],[127.069860422748,37.0647548537495],[127.069875109707,37.064736486119],[127.069877161282,37.0647301974959],[127.069881037463,37.0647244877879],[127.069882048053,37.0647222068474],[127.069884697331,37.0647162211868],[127.070394865394,37.0635623276455],[127.070397380908,37.0635566421497],[127.070988892639,37.0622187340206],[127.070990786584,37.0622144494969],[127.070994718975,37.0622055579367],[127.07152945456,37.0609960266602],[127.071532302997,37.0609899635819],[127.071536818657,37.0609803314253],[127.072495705794,37.0589358165863],[127.07290950483,37.0580561507262],[127.073732055911,37.0582297859427],[127.074741171788,37.0585756625344],[127.076179023907,37.0592075572283],[127.075560244025,37.0597965253561],[127.075427766759,37.0605803169024],[127.075579256986,37.0608954816542],[127.075494820878,37.0610491421288],[127.075335389686,37.062636132393],[127.075443509511,37.0631089374802],[127.075369673796,37.0631125864072],[127.075412322193,37.0637107580773],[127.075223904269,37.0645284687901],[127.075451148067,37.0650883709164],[127.075960357943,37.0655206484524],[127.075959518519,37.0656189202518],[127.076062782776,37.0656228214813],[127.07624597513,37.0662229299786],[127.076313384959,37.066866348872],[127.070078328245,37.066670428544],[127.069918126744,37.066494299783],[127.069875770808,37.0650397808895],[127.069767542133,37.0648378703675],[127.06975192943,37.0648297322048]]]}","한식,유아교육,주택수리,수의업,학원-음악미술무용,무도/유흥/가무",26,37.06310884,127.073192
태장로54번길,"{""type"":""Polygon"",""coordinates"":[[[127.052070223535,37.2372006588986],[127.049709921743,37.2355065758856],[127.049519029457,37.2354509803748],[127.048452563089,37.2351180338405],[127.046112500737,37.2353411014502],[127.046113675491,37.235067912778],[127.046113541965,37.2350610600922],[127.046110625511,37.234993681392],[127.04611599519,37.2344962096067],[127.048995863843,37.2344851708355],[127.049899634521,37.2344998377164],[127.050935929475,37.2345702256324],[127.051680323932,37.2346375221448],[127.051788308677,37.2346472777459],[127.051822236903,37.2346513305746],[127.051876752055,37.2354920980088],[127.051915448211,37.2360871309776],[127.051967188182,37.2366811417791],[127.052070223535,37.2372006588986]]]}","이/미용/건강,한식,학원기타,의복의류,학원-어학,가정/주방/인테리어",45,37.23525115,127.0496925
이호초등학교,"{""type"":""Polygon"",""coordinates"":[[[126.859568812141,37.2834037235094],[126.859840699265,37.2832979286476],[126.860140110007,37.2833534658573],[126.860665822506,37.283498750906],[126.860697856025,37.284273419734],[126.861234045302,37.2842616781543],[126.861228389443,37.2842393780799],[126.861652673315,37.2842403573749],[126.861712484973,37.2849964260385],[126.862161410213,37.2850229829406],[126.862557348931,37.285034386223],[126.862647316258,37.2851447870162],[126.86261485261,37.2854288770594],[126.863178860691,37.2854190832306],[126.863217489587,37.286225633326],[126.862636702091,37.2862493455411],[126.862602442721,37.2862543673098],[126.862643078172,37.2865988550436],[126.86114595498,37.2866489595855],[126.861157579634,37.2869462530427],[126.861156831546,37.286946275074],[126.860862443696,37.2869549450979],[126.859784899853,37.2869866650176],[126.859720223443,37.286996237786],[126.859661754565,37.2870203138516],[126.859660783133,37.2870208705634],[126.85912866074,37.287325267089],[126.858418795549,37.2877313347049],[126.858409043698,37.2877369135513],[126.85827760177,37.2877756080654],[126.857886632361,37.2877895986061],[126.857349579761,37.2878088226409],[126.8573031308,37.2878104946047],[126.857279042011,37.2877338535135],[126.858007281927,37.2876549896148],[126.858797073473,37.287210371627],[126.85868860858,37.2870882452598],[126.858925099613,37.2869001708108],[126.858954156756,37.2865859199423],[126.858718972509,37.2862201277331],[126.858698426801,37.2860169070864],[126.858418916251,37.2860198465609],[126.85850532549,37.2856884078908],[126.858610592953,37.2856018482391],[126.858849415266,37.2853290394872],[126.859193333137,37.2851211614773],[126.859135631088,37.2842735962366],[126.858677856591,37.2842500405581],[126.858678699449,37.283867092113],[126.857674284428,37.2838943018459],[126.857658640199,37.2834833179637],[126.857657112673,37.2834444444116],[126.85867958031,37.2834114948901],[126.859080107327,37.2833984564272],[126.859568812141,37.2834037235094]]]}","이/미용/건강,종합소매점,한식,주택수리,음/식료품소매,학원-보습교습입시",61,37.28540273,126.8603543
의정부초등학교,"{""type"":""Polygon"",""coordinates"":[[[127.062999259895,37.7340023633013],[127.06307342044,37.7339128496469],[127.06343297202,37.7342468285488],[127.063716087329,37.7340621121357],[127.064107091027,37.734291594559],[127.064001498024,37.7345407911607],[127.063860007913,37.7348533377123],[127.063276572239,37.7347862011691],[127.062928146697,37.7350329065063],[127.06293926407,37.7350510152041],[127.063056663303,37.7352445405937],[127.062905893965,37.7355615173978],[127.062894513104,37.7356373697711],[127.062879778225,37.735636389822],[127.062682692659,37.7356229918786],[127.062672264682,37.7356224747222],[127.06264390222,37.7356215881658],[127.062643389476,37.7356215725996],[127.062613666944,37.7356206969824],[127.062602061098,37.7356203273423],[127.062575315165,37.735619476002],[127.062574889689,37.7356194627763],[127.06246393697,37.7356160966303],[127.062448634007,37.7356160424966],[127.062302119587,37.7356194497514],[127.062274009466,37.7356200926036],[127.062245153414,37.7356207357718],[127.062176262603,37.7356223057582],[127.062175576436,37.7356223222208],[127.06213578782,37.7356233246768],[127.062078665436,37.7356246157824],[127.062045791896,37.7356253530705],[127.062041741092,37.7356254726897],[127.062039340965,37.7356255606216],[127.062026847719,37.7356257911362],[127.062025201928,37.7356258262479],[127.062002645144,37.735626372524],[127.061941404965,37.7356277498261],[127.061289959137,37.7356428701615],[127.061242143337,37.7356439656432],[127.061205524601,37.7356445968934],[127.060847387938,37.7356501798623],[127.060494843798,37.7356557711402],[127.060451514103,37.7356564218633],[127.060451150332,37.735656427558],[127.060406431379,37.7356571561003],[127.060394663471,37.7354216074735],[127.059365098195,37.7356161381659],[127.058951853465,37.7357128085928],[127.058775697606,37.7357445969006],[127.05876945949,37.7357457965321],[127.058637201818,37.7357728087673],[127.058620999698,37.7357766341551],[127.05854599062,37.7357967878349],[127.058622470703,37.7354649285906],[127.058357003947,37.735401009969],[127.058400043615,37.7351686136499],[127.058426558907,37.7350254155419],[127.058450520601,37.7349063227739],[127.058451159439,37.7349029421581],[127.05845359572,37.7348891603408],[127.058463023813,37.7348359226627],[127.058481188698,37.7347333119891],[127.058488811152,37.7346900740146],[127.058924784261,37.734632204055],[127.059346663803,37.7347740986518],[127.05942367743,37.7347397976826],[127.05936763678,37.7344330035748],[127.059466968163,37.7340632495734],[127.060560361271,37.7339503178024],[127.06080632886,37.7342096294889],[127.06096062566,37.734007000622],[127.060996671536,37.7335945064026],[127.061050810796,37.733602820974],[127.061354648543,37.7337432063199],[127.061755325982,37.7334293441794],[127.0619460396,37.733290638126],[127.062507568351,37.7331819078068],[127.062655655694,37.7333030323813],[127.062410591861,37.7335347890418],[127.062450055087,37.7337513478953],[127.062999259895,37.7340023633013]],[[127.05935548259,37.7351424617636],[127.059358956532,37.7353164993575],[127.060387931813,37.7352807691663],[127.060379137326,37.7351066892395],[127.05935548259,37.7351424617636]]]}","한식,이/미용/건강,가정/주방/인테리어,종합소매점,분식",65,37.73468846,127.0612646
조원1동주민센터,"{""type"":""Polygon"",""coordinates"":[[[127.018689943655,37.3006902095973],[127.018585748976,37.3008422500207],[127.018195460425,37.3007942443809],[127.017686721826,37.3012087518498],[127.016815856794,37.3019300002092],[127.016540188491,37.3021481974119],[127.0161523005,37.3018611365411],[127.016523744941,37.3015423630981],[127.016073091275,37.3012029687585],[127.015756831739,37.3009649345006],[127.017008353639,37.299947522251],[127.017379740241,37.3002290938169],[127.017406133116,37.3002324096639],[127.017579281995,37.3002535562942],[127.018075860805,37.3003137081806],[127.018869124047,37.3004095410222],[127.018818754688,37.3004882509561],[127.018689943655,37.3006902095973]]]}","이/미용/건강,의복의류,음/식료품소매,커피점/카페,학원-보습교습입시,사진/광학/정밀기기소매,세탁/가사서비스,부동산중개,철물/난방/건설자재소매",25,37.30091198,127.0171223
수목원로468번길,"{""type"":""Polygon"",""coordinates"":[[[127.051813606078,37.1752780589681],[127.051710812364,37.1753938180736],[127.051390296901,37.1757545144092],[127.051070144876,37.1761140863626],[127.050059421529,37.1755259131094],[127.049651713711,37.1752886424082],[127.050206119502,37.1747132766237],[127.050880749521,37.1740628380937],[127.051230122507,37.1742652835631],[127.052132904172,37.1747889441775],[127.052209416172,37.1748334841968],[127.051813606078,37.1752780589681]]]}","유흥주점,한식,커피점/카페,분식,이/미용/건강,닭/오리요리,PC/오락/당구/볼링등,종합소매점,학원기타",40,37.17507975,127.050943
평택송탄공단우체국,"{""type"":""Polygon"",""coordinates"":[[[127.077283590736,37.0369852402463],[127.077280542932,37.0369851876215],[127.077277302324,37.0369851332387],[127.077276349083,37.0369851174409],[127.075856546657,37.0369602919742],[127.075851142365,37.0369601974393],[127.075854016696,37.0367226623235],[127.075041407004,37.0343833653699],[127.077342294265,37.0344270687638],[127.077283590736,37.0369852402463]]]}","한식,종합소매점,닭/오리요리,사무/문구/컴퓨터,가정/주방/인테리어,유흥주점,중식,커피점/카페,운송/배달/택배,부페,분식",21,37.03558024,127.0763816
안산천동로2길,"{""type"":""Polygon"",""coordinates"":[[[126.851461765906,37.3340874975848],[126.850590862123,37.3330395162407],[126.852159586465,37.3322073690946],[126.852696097365,37.3328516199074],[126.852526629959,37.3329472623029],[126.851773576346,37.3333533290998],[126.85208768961,37.3337534059852],[126.851461765906,37.3340874975848]]]}","이/미용/건강,사무/문구/컴퓨터,분식,커피점/카페,의복의류,학원-음악미술무용",21,37.33310121,126.8516386
병점2동주민센터,"{""type"":""Polygon"",""coordinates"":[[[127.042597500951,37.2107074838163],[127.04293180766,37.2111948036142],[127.043764649636,37.2115988491697],[127.04351669104,37.2119418017343],[127.043353515993,37.2121502735349],[127.043071885329,37.2125106943971],[127.042245591181,37.2121452756214],[127.041982902119,37.2124830372732],[127.040630649497,37.2118917447106],[127.041043646669,37.2113614640142],[127.041194711139,37.2111644432957],[127.041759782956,37.2104399640385],[127.041936950307,37.2102107694626],[127.042231098259,37.2103646421302],[127.042597500951,37.2107074838163]]]}","한식,종합소매점,일식/수산물,이/미용/건강,커피점/카페,학원-어학,사무/문구/컴퓨터",24,37.21152947,127.0421786
비전1동주민센터,"{""type"":""Polygon"",""coordinates"":[[[127.09356535097,36.9988043032921],[127.093600440415,36.9988154041046],[127.093903034411,36.9994715137638],[127.093913534976,36.9994942740706],[127.09393103503,36.9995322208874],[127.093960404607,36.9995760823422],[127.094255800284,36.9999000590895],[127.09427479032,36.9999208820491],[127.094302570314,36.9999460367642],[127.094313574425,36.9999543008635],[127.094318000442,36.9999576306474],[127.094325417896,36.9999632022512],[127.094598822074,37.0001686149264],[127.094635157042,37.0001908120895],[127.094938207963,37.0003395396285],[127.095002839625,37.0003712551738],[127.09566488929,37.0006961530304],[127.095664919173,37.000696167678],[127.095664919248,37.0006961677295],[127.09566491934,37.00069616776],[127.095672039126,37.0006996576309],[127.095677473357,37.0007024406582],[127.095678130527,37.000702777972],[127.095678431676,37.0007029322759],[127.095698114734,37.0007129998912],[127.095706451054,37.0007172608013],[127.095715177815,37.0007217245953],[127.095584940694,37.0008810094823],[127.095380092157,37.0011613365183],[127.09528944424,37.0012853979356],[127.09503752488,37.0014487818526],[127.09459891454,37.001544566888],[127.093004999212,37.0018616126021],[127.092939733944,37.0016510377246],[127.092656804221,37.0008173001804],[127.092634705494,37.0006675999846],[127.093422639601,36.9997144664625],[127.093315397432,36.999520467871],[127.093397008382,36.9988556582505],[127.09356498447,36.9988130088277],[127.09356535097,36.9988043032921]]]}","한식,사무/문구/컴퓨터,가정/주방/인테리어,개인서비스,세탁/가사서비스,예술품/골동품/수석/분재,이/미용/건강,종합소매점,학원-보습교습입시,학원-음악미술무용,학원기타,가방/신발/액세서리,화장품소매,개인/가정용품수리,닭/오리요리,분식",25,37.00068246,127.0939473
귀인로79번길,"{""type"":""Polygon"",""coordinates"":[[[126.947869314454,37.3841791945448],[126.947710920699,37.3845044236726],[126.947034227689,37.3839645261008],[126.946691320117,37.3836907062709],[126.948619672593,37.3825737483342],[126.948461413479,37.3829162026753],[126.948034967727,37.383839387339],[126.947869314454,37.3841791945448]]]}","자동차/이륜차,학원-보습교습입시,자동차/자동차용품,분식,패스트푸드,학원-예능취미체육,학원-음악미술무용,학원기타,부동산중개,한식,사무/문구/컴퓨터,음/식료품소매,이/미용/건강",14,37.38359004,126.9476774
소양로,"{""type"":""Polygon"",""coordinates"":[[[127.634476903677,37.2928400769413],[127.634371287777,37.2932531390117],[127.634163320447,37.2939863452404],[127.634065504889,37.2940969939265],[127.633858115892,37.2943441618983],[127.633368499064,37.294934572553],[127.633044947523,37.2952945832122],[127.63204400989,37.2947668696586],[127.632343229497,37.2944096024052],[127.631675610645,37.2940390985438],[127.632759381437,37.2934174920996],[127.632797068457,37.2933902440732],[127.633951223566,37.2923438408779],[127.634207031373,37.2925967902842],[127.634476903677,37.2928400769413]]]}","중식,한식,유흥주점,음/식료품소매,이/미용/건강,커피점/카페",17,37.29387595,127.6332432
시민대로327번길,"{""type"":""Polygon"",""coordinates"":[[[126.968632713873,37.3975354676937],[126.967443075632,37.3973460118778],[126.966622044978,37.3971431106776],[126.966698379804,37.3969363256859],[126.966705711574,37.3969085533041],[126.966849837342,37.3960204241823],[126.968787564477,37.3961978430662],[126.968632713873,37.3975354676937]]]}","한식,유흥주점,자동차/이륜차,커피점/카페,패스트푸드,학원-어학",23,37.3967442,126.9677542
사거리길,"{""type"":""Polygon"",""coordinates"":[[[127.052576426065,36.9437981182189],[127.05302341206,36.9446200256335],[127.053177645165,36.9453125962919],[127.052922768921,36.9476499985541],[127.052827946827,36.9474992926342],[127.052819391687,36.9474869267787],[127.052698074982,36.9473267257829],[127.05260361086,36.9471778809595],[127.05244677744,36.9468139393257],[127.052284576974,36.9463834998056],[127.052284264196,36.946382676861],[127.052192463356,36.9461431901987],[127.05219111633,36.9461397958449],[127.052099169569,36.9459157805085],[127.052095337879,36.945907184196],[127.051899253599,36.9455000902872],[127.051856177703,36.9453695326226],[127.051843886353,36.9453322615261],[127.051834539289,36.9453039177564],[127.051808885254,36.9452261929312],[127.051800225333,36.9451884515999],[127.05179238039,36.9451640156916],[127.051789603469,36.9451573404384],[127.051778666133,36.9451311034452],[127.05177336992,36.9451183822752],[127.051770106445,36.9451105374305],[127.051764215184,36.9450964016827],[127.05170418969,36.9449426612729],[127.051703295439,36.94494042216],[127.051615712953,36.9447259473427],[127.051614296748,36.9447225911313],[127.051610401647,36.944713650535],[127.0515687089,36.9445944763268],[127.051565671531,36.9445865070616],[127.051494488194,36.9444140958029],[127.051318967126,36.943983361061],[127.051318241126,36.9439816098226],[127.051219916028,36.9437484243276],[127.051130230045,36.9435310491413],[127.051128431541,36.9435268630635],[127.051086817236,36.9434337325263],[127.050981608159,36.9431932569859],[127.05097838436,36.9431863445178],[127.050958105822,36.9431454349659],[127.050955226184,36.9431398959738],[127.050912356811,36.9430611521861],[127.050908609652,36.9430539739724],[127.05090157431,36.9430417912262],[127.050796973141,36.9428770387731],[127.050690196261,36.9427060038814],[127.05062448788,36.9425936436332],[127.051547245361,36.9430183145168],[127.052576426065,36.9437981182189]]]}","종합소매점,닭/오리요리,한식,자동차/자동차용품,커피점/카페",18,36.94488928,127.0522416
부부로2길,"{""type"":""Polygon"",""coordinates"":[[[126.792123731746,37.3322149204807],[126.792665676537,37.3329677637515],[126.793107609616,37.3327638972721],[126.793420793349,37.3332024133874],[126.792861697922,37.3334557716737],[126.79252283613,37.3336088769768],[126.79213733167,37.3335914303417],[126.791388165194,37.3335578825196],[126.790859816378,37.3327933458986],[126.790353880593,37.3320611361131],[126.790860838848,37.3318264049324],[126.791271862622,37.3316368719678],[126.791595937046,37.3314819297987],[126.792123731746,37.3322149204807]]]}","커피점/카페,자동차/이륜차,한식,음/식료품소매,개인/가정용품수리,유흥주점,종합소매점",14,37.33269498,126.7917526
동편로183번길,"{""type"":""Polygon"",""coordinates"":[[[126.969128288388,37.4071006512196],[126.969420120027,37.4069104937604],[126.969683179532,37.4067822988625],[126.969695604368,37.406776240269],[126.969803987574,37.4067234144762],[126.970083971161,37.4066223236207],[126.970414492907,37.4065438452051],[126.970426772385,37.4065418877322],[126.970666057118,37.4065037948601],[126.97094881327,37.4064876952214],[126.971052855939,37.4078437965059],[126.971058303634,37.4078735996652],[126.971103966176,37.4080302561782],[126.970659593833,37.4080555892414],[126.970185354521,37.4080424542699],[126.969128288388,37.4071006512196]]]}","한식,유흥주점,커피점/카페,종합소매점,의복의류,이/미용/건강",33,37.40727492,126.9702994
고풍로43번길,"{""type"":""Polygon"",""coordinates"":[[[126.798706507756,37.6609623888085],[126.797911807925,37.6607422980563],[126.79784431427,37.6607323558081],[126.797776171978,37.6607389319345],[126.794780671583,37.6614051670587],[126.793386400544,37.6611539426368],[126.792418866945,37.6607982578812],[126.792616578647,37.6604768658858],[126.793057352888,37.6597431041135],[126.793480639675,37.6590390079426],[126.793748591303,37.6585884229459],[126.799241057517,37.6606559144392],[126.798706507756,37.6609623888085]]]}","종합소매점,한식,가정/주방/인테리어,자동차/이륜차,화장품소매,광고/인쇄,음/식료품소매",22,37.66022752,126.7951839
안양초등학교,"{""type"":""Polygon"",""coordinates"":[[[126.928045099105,37.3918918938276],[126.928449338509,37.3921044872709],[126.928260109388,37.3923325458123],[126.928174284697,37.392436517568],[126.927719330867,37.3929854259992],[126.928341453358,37.3933131890489],[126.928349513989,37.3933172041632],[126.928761203505,37.3935028320662],[126.929140800477,37.3937366004567],[126.928856650055,37.3940876975599],[126.9284993555,37.3944944484699],[126.928738115723,37.39482722216],[126.928721471918,37.3948425577251],[126.928695179597,37.3948667780774],[126.928127532683,37.3953694335591],[126.928059552268,37.3954124850412],[126.927189224793,37.3949539613018],[126.926442367009,37.3945604762409],[126.926029517283,37.3943429560006],[126.9266228518,37.3936022928257],[126.926191508663,37.3933851700808],[126.926197888017,37.3933775316824],[126.926883999177,37.3925559589103],[126.926885735811,37.392553879418],[126.926889927027,37.3925488633325],[126.926890090968,37.3925486668479],[126.926890523422,37.3925481478116],[126.927152920163,37.3926863227796],[126.927277201518,37.392533704876],[126.927016891855,37.3923968289304],[126.927620121225,37.3916744899461],[126.927623651835,37.391670262129],[126.928045099105,37.3918918938276]]]}","학원-어학,병원,종합소매점,분식,한식",46,37.39371335,126.927571
원평2로27번길,"{""type"":""Polygon"",""coordinates"":[[[127.08226507274,36.9891187319596],[127.082288530097,36.9891327626762],[127.082292102696,36.9891349013401],[127.082819018156,36.9894500675526],[127.082871444204,36.9894825121311],[127.082887282174,36.9894923123502],[127.083314594772,36.9897567197064],[127.083513152487,36.989879577699],[127.083352516635,36.9900449484355],[127.083083446576,36.9903222254889],[127.082445011114,36.9899016512987],[127.08217181053,36.9901718547289],[127.081876582248,36.9904638516649],[127.082215740649,36.9906945701795],[127.081848217987,36.9910721808276],[127.081537193866,36.9913927785331],[127.081678773924,36.9915011640551],[127.081900359406,36.9916709929807],[127.082004019252,36.9917506427507],[127.082179426617,36.991884999383],[127.08217869287,36.9918857676232],[127.082171723635,36.9918930694559],[127.082164115766,36.9919010352333],[127.08215969284,36.9919056705526],[127.08214736018,36.9919185848988],[127.08162156482,36.9924690977041],[127.081616335511,36.9924745738787],[127.081607527011,36.9924837978307],[127.081340828398,36.9927569033819],[127.081006552104,36.9930992247721],[127.080766696598,36.9933448438992],[127.080714260856,36.9933985356805],[127.080713615241,36.9933991999514],[127.080049124123,36.9940861892792],[127.080035053711,36.9941007357336],[127.079727753957,36.9939388534673],[127.078842591532,36.9934819941796],[127.077987307971,36.9930905760613],[127.078004640597,36.993066617844],[127.078220255254,36.9926993266237],[127.078249390386,36.9926496939419],[127.078291471277,36.9925780113861],[127.078820017962,36.9926161669473],[127.078898068642,36.9925483413402],[127.078928381933,36.9926257358462],[127.07902754649,36.9925828558352],[127.079259773369,36.9926559001133],[127.079412427754,36.992602451007],[127.079881236674,36.9924157156107],[127.080160666995,36.9921542960438],[127.080529465161,36.9917885289306],[127.080553642987,36.9917630894486],[127.080628309581,36.9916845364328],[127.080693576113,36.991044390107],[127.080547305075,36.9910052427843],[127.080327899948,36.9909463795456],[127.080601473809,36.9898279908863],[127.08084767392,36.9897600565916],[127.080886666549,36.9897871100432],[127.081217050787,36.9900172003602],[127.081301507094,36.9900586861525],[127.081866251168,36.9895111035017],[127.08208934178,36.989291765934],[127.08226507274,36.9891187319596]],[[127.079590945117,36.9931712668483],[127.07984144474,36.9937975227578],[127.080692074159,36.9929221180977],[127.080343929452,36.9926792172212],[127.079944402714,36.9930599525127],[127.079590945117,36.9931712668483]]]}","이/미용/건강,한식,종합소매점,가정/주방/인테리어,음/식료품소매",70,36.99165973,127.0808395
도기5길,"{""type"":""Polygon"",""coordinates"":[[[127.26683213739,37.0034075053866],[127.26642397135,37.0037178540582],[127.265704698734,37.0042487517223],[127.265727111,37.0043646304253],[127.266292133139,37.0041746537489],[127.266610642742,37.0039870959794],[127.266750208844,37.0041158065162],[127.265921590209,37.0046984102184],[127.266180360789,37.0048822070185],[127.266731034498,37.0054933131612],[127.266727964158,37.0055938286165],[127.266216085821,37.0055504008606],[127.264787461706,37.0054289339731],[127.26345031235,37.0052525402614],[127.263533297895,37.0051671634454],[127.262535123308,37.0048250287817],[127.262637593229,37.0038140474452],[127.262719203395,37.0031188978289],[127.263779882845,37.0031872986691],[127.264396718491,37.003158731345],[127.265467214342,37.0030186301048],[127.265636723338,37.0029903897639],[127.266718368016,37.0028221861793],[127.26683213739,37.0034075053866]]]}","한식,일식/수산물,가정/주방/인테리어,별식/퓨전요리,음/식료품소매,학원기타",29,37.00419307,127.2646755
이천우체국,"{""type"":""Polygon"",""coordinates"":[[[127.444600283516,37.275785376007],[127.444740598186,37.2763052985069],[127.444916517233,37.2769681568383],[127.443723970097,37.2771692656617],[127.443839254472,37.2775941738653],[127.443162201373,37.277705045585],[127.443020447392,37.2772862085645],[127.44218778881,37.2774091237034],[127.442067151023,37.2769801309157],[127.441859057652,37.2762404702297],[127.441855540373,37.2762279954678],[127.441772171911,37.2759319084003],[127.44177095646,37.2759275683625],[127.44177089921,37.2759273644927],[127.441710731649,37.2757136848293],[127.442614024882,37.2755969713466],[127.444347183674,37.2753726876703],[127.444349510259,37.2753723765874],[127.44447349182,37.2753552660464],[127.444600283516,37.275785376007]]]}","자동차/이륜차,학원-음악미술무용,가정/주방/인테리어,학원-보습교습입시,한식,학원기타",61,37.27643041,127.4433204
금산로,"{""type"":""Polygon"",""coordinates"":[[[126.939366333446,37.3616143019444],[126.93939742273,37.3616306207162],[126.939470899446,37.3616691881295],[126.939510627014,37.3616900333712],[126.939623791529,37.3617494246284],[126.93973696701,37.3618088308403],[126.939850162569,37.3618682374068],[126.939875211915,37.3618813841174],[126.939962523463,37.3619275410424],[126.940075488312,37.3619872383933],[126.940188410431,37.3620469293917],[126.940301364457,37.3621066311895],[126.940414306563,37.3621663255781],[126.940527236235,37.3622260199661],[126.940640188093,37.3622857194288],[126.940753118364,37.362345413731],[126.94082586669,37.3623838621554],[126.94085757839,37.3624021329953],[126.940967457014,37.36246541147],[126.941077285342,37.3625286771551],[126.941187142497,37.3625919519306],[126.941255002242,37.3626310407787],[126.941252952494,37.3626346373578],[126.941236720932,37.3626631180031],[126.94121411269,37.3627027857858],[126.941097662756,37.3626615927444],[126.941052896615,37.3627344043637],[126.941004646767,37.3629046129296],[126.941084786403,37.3629296865098],[126.941068443925,37.3629583547919],[126.941012346875,37.3630567810058],[126.940978892853,37.3631154721965],[126.940956254083,37.3631551795569],[126.940909306321,37.3632375560441],[126.940901867014,37.3632506001055],[126.94039293311,37.363055139143],[126.94015518677,37.3634551139032],[126.939902018711,37.3633706254714],[126.9396091929,37.3633719461589],[126.938819875068,37.3622036234447],[126.938753355329,37.362167547796],[126.938613938457,37.3619720053849],[126.938254998549,37.3619338716172],[126.938387112385,37.361745831401],[126.938555170878,37.3615603658557],[126.938617850159,37.3615935913563],[126.938782451885,37.3616789784561],[126.938955448193,37.3617695090501],[126.939068512446,37.361631419368],[126.939271772339,37.3617272891153],[126.939366333446,37.3616143019444]]]}","음/식료품소매,이/미용/건강,한식,자동차/자동차용품,자동차/이륜차,종합소매점",38,37.36249515,126.9398146
