상권명,다중지역정보,업종정보,점포수,위도,경도
댕이길,"{""type"":""Polygon"",""coordinates"":[[[126.846731614049,37.2939816999246],[126.845468005631,37.2942169084787],[126.844508389977,37.2943939638819],[126.843751934637,37.2943536390212],[126.843736286868,37.2945241267403],[126.842563391054,37.2945884225391],[126.842269195866,37.2947232336993],[126.842267423396,37.29462330869],[126.842276882951,37.2945142140495],[126.842286673762,37.2944517992686],[126.84232482898,37.2943125000993],[126.842342071938,37.294249572708],[126.842478428826,37.2939016330671],[126.84249467035,37.293860188358],[126.843739102932,37.2939249416724],[126.84448522311,37.2939724870097],[126.845348452822,37.2938060370973],[126.846613248676,37.2935618314986],[126.846696737176,37.2936107946909],[126.846731614049,37.2939816999246]]]}","일식/수산물,한식,가방/신발/액세서리,닭/오리요리,분식,운동/경기용품소매",8,37.2941162,126.844291
대호로71번길,"{""type"":""Polygon"",""coordinates"":[[[127.053328951969,37.1581547665417],[127.053305185901,37.1596678751495],[127.052695950682,37.1596565377117],[127.052732686116,37.1581483194948],[127.052772246052,37.1565260773591],[127.05228214073,37.1565277968258],[127.052365214861,37.1563265560217],[127.05221395875,37.1562115833395],[127.052311764943,37.1562115190924],[127.052678175687,37.1559156709199],[127.0534583362,37.1551660905323],[127.053796994866,37.1554033601926],[127.053471461477,37.1557792301177],[127.053303860072,37.1561293256748],[127.053421273885,37.156193339732],[127.0542765861,37.1562181802066],[127.054271345561,37.1564980452479],[127.054119450304,37.1565190813861],[127.053800328616,37.1565207612243],[127.053785209342,37.158159813321],[127.053328951969,37.1581547665417]]]}","한식,일식/수산물,종합소매점,유흥주점,의복의류,PC/오락/당구/볼링등,자동차/이륜차,중고품소매/교환,중식,이/미용/건강,가정/주방/인테리어,분양,음식배달서비스",20,37.15729425,127.0531942
아침노을길,"{""type"":""Polygon"",""coordinates"":[[[126.705548814984,37.7257625311939],[126.705559642422,37.725782631304],[126.705661323232,37.7259304188997],[126.705681648044,37.7259549651785],[126.705751907238,37.726026371186],[126.70576023559,37.7260343512905],[126.706699505516,37.7268833911016],[126.707754256032,37.7278367897961],[126.707854106449,37.7279270422796],[126.707756528939,37.7280084698094],[126.706738599603,37.7288579058543],[126.705486051144,37.7277696725139],[126.704056258579,37.7262695879761],[126.705548814984,37.7257625311939]]]}","한식,커피점/카페,닭/오리요리,주유소/충전소,일식/수산물,중식,병원",29,37.727246,126.7060124
소하2동주민센터,"{""type"":""Polygon"",""coordinates"":[[[126.880505931973,37.4322472888045],[126.880501231322,37.4323733919247],[126.880475132642,37.4330596356513],[126.880444425699,37.4338657885053],[126.880095648676,37.4335747143718],[126.879832460499,37.433559270835],[126.879490043877,37.4334652782143],[126.879491828619,37.4334264052254],[126.879492696191,37.4334073440821],[126.879494803287,37.4333615282241],[126.879496824345,37.4333173932066],[126.87953301684,37.432793768079],[126.879533329682,37.4327867687935],[126.879536500541,37.4326306292381],[126.879545577632,37.4324239874222],[126.8795524809,37.432313231437],[126.879569023511,37.4322445815663],[126.879590206131,37.432183832086],[126.879632595996,37.4320839219223],[126.879653013934,37.4320433455366],[126.880513220946,37.4320558405619],[126.880505931973,37.4322472888045]]]}","이/미용/건강,한식,커피점/카페,분식,병원",41,37.43283834,126.8800249
팽성우체국,"{""type"":""Polygon"",""coordinates"":[[[127.058451220661,36.9632955713922],[127.059016778007,36.9637066863039],[127.059344582561,36.9634180997401],[127.05985476508,36.9637952620407],[127.060584047496,36.9643633911962],[127.060877648967,36.9646028220578],[127.061103294992,36.9647749756258],[127.061298987727,36.9649285875156],[127.062127303293,36.9655788733631],[127.061607034842,36.9657651341199],[127.061048740535,36.9665050096578],[127.061053606608,36.9666233223345],[127.061440163869,36.9671535392495],[127.061588886511,36.9673890086605],[127.061837293243,36.9677379065259],[127.062096200148,36.9680606978414],[127.062254983197,36.9687358311821],[127.061841237833,36.9687621365911],[127.061425170476,36.9689068930225],[127.061356793591,36.9689017769669],[127.061158041304,36.9688793742419],[127.060923722747,36.9688502739501],[127.060917284717,36.9688495507852],[127.060770259465,36.9688347732001],[127.060685427574,36.9688189427142],[127.060668403509,36.9688157639974],[127.060652996484,36.9688133393099],[127.060634090454,36.9688109111759],[127.060557150673,36.9687987610058],[127.060466548118,36.9687812927461],[127.060331039387,36.9687461892909],[127.060244127243,36.9687226621645],[127.060149570639,36.9686901315906],[127.060067676793,36.9686569271176],[127.059935922009,36.9685963208502],[127.059871699134,36.9685634173848],[127.059781281502,36.9685112969531],[127.05970681996,36.9684644648971],[127.059605588595,36.9683905906077],[127.059407321933,36.9682424129089],[127.059228123938,36.9681073902747],[127.059226982463,36.9681065361598],[127.059147387132,36.9680473919854],[127.059142769769,36.9680440550118],[127.059016160189,36.9679550683408],[127.058932950157,36.9678936101824],[127.058932452507,36.9678932437302],[127.05893215943,36.9678930285688],[127.058826709254,36.9678151274294],[127.058734995689,36.9677473869833],[127.058716419795,36.9677336599851],[127.058689712028,36.9677139319697],[127.058687390343,36.9677122409001],[127.058674962002,36.967703314517],[127.058660586381,36.9676929871796],[127.05835823188,36.9674633298468],[127.058239590382,36.9673732147588],[127.058237242564,36.9673714568163],[127.05796712402,36.9671720827372],[127.058634762263,36.9665777272489],[127.058593283593,36.9664405386932],[127.057862297144,36.966466852333],[127.05714002856,36.9665559780543],[127.057014615369,36.9664624990289],[127.057002793687,36.9664530362811],[127.057514237958,36.9660045142938],[127.057769867371,36.9645098081192],[127.057161284777,36.9644579558228],[127.056969175764,36.9644415078468],[127.056703120234,36.9644168691985],[127.056297557477,36.9643790134221],[127.056466843355,36.9635135753891],[127.055576349112,36.9628743027224],[127.055904013536,36.9625978331478],[127.056077879589,36.9627273443017],[127.056784481204,36.9632533578697],[127.057061285722,36.9634591533873],[127.057840455306,36.9628514293909],[127.058053051372,36.9626855587741],[127.058190641307,36.962569218622],[127.058225071839,36.9625945546436],[127.058747113717,36.9629766024527],[127.058795452279,36.9630124673469],[127.058451220661,36.9632955713922]]]}","한식,이/미용/건강,종합소매점,닭/오리요리,분식,학원-보습교습입시,가정/주방/인테리어",87,36.96579163,127.0593798
진건오남로_2,"{""type"":""Polygon"",""coordinates"":[[[127.217609340582,37.6934361324535],[127.217219430502,37.6932122319406],[127.216818352409,37.6931746583451],[127.216437979004,37.6931901567055],[127.215860215943,37.6933423151899],[127.214945136336,37.6938289925134],[127.2156655602,37.6943310382781],[127.215890144045,37.6945065421366],[127.215108511442,37.6950729470753],[127.214511485513,37.6946635117562],[127.213458688397,37.6954719455575],[127.21320897152,37.6952270024539],[127.212243496711,37.6948111590438],[127.212131996837,37.694564882706],[127.212545908628,37.6945620111179],[127.213989369054,37.694174041628],[127.214661831771,37.6931057159773],[127.214690780116,37.692941964725],[127.214693142211,37.6929413684162],[127.214820802034,37.6929091339897],[127.214980486069,37.6928688230074],[127.215339024571,37.6928163481837],[127.215566742561,37.6927830231515],[127.215578181399,37.6927811056576],[127.216535736068,37.6925999811861],[127.21655230317,37.6925963147187],[127.217512978647,37.6923521549024],[127.218125672442,37.6922159251601],[127.218320226667,37.692183347254],[127.218425133519,37.6921783863063],[127.218452380467,37.6921770983437],[127.218561710302,37.6921797912934],[127.218705900378,37.6922006251621],[127.219476851976,37.6923824041969],[127.219835726579,37.6925858602606],[127.219567241637,37.6927451474314],[127.219082637889,37.6928675271373],[127.2189876074,37.6930769534212],[127.218177524652,37.6935553397092],[127.217851129216,37.693559373724],[127.217609340582,37.6934361324535]]]}","한식,이/미용/건강,종합소매점,학원기타,대중목욕탕/휴게",52,37.69360048,127.2159075
양지로278번길_1,"{""type"":""Polygon"",""coordinates"":[[[127.198106290181,37.702720266878],[127.197050316174,37.7019892290375],[127.197204833431,37.7018213402203],[127.196955051893,37.7016512612476],[127.19766200354,37.700996619987],[127.1981051283,37.7007850700171],[127.198224745642,37.7007014099202],[127.198711839326,37.7012126742249],[127.199311805822,37.7016419190348],[127.198106290181,37.702720266878]]]}","한식,일식/수산물,유흥주점,종합소매점,자동차/자동차용품,이/미용/건강,약국/한약방,음/식료품소매,개인/가정용품수리",15,37.70170591,127.198085
고읍남로39번길,"{""type"":""Polygon"",""coordinates"":[[[127.083004613947,37.7881958309955],[127.083093671903,37.788742510414],[127.083096161287,37.7887545630875],[127.083172146591,37.7890576983648],[127.083208437339,37.7893345724688],[127.083210595646,37.7893468906405],[127.083235950125,37.7894622540351],[127.082543378489,37.7895302885964],[127.082174476902,37.7895229146194],[127.081805965021,37.7894840069771],[127.081472568984,37.7893597750718],[127.080698227455,37.7889432195745],[127.081028300397,37.7886473292806],[127.08132630824,37.7885054873212],[127.081684987258,37.7883348337788],[127.082121071038,37.7882740294279],[127.083004613947,37.7881958309955]]]}","한식,종합소매점,커피점/카페,운동/경기용품소매,이/미용/건강",18,37.78889584,127.0821461
내기새싹길,"{""type"":""Polygon"",""coordinates"":[[[126.87527424768,36.9778868560209],[126.875318606382,36.9779239482157],[126.875368390928,36.9779655815212],[126.875867263064,36.9784318859777],[126.875875971884,36.9784400220236],[126.876236627028,36.9787771337417],[126.87624346259,36.9787832362793],[126.877116489844,36.9795278177742],[126.877142624096,36.9795468584235],[126.8787757072,36.9805607915649],[126.879457140737,36.9810230647677],[126.879500910416,36.9810649173415],[126.87968137932,36.981237469726],[126.879776981398,36.9813288881088],[126.879831568706,36.9813810836501],[126.879838485329,36.9813873924921],[126.880077381731,36.9815953144403],[126.880272491151,36.9817651304716],[126.880932930331,36.9823399246415],[126.880882917378,36.9823753499036],[126.880157224434,36.9828249327862],[126.880074280499,36.9827977380188],[126.879753834465,36.9828197811304],[126.879731346078,36.9827255147315],[126.87960495797,36.9827271394426],[126.878995808807,36.9823536261628],[126.878159917186,36.9824347253248],[126.877620958034,36.9826129584332],[126.876882988005,36.98252713955],[126.875026789485,36.9817430703263],[126.874359175487,36.981146515997],[126.873357208878,36.9805642484032],[126.872962446306,36.9806517443581],[126.872929760237,36.9807499944421],[126.873021958262,36.9811152591003],[126.873160779965,36.9812939832759],[126.873057649881,36.9818376199426],[126.873206145309,36.981979264574],[126.873354180454,36.9823667418969],[126.872908536981,36.982261985246],[126.871868227552,36.9822087494947],[126.871441389516,36.9820667134981],[126.871066348488,36.9818637791694],[126.870703865652,36.9814897750487],[126.870894317781,36.979319452016],[126.870954104904,36.9786764194998],[126.870956429401,36.9786517154057],[126.870960032291,36.9786170865716],[126.872155409899,36.9787525820964],[126.871791268834,36.9792157372641],[126.871723748366,36.9794862776856],[126.87198347486,36.9797489412647],[126.873009388195,36.9799670569373],[126.87317126993,36.9797954072016],[126.87354071434,36.9796153057319],[126.873775205675,36.9789698474625],[126.874259514761,36.9789741541296],[126.874755234386,36.9788231226413],[126.87527424768,36.9778868560209]]]}","한식,중식,분식,학원-보습교습입시,음/식료품소매,자동차/자동차용품,종합소매점,가정/주방/인테리어,커피점/카페,학원-어학,학원-음악미술무용,학원기타,중고품소매/교환,닭/오리요리,분양,사무/문구/컴퓨터",26,36.98072669,126.8753471
평택5로20번길,"{""type"":""Polygon"",""coordinates"":[[[127.114845521148,36.9880025806071],[127.11560770951,36.9883644612949],[127.114891095979,36.9900872867075],[127.114889277401,36.9900918607208],[127.114871578643,36.9901385135537],[127.11477351645,36.990396952555],[127.114751632052,36.9903966835323],[127.11376527294,36.9901988350807],[127.11389754292,36.989728358689],[127.114099998631,36.9890494243753],[127.114106067833,36.989012738011],[127.114109759463,36.9889109396776],[127.114097056336,36.9888457404793],[127.114046879682,36.9887316484487],[127.114021999228,36.9886917030324],[127.113985639457,36.9886578910072],[127.113862386962,36.9885685492521],[127.113826353408,36.9885472502644],[127.113256009209,36.9882759422541],[127.113254351527,36.9882751613724],[127.112841410842,36.9880825380325],[127.113010797251,36.9878357142087],[127.113398910819,36.9873024319912],[127.114845521148,36.9880025806071]]]}","한식,의복의류,종합소매점,유흥주점,별식/퓨전요리,부동산중개,PC/오락/당구/볼링등",43,36.98878006,127.1143487
매탄로,"{""type"":""Polygon"",""coordinates"":[[[127.038960327476,37.2557518849701],[127.038968688278,37.2557382070873],[127.03899676261,37.2556922716321],[127.039000754779,37.2556853745593],[127.039096236707,37.2555108497572],[127.039339751171,37.2551489082017],[127.039345171942,37.2551403078658],[127.039550053165,37.2547924174682],[127.03960012085,37.254717398236],[127.039779023344,37.2549067162908],[127.039792892619,37.2549200133028],[127.039827581032,37.2549501960661],[127.040016726023,37.2551147646725],[127.040154314774,37.2552450116061],[127.040166790469,37.255255885386],[127.040195018763,37.2552785519926],[127.04024880724,37.2553401207743],[127.040282813052,37.2553979298528],[127.040318096281,37.2554781707094],[127.040331295493,37.2555203005863],[127.040355749697,37.255663400805],[127.040357667322,37.255672773283],[127.040369641584,37.2557229574267],[127.040375326877,37.2557414268454],[127.04041539844,37.2558471951992],[127.040423879854,37.2558658208465],[127.040442469622,37.2559005685641],[127.040474757386,37.2559609370606],[127.04048995674,37.2559844209758],[127.040547484021,37.2560592779866],[127.04055500466,37.2560684287253],[127.040736668043,37.2562754752262],[127.04076471821,37.256311352597],[127.040809157793,37.2563682213276],[127.040817497632,37.2563781451778],[127.041212735791,37.2568163156001],[127.041316095684,37.2569346959891],[127.041319155966,37.2569399571301],[127.041326914526,37.2569532991614],[127.041326963522,37.2569533889279],[127.041551184758,37.2573388029763],[127.041551903175,37.2573400258481],[127.042053745396,37.2581859819283],[127.042072114053,37.2582169453994],[127.042108800463,37.2582787709802],[127.04223140589,37.2584924771171],[127.042234856039,37.258498220646],[127.042477753894,37.2588849038369],[127.042398242709,37.2589030452857],[127.041586349906,37.2590844653176],[127.041575339961,37.259086923274],[127.041573728438,37.2590872882076],[127.040875512205,37.2592476405517],[127.040580915062,37.2593147886336],[127.040550005844,37.259321833022],[127.040451601883,37.2589905651232],[127.040334776469,37.2586460782419],[127.040146668153,37.2581999224616],[127.040043328879,37.2579034149628],[127.039943730139,37.2576176381223],[127.039879480488,37.2574335203199],[127.039816598447,37.2572527926502],[127.03968809464,37.2568851200003],[127.039670420135,37.2568342904049],[127.03948618038,37.2563059410394],[127.039251902328,37.2558622256257],[127.038960327476,37.2557518849701]],[[127.039444180583,37.2555619174441],[127.039642868141,37.255700662332],[127.039769294171,37.2560097472499],[127.040108387785,37.2559384338681],[127.039932680467,37.2554873102423],[127.039637289135,37.2552514783591],[127.039444180583,37.2555619174441]]]}","이/미용/건강,학원-음악미술무용,세탁/가사서비스,부동산중개,종합소매점",121,37.25737448,127.0406633
내정로119번길,"{""type"":""Polygon"",""coordinates"":[[[127.1124010166,37.3687321948982],[127.112404030442,37.3687321962708],[127.113046922306,37.3687324913097],[127.113142858345,37.3687377105477],[127.113157283619,37.3687381262084],[127.113168008623,37.3687381614461],[127.113714777337,37.3687398947108],[127.114311065711,37.36874391873],[127.114312718362,37.368743925051],[127.114317445975,37.3687439293237],[127.114571947715,37.3687442859927],[127.114571881197,37.3687507196165],[127.114571874056,37.3687518102845],[127.114570514241,37.3692452544443],[127.114570518721,37.3692468532047],[127.114573077743,37.3695529532094],[127.114574441939,37.3695715667306],[127.114589278819,37.3696786025577],[127.114589400223,37.3696794596138],[127.114598286305,37.3697408743025],[127.114606340451,37.3697965333036],[127.114610501319,37.3698159258906],[127.114656850742,37.3699781370173],[127.114660797996,37.369990055034],[127.114717606603,37.3701405428513],[127.114721212748,37.3701492814876],[127.114807435586,37.3703415568238],[127.114815543442,37.3703572615649],[127.114821828918,37.3703679731856],[127.114903777305,37.3705076910852],[127.114918623673,37.3705290882433],[127.115040403405,37.3706795134668],[127.115051795004,37.3706923231044],[127.115166367081,37.3708099386893],[127.115211321877,37.3708560894178],[127.115216760195,37.3708614570035],[127.115325905271,37.3709650593289],[127.115338771395,37.3709762751092],[127.115680805894,37.3712502695631],[127.115690168092,37.3712573526206],[127.115984432,37.3714675732576],[127.116078316669,37.3715346437597],[127.116078644593,37.3715348775672],[127.116280152938,37.3716782698118],[127.116035459005,37.3718964566107],[127.115352896688,37.3724875093965],[127.115343837733,37.3724953500216],[127.115337634447,37.3725007220295],[127.115044165837,37.3722904476803],[127.114536172228,37.372734938886],[127.114495523711,37.3727712414089],[127.114788112153,37.3729849513291],[127.114326812094,37.3733938626666],[127.113316925413,37.3742890627648],[127.113021566834,37.3740780431933],[127.112944944486,37.3740228414561],[127.112302211993,37.3735618548558],[127.112189916443,37.3734799160676],[127.111874348245,37.373251717327],[127.111499303554,37.3729808335201],[127.11125509331,37.3728055436187],[127.111601692664,37.3724955814719],[127.11190550306,37.372223593387],[127.112260577346,37.3719125664382],[127.11202281432,37.3716393339519],[127.111799765853,37.3712851141007],[127.111418777211,37.3713999603855],[127.111228978141,37.3708291664488],[127.111215996967,37.3704635683771],[127.110191976486,37.3704457435725],[127.110050912409,37.3704457520298],[127.110051265642,37.3703391776546],[127.110051266384,37.3703385841886],[127.1100507551,37.3697088901416],[127.110050750625,37.3697035597685],[127.110191936326,37.3697012257025],[127.110192864266,37.3693233421017],[127.110190777352,37.3689617679137],[127.110189462525,37.368741260401],[127.11020526545,37.3687412915055],[127.110461350346,37.3687417946826],[127.110465262151,37.3687417753179],[127.110675202585,37.368739284143],[127.110680731231,37.3687391644656],[127.110989217158,37.3687294674103],[127.111642506849,37.3687312574751],[127.111649524443,37.3687312768151],[127.111648043083,37.3689783370222],[127.112407523255,37.3689586872124],[127.1124010166,37.3687321948982]]]}","한식,자동차/이륜차,가정/주방/인테리어,커피점/카페,이/미용/건강",367,37.37106586,127.1130511
호국로,"{""type"":""Polygon"",""coordinates"":[[[126.837256809538,37.6577910414868],[126.837768410289,37.6582469679523],[126.837802444477,37.6582772976259],[126.838691531453,37.6590696063907],[126.838206740223,37.6593123743582],[126.838072167568,37.6593797529034],[126.837617779577,37.659606166834],[126.837255833666,37.6597867489667],[126.836899241149,37.65996456702],[126.836197843969,37.6593596066784],[126.835451368697,37.6586027141615],[126.835332308516,37.6584703293889],[126.835906932476,37.6580739162464],[126.836036792079,37.658195144179],[126.836307363288,37.6580142284659],[126.836568620978,37.6578399779923],[126.836791385196,37.658044901313],[126.837256809538,37.6577910414868]]]}","한식,유흥주점,커피점/카페,음/식료품소매,병원,학원-음악미술무용,모텔/여관/여인숙,학원-어학,이/미용/건강,의복의류",62,37.6588224,126.836983
송산1동주민센터,"{""type"":""Polygon"",""coordinates"":[[[127.08672131335,37.7315370004266],[127.086679249241,37.7316425453989],[127.086397604381,37.7321173460243],[127.086190221457,37.7324339152202],[127.086202498391,37.7325601536565],[127.086560797973,37.732772977758],[127.086471385503,37.7328909902349],[127.086406894319,37.7328610016438],[127.086295517745,37.7328041753071],[127.086288120055,37.7328005578668],[127.086213774937,37.7327657444201],[127.086210770595,37.7327643620752],[127.086150275706,37.7327370162595],[127.086148163841,37.7327360734411],[127.086130718944,37.732728382413],[127.08611279574,37.732720489145],[127.085889789238,37.7326223856998],[127.085581172421,37.7324675837991],[127.085579432677,37.7324665686075],[127.085577908858,37.7324656871328],[127.085544101307,37.7324463008784],[127.085523926982,37.7324337672532],[127.085512723437,37.7324272360576],[127.085183568193,37.7322474061708],[127.085150290892,37.7322292237291],[127.085148906814,37.7322284675286],[127.085074832064,37.7321667350134],[127.085065952423,37.7321592566339],[127.08506506615,37.7321585144524],[127.085031458717,37.7321305304232],[127.084978014036,37.7320859997115],[127.084938168417,37.7320527911811],[127.084932075882,37.7320479037275],[127.084888477282,37.7320142386968],[127.084847277633,37.7319824774602],[127.084817497685,37.7319595010871],[127.084846915764,37.731885710964],[127.084885077877,37.7318094197104],[127.085006400902,37.7316301551965],[127.084583318443,37.7311797420238],[127.084246508142,37.7313826761281],[127.084152905066,37.7314460385736],[127.084130723157,37.7314280082907],[127.084130370015,37.7314277218816],[127.084103090092,37.7314056461856],[127.084087130741,37.7313926672083],[127.083935607636,37.7312648663468],[127.083927965752,37.7312584195913],[127.083973155833,37.7312315582808],[127.084022811582,37.7312051626021],[127.08406201342,37.7311843357196],[127.084062253016,37.7311842082533],[127.084102296054,37.7311628758759],[127.084166282569,37.731128858926],[127.084235663494,37.7310919675661],[127.084386802229,37.731014286449],[127.084431014441,37.7309916102122],[127.084467949441,37.7309726773752],[127.084468258174,37.7309725188375],[127.084663950583,37.7308718496514],[127.084695253569,37.7308558228171],[127.084716606999,37.7308451192227],[127.084741487423,37.7308326652022],[127.084813702784,37.7307966128071],[127.084814988097,37.7307966328401],[127.084815918396,37.7307966605124],[127.084875328026,37.7307921901155],[127.084931214988,37.7307755713285],[127.085107754845,37.7307007570237],[127.085110465186,37.7306995895682],[127.085317012596,37.7306091728925],[127.085418654723,37.7305670885838],[127.085556500639,37.730509877883],[127.085556703574,37.7305097935544],[127.085564011418,37.7305067530777],[127.08569372995,37.7304624199879],[127.085698171247,37.730460857146],[127.085725130513,37.7304510949405],[127.08578584635,37.7304698090625],[127.088097344426,37.7314063573035],[127.088241147181,37.7314693699598],[127.088258137083,37.7314779745978],[127.08815966125,37.7316202004275],[127.087595590845,37.7312458591831],[127.087217188094,37.7311984460428],[127.086773621818,37.7314056302254],[127.08672131335,37.7315370004266]],[[127.084884673332,37.731034535569],[127.085368318605,37.731461201858],[127.08543288867,37.7314284768071],[127.085605895235,37.7313419670321],[127.086009422985,37.7311620711689],[127.085697288083,37.7306838006658],[127.085299246077,37.7308502226191],[127.084884673332,37.731034535569]]]}","한식,이/미용/건강,의복의류,패스트푸드,가정/주방/인테리어,종합소매점",41,37.73151519,127.0858432
정조로,"{""type"":""Polygon"",""coordinates"":[[[127.011082941007,37.256076809706],[127.011082940081,37.2560784374413],[127.011082800871,37.2563097402239],[127.011082812516,37.2563116605904],[127.011085351051,37.2565110687355],[127.011090680318,37.2569295997798],[127.011094708987,37.2569617297335],[127.011103156567,37.2569969147794],[127.011104687876,37.2570032800331],[127.011126179112,37.2570927531905],[127.011138227776,37.257125637314],[127.01125730689,37.2573638613459],[127.011258625883,37.2573664419398],[127.011313987536,37.257472407756],[127.01149727089,37.2578231878472],[127.011536840443,37.2578989234006],[127.011708194809,37.2582330840853],[127.011913093511,37.2586326566151],[127.011618619962,37.2586916911944],[127.011215767811,37.2587724487494],[127.011196251842,37.2587763614811],[127.010828705859,37.2588500407899],[127.010353245509,37.2589453528458],[127.010317916853,37.2589521502916],[127.010282332611,37.2588816366467],[127.010281746047,37.258880485766],[127.010219246798,37.2587590575776],[127.010128086573,37.2585819565211],[127.010079064354,37.258486705946],[127.010078304002,37.2584852467951],[127.010019777736,37.2583743053244],[127.00999151605,37.2583203766093],[127.009960638232,37.2582614408989],[127.009960330249,37.2582608559514],[127.009906435906,37.2581589972313],[127.009906313556,37.2581587664409],[127.009847300362,37.2580476639162],[127.009713027211,37.257794869911],[127.009688396863,37.2577485008581],[127.009521118847,37.2574145935484],[127.009517860533,37.2574084242269],[127.009424260765,37.2572400051722],[127.009402964984,37.2572016797106],[127.009295911492,37.2569610473726],[127.009292564369,37.2569535196911],[127.009246242295,37.2567936901919],[127.009239626887,37.2567708682585],[127.009226630738,37.2567157373389],[127.009225576523,37.2567104746231],[127.009202324422,37.2565943510185],[127.009197804559,37.25657175737],[127.009197484089,37.2565701992305],[127.009196060958,37.2565634643838],[127.009190925119,37.2565163923439],[127.009184374631,37.2564565635506],[127.009182750111,37.2564417300507],[127.009385499895,37.2564347622632],[127.009374899942,37.256086909621],[127.010170062398,37.2560820049508],[127.011082941007,37.256076809706]],[[127.010371525789,37.2572446856476],[127.010450171891,37.2573999349003],[127.010531217281,37.2575602736553],[127.01094058524,37.257424583511],[127.010868506388,37.2572789625491],[127.010783036326,37.2571067611903],[127.010371525789,37.2572446856476]]]}","종합소매점,의복의류,철물/난방/건설자재소매,사진/광학/정밀기기소매,광고/인쇄,이/미용/건강,주택수리,중고품소매/교환,학원-보습교습입시",21,37.25743843,127.0104707
효행로,"{""type"":""Polygon"",""coordinates"":[[[126.981395936912,37.2248841402872],[126.981090166443,37.2251025634446],[126.979657376343,37.2258054872534],[126.978952053442,37.2265369042249],[126.978951794061,37.2271054354158],[126.978875005856,37.2272638729285],[126.977823286848,37.2278543209041],[126.976987047544,37.2281591132696],[126.976644758361,37.2285765753262],[126.975827871827,37.2287773376423],[126.975297228805,37.2287735989175],[126.97481823663,37.2289606590688],[126.974168824341,37.2288595843088],[126.973763615888,37.2289028225888],[126.973408833851,37.2287848626996],[126.97282338029,37.228719813812],[126.971985388473,37.2288660200956],[126.970895086967,37.2292060176533],[126.970393754461,37.2291960342399],[126.9710476717,37.2286016397052],[126.971504759066,37.2277971562089],[126.971677541156,37.2273388166499],[126.971728679861,37.2272032510829],[126.971840673694,37.2263712753261],[126.971889470858,37.2257589558451],[126.972196274803,37.2247129692764],[126.972569862319,37.2241690749119],[126.973125922612,37.2233595287158],[126.973198124655,37.2232542754985],[126.97387659029,37.2237549033445],[126.973563704292,37.2239774688496],[126.973940438563,37.224449296911],[126.974283277422,37.2243033012097],[126.974864112438,37.2240562986277],[126.97506165019,37.2245519172796],[126.974523915489,37.224892499771],[126.974374496695,37.2249790641635],[126.973507926788,37.2254708285743],[126.973237016332,37.2251933682312],[126.972951123914,37.225372237476],[126.973379929677,37.225769614894],[126.973564951313,37.2259407343731],[126.973084545207,37.2262592790157],[126.973332917578,37.2265630141442],[126.973730295737,37.2266551544247],[126.973874819313,37.2268005797325],[126.973617830211,37.2270551670456],[126.973473152389,37.2270251925],[126.972987138078,37.2269252435578],[126.972662257586,37.2274861752069],[126.97347322913,37.2275658482995],[126.973800731827,37.2276694923708],[126.973948695273,37.2277690484277],[126.973695652666,37.2279659433505],[126.974063333739,37.2282754959745],[126.97442154583,37.2280876755293],[126.974651473437,37.2279333810619],[126.975106349584,37.2276281259214],[126.975862926816,37.2271204763664],[126.975958721333,37.226676389346],[126.975982389795,37.2265664910681],[126.976316933233,37.2263311530351],[126.976340930904,37.226222947966],[126.97618105949,37.2260664106213],[126.97583594195,37.225728900199],[126.975622201782,37.2255198029337],[126.975571222734,37.2254616368046],[126.975686271668,37.2253908243102],[126.975567599025,37.2252346428691],[126.976847955915,37.2248438644726],[126.976771833551,37.2246396175766],[126.977697963446,37.2243769947021],[126.978596870493,37.2241220155408],[126.979651659861,37.2238224708788],[126.979486265613,37.2233172800862],[126.979373245451,37.2230547094092],[126.979083261175,37.2226498187169],[126.97894283522,37.2225399154697],[126.979628354367,37.2222569024324],[126.980115241974,37.2220808717865],[126.980812761927,37.222397745192],[126.981629057066,37.2228643148358],[126.981300579723,37.2238301688808],[126.981320849802,37.2243397425593],[126.981395936912,37.2248841402872]]]}","한식,이/미용/건강,분식,자동차/이륜차,학원기타,학원-보습교습입시,의복의류",163,37.22594588,126.9763643
