녹지등록명,녹지구분,녹지위치,위도,경도, 면적(㎡) ,결정일자,데이터기준일자
연결녹지 제3호,연결녹지,영통구 매탄동 1209-3번지,37.26880084,127.0532515,1998.7,1991-02-08,2020-08-05
연결녹지 제8호,연결녹지,권선구 권선동 1354-57번지,37.23675667,127.02334,3475,2008-11-04,2020-08-05
연결녹지 제9호,연결녹지,장안구 조원동 519-74번지 일원,37.29778895,127.0191172,2873,2009-01-20,2020-08-05
연결녹지 제10호,연결녹지,팔달구 화서동 770번지,37.28802747,127.0022068,870,2009-03-13,2020-08-05
연결녹지 제11호,연결녹지,팔달구 화서동 771번지,37.28771236,127.0027318,190,2009-03-13,2020-08-05
연결녹지 제12호,연결녹지,장안구 이목동 310-3번지 일원,37.31361943,126.9833657,3116,2009-05-08,2020-08-05
연결녹지 제13호,연결녹지,장안구 이목동 317번지 일원,37.31385537,126.9840211,5544,2009-05-08,2020-08-05
연결녹지 제14호,연결녹지,장안구 이목동 325번지 일원,37.31329348,126.9853503,2992,2009-05-08,2020-08-05
연결녹지 제15호,연결녹지,장안구 이목동 321-2번지 일원,37.31396207,126.9855344,1841,2009-05-08,2020-08-05
연결녹지 제16호,연결녹지,장안구 정자동 945-1번지 일원,37.30734663,126.9823688,9021,2010-05-04,2020-08-05
연결녹지 제17호,연결녹지,장안구 정자동 944-1번지 ,37.30984798,126.984674,703,2010-05-04,2020-08-05
연결녹지 제18호,연결녹지,팔달구 인계동 319-6번지 ,37.27451847,127.0320685,2779,2012-10-19,2020-08-05
연결녹지 제19호,연결녹지,영통구 망포동 745번지 일원,37.24053446,127.0489771,375.4,2013-10-18,2020-08-05
연결녹지 제20호,연결녹지,영통구 망포동 743번지 일원,37.24066637,127.0494873,261.2,2013-10-18,2020-08-05
연결녹지 제21호,연결녹지,영통구 망포동 121-48번지 일원,37.24114985,127.0412075,2908,2016-11-01,2020-08-05
연결녹지 제1호(반정),연결녹지,영통구 망포동 777-13번지 일원,37.23389942,127.0478955,2355,2018-06-26,2020-08-05
연결녹지 제22호,연결녹지,영통구 망포동 747번지 일원,37.24037905,127.0484927,266.9,2017-03-09,2020-08-05
연결녹지 제23호,연결녹지,영통구 망포동 754번지 일원,37.24017241,127.0480449,343.3,2017-03-09,2020-08-05
연결녹지 제24호,연결녹지,권선구 곡반정동 대1-39 도로변,37.24541657,127.0359979,3050,2017-05-19,2020-08-05
연결녹지 제25호,연결녹지,권선구 곡반정동 대1-39 도로변,37.24541657,127.0359979,5742,2017-05-19,2020-08-05
연결녹지 제26호,연결녹지,권선구 곡반정동 대3-72 도로변,37.24541657,127.0359979,644,2017-05-19,2020-08-05
연결녹지 제27호,연결녹지,권선구 곡반정동 대3-72 도로변,37.24541657,127.0359979,2142,2017-05-19,2020-08-05
연결녹지 제28호,연결녹지,권선구 곡반정동 대3-72 도로변,37.24541657,127.0359979,1465,2017-05-19,2020-08-05
연결녹지 제29호,연결녹지,권선구 곡반정동 대3-72 도로변,37.24541657,127.0359979,3927,2017-05-19,2020-08-05
연결녹지 제1호(광교),연결녹지,영통구 하동 1027-2번지,37.28126644,127.0725781,3612.2,2011-11-29,2020-08-05
연결녹지 제1호(호매실),연결녹지,권선구 호매실동 1343-5번지 ,37.2697767,126.9438056,803,2008-01-11,2020-08-05
연결녹지 제2호(호매실),연결녹지,권선구 호매실동 1342-5번지,37.26915927,126.9431069,795.3,2008-01-11,2020-08-05
연결녹지 제32호,연결녹지,장안구 파장동 193번지 일원,37.31244677,126.9942202,740,2020-04-20,2020-08-05
연결녹지 제33호,연결녹지,장안구 파장동 198-10번지 일원,37.3133251,126.9955408,1770,2020-04-20,2020-08-05
연결녹지 제34호,연결녹지,장안구 이목동 478 일원,37.30840286,126.977912,1023,2020-05-15,2020-08-05
경관녹지 제1호,경관녹지,영통구 영통동 1054-5번지,37.26588824,127.0857881,6169.7,1994-01-10,2020-08-05
경관녹지 제2호,경관녹지,영통구 영통동 1051-1번지,37.25959271,127.08088,16003.2,1994-01-10,2020-08-05
경관녹지 제3호,경관녹지,영통구 영통동 1092번지,37.26202937,127.0770705,1601.7,1996-12-02,2020-08-05
경관녹지 제4호,경관녹지,영통구 영통동 1026-1번지,37.25218581,127.080928,19962.4,1994-01-10,2020-08-05
경관녹지 제5호,경관녹지,영통구 영통동 1025-10번지,37.24910032,127.0803823,5947,1994-01-10,2020-08-05
경관녹지 제6호,경관녹지,영통구 영통동 1069-6번지,37.24623528,127.0685891,6451.6,1994-01-10,2020-08-05
경관녹지 제9호,경관녹지,영통구 영통동 1057-10번지,37.24826707,127.0569396,846,1994-01-10,2020-08-05
경관녹지 제10호,경관녹지,영통구 영통동 957-5번지,37.25779956,127.0719906,1548.5,1994-01-10,2020-08-05
경관녹지 제11호,경관녹지,영통구 매탄동 866-25번지,37.26333466,127.0492659,261.9,1986-03-22,2020-08-05
경관녹지 제12호,경관녹지,권선구 탑동 873-3번지,37.26740523,126.9763448,335.8,1995-06-12,2020-08-05
경관녹지 제13호,경관녹지,영통구 매탄동 1286-4번지 일원,37.26319089,127.0435331,1454.4,1998-02-27,2020-08-05
경관녹지 제14호,경관녹지,영통구 매탄동 1352-6번지,37.26085227,127.0431591,2891.3,1998-02-27,2020-08-05
경관녹지 제15호,경관녹지,영통구 매탄동 1286번지,37.2635053,127.0437431,622.7,1998-02-27,2020-08-05
경관녹지 제16호,경관녹지,영통구 매탄동 1352-2번지,37.26337075,127.039852,855,2004-10-11,2020-08-05
경관녹지 제17호,경관녹지,영통구 매탄동 1352-4번지,37.26136049,127.0389956,1362,2004-10-11,2020-08-05
경관녹지 제18호,경관녹지,장안구 율전동 544-1번지 일원,37.30783121,126.9664985,884,2001-10-22,2020-08-05
경관녹지 제19호,경관녹지,영통구 이의동 1088-40번지 일원,37.29682076,127.0361013,1270,2004-12-27,2020-08-05
경관녹지 제20호,경관녹지,영통구 이의동 1088-36번지 일원,37.296251,127.0359915,1087,2004-12-27,2020-08-05
경관녹지 제36호,경관녹지,장안구 조원동 912-3번지 일원,37.30771812,127.0138532,3254,2007-09-03,2020-08-05
경관녹지 제37호,경관녹지,권선구 서둔동 66번지 일원,37.26028611,126.9893394,283,2006-08-21,2020-08-05
경관녹지 제38호,경관녹지,권선구 곡반정동 549-16번지,37.24022053,127.0310019,170.1,1997-07-12,2020-08-05
경관녹지 제39호,경관녹지,권선구 권선동 1361-1번지,37.24560746,127.0278787,1364,2008-11-04,2020-08-05
경관녹지 제40호,경관녹지,권선구 권선동 1360-4번지,37.24546568,127.0275896,1589,2008-11-04,2020-08-05
경관녹지 제41호,경관녹지,권선구 권선동 1357-2번지,37.24192652,127.027083,2161,2008-11-04,2020-08-05
경관녹지 제42호,경관녹지,권선구 권선동 1359-3번지,37.24198611,127.0268649,2148,2008-11-04,2020-08-05
경관녹지 제43호,경관녹지,권선구 권선동 1356-1번지,37.23835565,127.0258571,1655,2008-11-04,2020-08-05
경관녹지 제44호,경관녹지,권선구 권선동 1355-3번지 ,37.23898173,127.0259041,995,2008-11-04,2020-08-05
경관녹지 제46호,경관녹지,권선구 권선동 1339-1번지 ,37.24247291,127.0194873,962,2008-11-04,2020-08-05
경관녹지 제47호,경관녹지,권선구 권선동 1342-12번지 ,37.24241347,127.0190866,1008,2008-11-04,2020-08-05
경관녹지 제48호,경관녹지,권선구 권선동 1338-2번지 ,37.24363755,127.0193406,926,2008-11-04,2020-08-05
경관녹지 제49호,경관녹지,권선구 권선동 1340-3번지 ,37.24361643,127.0189359,913,2008-11-04,2020-08-05
경관녹지 제50호,경관녹지,권선구 권선동 1337-1번지 ,37.24623403,127.0190373,3304,2008-11-04,2020-08-05
경관녹지 제51호,경관녹지,권선구 권선동 1335-4번지 ,37.24600542,127.0186505,3069,2008-11-04,2020-08-05
경관녹지 제52호,경관녹지,권선구 권선동 1335-2번지 ,37.24785576,127.0184268,299,2008-11-04,2020-08-05
경관녹지 제53호,경관녹지,장안구 송죽동 381-4번지 일원,37.29797039,127.0069668,2321.4,2008-12-31,2020-08-05
경관녹지 제54호,경관녹지,권선구 오목천동 1177-1번지 일원,37.23242789,126.9756092,11762.2,2009-12-07,2020-08-05
경관녹지 제58호,경관녹지,권선구 평동 135-1번지 일원,37.26185749,126.9987034,1564,2017-08-09,2020-08-05
경관녹지 제59호,경관녹지,팔달구 인계동 157-7,37.27523034,127.0381394,183,2017-12-14,2020-08-05
경관녹지 제48호(광교),경관녹지,영통구 이의동 산78-7번지 일원,37.30949953,127.0359945,4217,2007-06-28,2020-08-05
경관녹지 제49호(광교),경관녹지,영통구 이의동 1176번지,37.31144504,127.0380105,10099.6,2007-06-28,2020-08-05
경관녹지 제50호(광교),경관녹지,영통구 이의동 1180-1번지,37.31169709,127.0395664,4909.3,2007-06-28,2020-08-05
경관녹지 제51호(광교),경관녹지,영통구 이의동 1189번지,37.31166718,127.0428982,5715,2007-06-28,2020-08-05
경관녹지 제52호(광교),경관녹지,영통구 이의동 1198번지,37.31205184,127.0443514,6318,2007-06-28,2020-08-05
경관녹지 제53호(광교),경관녹지,영통구 이의동 1214-2번지 일원,37.30936138,127.0500903,1286.9,2007-06-28,2020-08-05
경관녹지 제54호(광교),경관녹지,영통구 이의동 1218번지 일원,37.31160723,127.052089,14149,2007-06-28,2020-08-05
경관녹지 제55호(광교),경관녹지,영통구 이의동 1220번지 일원,37.31224134,127.0543689,32392.9,2007-06-28,2020-08-05
경관녹지 제56호(광교),경관녹지,영통구 이의동 1227번지 일원,37.30520063,127.0529308,45564.7,2007-06-28,2020-08-05
경관녹지 제57호(광교),경관녹지,영통구 이의동 산13-98번지 일원,37.30132551,127.0516336,15666,2007-06-28,2020-08-05
경관녹지 제58호(광교),경관녹지,영통구 이의동 1231번지,37.30028083,127.0570314,17091.1,2007-06-28,2020-08-05
경관녹지 제59호(광교),경관녹지,영통구 이의동 1231-1번지,37.301017,127.0596635,3540,2007-06-28,2020-08-05
경관녹지 제60호(광교),경관녹지,영통구 하동 산12-4번지 일원,37.29296098,127.0803902,51725,2007-06-28,2020-08-05
경관녹지 제61호(광교),경관녹지,영통구 이의동 1254-1번지,37.29941056,127.0418545,6002.9,2007-06-28,2020-08-05
경관녹지 제62호(광교),경관녹지,영통구 이의동 1252-4번지 일원,37.30228266,127.0386878,5493,2007-06-28,2020-08-05
경관녹지 제63호(광교),경관녹지,영통구 이의동 1072-3번지 일원,37.30522223,127.036437,21685,2007-06-28,2020-08-05
경관녹지 제64호(광교),경관녹지,영통구 이의동 1191-4번지,37.31072551,127.0429122,120.2,2011-06-14,2020-08-05
경관녹지 제65호(광교),경관녹지,영통구 이의동 1193-4번지,37.31013007,127.0432431,1052.3,2011-06-14,2020-08-05
경관녹지 제66호(광교),경관녹지,영통구 이의동 1361번지 일원,37.28554857,127.0411291,6520.9,2011-06-14,2020-08-05
경관녹지 제67호(광교),경관녹지,영통구 원천동 559-1번지,37.28081171,127.0499126,2183.6,2011-06-14,2020-08-05
경관녹지 제68호(광교),경관녹지,영통구 원천동 562-1번지,37.27849695,127.0486241,2452.8,2011-06-14,2020-08-05
경관녹지 제69호(광교),경관녹지,영통구 이의동 821-7번지 일원 ,37.29577546,127.0474149,8264.5,2011-06-14,2020-08-05
경관녹지 제70호(광교),경관녹지,영통구 이의동 1355-2번지 일원,37.28639189,127.0403244,665.4,2015-09-18,2020-08-05
경관녹지 제71호(광교),경관녹지,영통구 이의동 1188번지 일원,37.31075464,127.042646,265,2015-12-24,2020-08-05
경관녹지 제21호(호매실),경관녹지,권선구 금곡동 1061-5번지,37.27829553,126.9443581,1089.6,2006-12-20,2020-08-05
경관녹지 제22호(호매실),경관녹지,권선구 금곡동 1067번지 ,37.27786621,126.9450158,796.3,2008-01-11,2020-08-05
경관녹지 제23호(호매실),경관녹지,권선구 금곡동 1060번지,37.27702549,126.9429559,8736.4,2008-01-11,2020-08-05
경관녹지 제26호(호매실),경관녹지,권선구 호매실동 1408-8번지,37.25458926,126.9589085,55,2008-01-11,2020-08-05
경관녹지 제27호(호매실),경관녹지,권선구 금곡동 1093-2번지,37.27354242,126.945441,483.7,2008-01-11,2020-08-05
경관녹지 제28호(호매실),경관녹지,권선구 호매실동 498-13번지 일원,37.26678291,126.9452648,3216,2008-01-11,2020-08-05
경관녹지 제29호(호매실),경관녹지,권선구 금곡동 1144번지,37.27055525,126.9542398,534.8,2006-12-20,2020-08-05
경관녹지 제31호(호매실),경관녹지,권선구 호매실동 1373번지,37.26666042,126.9606432,2151.5,2008-01-11,2020-08-05
경관녹지 제33호(호매실),경관녹지,권선구 호매실동 1418번지,37.25866842,126.9560923,302.7,2008-01-11,2020-08-05
경관녹지 제34호(호매실),경관녹지,권선구 호매실동 1417번지,37.25849842,126.9568005,1192.8,2008-01-11,2020-08-05
경관녹지 제35호(호매실),경관녹지,권선구 호매실동 1408-7번지,37.25446107,126.9585098,132.1,2008-01-11,2020-08-05
경관녹지 제54호(호매실),경관녹지,권선구 호매실동 1416번지,37.25729324,126.9591387,8916.9,2010-11-15,2020-08-05
경관녹지 제55호(호매실),경관녹지,권선구 호매실동 1421번지,37.25794849,126.9523763,2910.1,2010-11-15,2020-08-05
경관녹지 제56호(호매실),경관녹지,권선구 호매실동 1416-1번지,37.25842397,126.9576001,1185.9,2010-11-15,2020-08-05
경관녹지 제57호(호매실),경관녹지,권선구 금곡동 1151-1번지,37.27479668,126.9504751,11110.2,2016-12-29,2020-08-05
경관녹지 제60호(당수-1),경관녹지,권선구 당수동 696-7 일원,37.28086963,126.9411078,1023,2017-03-28,2020-08-05
경관녹지 제61호(당수-2),경관녹지,권선구 금곡동 845-4 일원,37.279529,126.9405626,1311,2017-03-28,2020-08-05
경관녹지 제62호(당수-3),경관녹지,권선구 당수동 692-16 일원,37.27768128,126.9418772,379,2017-03-28,2020-08-05
경관녹지 제63호,경관녹지,장안구 파장동 198-10번지 일원,37.3133251,126.9955408,2518,2020-04-20,2020-08-05
경관녹지 제64호,경관녹지,장안구 이목동 478 일원,37.30840286,126.977912,2876,2020-05-15,2020-08-05
완충녹지 제7호,완충녹지,팔달구 화서동 689-2번지,37.28571477,126.9882261,705,1974-08-27,2020-08-05
완충녹지 제55호,완충녹지,장안구 이목동 479-3번지 일원,37.30909258,126.9751347,299,1986-12-08,2020-08-05
완충녹지 제58호,완충녹지,장안구 이목동 266-17번지 일원,37.31509885,126.9816715,5754,1986-12-08,2020-08-05
완충녹지 제59호,완충녹지,장안구 이목동 243-23번지 일원,37.31655948,126.9831892,1382,1986-12-08,2020-08-05
완충녹지 제60호,완충녹지,장안구 이목동 산99번지 일원,37.31757914,126.9853772,2071,1986-12-08,2020-08-05
완충녹지 제62호,완충녹지,팔달구 우만동 273번지 ,37.29201892,127.0300876,891,1986-12-08,2020-08-05
완충녹지 제63호,완충녹지,팔달구 우만동 274번지 일원,37.29221569,127.0324665,2001,1986-12-08,2020-08-05
완충녹지 제64호,완충녹지,팔달구 우만동 276번지 일원,37.29249039,127.0335649,2044,1986-12-08,2020-08-05
완충녹지 제65호,완충녹지,팔달구 인계동 1047번지,37.27672972,127.0304747,265,1986-12-08,2020-08-05
완충녹지 제66호,완충녹지,팔달구 인계동 1047번지,37.27672972,127.0304747,272,1986-12-08,2020-08-05
완충녹지 제67호,완충녹지,팔달구 인계동 1047번지,37.27672972,127.0304747,112,1986-12-08,2020-08-05
완충녹지 제68호,완충녹지,팔달구 인계동 1047번지,37.27672972,127.0304747,42,1986-12-08,2020-08-05
완충녹지 제69호,완충녹지,팔달구 인계동 1047번지,37.27672972,127.0304747,520,1986-12-08,2020-08-05
완충녹지 제70호,완충녹지,팔달구 인계동 1047번지,37.27672972,127.0304747,217,1986-12-08,2020-08-05
완충녹지 제71호,완충녹지,팔달구 인계동 1047번지,37.27672972,127.0304747,65,1986-12-08,2020-08-05
완충녹지 제72호,완충녹지,팔달구 인계동 1048번지,37.2716183,127.0284718,246,1986-12-08,2020-08-05
완충녹지 제73호,완충녹지,팔달구 인계동 1048번지,37.2716183,127.0284718,350,1986-12-08,2020-08-05
완충녹지 제74호,완충녹지,팔달구 인계동 1048번지,37.2716183,127.0284718,332,1986-12-08,2020-08-05
완충녹지 제75호,완충녹지,팔달구 인계동 1048번지,37.2716183,127.0284718,349,1986-12-08,2020-08-05
완충녹지 제76호,완충녹지,팔달구 인계동 1048번지,37.2716183,127.0284718,190.9,1986-12-08,2020-08-05
완충녹지 제77호,완충녹지,팔달구 인계동 1048번지,37.2716183,127.0284718,245,1986-12-08,2020-08-05
완충녹지 제78호,완충녹지,팔달구 인계동 1048번지,37.2716183,127.0284718,52,1986-12-08,2020-08-05
완충녹지 제79호,완충녹지,팔달구 인계동 1048번지,37.2716183,127.0284718,34,1986-12-08,2020-08-05
완충녹지 제80호,완충녹지,팔달구 인계동 1048번지,37.2716183,127.0284718,164,1986-12-08,2020-08-05
완충녹지 제81호,완충녹지,팔달구 인계동 1048번지,37.2716183,127.0284718,111,1986-12-08,2020-08-05
완충녹지 제82호,완충녹지,팔달구 인계동 1048번지,37.2716183,127.0284718,96,1986-12-08,2020-08-05
완충녹지 제83호,완충녹지,팔달구 인계동 1048번지,37.2716183,127.0284718,122,1986-12-08,2020-08-05
완충녹지 제84호,완충녹지,팔달구 인계동 1048번지,37.2716183,127.0284718,300,1986-12-08,2020-08-05
완충녹지 제85호,완충녹지,팔달구 인계동 1048번지,37.2716183,127.0284718,369,1986-12-08,2020-08-05
완충녹지 제86호,완충녹지,팔달구 인계동 1048번지,37.2716183,127.0284718,134,1986-12-08,2020-08-05
완충녹지 제87호,완충녹지,팔달구 인계동 1048번지,37.2716183,127.0284718,119,1986-12-08,2020-08-05
완충녹지 제88호,완충녹지,팔달구 인계동 1097번지,37.26588452,127.0262083,237,1986-12-08,2020-08-05
완충녹지 제89호,완충녹지,팔달구 인계동 1097번지,37.26588452,127.0262083,180,1986-12-08,2020-08-05
완충녹지 제90호,완충녹지,팔달구 인계동 1097번지,37.26588452,127.0262083,948,1986-12-08,2020-08-05
완충녹지 제91호,완충녹지,팔달구 인계동 1097번지,37.26588452,127.0262083,1114,1986-12-08,2020-08-05
완충녹지 제92호,완충녹지,팔달구 인계동 1097번지,37.26588452,127.0262083,681,1986-12-08,2020-08-05
완충녹지 제93호,완충녹지,팔달구 인계동 1097번지,37.26588452,127.0262083,357,1986-12-08,2020-08-05
완충녹지 제94호,완충녹지,팔달구 인계동 1097번지,37.26588452,127.0262083,115,1986-12-08,2020-08-05
완충녹지 제95호,완충녹지,권선구 권선동 1119번지,37.25930309,127.0234202,129,1986-12-08,2020-08-05
완충녹지 제96호,완충녹지,권선구 권선동 1119번지,37.25930309,127.0234202,761,1986-12-08,2020-08-05
완충녹지 제97호,완충녹지,권선구 권선동 1119번지,37.25930309,127.0234202,672,1986-12-08,2020-08-05
완충녹지 제98호,완충녹지,권선구 권선동 1119번지,37.25930309,127.0234202,552,1986-12-08,2020-08-05
완충녹지 제99호,완충녹지,권선구 권선동 1119번지,37.25930309,127.0234202,659,1986-12-08,2020-08-05
완충녹지 제100호,완충녹지,권선구 권선동 1119번지,37.25930309,127.0234202,183,1986-12-08,2020-08-05
완충녹지 제101호,완충녹지,권선구 권선동 1119번지,37.25930309,127.0234202,106,1986-12-08,2020-08-05
완충녹지 제102호,완충녹지,권선구 권선동 1119번지,37.25930309,127.0234202,179,1986-12-08,2020-08-05
완충녹지 제103호,완충녹지,권선구 권선동 1119번지,37.25930309,127.0234202,96,1986-12-08,2020-08-05
완충녹지 제104호,완충녹지,권선구 권선동 1119번지,37.25930309,127.0234202,618,1986-12-08,2020-08-05
완충녹지 제105호,완충녹지,권선구 권선동 1119번지,37.25930309,127.0234202,199,1986-12-08,2020-08-05
완충녹지 제106호,완충녹지,권선구 권선동 1119번지,37.25930309,127.0234202,521,1986-12-08,2020-08-05
완충녹지 제107호,완충녹지,권선구 권선동 1119번지,37.25930309,127.0234202,671,1986-12-08,2020-08-05
완충녹지 제108호,완충녹지,권선구 권선동 1119번지,37.25930309,127.0234202,529,1986-12-08,2020-08-05
완충녹지 제109호,완충녹지,권선구 권선동 1119번지,37.25930309,127.0234202,156,1986-12-08,2020-08-05
완충녹지 제110호,완충녹지,권선구 권선동 1119번지,37.25930309,127.0234202,108,1986-12-08,2020-08-05
완충녹지 제111호,완충녹지,권선구 세류동 1215번지,37.25268214,127.019876,104,1986-12-08,2020-08-05
완충녹지 제112호,완충녹지,권선구 권선동 1119번지,37.25930309,127.0234202,837,1986-12-08,2020-08-05
완충녹지 제113호,완충녹지,권선구 세류동 1215번지,37.25268214,127.019876,778,1986-12-08,2020-08-05
