지형지물부호,관리번호,행정읍/면/동,도엽번호,관리기관,도로구간번호,설치일자,정류장종류,정류장명,정류장유형,대장초기화여부,위치,입력일자,입력자,최종수정일자,최종수정자,경도,위도
정류장,231,송산2동,3770502193,의정부시,1671, ,일반버스,송산주공5단지아파트,표지설치,대장입력완료, , , , , ,127.089844 ,37.744464 
정류장,230,송산2동,3770502193,의정부시,1669, ,마을버스,"주공5,6단지",표지설치,대장입력완료, , , , , ,127.088252 ,37.744104 
정류장,229,송산2동,3770502193,의정부시,1669, ,일반버스,"주공5,6단지",표지설치,대장입력완료, , , , , ,127.088104 ,37.744222 
정류장,228,송산2동,3770502184,의정부시,1669, ,일반버스,송산주공6단지아파트,표지설치,대장입력완료, , , , , ,127.087595 ,37.743946 
정류장,227,송산2동,3770502184,의정부시,236, ,마을버스,롯데마트앞,표지설치,대장입력완료, , , , , ,127.086251 ,37.743631 
정류장,226,송산1동,3770502183,의정부시,1639, ,마을버스,롯데마트앞,표지설치,대장입력완료, , , , , ,127.085015 ,37.742846 
정류장,225,송산1동,3770502183,의정부시,1639, ,일반버스,롯데마트앞,표지설치,대장입력완료, , , , , ,127.084959 ,37.742999 
정류장,224,송산1동,3770502183,의정부시,1639, ,기타,롯데마트앞,표지설치,대장입력완료, , , , , ,127.085265 ,37.742997 
정류장,223,장암동,3770502922,의정부시,1291, ,일반버스,상촌삼거리,표지설치,대장입력완료, , , , , ,127.057345 ,37.705584 
정류장,222,장암동,3770502922,의정부시,0, ,일반버스,상촌삼거리,표지설치,대장입력완료, , , , , ,127.057464 ,37.706584 
정류장,219,호원1동,3770502911,의정부시,170789, ,기타,호암초교,표지설치,대장입력완료, , , , , ,127.048219 ,37.705412 
정류장,218,호원1동,3770502813,의정부시,2005, ,일반버스,장수원,표지설치,대장입력완료, , , , , ,127.048260 ,37.707967 
정류장,217,호원1동,3770502813,의정부시,2005, ,일반버스,장수원,표지설치,대장입력완료, , , , , ,127.048030 ,37.708121 
정류장,216,호원1동,3770502813,의정부시,2008, ,마을버스,장수원,표지설치,대장입력완료, , , , , ,127.048116 ,37.709139 
정류장,215,송산1동,3770502601,의정부시,0, ,일반버스,교도소앞,표지설치,대장입력완료, , , , , ,127.094679 ,37.725940 
정류장,214,송산1동,3770502601,의정부시,0, ,일반버스,교도소앞,표지설치,대장입력완료, , , , , ,127.094224 ,37.726713 
정류장,213,장암동,3770502534,의정부시,35, ,마을버스,장암주공1단지,표지설치,대장입력완료, , , , , ,127.060637 ,37.723905 
정류장,212,장암동,3770502534,의정부시,35, ,일반버스,장암주공우성아파트,표지설치,대장입력완료, , , , , ,127.060580 ,37.724200 
정류장,211,장암동,3770502533,의정부시,35, ,일반버스,장암주공우성아파트,표지설치,대장입력완료, , , , , ,127.060212 ,37.724251 
정류장,210,신곡1동,3770502532,의정부시,201, ,마을버스,한국풍림아파트,표지설치,대장입력완료, , , , , ,127.061669 ,37.726518 
정류장,209,신곡1동,3770502532,의정부시,201, ,마을버스,발곡초교,표지설치,대장입력완료, , , , , ,127.061459 ,37.726677 
정류장,208,신곡1동,3770502531,의정부시,278, ,마을버스,풍림아파트,표지설치,대장입력완료, , , , , ,127.059900 ,37.727565 
정류장,207,신곡1동,3770502531,의정부시,278, ,일반버스,풍림아파트,표지설치,대장입력완료, , , , , ,127.059864 ,37.727703 
정류장,206,신곡1동,3770502531,의정부시,187, ,기타,"장암주공2,5단지",표지설치,대장입력완료, , , , , ,127.058837 ,37.726526 
정류장,205,신곡1동,3770502531,의정부시,187, ,기타,"장암주공2,5단지",표지설치,대장입력완료, , , , , ,127.058726 ,37.726695 
정류장,204,신곡1동,3770502522,의정부시,1362, ,기타,장암주공1단지/발곡중,표지설치,대장입력완료, , , , , ,127.055635 ,37.726533 
정류장,203,신곡1동,3770502522,의정부시,1362, ,기타,장암주공1단지/발곡중,표지설치,대장입력완료, , , , , ,127.055786 ,37.726700 
정류장,202,호원1동,3770502513,의정부시,2021, ,일반버스,회룡역,표지설치,대장입력완료, , , , , ,127.047951 ,37.723215 
정류장,201,호원1동,3770502513,의정부시,2021, ,일반버스,회룡역,표지설치,대장입력완료, , , , , ,127.048237 ,37.723547 
정류장,200,호원1동,3770502513,의정부시,2021, ,마을버스,회룡역,표지설치,대장입력완료, , , , , ,127.048058 ,37.723716 
정류장,199,호원1동,3770502513,의정부시,2021, ,마을버스,회룡역,표지설치,대장입력완료, , , , , ,127.048281 ,37.723764 
정류장,198,호원2동,3770502511,의정부시,2030, ,일반버스,한신아파트앞,표지설치,대장입력완료, , , , , ,127.048087 ,37.726952 
정류장,197,호원2동,3770502511,의정부시,1372, ,일반버스,중앙감리교회앞,표지설치,대장입력완료, , , , , ,127.049491 ,37.725959 
정류장,196,호원2동,3770502511,의정부시,1372, ,마을버스,중앙감리교회앞,표지설치,대장입력완료, , , , , ,127.049246 ,37.725904 
정류장,195,호원2동,3770502511,의정부시,1372, ,일반버스,중앙감리교회앞,표지설치,대장입력완료, , , , , ,127.049381 ,37.726096 
정류장,194,송산1동,3770502491,의정부시,205, ,일반버스,송산주공4단지앞,표지설치,대장입력완료, , , , , ,127.088992 ,37.731523 
정류장,193,송산1동,3770502481,의정부시,1891, ,일반버스,만가대,표지설치,대장입력완료, , , , , ,127.084978 ,37.730424 
정류장,192,송산1동,3770502481,의정부시,1891, ,일반버스,만가대,표지설치,대장입력완료, , , , , ,127.084787 ,37.730756 
정류장,191,송산1동,3770502481,의정부시,1838, ,마을버스,새마을금고,표지설치,대장입력완료, , , , , ,127.084701 ,37.732192 
정류장,190,신곡1동,3770502433,의정부시,278, ,마을버스,주공5단지앞,표지설치,대장입력완료, , , , , ,127.059472 ,37.727890 
정류장,189,신곡1동,3770502433,의정부시,278, ,일반버스,주공5단지앞,표지설치,대장입력완료, , , , , ,127.059443 ,37.728033 
정류장,188,신곡1동,3770502431,의정부시,277, ,마을버스,서해아파트정문,표지설치,대장입력완료, , , , , ,127.059295 ,37.730336 
정류장,187,신곡1동,3770502431,의정부시,277, ,일반버스,서해아파트정문,표지설치,대장입력완료, , , , , ,127.059281 ,37.730372 
정류장,186,신곡1동,3770502431,의정부시,1306, ,일반버스,서해아파트정문,표지설치,대장입력완료, , , , , ,127.058928 ,37.730660 
정류장,185,신곡1동,3770502431,의정부시,1308, ,마을버스,서해아파트정문,표지설치,대장입력완료, , , , , ,127.058900 ,37.730753 
정류장,184,신곡1동,3770502431,의정부시,36, ,일반버스,신곡주택앞,표지설치,대장입력완료, , , , , ,127.058574 ,37.732207 
정류장,183,신곡1동,3770502431,의정부시,36, ,마을버스,신곡주택앞,표지설치,대장입력완료, , , , , ,127.058540 ,37.732300 
정류장,182,,3770501162,의정부시,24, ,일반버스,경민대학,표지설치,대장입력완료, , , , , ,127.026288 ,37.745728 
정류장,181,신곡1동,3770502522,의정부시,190, ,마을버스,신곡현대아파트,표지설치,대장입력완료, , , , , ,127.056598 ,37.727726 
정류장,180,신곡1동,3770502424,의정부시,190, ,마을버스,신곡현대아파트,표지설치,대장입력완료, , , , , ,127.056470 ,37.728138 
정류장,179,신곡1동,3770502424,의정부시,198, ,일반버스,신곡현대아파트,표지설치,대장입력완료, , , , , ,127.057631 ,37.728794 
정류장,178,신곡1동,3770502424,의정부시,192, ,일반버스,동신삼익아파트,표지설치,대장입력완료, , , , , ,127.056468 ,37.729701 
정류장,177,신곡1동,3770502422,의정부시,1409, ,마을버스,신곡1동사무소앞,표지설치,대장입력완료, , , , , ,127.056597 ,37.730960 
정류장,176,신곡1동,3770502422,의정부시,1571, ,일반버스,신곡1동사무소앞,표지설치,대장입력완료, , , , , ,127.056910 ,37.731186 
정류장,175,신곡1동,3770502422,의정부시,1571, ,일반버스,신곡1동우체국앞,표지설치,대장입력완료, , , , , ,127.057208 ,37.731319 
정류장,174,신곡1동,3770502422,의정부시,194, ,마을버스,신곡1동우체국앞,표지설치,대장입력완료, , , , , ,127.056468 ,37.731875 
정류장,173,,3770502411,의정부시,170659, ,일반버스,병무청,표지설치,대장입력완료, , , , , ,127.048125 ,37.731416 
정류장,172,송산2동,3770502401,의정부시,1603, ,일반버스,청구아파트앞,표지설치,대장입력완료, , , , , ,127.095196 ,37.736691 
정류장,171,송산2동,3770502402,의정부시,1603, ,일반버스,청구아파트후문,표지설치,대장입력완료, , , , , ,127.095497 ,37.737238 
정류장,170,송산1동,3770502394,의정부시,1605, ,일반버스,송산주공4단지앞,표지설치,대장입력완료, , , , , ,127.090443 ,37.733091 
정류장,169,송산1동,3770502393,의정부시,247, ,마을버스,주공4단지,표지설치,대장입력완료, , , , , ,127.088816 ,37.733709 
정류장,168,송산1동,3770502393,의정부시,1619, ,마을버스,한라비발디아파트,표지설치,대장입력완료, , , , , ,127.088336 ,37.734113 
정류장,167,송산1동,3770502393,의정부시,1619, ,마을버스,한라비발디아파트,표지설치,대장입력완료, , , , , ,127.088447 ,37.734659 
정류장,166,송산2동,3770502393,의정부시,1853, ,마을버스,부용중고,표지설치,대장입력완료, , , , , ,127.090140 ,37.734904 
정류장,165,송산2동,3770502394,의정부시,1853, ,마을버스,부용중고,표지설치,대장입력완료, , , , , ,127.090727 ,37.735145 
정류장,164,송산2동,3770502392,의정부시,1853, ,마을버스,신광교회,표지설치,대장입력완료, , , , , ,127.091610 ,37.736176 
정류장,163,송산2동,3770502392,의정부시,1854, ,마을버스,신광교회,표지설치,대장입력완료, , , , , ,127.091916 ,37.736325 
정류장,162,송산2동,3770502392,의정부시,1834, ,마을버스,청구아파트,표지설치,대장입력완료, , , , , ,127.092738 ,37.737134 
정류장,161,송산1동,3770502382,의정부시,1623, ,마을버스,용현초교,표지설치,대장입력완료, , , , , ,127.087336 ,37.736706 
정류장,160,송산1동,3770502373,의정부시,214, ,일반버스,306보충대앞,표지설치,대장입력완료, , , , , ,127.079568 ,37.733596 
정류장,159,송산1동,3770502373,의정부시,214, ,일반버스,용현주공아파트,표지설치,대장입력완료, , , , , ,127.079825 ,37.733797 
정류장,158,송산1동,3770502374,의정부시,1702, ,일반버스,송산1동사무소앞,표지설치,대장입력완료, , , , , ,127.080607 ,37.734741 
정류장,157,의정부2동,3770501501,의정부시,130, ,일반버스,한국통신전화국,표지설치,대장입력완료, , , , , ,127.043474 ,37.731503 
정류장,156,의정부시,3770507223,의정부시,0, ,일반버스,노원마을,표지설치,대장입력완료, , , , , ,127.055268 ,37.688943 
정류장,155,장암동,3770507224,의정부시,0, ,일반버스,노원마을,표지설치,대장입력완료, , , , , ,127.055605 ,37.689182 
정류장,154,장암동,3770507023,의정부시,1283, ,일반버스,장암역,표지설치,대장입력완료, , , , , ,127.054538 ,37.700161 
정류장,153,장암동,3770507021,의정부시,1283, ,일반버스,석림사입구,표지설치,대장입력완료, , , , , ,127.054943 ,37.700350 
정류장,152,호원1동,3770506203,의정부시,351, ,일반버스,다락원,표지설치,대장입력완료, , , , , ,127.044724 ,37.694183 
정류장,151,호원1동,3770506203,의정부시,351, ,일반버스,다락원,표지설치,대장입력완료, , , , , ,127.045134 ,37.694759 
정류장,150,호원1동,3770506103,의정부시,0, ,일반버스,다락원부대,표지설치,대장입력완료, , , , , ,127.045370 ,37.698035 
정류장,149,호원1동,3770506102,의정부시,51, ,일반버스,"롯데,신도아파트",표지설치,대장입력완료, , , , , ,127.047381 ,37.702004 
정류장,148,호원1동,3770501004,의정부시,170783, ,기타,롯데아파트,표지설치,대장입력완료, , , , , ,127.047777 ,37.702917 
정류장,147,호원1동,3770501004,의정부시,170783, ,기타,호암초교앞,표지설치,대장입력완료, , , , , ,127.047887 ,37.704779 
정류장,146,호원1동,3770501902,의정부시,170774, ,마을버스,망월사역,표지설치,대장입력완료, , , , , ,127.047693 ,37.711722 
정류장,145,호원1동,3770501902,의정부시,170774, ,마을버스,망월사역,표지설치,대장입력완료, , , , , ,127.047461 ,37.711726 
정류장,144,호원1동,3770501902,의정부시,170777, ,일반버스,안말입구,표지설치,대장입력완료, , , , , ,127.047305 ,37.712743 
정류장,143,호원1동,3770501804,의정부시,170736, ,일반버스,안말입구,표지설치,대장입력완료, , , , , ,127.047366 ,37.713778 
정류장,142,호원1동,3770501804,의정부시,0, ,마을버스,회룡중,표지설치,대장입력완료, , , , , ,127.046490 ,37.714777 
정류장,141,호원1동,3770501802,의정부시,170765, ,일반버스,검문소앞,표지설치,대장입력완료, , , , , ,127.047153 ,37.716568 
정류장,140,호원1동,3770501802,의정부시,170765, ,일반버스,검문소앞,표지설치,대장입력완료, , , , , ,127.047367 ,37.716745 
정류장,139,호원1동,3770501704,의정부시,170752, ,일반버스,한주아파트앞,표지설치,대장입력완료, , , , , ,127.047436 ,37.718980 
정류장,138,호원1동,3770501704,의정부시,170752, ,일반버스,자동차검사소,표지설치,대장입력완료, , , , , ,127.047201 ,37.719023 
정류장,137,호원1동,3770501702,의정부시,2012, ,일반버스,호원중학교,표지설치,대장입력완료, , , , , ,127.047473 ,37.720894 
정류장,136,호원2동,3770501704,의정부시,170929, ,마을버스,호원중학교,표지설치,대장입력완료, , , , , ,127.045747 ,37.719629 
정류장,135,호원2동,3770501701,의정부시,0, ,마을버스,회룡골입구,표지설치,대장입력완료, , , , , ,127.044206 ,37.722409 
정류장,134,호원2동,3770501603,의정부시,16012, ,마을버스,개나리아파트,표지설치,대장입력완료, , , , , ,127.043931 ,37.723818 
정류장,133,호원2동,3770501601,의정부시,16012, ,마을버스,미도아파트,표지설치,대장입력완료, , , , , ,127.043775 ,37.725292 
정류장,132,호원2동,3770501602,의정부시,170875, ,일반버스,한신아파트,표지설치,대장입력완료, , , , , ,127.045918 ,37.725709 
정류장,131,호원2동,3770501602,의정부시,170875, ,일반버스,한신아파트,표지설치,대장입력완료, , , , , ,127.045821 ,37.725869 
정류장,130,호원2동,3770501601,의정부시,170690, ,일반버스,뉴삼익2차아파트,표지설치,대장입력완료, , , , , ,127.043177 ,37.727201 
정류장,129,호원2동,3770501601,의정부시,0, ,일반버스,뉴삼익2차아파트,표지설치,대장입력완료, , , , , ,127.043230 ,37.727466 
정류장,128,호원2동,3770501591,의정부시,170843, ,기타,신도6차아파트,표지설치,대장입력완료, , , , , ,127.040129 ,37.727123 
정류장,127,호원2동,3770501591,의정부시,170841, ,기타,신도6차아파트,표지설치,대장입력완료, , , , , ,127.040239 ,37.727270 
정류장,126,,3770502411,의정부시,170659, ,일반버스,병무청앞,표지설치,대장입력완료, , , , , ,127.047930 ,37.731252 
정류장,125,의정부2동,3770501501,의정부시,130, ,일반버스,한국통신전화국,표지설치,대장입력완료, , , , , ,127.043731 ,37.731372 
정류장,124,호원2동,3770501494,의정부시,170691, ,일반버스,뉴삼익3차아파트,표지설치,대장입력완료, , , , , ,127.041608 ,37.728431 
정류장,123,호원2동,3770501494,의정부시,170693, ,일반버스,뉴삼익3차아파트,표지설치,대장입력완료, , , , , ,127.040835 ,37.728276 
정류장,122,호원2동,3770501493,의정부시,170848, ,일반버스,삼성교회,표지설치,대장입력완료, , , , , ,127.039847 ,37.728281 
정류장,121,호원2동,3770501493,의정부시,170848, ,마을버스,삼성교회,표지설치,대장입력완료, , , , , ,127.039636 ,37.728282 
정류장,120,호원2동,3770501493,의정부시,170848, ,마을버스,삼성교회,표지설치,대장입력완료, , , , , ,127.039652 ,37.728446 
정류장,119,호원2동,3770501492,의정부시,170833, ,일반버스,삼익아파트,표지설치,대장입력완료, , , , , ,127.042883 ,37.730617 
정류장,118,의정부2동,3770501493,의정부시,170702, ,일반버스,동화아파트,표지설치,대장입력완료, , , , , ,127.038278 ,37.730196 
정류장,117,의정부2동,3770501491,의정부시,170702, ,기타,동화아파트,표지설치,대장입력완료, , , , , ,127.038456 ,37.730387 
정류장,116,의정부2동,3770501491,의정부시,170702, ,마을버스,동화아파트,표지설치,대장입력완료, , , , , ,127.038272 ,37.730380 
정류장,115,의정부2동,3770501482,의정부시,170675, ,일반버스,범골입구,표지설치,대장입력완료, , , , , ,127.037116 ,37.732681 
정류장,113,,3770501404,의정부시,170581, ,일반버스,우체국앞,표지설치,대장입력완료, , , , , ,127.047765 ,37.734711 
정류장,112,의정부2동,3770501403,의정부시,132, ,일반버스,여성회관입구,표지설치,대장입력완료, , , , , ,127.043624 ,37.734224 
정류장,111,의정부2동,3770501403,의정부시,170599, ,일반버스,여성회관입구,표지설치,대장입력완료, , , , , ,127.043232 ,37.735275 
정류장,110,의정부2동,3770501401,의정부시,170593, ,일반버스,쌍둥이빌딩,표지설치,대장입력완료, , , , , ,127.043464 ,37.737251 
정류장,109,의정부2동,3770501401,의정부시,170593, ,일반버스,쌍둥이빌딩,표지설치,대장입력완료, , , , , ,127.043178 ,37.737295 
정류장,108,의정부2동,3770501401,의정부시,170596, ,마을버스,의정부역,표지설치,대장입력완료, , , , , ,127.043147 ,37.737729 
정류장,107,의정부2동,3770501393,의정부시,170632, ,마을버스,(구)세진컴퓨터,표지설치,대장입력완료, , , , , ,127.038085 ,37.734092 
정류장,106,의정부2동,3770501393,의정부시,170805, ,마을버스,단군뷔페,표지설치,대장입력완료, , , , , ,127.038232 ,37.734575 
정류장,105,의정부2동,3770501391,의정부시,170119, ,마을버스,보건소,표지설치,대장입력완료, , , , , ,127.039472 ,37.735554 
정류장,104,의정부2동,3770501391,의정부시,170119, ,마을버스,보건소,표지설치,대장입력완료, , , , , ,127.039436 ,37.735701 
정류장,103,의정부2동,3770501392,의정부시,170626, ,마을버스,여성회관,표지설치,대장입력완료, , , , , ,127.042787 ,37.736031 
정류장,102,의정부2동,3770501391,의정부시,170602, ,마을버스,동원웨딩홀,표지설치,대장입력완료, , , , , ,127.039898 ,37.737091 
정류장,101,의정부2동,3770501384,의정부시,170675, ,마을버스,범골입구,표지설치,대장입력완료, , , , , ,127.037483 ,37.732907 
정류장,100,의정부2동,3770501384,의정부시,170675, ,일반버스,범골입구,표지설치,대장입력완료, , , , , ,127.037303 ,37.732954 
정류장,98,의정부2동,3770501383,의정부시,170104, ,마을버스,예술의전당,표지설치,대장입력완료, , , , , ,127.035300 ,37.733401 
정류장,97,의정부2동,3770501381,의정부시,170817, ,일반버스,청소년회관앞,표지설치,대장입력완료, , , , , ,127.035207 ,37.735415 
정류장,96,의정부2동,3770501381,의정부시,170817, ,일반버스,청소년회관앞,표지설치,대장입력완료, , , , , ,127.034946 ,37.735439 
정류장,95,의정부2동,3770501381,의정부시,170620, ,마을버스,시청,표지설치,대장입력완료, , , , , ,127.035096 ,37.737571 
정류장,94,,3770501341,의정부시,0, ,일반버스,상직동,표지설치,대장입력완료, , , , , ,127.013248 ,37.737375 
정류장,93,,3770501332,의정부시,170507, ,일반버스,상직동,표지설치,대장입력완료, , , , , ,127.011989 ,37.737192 
정류장,92,의정부2동,3770501284,의정부시,170110, ,기타,농협,표지설치,대장입력완료, , , , , ,127.037626 ,37.738049 
정류장,90,의정부2동,3770501283,의정부시,170512, ,일반버스,시청,표지설치,대장입력완료, , , , , ,127.035041 ,37.739221 
정류장,89,의정부2동,3770501283,의정부시,170512, ,일반버스,시청,표지설치,대장입력완료, , , , , ,127.034747 ,37.739288 
정류장,88,,3770501281,의정부시,170462, ,일반버스,흥선교앞,표지설치,대장입력완료, , , , , ,127.034884 ,37.741379 
정류장,87,,3770501281,의정부시,170462, ,일반버스,흥선교앞,표지설치,대장입력완료, , , , , ,127.034624 ,37.741603 
정류장,86,,3770501282,의정부시,170456, ,일반버스,곧은골로터리,표지설치,대장입력완료, , , , , ,127.036308 ,37.742602 
정류장,84,의정부1동,3770501304,의정부시,58, ,일반버스,의정부역(동부광장),표지설치,대장입력완료, , , , , ,127.047650 ,37.739591 
정류장,83,의정부1동,3770501304,의정부시,170531, ,마을버스,의정부역앞,표지설치,대장입력완료, , , , , ,127.047558 ,37.739899 
정류장,82,의정부1동,3770501304,의정부시,170531, ,일반버스,의정부역(동부광장),표지설치,대장입력완료, , , , , ,127.047327 ,37.739881 
정류장,81,의정부1동,3770501304,의정부시,170531, ,마을버스,한미은행,표지설치,대장입력완료, , , , , ,127.047287 ,37.740032 
정류장,80,의정부1동,3770501302,의정부시,170074, ,마을버스,의정부역,표지설치,대장입력완료, , , , , ,127.047081 ,37.740867 
정류장,79,의정부1동,3770501302,의정부시,170447, ,일반버스,의정부경찰서,표지설치,대장입력완료, , , , , ,127.046687 ,37.742490 
정류장,78,의정부2동,3770501303,의정부시,134, ,마을버스,낙원뷔페,표지설치,대장입력완료, , , , , ,127.043339 ,37.738886 
정류장,77,의정부2동,3770501303,의정부시,170492, ,일반버스,의정부2동사무소,표지설치,대장입력완료, , , , , ,127.043314 ,37.739250 
정류장,76,의정부2동,3770501301,의정부시,170498, ,일반버스,의정부2동사무소앞,표지설치,대장입력완료, , , , , ,127.043050 ,37.740746 
정류장,75,의정부2동,3770501294,의정부시,170551, ,기타,삼성생명,표지설치,대장입력완료, , , , , ,127.042367 ,37.738192 
정류장,74,의정부2동,3770501294,의정부시,170550, ,일반버스,낙원웨딩홀,표지설치,대장입력완료, , , , , ,127.042146 ,37.738443 
정류장,73,의정부2동,3770501293,의정부시,170544, ,일반버스,우체국앞,표지설치,대장입력완료, , , , , ,127.039023 ,37.738378 
정류장,72,의정부2동,3770501292,의정부시,170470, ,일반버스,의정부의료원,표지설치,대장입력완료, , , , , ,127.042242 ,37.741704 
정류장,71,의정부2동,3770501292,의정부시,170469, ,일반버스,의정부의료원,표지설치,대장입력완료, , , , , ,127.041900 ,37.741695 
정류장,70,,3770501291,의정부시,170453, ,일반버스,서중학교,표지설치,대장입력완료, , , , , ,127.038529 ,37.742287 
정류장,69,,3770501291,의정부시,170453, ,일반버스,서중학교,표지설치,대장입력완료, , , , , ,127.038256 ,37.742417 
정류장,68,,3770501261,의정부시,67, ,일반버스,동명빌라,표지설치,대장입력완료, , , , , ,127.023029 ,37.742287 
정류장,67,의정부1동,3770501204,의정부시,170386, ,일반버스,중앙초교앞,표지설치,대장입력완료, , , , , ,127.046277 ,37.744922 
정류장,66,의정부1동,3770501202,의정부시,170389, ,일반버스,보훈지청,표지설치,대장입력완료, , , , , ,127.045946 ,37.745327 
정류장,65,의정부1동,3770501202,의정부시,170314, ,마을버스,배영초교,표지설치,대장입력완료, , , , , ,127.046613 ,37.746950 
정류장,64,의정부1동,3770501201,의정부시,62, ,일반버스,북부전철역,표지설치,대장입력완료, , , , , ,127.045340 ,37.747644 
정류장,63,,3770501192,의정부시,170085, ,일반버스,의정부여중,표지설치,대장입력완료, , , , , ,127.042405 ,37.746821 
정류장,61,,3770501192,의정부시,170335, ,일반버스,수정아파트,표지설치,대장입력완료, , , , , ,127.041431 ,37.746888 
정류장,60,,3770501184,의정부시,170459, ,일반버스,곧은골로터리,표지설치,대장입력완료, , , , , ,127.035745 ,37.742837 
정류장,59,,3770501183,의정부시,73, ,일반버스,흥선광장,표지설치,대장입력완료, , , , , ,127.034607 ,37.743913 
정류장,58,,3770501183,의정부시,170395, ,일반버스,흥선광장,표지설치,대장입력완료, , , , , ,127.034704 ,37.744866 
정류장,57,,3770501182,의정부시,170350, ,일반버스,가능초교앞,표지설치,대장입력완료, , , , , ,127.035962 ,37.746621 
정류장,56,,3770501182,의정부시,170347, ,일반버스,가능초교앞,표지설치,대장입력완료, , , , , ,127.036931 ,37.746744 
정류장,55,,3770501181,의정부시,170377, ,일반버스,시민회관,표지설치,대장입력완료, , , , , ,127.033806 ,37.746546 
정류장,54,,3770501181,의정부시,170377, ,일반버스,시민회관,표지설치,대장입력완료, , , , , ,127.032968 ,37.746629 
정류장,53,,3770501272,의정부시,170432, ,일반버스,가능3동사무소,표지설치,대장입력완료, , , , , ,127.031093 ,37.742760 
정류장,51,,3770501174,의정부시,170432, ,일반버스,가능3동사무소,표지설치,대장입력완료, , , , , ,127.031311 ,37.742986 
정류장,50,,3770501173,의정부시,170420, ,일반버스,안골유원지입구,표지설치,대장입력완료, , , , , ,127.028014 ,37.742965 
정류장,49,,3770501171,의정부시,0, ,일반버스,군단앞,표지설치,대장입력완료, , , , , ,127.029840 ,37.747725 
정류장,48,,3770501261,의정부시,67, ,일반버스,동명빌라,표지설치,대장입력완료, , , , , ,127.023235 ,37.742763 
정류장,47,,3770501164,의정부시,170415, ,일반버스,안골유원지입구,표지설치,대장입력완료, , , , , ,127.026777 ,37.742903 
정류장,46,,3770501162,의정부시,24, ,일반버스,경민대학,표지설치,대장입력완료, , , , , ,127.026604 ,37.745457 
정류장,45,의정부1동,3770501104,의정부시,170287, ,일반버스,북부역앞,표지설치,대장입력완료, , , , , ,127.045456 ,37.748109 
정류장,44,의정부1동,3770501103,의정부시,170290, ,마을버스,북부역앞,표지설치,대장입력완료, , , , , ,127.045083 ,37.748644 
정류장,43,의정부1동,3770501104,의정부시,11027, ,마을버스,구한전입구,표지설치,대장입력완료, , , , , ,127.046639 ,37.749393 
정류장,42,의정부1동,3770501104,의정부시,170278, ,일반버스,구한전입구,표지설치,대장입력완료, , , , , ,127.046554 ,37.749370 
정류장,41,의정부1동,3770501104,의정부시,170278, ,일반버스,구한전입구,표지설치,대장입력완료, , , , , ,127.046379 ,37.749330 
정류장,40,의정부1동,3770501101,의정부시,64, ,일반버스,주택앞,표지설치,대장입력완료, , , , , ,127.044127 ,37.751416 
정류장,39,의정부1동,3770501101,의정부시,64, ,일반버스,주택앞,표지설치,대장입력완료, , , , , ,127.044269 ,37.751619 
정류장,38,,3770501094,의정부시,170307, ,일반버스,북부역앞,표지설치,대장입력완료, , , , , ,127.042759 ,37.748064 
정류장,37,,3770501094,의정부시,170307, ,마을버스,새마을,표지설치,대장입력완료, , , , , ,127.042752 ,37.748179 
정류장,36,,3770501094,의정부시,170307, ,일반버스,북부역앞,표지설치,대장입력완료, , , , , ,127.042610 ,37.748118 
정류장,35,,3770501092,의정부시,170272, ,일반버스,의정부여고앞,표지설치,대장입력완료, , , , , ,127.042009 ,37.750364 
정류장,34,,3770501092,의정부시,170272, ,일반버스,의정부여고앞,표지설치,대장입력완료, , , , , ,127.041771 ,37.750478 
정류장,33,,3770501093,의정부시,170263, ,일반버스,가능주공아파트앞,표지설치,대장입력완료, , , , , ,127.037989 ,37.750216 
정류장,32,,3770501082,의정부시,170263, ,일반버스,가능주공아파트앞,표지설치,대장입력완료, , , , , ,127.037807 ,37.750342 
정류장,31,,3770501084,의정부시,170257, ,일반버스,갤러리웨딩홀앞,표지설치,대장입력완료, , , , , ,127.035508 ,37.750130 
정류장,30,,3770501083,의정부시,170257, ,일반버스,갤러리웨딩홀,표지설치,대장입력완료, , , , , ,127.035318 ,37.750252 
정류장,29,,3770501081,의정부시,170077, ,일반버스,율림주택,표지설치,대장입력완료, , , , , ,127.032892 ,37.752124 
정류장,28,,3770501073,의정부시,25, ,일반버스,군단앞,표지설치,대장입력완료, , , , , ,127.029692 ,37.747838 
정류장,27,,3770121944,의정부시,0, ,일반버스,입석마을,표지설치,대장입력완료, , , , , ,127.016701 ,37.755179 
정류장,26,,3770121993,의정부시,0, ,마을버스,신천병원앞,표지설치,대장입력완료, , , , , ,127.038221 ,37.754910 
정류장,25,,3770121984,의정부시,0, ,마을버스,신천병원앞,표지설치,대장입력완료, , , , , ,127.036853 ,37.753618 
정류장,23,송산2동,3770502302,의정부시,1819, ,일반버스,민락현대아파트,표지설치,대장입력완료, , , , , ,127.096749 ,37.741584 
정류장,22,,3770121984,의정부시,28, ,마을버스,광동여고,표지설치,대장입력완료, , , , , ,127.037856 ,37.755019 
정류장,21,녹양동,3770121981,의정부시,0, ,일반버스,녹양주공아파트,표지설치,대장입력완료, , , , , ,127.032957 ,37.756555 
정류장,20,녹양동,3770121981,의정부시,0, ,일반버스,녹양주공아파트,표지설치,대장입력완료, , , , , ,127.033068 ,37.756914 
