사업체명,관리번호,지번코드,지번주소
오포칼국수,1831500677,4.16103E+18,경기도 광주시 오포읍 문형리
시크 당구장,3114368413,4.16103E+18,경기도 광주시 오포읍 문형리
곱씹어,1831501235,4.16103E+18,경기도 광주시 오포읍 문형리
삼일천막사,3102136417,4.16103E+18,경기도 광주시 오포읍 문형리
무봉리토종순대,3100447955,4.16103E+18,경기도 광주시 오포읍 문형리
문형방아간,3100447951,4.16103E+18,경기도 광주시 오포읍 문형리
예은교회,3107099191,4.16103E+18,경기도 광주시 오포읍 문형리
샵노래연습장,3114369518,4.16103E+18,경기도 광주시 오포읍 문형리
(주)제이비하우징,3119615258,4.16103E+18,경기도 광주시 오포읍 문형리
전국화물,3106117070,4.16103E+18,경기도 광주시 오포읍 문형리
주식회사 한수개발,3109117048,4.16103E+18,경기도 광주시 오포읍 문형리
금강건설,3115113537,4.16103E+18,경기도 광주시 오포읍 문형리
한일공사,3116424282,4.16103E+18,경기도 광주시 오포읍 문형리
하나건강원,3102136401,4.16103E+18,경기도 광주시 오포읍 문형리
마리헤어,3117146329,4.16103E+18,경기도 광주시 오포읍 문형리
문형점 현대자동차,3100447945,4.16103E+18,경기도 광주시 오포읍 문형리
문형현대자동차서비스,1831501120,4.16103E+18,경기도 광주시 오포읍 문형리
세원자동차공업사,3115340202,4.16103E+18,경기도 광주시 오포읍 문형리
경일자원,3110127706,4.16103E+18,경기도 광주시 오포읍 문형리
주식회사 알브이서비스,3116402154,4.16103E+18,경기도 광주시 오포읍 문형리
주식회사 힉스트레일러,3116402163,4.16103E+18,경기도 광주시 오포읍 문형리
아남석재,3106121280,4.16103E+18,경기도 광주시 오포읍 문형리
(주)우리에프엔지*,3103135238,4.16103E+18,경기도 광주시 오포읍 문형리
세영정밀,3112118073,4.16103E+18,경기도 광주시 오포읍 문형리
해심원,3110127839,4.16103E+18,경기도 광주시 오포읍 문형리
넥스트물류,3111118779,4.16103E+18,경기도 광주시 오포읍 문형리
(주)얼라이브텍,3112118156,4.16103E+18,경기도 광주시 오포읍 문형리
좋은빛식품,31N1559230,4.16103E+18,경기도 광주시 오포읍 문형리
우진산업,3116423911,4.16103E+18,경기도 광주시 오포읍 문형리
신인테리어,1831501020,4.16103E+18,경기도 광주시 오포읍 문형리
태성건설,1831501239,4.16103E+18,경기도 광주시 오포읍 문형리
(주)신한종합물류,1831501557,4.16103E+18,경기도 광주시 오포읍 문형리
주식회사 주원로지스,1831501787,4.16103E+18,경기도 광주시 오포읍 문형리
하늘에셋 주식회사,1831501776,4.16103E+18,경기도 광주시 오포읍 문형리
한중산업,1831500686,4.16103E+18,경기도 광주시 오포읍 문형리
한울조경자재,3110128241,4.16103E+18,경기도 광주시 오포읍 문형리
홍레이져*,3115684087,4.16103E+18,경기도 광주시 오포읍 문형리
건우철강(주),3105084851,4.16103E+18,경기도 광주시 오포읍 문형리
제일종합공구백화점,3109134792,4.16103E+18,경기도 광주시 오포읍 문형리
범재우드퍼니처,3116419924,4.16103E+18,경기도 광주시 오포읍 문형리
디자인엘림,3119615272,4.16103E+18,경기도 광주시 오포읍 문형리
대승기계,3117147832,4.16103E+18,경기도 광주시 오포읍 문형리
ok공인중개사사무소,3119615324,4.16103E+18,경기도 광주시 오포읍 문형리
윤진산업,3116402184,4.16103E+18,경기도 광주시 오포읍 문형리
제이앤지*,3106010727,4.16103E+18,경기도 광주시 오포읍 문형리
아덴트,3113001983,4.16103E+18,경기도 광주시 오포읍 문형리
로프엑세스코리아,3115207482,4.16103E+18,경기도 광주시 오포읍 문형리
미래테크,3108134001,4.16103E+18,경기도 광주시 오포읍 문형리
미르건설(주),3115242412,4.16103E+18,경기도 광주시 오포읍 문형리
폰티악소파,3115209754,4.16103E+18,경기도 광주시 오포읍 문형리
동방애드,3115181216,4.16103E+18,경기도 광주시 오포읍 문형리
송광기업(주),1100617143,4.16103E+18,경기도 광주시 오포읍 문형리
주식회사 파인,3116420024,4.16103E+18,경기도 광주시 오포읍 문형리
바다디자인스튜디오(주),1112109833,4.16103E+18,경기도 광주시 오포읍 문형리
정원공조닥터,3105007257,4.16103E+18,경기도 광주시 오포읍 문형리
아스토엔젤,3112118133,4.16103E+18,경기도 광주시 오포읍 문형리
초원부동산,3103158971,4.16103E+18,경기도 광주시 오포읍 문형리
주식회사신진물류,3116419945,4.16103E+18,경기도 광주시 오포읍 문형리
청운물류,3119615335,4.16103E+18,경기도 광주시 오포읍 문형리
(주) 정선산업,1831500977,4.16103E+18,경기도 광주시 오포읍 문형리
(주）정선레미콘 광주공장*,3114355233,4.16103E+18,경기도 광주시 오포읍 문형리
진주랑,3115503977,4.16103E+18,경기도 광주시 오포읍 문형리
제이비컴퍼니,31N1610719,4.16103E+18,경기도 광주시 오포읍 문형리
주식회사지엠티코프 오포창고,3116423795,4.16103E+18,경기도 광주시 오포읍 문형리
디비플러스,3116423787,4.16103E+18,경기도 광주시 오포읍 문형리
금성철망,1831500426,4.16103E+18,경기도 광주시 오포읍 문형리
금성철망,3115115549,4.16103E+18,경기도 광주시 오포읍 문형리
나무미디어,3116423900,4.16103E+18,경기도 광주시 오포읍 문형리
명성과학,3116423902,4.16103E+18,경기도 광주시 오포읍 문형리
세준상사(주),3100448009,4.16103E+18,경기도 광주시 오포읍 문형리
(주) 엔엘에스,3116423780,4.16103E+18,경기도 광주시 오포읍 문형리
플러스마운틴(주),3119616797,4.16103E+18,경기도 광주시 오포읍 문형리
원목공방,3116423768,4.16103E+18,경기도 광주시 오포읍 문형리
(주)하버마린,3119616839,4.16103E+18,경기도 광주시 오포읍 문형리
제이에스카본,3109116299,4.16103E+18,경기도 광주시 오포읍 문형리
보글락에프에스(주),1107089866,4.16103E+18,경기도 광주시 오포읍 문형리
자영엠피스,3106121184,4.16103E+18,경기도 광주시 오포읍 문형리
글루텐,3119616846,4.16103E+18,경기도 광주시 오포읍 문형리
프럴 에프엔지(주),3110037060,4.16103E+18,경기도 광주시 오포읍 문형리
애드윈팜,31N1610720,4.16103E+18,경기도 광주시 오포읍 문형리
주식회사 제이앤케이유통,3115542784,4.16103E+18,경기도 광주시 오포읍 문형리
비에이치퍼니쳐(B.H Furniture),3116420034,4.16103E+18,경기도 광주시 오포읍 문형리
형제톱목공기계,3116423935,4.16103E+18,경기도 광주시 오포읍 문형리
고려물류기계(주),3102136389,4.16103E+18,경기도 광주시 오포읍 문형리
재진전기,3102136391,4.16103E+18,경기도 광주시 오포읍 문형리
선진물류기계,3116420225,4.16103E+18,경기도 광주시 오포읍 문형리
진퍼니처,3116420211,4.16103E+18,경기도 광주시 오포읍 문형리
신안물류,3115371466,4.16103E+18,경기도 광주시 오포읍 문형리
태산물류기계,3112118415,4.16103E+18,경기도 광주시 오포읍 문형리
라몽카페,3116413189,4.16103E+18,경기도 광주시 오포읍 문형리
(주)에이치엠씨네트웍스 경기지사,3117147909,4.16103E+18,경기도 광주시 오포읍 문형리
(주)울티모유통오포창고,3101065739,4.16103E+18,경기도 광주시 오포읍 문형리
JS로지스틱스,3110127591,4.16103E+18,경기도 광주시 오포읍 문형리
(주)풍덕코퍼레이션,3107039191,4.16103E+18,경기도 광주시 오포읍 문형리
제이에스앤드어쏘시에이츠(주),3119616860,4.16103E+18,경기도 광주시 오포읍 문형리
(주)애니테크,3119616940,4.16103E+18,경기도 광주시 오포읍 문형리
우주목공예,3100447916,4.16103E+18,경기도 광주시 오포읍 문형리
가이팁스컴퍼니(GUYTIPS COMPANY),3119616945,4.16103E+18,경기도 광주시 오포읍 문형리
노빌리,3119616853,4.16103E+18,경기도 광주시 오포읍 문형리
보고메탈,3116138183,4.16103E+18,경기도 광주시 오포읍 문형리
원 칸막이,3119616952,4.16103E+18,경기도 광주시 오포읍 문형리
서울트레이닝,3113592060,4.16103E+18,경기도 광주시 오포읍 문형리
주식회사 애니테크(Any-tech),1831501420,4.16103E+18,경기도 광주시 오포읍 문형리
正人물류,1831500734,4.16103E+18,경기도 광주시 오포읍 문형리
오라고(ORAGO),1831501061,4.16103E+18,경기도 광주시 오포읍 문형리
소파와풍경,1831500883,4.16103E+18,경기도 광주시 오포읍 문형리
모나,1831500996,4.16103E+18,경기도 광주시 오포읍 문형리
아성화학,3106097662,4.16103E+18,경기도 광주시 오포읍 문형리
성진산업,3106096991,4.16103E+18,경기도 광주시 오포읍 문형리
주식회사더원,3115551959,4.16103E+18,경기도 광주시 오포읍 문형리
성민산업,3112118097,4.16103E+18,경기도 광주시 오포읍 문형리
이든커피로스터스,3115477893,4.16103E+18,경기도 광주시 오포읍 문형리
효성산업,3115691092,4.16103E+18,경기도 광주시 오포읍 문형리
예진상사,3102114426,4.16103E+18,경기도 광주시 오포읍 문형리
세제스토리,3115340834,4.16103E+18,경기도 광주시 오포읍 문형리
국제-썬플렉스,3106102997,4.16103E+18,경기도 광주시 오포읍 문형리
비앤디코리아,3119617019,4.16103E+18,경기도 광주시 오포읍 문형리
봉평원,31N1614680,4.16103E+18,경기도 광주시 오포읍 문형리
동호,3115186968,4.16103E+18,경기도 광주시 오포읍 문형리
보성스톤,1100584264,4.16103E+18,경기도 광주시 오포읍 문형리
주식회사 보성석건,1831501563,4.16103E+18,경기도 광주시 오포읍 문형리
보성석건,3115266480,4.16103E+18,경기도 광주시 오포읍 문형리
진성화학,3119617024,4.16103E+18,경기도 광주시 오포읍 문형리
하누리퍼니처,3119617031,4.16103E+18,경기도 광주시 오포읍 문형리
주식회사 동우마블,3103155436,4.16103E+18,경기도 광주시 오포읍 문형리
우진정밀,3106074082,4.16103E+18,경기도 광주시 오포읍 문형리
화성이엔티,3119618402,4.16103E+18,경기도 광주시 오포읍 문형리
선진퍼니처,3112118058,4.16103E+18,경기도 광주시 오포읍 문형리
JC테크,3109134787,4.16103E+18,경기도 광주시 오포읍 문형리
(주)디자인결*,3115698199,4.16103E+18,경기도 광주시 오포읍 문형리
(주)수성산업*,3117149904,4.16103E+18,경기도 광주시 오포읍 문형리
주토매트리스,3114368459,4.16103E+18,경기도 광주시 오포읍 문형리
룩인테리어,3111118857,4.16103E+18,경기도 광주시 오포읍 문형리
한창가구,3115804785,4.16103E+18,경기도 광주시 오포읍 문형리
모던가구,3111119092,4.16103E+18,경기도 광주시 오포읍 문형리
(주)베드라인*,3117149917,4.16103E+18,경기도 광주시 오포읍 문형리
뉴질랜드 퍼니쳐,3114352987,4.16103E+18,경기도 광주시 오포읍 문형리
성진코퍼레이션,3113573997,4.16103E+18,경기도 광주시 오포읍 문형리
(주)더블테크시스,3113306588,4.16103E+18,경기도 광주시 오포읍 문형리
(주)세진아트,3101011806,4.16103E+18,경기도 광주시 오포읍 문형리
한림산업,3106097912,4.16103E+18,경기도 광주시 오포읍 문형리
주식회사지팩*,3108134329,4.16103E+18,경기도 광주시 오포읍 문형리
명인공간,31N1614681,4.16103E+18,경기도 광주시 오포읍 문형리
아이웰,3117149926,4.16103E+18,경기도 광주시 오포읍 문형리
공감,3119618408,4.16103E+18,경기도 광주시 오포읍 문형리
(주)디자인공감,2517407140,4.16103E+18,경기도 광주시 오포읍 문형리
세진테크,3114354159,4.16103E+18,경기도 광주시 오포읍 문형리
(주) 에코수 엔지니어링,3113254265,4.16103E+18,경기도 광주시 오포읍 문형리
나고물산,3119618420,4.16103E+18,경기도 광주시 오포읍 문형리
승일산업,31N1614679,4.16103E+18,경기도 광주시 오포읍 문형리
A.NC,3107147394,4.16103E+18,경기도 광주시 오포읍 문형리
주식회사지에코*,3111119177,4.16103E+18,경기도 광주시 오포읍 문형리
보아스,3119618459,4.16103E+18,경기도 광주시 오포읍 문형리
(주)만석테크,3116415902,4.16103E+18,경기도 광주시 오포읍 문형리
미산공인중개사사무소,3109116683,4.16103E+18,경기도 광주시 오포읍 문형리
신일부동산,31N1621336,4.16103E+18,경기도 광주시 오포읍 문형리
색시전포차,3119618471,4.16103E+18,경기도 광주시 오포읍 문형리
제일자동차공업사,3106097378,4.16103E+18,경기도 광주시 오포읍 문형리
정인재가방문센터,3112118300,4.16103E+18,경기도 광주시 오포읍 문형리
전주식당,3115789834,4.16103E+18,경기도 광주시 오포읍 문형리
정배상사,3119618529,4.16103E+18,경기도 광주시 오포읍 문형리
모모뷰티헤어,1831500455,4.16103E+18,경기도 광주시 오포읍 문형리
커피베이 경기광주오포점,1831500788,4.16103E+18,경기도 광주시 오포읍 문형리
진영가구,3100091677,4.16103E+18,경기도 광주시 오포읍 문형리
엘리시아,31N1621373,4.16103E+18,경기도 광주시 오포읍 문형리
육칠팔공인중개사사무소,3117150098,4.16103E+18,경기도 광주시 오포읍 문형리
월드컨설팅,31N1621337,4.16103E+18,경기도 광주시 오포읍 문형리
대관령 막국수,3116413275,4.16103E+18,경기도 광주시 오포읍 문형리
세종ENG,3109120017,4.16103E+18,경기도 광주시 오포읍 문형리
(주)엔 에스홈,3108134177,4.16103E+18,경기도 광주시 오포읍 문형리
까치식당,3111118766,4.16103E+18,경기도 광주시 오포읍 문형리
개미마트,3119618537,4.16103E+18,경기도 광주시 오포읍 문형리
CU편의점,31N1621339,4.16103E+18,경기도 광주시 오포읍 문형리
디앤비상사,3107039531,4.16103E+18,경기도 광주시 오포읍 문형리
서광하이텍,3114546777,4.16103E+18,경기도 광주시 오포읍 문형리
오시네식당,3100447921,4.16103E+18,경기도 광주시 오포읍 문형리
우리한우,3116415948,4.16103E+18,경기도 광주시 오포읍 문형리
치킨플러스,3117152058,4.16103E+18,경기도 광주시 오포읍 문형리
문형쉬스마일,1831501307,4.16103E+18,경기도 광주시 오포읍 문형리
쉬스마일JS,1831500583,4.16103E+18,경기도 광주시 오포읍 문형리
(주)비엔케이,3116415937,4.16103E+18,경기도 광주시 오포읍 문형리
대흥식당,3102137010,4.16103E+18,경기도 광주시 오포읍 문형리
서인전자,3110127931,4.16103E+18,경기도 광주시 오포읍 문형리
대흥타공,3100447929,4.16103E+18,경기도 광주시 오포읍 문형리
(주)나무늘보,3110127744,4.16103E+18,경기도 광주시 오포읍 문형리
우성아트팩,1100147211,4.16103E+18,경기도 광주시 오포읍 문형리
(주) 토탈라인,3115067158,4.16103E+18,경기도 광주시 오포읍 문형리
신일정밀,3107038502,4.16103E+18,경기도 광주시 오포읍 문형리
성현프라스틱,3107040514,4.16103E+18,경기도 광주시 오포읍 문형리
주)대진펌프산업,3115518913,4.16103E+18,경기도 광주시 오포읍 문형리
(주)지티인트라,2215701270,4.16103E+18,경기도 광주시 오포읍 문형리
(주)에스디엠코퍼레이션,3116415959,4.16103E+18,경기도 광주시 오포읍 문형리
성공자원,3109116758,4.16103E+18,경기도 광주시 오포읍 문형리
바로팩,3100447621,4.16103E+18,경기도 광주시 오포읍 문형리
케이엔아이,3116415917,4.16103E+18,경기도 광주시 오포읍 문형리
농업회사법인 효도농산 유한회사,3115139654,4.16103E+18,경기도 광주시 오포읍 문형리
황금유통,3116415925,4.16103E+18,경기도 광주시 오포읍 문형리
(주)정우엠알오,31N1621374,4.16103E+18,경기도 광주시 오포읍 문형리
다은물류,31N1621375,4.16103E+18,경기도 광주시 오포읍 문형리
제이비컴퍼니,3112118961,4.16103E+18,경기도 광주시 오포읍 문형리
(주) 더블유엠디케이,3116415970,4.16103E+18,경기도 광주시 오포읍 문형리
(주)우석에어벤처시스템*,1102171402,4.16103E+18,경기도 광주시 오포읍 문형리
인텔릭스(주)광주공장,3115488014,4.16103E+18,경기도 광주시 오포읍 문형리
(주)형일전기,3115702409,4.16103E+18,경기도 광주시 오포읍 문형리
대유아트폼 이앤씨(E&C),3115163952,4.16103E+18,경기도 광주시 오포읍 문형리
대일가설재,3106066486,4.16103E+18,경기도 광주시 오포읍 문형리
테엔에스코리아,3106121279,4.16103E+18,경기도 광주시 오포읍 문형리
호박,1831500679,4.16103E+18,경기도 광주시 오포읍 문형리
주룩,1831501025,4.16103E+18,경기도 광주시 오포읍 문형리
행복 노마루,1831501203,4.16103E+18,경기도 광주시 오포읍 문형리
아리베디자인,1831500869,4.16103E+18,경기도 광주시 오포읍 문형리
에버컴즈(evercoms),1831500757,4.16103E+18,경기도 광주시 오포읍 문형리
K.B.M,3100447940,4.16103E+18,경기도 광주시 오포읍 문형리
브라보모터스,3119619719,4.16103E+18,경기도 광주시 오포읍 문형리
주식회사웰텍코리아,3108136598,4.16103E+18,경기도 광주시 오포읍 문형리
공작소 철,3115099662,4.16103E+18,경기도 광주시 오포읍 문형리
"주식회사 제이엘(JL CO.,Ltd)",3100447939,4.16103E+18,경기도 광주시 오포읍 문형리
가온,3116626327,4.16103E+18,경기도 광주시 오포읍 문형리
대영섬유,3116410932,4.16103E+18,경기도 광주시 오포읍 문형리
삼우물류,3115296775,4.16103E+18,경기도 광주시 오포읍 문형리
(주)원전사,3119619721,4.16103E+18,경기도 광주시 오포읍 문형리
대원종합상사,3115163777,4.16103E+18,경기도 광주시 오포읍 문형리
(주)케이앤디코리아,3112120227,4.16103E+18,경기도 광주시 오포읍 문형리
주식회사디엔셀,3107148233,4.16103E+18,경기도 광주시 오포읍 문형리
소프트팩(주)*,3112091591,4.16103E+18,경기도 광주시 오포읍 문형리
주식회사 메이프릴,3119619725,4.16103E+18,경기도 광주시 오포읍 문형리
제이켐,3108134311,4.16103E+18,경기도 광주시 오포읍 문형리
대원산업,3108133915,4.16103E+18,경기도 광주시 오포읍 문형리
호암FA,3107039193,4.16103E+18,경기도 광주시 오포읍 문형리
동해산업,3109116610,4.16103E+18,경기도 광주시 오포읍 문형리
지트웰딩,3116413094,4.16103E+18,경기도 광주시 오포읍 문형리
지트,3102137011,4.16103E+18,경기도 광주시 오포읍 문형리
보민식품,3115265972,4.16103E+18,경기도 광주시 오포읍 문형리
새샘,3112118039,4.16103E+18,경기도 광주시 오포읍 문형리
SEWA.Tech,3108134095,4.16103E+18,경기도 광주시 오포읍 문형리
보성화학*,3102137021,4.16103E+18,경기도 광주시 오포읍 문형리
J프레임,3115025299,4.16103E+18,경기도 광주시 오포읍 문형리
비엔에스테크,3116413087,4.16103E+18,경기도 광주시 오포읍 문형리
대복무지개송어,3116413172,4.16103E+18,경기도 광주시 오포읍 문형리
윤슬라이팅,1831501626,4.16103E+18,경기도 광주시 오포읍 문형리
세상밝히기,1831501090,4.16103E+18,경기도 광주시 오포읍 문형리
주식회사 오백제작소,3116411029,4.16103E+18,경기도 광주시 오포읍 문형리
신송식자재유통,3106122854,4.16103E+18,경기도 광주시 오포읍 문형리
문형한식부페,1831501668,4.16103E+18,경기도 광주시 오포읍 문형리
문형한식부페,3119619729,4.16103E+18,경기도 광주시 오포읍 문형리
짜짜루,3119619732,4.16103E+18,경기도 광주시 오포읍 문형리
황금용,31N1617987,4.16103E+18,경기도 광주시 오포읍 문형리
돈이네불타는 숯불돼지갈비,3119619738,4.16103E+18,경기도 광주시 오포읍 문형리
신흥톱공구,3103150889,4.16103E+18,경기도 광주시 오포읍 문형리
현대엔지니어링,3103150888,4.16103E+18,경기도 광주시 오포읍 문형리
미니스톱오포문형점,3106014565,4.16103E+18,경기도 광주시 오포읍 문형리
수지테크,3110127954,4.16103E+18,경기도 광주시 오포읍 문형리
면다운종합식품,3114539875,4.16103E+18,경기도 광주시 오포읍 문형리
대신정밀,3105040415,4.16103E+18,경기도 광주시 오포읍 문형리
한마음카센타,3102137003,4.16103E+18,경기도 광주시 오포읍 문형리
신진정밀,3105011294,4.16103E+18,경기도 광주시 오포읍 문형리
뉴텍코리아,3113569575,4.16103E+18,경기도 광주시 오포읍 문형리
타이어수리점,3106095072,4.16103E+18,경기도 광주시 오포읍 문형리
번영기계,3107037048,4.16103E+18,경기도 광주시 오포읍 문형리
성진정밀,3109116761,4.16103E+18,경기도 광주시 오포읍 문형리
M.J 인터네셔날,3111118681,4.16103E+18,경기도 광주시 오포읍 문형리
유니소재(주),3102137006,4.16103E+18,경기도 광주시 오포읍 문형리
Uni Lighting,3115034019,4.16103E+18,경기도 광주시 오포읍 문형리
정상캐슬,1831501201,4.16103E+18,경기도 광주시 오포읍 문형리
모던캐슬,1831501710,4.16103E+18,경기도 광주시 오포읍 문형리
그린파워,3112117821,4.16103E+18,경기도 광주시 오포읍 문형리
(주) 그린파워,3119583871,4.16103E+18,경기도 광주시 오포읍 문형리
더블록,3116410923,4.16103E+18,경기도 광주시 오포읍 문형리
은성팩,3116413163,4.16103E+18,경기도 광주시 오포읍 문형리
세니코,3111118955,4.16103E+18,경기도 광주시 오포읍 문형리
세원산업주식회사*,3100447941,4.16103E+18,경기도 광주시 오포읍 문형리
클리앳 주식회사,3117154696,4.16103E+18,경기도 광주시 오포읍 문형리
양우내안에부동산,3116413010,4.16103E+18,경기도 광주시 오포읍 문형리
이마트24 오포문형점,1831501304,4.16103E+18,경기도 광주시 오포읍 문형리
E-마트24,3119583890,4.16103E+18,경기도 광주시 오포읍 문형리
장수농산,3111119142,4.16103E+18,경기도 광주시 오포읍 문형리
(주)엠아이씨홀딩스 오포지점,3119583907,4.16103E+18,경기도 광주시 오포읍 문형리
(주)엠아이커피,1831500279,4.16103E+18,경기도 광주시 오포읍 문형리
메가스타 출판사,1831500798,4.16103E+18,경기도 광주시 오포읍 문형리
주식회사 이스터,1831501438,4.16103E+18,경기도 광주시 오포읍 문형리
짜짜루,1831500269,4.16103E+18,경기도 광주시 오포읍 문형리
(주)랜드웨이스포츠,3114366268,4.16103E+18,경기도 광주시 오포읍 문형리
(주)한스에프앤엘,3114366267,4.16103E+18,경기도 광주시 오포읍 문형리
철물04,3107047801,4.16103E+18,경기도 광주시 오포읍 문형리
(주)찬테크,3107009181,4.16103E+18,경기도 광주시 오포읍 문형리
(주)그린모아,3119583997,4.16103E+18,경기도 광주시 오포읍 문형리
(주)늘푸른,3108133890,4.16103E+18,경기도 광주시 오포읍 문형리
송지ID,3116431456,4.16103E+18,경기도 광주시 오포읍 문형리
질러 노래방,3113416024,4.16103E+18,경기도 광주시 오포읍 문형리
아이벳,3116431446,4.16103E+18,경기도 광주시 오포읍 문형리
경기남부카공업사,3107148973,4.16103E+18,경기도 광주시 오포읍 문형리
명가네,3109116660,4.16103E+18,경기도 광주시 오포읍 문형리
신대신공인중개사사무소,3116431449,4.16103E+18,경기도 광주시 오포읍 문형리
수양오리돌판구이,3104113618,4.16103E+18,경기도 광주시 오포읍 문형리
소텍컴퓨터,3112118077,4.16103E+18,경기도 광주시 오포읍 문형리
덕성기계,3115173209,4.16103E+18,경기도 광주시 오포읍 문형리
으뜸부동산,3115473813,4.16103E+18,경기도 광주시 오포읍 문형리
우림화학*,1100146733,4.16103E+18,경기도 광주시 오포읍 문형리
주식회사 우림테크,1831500589,4.16103E+18,경기도 광주시 오포읍 문형리
(주)진흥비쥬아르 물류센터,3113120513,4.16103E+18,경기도 광주시 오포읍 문형리
탁플러스,1831501180,4.16103E+18,경기도 광주시 오포읍 문형리
(주)빅드림,3105034066,4.16103E+18,경기도 광주시 오포읍 문형리
(주)보령K&C,3117156605,4.16103E+18,경기도 광주시 오포읍 문형리
로로상사,3110127824,4.16103E+18,경기도 광주시 오포읍 문형리
리오모터스,3102136992,4.16103E+18,경기도 광주시 오포읍 문형리
주식회사 에프앤에이치인터내셔날,3119584011,4.16103E+18,경기도 광주시 오포읍 문형리
이태완커피,3116434486,4.16103E+18,경기도 광주시 오포읍 문형리
the-편한세무회계사무소,3116434495,4.16103E+18,경기도 광주시 오포읍 문형리
더 포트,3119584147,4.16103E+18,경기도 광주시 오포읍 문형리
유한회사문형산종합주류,3106112891,4.16103E+18,경기도 광주시 오포읍 문형리
세화기업,3106116523,4.16103E+18,경기도 광주시 오포읍 문형리
(주) 인아트 오포직영점,3115039391,4.16103E+18,경기도 광주시 오포읍 문형리
(주)SDS산업*,3115791837,4.16103E+18,경기도 광주시 오포읍 문형리
주식회사업플라이코리아,2102000239,4.16103E+18,경기도 광주시 오포읍 문형리
(주)성대피앤지*,3101058643,4.16103E+18,경기도 광주시 오포읍 문형리
다온가구갤러리,3119584178,4.16103E+18,경기도 광주시 오포읍 문형리
43번가아울렛,3115014488,4.16103E+18,경기도 광주시 오포읍 문형리
서아가구,31N1616732,4.16103E+18,경기도 광주시 오포읍 문형리
예은문화사,3116434233,4.16103E+18,경기도 광주시 오포읍 문형리
대원주유소,3119584194,4.16103E+18,경기도 광주시 오포읍 문형리
주식회사 다겸이가구,1831501536,4.16103E+18,경기도 광주시 오포읍 문형리
다겸이가구,3117156685,4.16103E+18,경기도 광주시 오포읍 문형리
믿음부동산컨설팅동인중개사사무소,3115247841,4.16103E+18,경기도 광주시 오포읍 문형리
대원인쇄*,3102140678,4.16103E+18,경기도 광주시 오포읍 문형리
분당미라지가구 주식회사,1831500947,4.16103E+18,경기도 광주시 오포읍 문형리
둔전리가마솥해장국,3115189901,4.16103E+18,경기도 광주시 오포읍 문형리
BHC문형점,3119584285,4.16103E+18,경기도 광주시 오포읍 문형리
BHC문형점,1831500944,4.16103E+18,경기도 광주시 오포읍 문형리
영신엔지니어링,3105021818,4.16103E+18,경기도 광주시 오포읍 문형리
Sunres광주공장,31N1618235,4.16103E+18,경기도 광주시 오포읍 문형리
(주)Sunrex광주공장,3112117770,4.16103E+18,경기도 광주시 오포읍 문형리
성원돼지김치찌개,3119587560,4.16103E+18,경기도 광주시 오포읍 문형리
순이포차,3119587579,4.16103E+18,경기도 광주시 오포읍 문형리
신일공인중개사,3105012389,4.16103E+18,경기도 광주시 오포읍 문형리
숯향기화덕바베큐,31N1618236,4.16103E+18,경기도 광주시 오포읍 문형리
주식회사 리엔디,3113015663,4.16103E+18,경기도 광주시 오포읍 문형리
LK호이스트크레임,31N1618237,4.16103E+18,경기도 광주시 오포읍 문형리
홍대박아구,3115683892,4.16103E+18,경기도 광주시 오포읍 문형리
주식회사 비에스에이건설,1831501771,4.16103E+18,경기도 광주시 오포읍 문형리
양재자동차공업사,3107141108,4.16103E+18,경기도 광주시 오포읍 문형리
우주포장종합상사,3103197344,4.16103E+18,경기도 광주시 오포읍 문형리
창대ENG,3108134338,4.16103E+18,경기도 광주시 오포읍 문형리
명성덕트,3119587593,4.16103E+18,경기도 광주시 오포읍 문형리
영성정밀,31N1616903,4.16103E+18,경기도 광주시 오포읍 문형리
판도라 PC,1831501473,4.16103E+18,경기도 광주시 오포읍 문형리
문형공인중개사사무소,3107098528,4.16103E+18,경기도 광주시 오포읍 문형리
오포전자백화점,3100447959,4.16103E+18,경기도 광주시 오포읍 문형리
일월선녀,3102136987,4.16103E+18,경기도 광주시 오포읍 문형리
동막골추어탕,3108133934,4.16103E+18,경기도 광주시 오포읍 문형리
한살림,3114053304,4.16103E+18,경기도 광주시 오포읍 문형리
(주)한국듀라렉스,3115651520,4.16103E+18,경기도 광주시 오포읍 문형리
(주)도무스메탈*,3107047239,4.16103E+18,경기도 광주시 오포읍 문형리
문형모타,3100447919,4.16103E+18,경기도 광주시 오포읍 문형리
땡초우동in포차,1831501447,4.16103E+18,경기도 광주시 오포읍 문형리
말자포차,3119587705,4.16103E+18,경기도 광주시 오포읍 문형리
퍼피만찬,3116441632,4.16103E+18,경기도 광주시 오포읍 문형리
순원상사,31N1618238,4.16103E+18,경기도 광주시 오포읍 문형리
원주민공인중개사사무소,3115460706,4.16103E+18,경기도 광주시 오포읍 문형리
하우스홀드,3113403178,4.16103E+18,경기도 광주시 오포읍 문형리
초지참숯불갈비,3119587719,4.16103E+18,경기도 광주시 오포읍 문형리
안성정육점,3114107912,4.16103E+18,경기도 광주시 오포읍 문형리
대한예수교장로회(합동) 오포제일교회,3106117963,4.16103E+18,경기도 광주시 오포읍 문형리
안성할인마트,3110127996,4.16103E+18,경기도 광주시 오포읍 문형리
문형셀프세차장,3115237684,4.16103E+18,경기도 광주시 오포읍 문형리
옛날 김치돼지찌게,3113250271,4.16103E+18,경기도 광주시 오포읍 문형리
