지형지물부호,지번주소,X좌표,Y좌표,데이터기준일
지류,경기도 광주시 남종면 수청리741번지,37.50231456,127.3703926,2019-12-30
지류,경기도 광주시 곤지암읍 봉현리579번지,37.34669577,127.3926284,2019-12-30
지류,경기도 광주시 남종면 이석리126번지,37.49881942,127.2745389,2019-12-30
지류,경기도 광주시 회덕동352-1번지,37.43051552,127.245322,2019-12-30
지류,경기도 광주시 곤지암읍 곤지암리536번지,37.34799492,127.3587006,2019-12-30
지류,경기도 광주시 퇴촌면 관음리723-2번지,37.45543587,127.3222155,2019-12-30
지류,경기도 광주시 남종면 검천리756-1번지,37.52761477,127.3386484,2019-12-30
지류,경기도 광주시 초월읍 지월리599-3번지,37.41474846,127.2893233,2019-12-30
지류,경기도 광주시 퇴촌면 오리350번지,37.47955277,127.3027428,2019-12-30
지류,경기도 광주시 곤지암읍 이선리207-2번지,37.36045118,127.4224108,2019-12-30
지류,경기도 광주시 남종면 검천리549-2번지,37.52933115,127.3410432,2019-12-30
지류,경기도 광주시 경안동83-37번지,37.41348871,127.2544282,2019-12-30
지류,경기도 광주시 곤지암읍 오향리103-1번지,37.36503092,127.3817446,2019-12-30
지류,경기도 광주시 곤지암읍 건업리518-1번지,37.37909153,127.4053307,2019-12-30
지류,경기도 광주시 곤지암읍 건업리400번지,37.38604881,127.4163766,2019-12-30
지류,경기도 광주시 도척면 상림리85-1번지,37.32178467,127.3094467,2019-12-30
지류,경기도 광주시 곤지암읍 수양리276-4번지,37.33389322,127.3791104,2019-12-30
지류,경기도 광주시 남종면 수청리282번지,37.50892767,127.3702467,2019-12-30
지류,경기도 광주시 초월읍 무갑리370번지,37.42508259,127.3245224,2019-12-30
지류,경기도 광주시 오포읍 양벌리395-15번지,37.3767377,127.250817,2019-12-30
지류,경기도 광주시 초월읍 도평리187번지,37.39794435,127.2955468,2019-12-30
지류,경기도 광주시 도척면 방도리28-1번지,37.27492299,127.3436008,2019-12-30
지류,경기도 광주시 오포읍 능평리249-17번지,37.35179066,127.1702802,2019-12-30
지류,경기도 광주시 곤지암읍 열미리400-2번지,37.35458912,127.3583624,2019-12-30
지류,경기도 광주시 목현동935번지,37.43206113,127.1980633,2019-12-30
지류,경기도 광주시 도척면 궁평리652-1번지,37.33363386,127.3203186,2019-12-30
지류,경기도 광주시 도척면 도웅리49-25번지,37.32803026,127.3080695,2019-12-30
지류,경기도 광주시 중대동211-8번지,37.40714286,127.2177572,2019-12-30
지류,경기도 광주시 오포읍 양벌리55-26번지,37.39089675,127.2555777,2019-12-30
지류,경기도 광주시 남종면 귀여리450번지,37.48552986,127.3297804,2019-12-30
지류,경기도 광주시 오포읍 문형리산77-21번지,37.33545851,127.2011096,2019-12-30
지류,경기도 광주시 도척면 유정리635-1번지,37.28603899,127.3142839,2019-12-30
지류,경기도 광주시 도척면 상림리200-3번지,37.30952124,127.2882034,2019-12-30
지류,경기도 광주시 곤지암읍 건업리162-1번지,37.39398716,127.4054392,2019-12-30
지류,경기도 광주시 오포읍 고산리573-2번지,37.37425853,127.2090429,2019-12-30
지류,경기도 광주시 초월읍 지월리555-28번지,37.42149109,127.2882429,2019-12-30
지류,경기도 광주시 초월읍 신월리490-5번지,37.40585145,127.313207,2019-12-30
지류,경기도 광주시 목동412-2번지,37.38326338,127.1947769,2019-12-30
지류,경기도 광주시 곤지암읍 만선리217-3번지,37.36601973,127.4023628,2019-12-30
지류,경기도 광주시 목현동136-3번지,37.43493572,127.2265311,2019-12-30
지류,경기도 광주시 경안동228번지,37.40390585,127.2480395,2019-12-30
지류,경기도 광주시 남한산성면 하번천리248-3번지,37.442572,127.2771041,2019-12-30
지류,경기도 광주시 도척면 도웅리28-46번지,37.33152942,127.3008831,2019-12-30
지류,경기도 광주시 남종면 귀여리279-1번지,37.50827629,127.3224516,2019-12-30
지류,경기도 광주시 남한산성면 산성리704번지,37.48080914,127.1822567,2019-12-30
지류,경기도 광주시 오포읍 문형리158-1번지,37.35197397,127.2022217,2019-12-30
지류,경기도 광주시 오포읍 신현리550-2번지,37.37798064,127.1619528,2019-12-30
지류,경기도 광주시 도척면 노곡리155번지,37.30300257,127.3389355,2019-12-30
지류,경기도 광주시 곤지암읍 삼합리534번지,37.37294638,127.432985,2019-12-30
지류,경기도 광주시 곤지암읍 이선리412번지,37.3623566,127.4177225,2019-12-30
지류,경기도 광주시 퇴촌면 도수리549-5번지,37.47640555,127.3177867,2019-12-30
지류,경기도 광주시 곤지암읍 오향리368-30번지,37.36094552,127.3759304,2019-12-30
지류,경기도 광주시 곤지암읍 수양리577번지,37.34100637,127.3797743,2019-12-30
지류,경기도 광주시 곤지암읍 장심리166번지,37.38415507,127.3927675,2019-12-30
지류,경기도 광주시 남종면 귀여리231번지,37.51869044,127.320491,2019-12-30
지류,경기도 광주시 퇴촌면 영동리376번지,37.47038115,127.3773527,2019-12-30
지류,경기도 광주시 도척면 도웅리250번지,37.33812499,127.305404,2019-12-30
지류,경기도 광주시 초월읍 대쌍령리산5-4번지,37.38839105,127.2967653,2019-12-30
지류,경기도 광주시 오포읍 고산리632-8번지,37.3719296,127.2275386,2019-12-30
지류,경기도 광주시 곤지암읍 곤지암리407-5번지,37.3541281,127.3432857,2019-12-30
지류,경기도 광주시 퇴촌면 관음리728번지,37.45635259,127.3249539,2019-12-30
지류,경기도 광주시 곤지암읍 삼리9-2번지,37.35174197,127.3323124,2019-12-30
지류,경기도 광주시 오포읍 추자리95-2번지,37.36798854,127.2284143,2019-12-30
지류,경기도 광주시 퇴촌면 무수리16-2번지,37.44775104,127.2916565,2019-12-30
지류,경기도 광주시 오포읍 매산리628-13번지,37.36894346,127.2381253,2019-12-30
지류,경기도 광주시 목동309-31번지,37.38121584,127.1984573,2019-12-30
지류,경기도 광주시 탄벌동491번지,37.4124325,127.2399452,2019-12-30
지류,경기도 광주시 도척면 방도리516-3번지,37.28048547,127.3200741,2019-12-30
지류,경기도 광주시 곤지암읍 부항리435-2번지,37.35869658,127.3922723,2019-12-30
지류,경기도 광주시 퇴촌면 도수리542-2번지,37.47806261,127.3160644,2019-12-30
지류,경기도 광주시 곤지암읍 유사리99번지,37.37167687,127.427575,2019-12-30
지류,경기도 광주시 도척면 진우리818-1번지,37.31810415,127.3501876,2019-12-30
지류,경기도 광주시 쌍령동401번지,37.39545521,127.274292,2019-12-30
지류,경기도 광주시 오포읍 추자리산16번지,37.36244573,127.2254794,2019-12-30
지류,경기도 광주시 초월읍 대쌍령리12번지,37.38319615,127.299027,2019-12-30
지류,경기도 광주시 오포읍 양벌리958-21번지,37.36905609,127.2444579,2019-12-30
지류,경기도 광주시 도척면 궁평리421번지,37.33877478,127.3179927,2019-12-30
지류,경기도 광주시 탄벌동680번지,37.4158035,127.2289417,2019-12-30
지류,경기도 광주시 도척면 도웅리454번지,37.33741066,127.3003885,2019-12-30
지류,경기도 광주시 남한산성면 하번천리126-2번지,37.43904376,127.2926876,2019-12-30
지류,경기도 광주시 남종면 검천리819-2번지,37.53118728,127.3378023,2019-12-30
지류,경기도 광주시 남한산성면 엄미리210번지,37.4712873,127.2421997,2019-12-30
지류,경기도 광주시 오포읍 신현리426-16번지,37.37286862,127.1653742,2019-12-30
지류,경기도 광주시 곤지암읍 수양리345-11번지,37.32570733,127.3766501,2019-12-30
지류,경기도 광주시 초월읍 선동리155번지,37.37911031,127.3215804,2019-12-30
지류,경기도 광주시 도척면 노곡리341-2번지,37.29702817,127.337307,2019-12-30
지류,경기도 광주시 퇴촌면 영동리280-2번지,37.48350924,127.3806701,2019-12-30
지류,경기도 광주시 도척면 진우리187번지,37.32458909,127.3414774,2019-12-30
지류,경기도 광주시 남종면 귀여리280번지,37.50817043,127.3228484,2019-12-30
지류,경기도 광주시 목현동42-1번지,37.43194988,127.2343471,2019-12-30
지류,경기도 광주시 남종면 수청리319-3번지,37.51120951,127.3706461,2019-12-30
지류,경기도 광주시 도척면 유정리128-5번지,37.2894036,127.3274828,2019-12-30
지류,경기도 광주시 남종면 귀여리335-1번지,37.50541712,127.3203962,2019-12-30
지류,경기도 광주시 곤지암읍 신촌리231번지,37.3270049,127.3870205,2019-12-30
지류,경기도 광주시 남한산성면 하번천리101번지,37.43870278,127.2869163,2019-12-30
지류,경기도 광주시 곤지암읍 신촌리11-1번지,37.33341543,127.3982985,2019-12-30
지류,경기도 광주시 오포읍 신현리620-7번지,37.36651461,127.1575417,2019-12-30
지류,경기도 광주시 초월읍 신월리642-4번지,37.39635731,127.3153377,2019-12-30
지류,경기도 광주시 남종면 검천리406-1번지,37.53135572,127.3454041,2019-12-30
지류,경기도 광주시 남한산성면 광지원리238번지,37.4606976,127.2517903,2019-12-30
지류,경기도 광주시 퇴촌면 도마리171-3번지,37.46733135,127.2782115,2019-12-30
지류,경기도 광주시 남종면 수청리1034번지,37.50045947,127.3638597,2019-12-30
지류,경기도 광주시 도척면 추곡리353-6번지,37.26988715,127.2816304,2019-12-30
지류,경기도 광주시 곤지암읍 수양리79-8번지,37.32833461,127.3827895,2019-12-30
지류,경기도 광주시 남종면 삼성리299-1번지,37.49295339,127.283405,2019-12-30
지류,경기도 광주시 곤지암읍 건업리4-4번지,37.40415191,127.3930809,2019-12-30
지류,경기도 광주시 도척면 진우리797번지,37.31879968,127.353792,2019-12-30
지류,경기도 광주시 남종면 삼성리207-2번지,37.48449671,127.2841301,2019-12-30
지류,경기도 광주시 장지동308번지,37.38785443,127.246133,2019-12-30
지류,경기도 광주시 남한산성면 산성리896번지,37.47701673,127.1798105,2019-12-30
지류,경기도 광주시 회덕동309-15번지,37.42816962,127.2434246,2019-12-30
지류,경기도 광주시 남종면 금사리80번지,37.48748798,127.3192127,2019-12-30
지류,경기도 광주시 초월읍 학동리산54-4번지,37.39342293,127.3429551,2019-12-30
지류,경기도 광주시 남종면 수청리351-2번지,37.51316865,127.3696681,2019-12-30
지류,경기도 광주시 역동216-52번지,37.39347976,127.2493745,2019-12-30
지류,경기도 광주시 초월읍 산이리195-5번지,37.35939078,127.3069356,2019-12-30
지류,경기도 광주시 곤지암읍 삼합리301-2번지,37.38128101,127.4385571,2019-12-30
지류,경기도 광주시 퇴촌면 우산리309번지,37.43131835,127.3586134,2019-12-30
지류,경기도 광주시 역동85번지,37.40334115,127.2485082,2019-12-30
지류,경기도 광주시 퇴촌면 도수리518번지,37.47909812,127.3206341,2019-12-30
지류,경기도 광주시 남한산성면 불당리225-3번지,37.4556063,127.2074425,2019-12-30
지류,경기도 광주시 곤지암읍 만선리15-7번지,37.36561947,127.4124251,2019-12-30
지류,경기도 광주시 곤지암읍 신대리산9-19번지,37.36196677,127.3398873,2019-12-30
지류,경기도 광주시 퇴촌면 정지리309-6번지,37.44967318,127.3042968,2019-12-30
지류,경기도 광주시 남한산성면 상번천리289번지,37.45316198,127.2715997,2019-12-30
지류,경기도 광주시 곤지암읍 열미리61-1번지,37.38974916,127.3582442,2019-12-30
지류,경기도 광주시 곤지암읍 삼합리97번지,37.37773604,127.4415983,2019-12-30
지류,경기도 광주시 남한산성면 상번천리717-7번지,37.44792344,127.2637843,2019-12-30
지류,경기도 광주시 도척면 상림리37-4번지,37.30900113,127.3209009,2019-12-30
지류,경기도 광주시 남종면 수청리295-2번지,37.51057452,127.371545,2019-12-30
지류,경기도 광주시 남한산성면 검복리산128번지,37.46924995,127.1837842,2019-12-30
지류,경기도 광주시 목동402번지,37.38395921,127.197728,2019-12-30
지류,경기도 광주시 퇴촌면 광동리210-2번지,37.4719078,127.305154,2019-12-30
지류,경기도 광주시 오포읍 양벌리산121-2번지,37.3737159,127.2531729,2019-12-30
지류,경기도 광주시 곤지암읍 건업리318번지,37.38510062,127.4032959,2019-12-30
지류,경기도 광주시 초월읍 선동리148-2번지,37.37842735,127.3234835,2019-12-30
지류,경기도 광주시 목현동518-1번지,37.43558768,127.2133372,2019-12-30
지류,경기도 광주시 도척면 유정리482번지,37.28620012,127.3203611,2019-12-30
지류,경기도 광주시 오포읍 추자리49-4번지,37.36775187,127.2225347,2019-12-30
지류,경기도 광주시 오포읍 문형리416-1번지,37.34281742,127.2127806,2019-12-30
지류,경기도 광주시 초월읍 신월리19-1번지,37.39547916,127.3240421,2019-12-30
지류,경기도 광주시 퇴촌면 관음리52번지,37.44732078,127.3601272,2019-12-30
지류,경기도 광주시 남종면 수청리330번지,37.51084606,127.3683868,2019-12-30
지류,경기도 광주시 남종면 수청리137번지,37.49758293,127.3787334,2019-12-30
지류,경기도 광주시 남종면 귀여리453-2번지,37.48599176,127.3301947,2019-12-30
지류,경기도 광주시 곤지암읍 연곡리460-9번지,37.37208384,127.388179,2019-12-30
지류,경기도 광주시 목현동359번지,37.43102237,127.2084019,2019-12-30
지류,경기도 광주시 퇴촌면 오리24-1번지,37.4787876,127.3044007,2019-12-30
지류,경기도 광주시 남한산성면 불당리113번지,37.45668993,127.2064477,2019-12-30
지류,경기도 광주시 남종면 금사리78번지,37.48785365,127.3201253,2019-12-30
지류,경기도 광주시 오포읍 능평리659-6번지,37.34328792,127.150431,2019-12-30
지류,경기도 광주시 남종면 금사리77번지,37.4877478,127.3205221,2019-12-30
지류,경기도 광주시 곤지암읍 건업리65번지,37.39766415,127.4055457,2019-12-30
지류,경기도 광주시 오포읍 매산리618-4번지,37.36613286,127.2438775,2019-12-30
지류,경기도 광주시 도척면 유정리492-2번지,37.28555391,127.3176716,2019-12-30
지류,경기도 광주시 퇴촌면 도수리178-7번지,37.47046594,127.3333402,2019-12-30
지류,경기도 광주시 퇴촌면 관음리328-15번지,37.45597256,127.335831,2019-12-30
지류,경기도 광주시 곤지암읍 건업리169-2번지,37.39504485,127.4061198,2019-12-30
지류,경기도 광주시 남종면 검천리790번지,37.52828097,127.3353275,2019-12-30
지류,경기도 광주시 곤지암읍 신촌리240-16번지,37.32812727,127.3845064,2019-12-30
지류,경기도 광주시 퇴촌면 원당리313번지,37.42966355,127.3219729,2019-12-30
지류,경기도 광주시 남종면 수청리804-1번지,37.50059555,127.3690837,2019-12-30
지류,경기도 광주시 남한산성면 오전리446번지,37.45848752,127.2193147,2019-12-30
지류,경기도 광주시 퇴촌면 우산리388-50번지,37.42278181,127.3765711,2019-12-30
지류,경기도 광주시 중대동156-3번지,37.40161291,127.2263987,2019-12-30
지류,경기도 광주시 초월읍 지월리190번지,37.40544517,127.2977019,2019-12-30
지류,경기도 광주시 곤지암읍 만선리298-4번지,37.36529104,127.4079908,2019-12-30
지류,경기도 광주시 퇴촌면 도마리187번지,37.46503503,127.2769675,2019-12-30
지류,경기도 광주시 도척면 방도리339-7번지,37.28500731,127.3260896,2019-12-30
지류,경기도 광주시 곤지암읍 연곡리216-5번지,37.36737887,127.393196,2019-12-30
지류,경기도 광주시 곤지암읍 곤지암리산45번지,37.34230644,127.3401719,2019-12-30
지류,경기도 광주시 곤지암읍 수양리182번지,37.34159798,127.3740361,2019-12-30
지류,경기도 광주시 퇴촌면 영동리145-4번지,37.4687806,127.3814358,2019-12-30
지류,경기도 광주시 오포읍 매산리618-1번지,37.36628561,127.2438082,2019-12-30
지류,경기도 광주시 남종면 귀여리51번지,37.50563952,127.3454699,2019-12-30
지류,경기도 광주시 퇴촌면 도수리281-7번지,37.46681754,127.3287262,2019-12-30
지류,경기도 광주시 남종면 금사리203-2번지,37.48630892,127.3054845,2019-12-30
지류,경기도 광주시 오포읍 추자리121-1번지,37.36618462,127.2350937,2019-12-30
지류,경기도 광주시 곤지암읍 부항리476-5번지,37.3528273,127.386416,2019-12-30
지류,경기도 광주시 직동293-3번지,37.39935091,127.1834009,2019-12-30
지류,경기도 광주시 남종면 귀여리246번지,37.51433037,127.3191165,2019-12-30
지류,경기도 광주시 남종면 검천리138-11번지,37.52324715,127.3654542,2019-12-30
지류,경기도 광주시 도척면 유정리585-22번지,37.28827883,127.3074066,2019-12-30
지류,경기도 광주시 오포읍 문형리398-8번지,37.33760391,127.2133541,2019-12-30
지류,경기도 광주시 곤지암읍 이선리545-1번지,37.3528051,127.4177509,2019-12-30
지류,경기도 광주시 직동1-9번지,37.401464,127.2052675,2019-12-30
지류,경기도 광주시 퇴촌면 관음리548-3번지,37.4636763,127.3277595,2019-12-30
지류,경기도 광주시 오포읍 능평리695-1번지,37.34298484,127.1496331,2019-12-30
지류,경기도 광주시 곤지암읍 부항리543-6번지,37.35156039,127.3801843,2019-12-30
지류,경기도 광주시 곤지암읍 이선리380-12번지,37.35814704,127.4192676,2019-12-30
지류,경기도 광주시 장지동542번지,37.40784004,127.2306498,2019-12-30
지류,경기도 광주시 남한산성면 오전리278-1번지,37.45470006,127.2326463,2019-12-30
지류,경기도 광주시 태전동74번지,37.38094574,127.2214616,2019-12-30
지류,경기도 광주시 곤지암읍 곤지암리195-1번지,37.34523802,127.3521552,2019-12-30
지류,경기도 광주시 오포읍 추자리3-2번지,37.36859031,127.2212278,2019-12-30
지류,경기도 광주시 중대동154-1번지,37.401185,127.2257254,2019-12-30
지류,경기도 광주시 오포읍 매산리552-1번지,37.36376076,127.2577758,2019-12-30
지류,경기도 광주시 도척면 방도리170번지,37.27733934,127.3373665,2019-12-30
지류,경기도 광주시 초월읍 지월리82-1번지,37.42810688,127.2991291,2019-12-30
지류,경기도 광주시 오포읍 추자리427번지,37.35965479,127.2217263,2019-12-30
지류,경기도 광주시 오포읍 양벌리730-10번지,37.37058394,127.2537797,2019-12-30
지류,경기도 광주시 퇴촌면 광동리38-7번지,37.46028855,127.3167911,2019-12-30
지류,경기도 광주시 퇴촌면 광동리12-3번지,37.46229211,127.3157782,2019-12-30
지류,경기도 광주시 곤지암읍 건업리617-4번지,37.39506712,127.4015907,2019-12-30
지류,경기도 광주시 도척면 방도리57-5번지,37.275905,127.3386984,2019-12-30
지류,경기도 광주시 탄벌동435번지,37.41770468,127.2414849,2019-12-30
지류,경기도 광주시 남종면 귀여리436번지,37.48149051,127.3309245,2019-12-30
지류,경기도 광주시 도척면 유정리438-3번지,37.2869862,127.3238841,2019-12-30
지류,경기도 광주시 도척면 상림리55-2번지,37.31151242,127.3204159,2019-12-30
지류,경기도 광주시 목현동663-18번지,37.43239806,127.2052688,2019-12-30
지류,경기도 광주시 도척면 궁평리785번지,37.34383675,127.3113784,2019-12-30
지류,경기도 광주시 도척면 방도리685번지,37.27900761,127.3122501,2019-12-30
지류,경기도 광주시 곤지암읍 이선리372번지,37.35570985,127.4202458,2019-12-30
지류,경기도 광주시 남한산성면 상번천리367-3번지,37.45509962,127.2745876,2019-12-30
지류,경기도 광주시 퇴촌면 무수리169번지,37.45876007,127.2838099,2019-12-30
지류,경기도 광주시 삼동404-6번지,37.41531343,127.19457,2019-12-30
지류,경기도 광주시 초월읍 신월리38-20번지,37.39591262,127.3289625,2019-12-30
지류,경기도 광주시 곤지암읍 오향리219번지,37.36843809,127.3716573,2019-12-30
지류,경기도 광주시 곤지암읍 부항리102-4번지,37.35369036,127.4072803,2019-12-30
지류,경기도 광주시 태전동산57-1번지,37.39558452,127.2099939,2019-12-30
지류,경기도 광주시 남한산성면 불당리217번지,37.45380913,127.2068398,2019-12-30
지류,경기도 광주시 남종면 수청리170번지,37.4996501,127.3743055,2019-12-30
지류,경기도 광주시 초월읍 지월리270-7번지,37.41088149,127.2981709,2019-12-30
지류,경기도 광주시 남한산성면 불당리5-1번지,37.46013756,127.2126736,2019-12-30
지류,경기도 광주시 도척면 궁평리771번지,37.34394099,127.3138153,2019-12-30
지류,경기도 광주시 도척면 진우리976-1번지,37.32425575,127.3366397,2019-12-30
지류,경기도 광주시 초월읍 쌍동리3-13번지,37.37003604,127.304433,2019-12-30
지류,경기도 광주시 퇴촌면 도마리26-2번지,37.4711402,127.2896839,2019-12-30
지류,경기도 광주시 도척면 노곡리48-24번지,37.3083864,127.3284648,2019-12-30
지류,경기도 광주시 퇴촌면 우산리197-8번지,37.43238491,127.3692938,2019-12-30
지류,경기도 광주시 도척면 진우리355-2번지,37.3153892,127.3350816,2019-12-30
지류,경기도 광주시 남한산성면 하번천리18-3번지,37.44089808,127.296908,2019-12-30
지류,경기도 광주시 남한산성면 엄미리502-19번지,37.46873196,127.2164726,2019-12-30
지류,경기도 광주시 도척면 상림리산27번지,37.31403947,127.3179676,2019-12-30
지류,경기도 광주시 곤지암읍 봉현리78-17번지,37.33758123,127.409596,2019-12-30
지류,경기도 광주시 오포읍 신현리산80-7번지,37.3740512,127.1631256,2019-12-30
지류,경기도 광주시 남한산성면 광지원리305-1번지,37.45267321,127.2538819,2019-12-30
지류,경기도 광주시 목현동706번지,37.43198389,127.2080076,2019-12-30
지류,경기도 광주시 퇴촌면 관음리710-10번지,37.45756897,127.3233605,2019-12-30
지류,경기도 광주시 목현동901번지,37.42680495,127.2110449,2019-12-30
지류,경기도 광주시 곤지암읍 수양리375-4번지,37.32188343,127.3692235,2019-12-30
지류,경기도 광주시 도척면 궁평리914번지,37.33378423,127.3214006,2019-12-30
지류,경기도 광주시 곤지암읍 수양리453-1번지,37.33649989,127.3676457,2019-12-30
지류,경기도 광주시 초월읍 서하리470번지,37.43481066,127.3067394,2019-12-30
지류,경기도 광주시 초월읍 산이리58-2번지,37.35625648,127.3102831,2019-12-30
지류,경기도 광주시 도척면 진우리140-2번지,37.32844034,127.340496,2019-12-30
지류,경기도 광주시 퇴촌면 오리산3-1번지,37.47778502,127.307067,2019-12-30
지류,경기도 광주시 곤지암읍 장심리186-23번지,37.38285862,127.3912309,2019-12-30
지류,경기도 광주시 오포읍 신현리798-2번지,37.3549826,127.1464728,2019-12-30
지류,경기도 광주시 초월읍 산이리68-1번지,37.3594323,127.3109653,2019-12-30
지류,경기도 광주시 남종면 검천리17-3번지,37.53002093,127.3600113,2019-12-30
지류,경기도 광주시 곤지암읍 봉현리294-3번지,37.3423652,127.4040171,2019-12-30
지류,경기도 광주시 오포읍 양벌리221-3번지,37.38754481,127.2584678,2019-12-30
지류,경기도 광주시 오포읍 양벌리911-1번지,37.36430788,127.2473729,2019-12-30
지류,경기도 광주시 남종면 수청리889번지,37.49741053,127.3716777,2019-12-30
지류,경기도 광주시 곤지암읍 유사리272번지,37.37352046,127.4194091,2019-12-30
지류,경기도 광주시 남종면 수청리380번지,37.51456769,127.3684234,2019-12-30
지류,경기도 광주시 곤지암읍 봉현리497번지,37.34710934,127.3995214,2019-12-30
지류,경기도 광주시 곤지암읍 열미리292-5번지,37.35846625,127.3688843,2019-12-30
지류,경기도 광주시 역동170-12번지,37.40285431,127.254172,2019-12-30
지류,경기도 광주시 오포읍 고산리205-2번지,37.37017141,127.2371081,2019-12-30
지류,경기도 광주시 오포읍 문형리92번지,37.35970502,127.2048606,2019-12-30
지류,경기도 광주시 도척면 상림리168-25번지,37.31181067,127.2943416,2019-12-30
지류,경기도 광주시 남한산성면 산성리958번지,37.47797829,127.1807385,2019-12-30
지류,경기도 광주시 남한산성면 광지원리354-2번지,37.459039,127.253118,2019-12-30
지류,경기도 광주시 퇴촌면 오리242-1번지,37.48180132,127.30357,2019-12-30
지류,경기도 광주시 곤지암읍 봉현리80-26번지,37.33989484,127.409149,2019-12-30
지류,경기도 광주시 퇴촌면 도수리380-2번지,37.46923007,127.3188466,2019-12-30
지류,경기도 광주시 퇴촌면 원당리94번지,37.44086964,127.3182444,2019-12-30
지류,경기도 광주시 초월읍 지월리산28-8번지,37.42974137,127.2936563,2019-12-30
지류,경기도 광주시 오포읍 능평리799-1번지,37.34074994,127.1433495,2019-12-30
지류,경기도 광주시 남종면 삼성리198-3번지,37.48287197,127.2821782,2019-12-30
지류,경기도 광주시 도척면 유정리540-2번지,37.28973119,127.31857,2019-12-30
지류,경기도 광주시 초월읍 쌍동리259-10번지,37.37430977,127.295711,2019-12-30
지류,경기도 광주시 오포읍 고산리305번지,37.37028843,127.2259747,2019-12-30
지류,경기도 광주시 남한산성면 엄미리480-1번지,37.47210605,127.2198178,2019-12-30
지류,경기도 광주시 오포읍 문형리375-62번지,37.3466431,127.2162622,2019-12-30
지류,경기도 광주시 초월읍 무갑리663번지,37.42833687,127.3014545,2019-12-30
지류,경기도 광주시 오포읍 신현리1038번지,37.35055913,127.1391184,2019-12-30
지류,경기도 광주시 곤지암읍 부항리426-2번지,37.35718613,127.3876788,2019-12-30
지류,경기도 광주시 도척면 방도리50-4번지,37.27653738,127.3389861,2019-12-30
지류,경기도 광주시 오포읍 문형리268-14번지,37.34976899,127.213408,2019-12-30
지류,경기도 광주시 초월읍 무갑리237-6번지,37.41629089,127.3234488,2019-12-30
지류,경기도 광주시 도척면 도웅리76-3번지,37.32749699,127.310884,2019-12-30
지류,경기도 광주시 쌍령동332번지,37.40049605,127.2778579,2019-12-30
지류,경기도 광주시 남한산성면 불당리산151-2번지,37.45954666,127.2064967,2019-12-30
지류,경기도 광주시 곤지암읍 수양리544-2번지,37.32858765,127.3624874,2019-12-30
지류,경기도 광주시 초월읍 무갑리500-1번지,37.41771624,127.3158894,2019-12-30
지류,경기도 광주시 곤지암읍 연곡리241번지,37.36252918,127.3875903,2019-12-30
지류,경기도 광주시 남한산성면 오전리21번지,37.45580316,127.2374162,2019-12-30
지류,경기도 광주시 남종면 수청리783번지,37.49971333,127.3726311,2019-12-30
지류,경기도 광주시 곤지암읍 삼합리91-2번지,37.37780419,127.4407622,2019-12-30
지류,경기도 광주시 도척면 유정리45-4번지,37.29461117,127.3353318,2019-12-30
지류,경기도 광주시 역동64-3번지,37.40393496,127.2583744,2019-12-30
지류,경기도 광주시 오포읍 능평리560-5번지,37.34851484,127.1580925,2019-12-30
지류,경기도 광주시 오포읍 양벌리940-18번지,37.3668838,127.2457667,2019-12-30
지류,경기도 광주시 초월읍 신월리260-1번지,37.40708463,127.3129812,2019-12-30
지류,경기도 광주시 곤지암읍 연곡리531-3번지,37.37555334,127.3864911,2019-12-30
지류,경기도 광주시 남한산성면 불당리348-2번지,37.45099666,127.2093673,2019-12-30
지류,경기도 광주시 곤지암읍 장심리117번지,37.3852388,127.3914827,2019-12-30
지류,경기도 광주시 오포읍 능평리286-6번지,37.34728325,127.167429,2019-12-30
지류,경기도 광주시 퇴촌면 광동리158-2번지,37.47074655,127.3115183,2019-12-30
지류,경기도 광주시 퇴촌면 영동리132번지,37.4672688,127.3818213,2019-12-30
지류,경기도 광주시 퇴촌면 정지리23번지,37.44529126,127.3162153,2019-12-30
지류,경기도 광주시 초월읍 학동리71-2번지,37.39057284,127.3408567,2019-12-30
지류,경기도 광주시 태전동441-7번지,37.39760099,127.2056583,2019-12-30
지류,경기도 광주시 곤지암읍 유사리115-3번지,37.3710788,127.423165,2019-12-30
지류,경기도 광주시 도척면 도웅리15-11번지,37.32562064,127.3105288,2019-12-30
지류,경기도 광주시 남종면 수청리575번지,37.51207008,127.3681164,2019-12-30
지류,경기도 광주시 곤지암읍 건업리650번지,37.38197246,127.3994587,2019-12-30
지류,경기도 광주시 곤지암읍 이선리381-2번지,37.35781734,127.4181864,2019-12-30
지류,경기도 광주시 탄벌동533번지,37.41008911,127.2398558,2019-12-30
지류,경기도 광주시 남종면 분원리82-4번지,37.49456858,127.300353,2019-12-30
지류,경기도 광주시 목현동454번지,37.43617109,127.2089354,2019-12-30
지류,경기도 광주시 오포읍 양벌리921-2번지,37.36660281,127.249766,2019-12-30
지류,경기도 광주시 탄벌동325-2번지,37.42290782,127.2406869,2019-12-30
지류,경기도 광주시 쌍령동425-1번지,37.39774655,127.2732422,2019-12-30
지류,경기도 광주시 남종면 검천리603번지,37.52254227,127.3501307,2019-12-30
지류,경기도 광주시 곤지암읍 유사리22-5번지,37.36849992,127.4340232,2019-12-30
지류,경기도 광주시 도척면 궁평리880번지,37.34337559,127.3095542,2019-12-30
지류,경기도 광주시 초월읍 지월리199번지,37.40791066,127.2971142,2019-12-30
지류,경기도 광주시 초월읍 쌍동리255-2번지,37.37728752,127.2979302,2019-12-30
