업소명,업종명,서비스대상구분,외국어안내서비스,소재지도로명주소,소재지지번주소,객실수,위도,경도,데이터기준일자
행복나무,민박,내국인+외국인,없음,경기도 가평군 상면 청군로 776-28,경기도 가평군 상면 임초리 493-1,3,37.78131814,127.3716974,2021-06-09
아리따운펜션,민박,내국인+외국인,없음,경기도 가평군 북면 백둔로 304-15,경기도 가평군 북면 백둔리 146-3,6,37.90477495,127.4736551,2021-06-09
산수펜션,민박,내국인+외국인,없음,경기도 가평군 북면 논남기길 19-35,경기도 가평군 북면 도대리 532-1,1,37.96761875,127.4600505,2021-06-09
산꼭대기올라가,민박,내국인+외국인,없음,경기도 가평군 가평읍 호반로 1723-79,경기도 가평군 가평읍 산유리 422-4,5,37.74995826,127.5108179,2021-06-09
솔밭펜션 캠핑장,민박,내국인+외국인,없음,경기도 가평군 조종면 운악청계로 371번길 58-34,경기도 가평군 조종면 신상리 261-3,5,37.85320954,127.350714,2021-06-09
꿈의 대화,민박,내국인+외국인,없음,경기도 가평군 북면 가화로 1138-59,경기도 가평군 북면 제령리 산14,4,37.8962986,127.540673,2021-06-09
에뜨유명산,민박,내국인+외국인,없음,경기도 가평군 설악면 유명산길 124-17,경기도 가평군 설악면 가일리 235-4,1,37.591971,127.4862939,2021-06-09
240st.,민박,내국인+외국인,없음,경기도 가평군 청평면 수리재길 240-7,경기도 가평군 청평면 상천리 641-1,1,37.78356046,127.4353244,2021-06-09
더풀하우스,민박,내국인+외국인,없음,경기도 가평군 가평읍 용추로 587-34,경기도 가평군 가평읍 승안리 613-1,4,37.85898596,127.464054,2021-06-09
커피마마 게스트하우스,민박,내국인+외국인,없음,경기도 가평군 가평읍 북한강변로 1146-1,경기도 가평군 가평읍 달전리 323-6,1,37.81261727,127.5188252,2021-06-09
힐링스토리 펜션,민박,내국인+외국인,없음,경기도 가평군 상면 수목원로 381,경기도 가평군 상면 행현리 661-2,7,37.74787651,127.3540928,2021-06-09
라플로레스타,민박,내국인+외국인,없음,경기도 가평군 가평읍 보납로 459-141,경기도 가평군 가평읍 개곡리 641-1,2,37.85624347,127.5433792,2021-06-09
대성리유스캠프,민박,내국인+외국인,없음,경기도 가평군 청평면 경춘로 31-80,경기도 가평군 청평면 대성리 636,1,37.67963391,127.375343,2021-06-09
운악스마일펜션,민박,내국인+외국인,없음,경기도 가평군 조종면 와곡길 47,경기도 가평군 조종면 운악리 465-5,3,37.8668208,127.3518803,2021-06-09
영심이네민박,민박,내국인+외국인,없음,경기도 가평군 북면 화악산로 1087-55,경기도 가평군 북면 화악리 915-1,2,37.94929717,127.5343283,2021-06-09
프랜치캣풀빌라펜션,민박,내국인+외국인,없음,경기도 가평군 북면 보안벚꽃길 70,경기도 가평군 북면 목동리 707-25,3,37.89404122,127.551215,2021-06-09
프랜치캣펜션,민박,내국인+외국인,없음,경기도 가평군 북면 보안벚꽃길 68,경기도 가평군 북면 목동리 707-45,5,37.89377094,127.5509646,2021-06-09
가평독채펜션힐링하우스,민박,내국인+외국인,없음,경기도 가평군 북면 화악산로 66-16,경기도 가평군 북면 목동리 746-18,1,37.89038996,127.5534075,2021-06-09
숲속다람쥐펜션,민박,내국인+외국인,없음,경기도 가평군 설악면 봉미산안길13번길 153,경기도 가평군 설악면 설곡리 388,1,37.62821956,127.5326728,2021-06-09
더슬로우,민박,내국인+외국인,없음,경기도 가평군 상면 수목원로164번길 55,경기도 가평군 상면 행현리 484,2,37.75979943,127.3601773,2021-06-09
펜션웰리스,민박,내국인+외국인,없음,경기도 가평군 북면 꽃넘이길 35-1,경기도 가평군 북면 제령리 532,4,37.89556339,127.5273084,2021-06-09
더웰니스풀빌라&스파펜션,민박,내국인+외국인,없음,경기도 가평군 북면 꽃넘이길 35,경기도 가평군 북면 제령리 532-3,4,37.89544617,127.5275245,2021-06-09
청평사계절펜션,민박,내국인+외국인,없음,경기도 가평군 청평면 마지기길 34,경기도 가평군 청평면 하천리 217-1,6,37.74784014,127.4339252,2021-06-09
봉봉게스트하우스,민박,내국인+외국인,없음,경기도 가평군 청평면 양진길 11-10,경기도 가평군 청평면 고성리 725-2,3,37.71505829,127.4851934,2021-06-09
숲속계곡,민박,내국인+외국인,없음,경기도 가평군 청평면 호명리길 91,경기도 가평군 청평면 호명리 166-1,6,37.72363434,127.4637564,2021-06-09
너나드리민박,민박,내국인+외국인,없음,경기도 가평군 북면 가화로 2339-25,경기도 가평군 북면 도대리 306-6,3,37.95025578,127.4795576,2021-06-09
귀족,민박,내국인+외국인,없음,경기도 가평군 가평읍 복장포길  46-142,경기도 가평군 가평읍 복장리 212-3,1,37.74394685,127.503269,2021-06-09
꼬망세,민박,내국인+외국인,없음,경기도 가평군 상면 청우산2길 42-38,경기도 가평군 상면 덕현리 329,2,37.76752567,127.3969955,2021-06-09
록키펜션,민박,내국인+외국인,없음,경기도 가평군 북면 화악산로 897,경기도 가평군 북면 화악리 748-12,7,37.93560367,127.5427772,2021-06-09
올라펜션,민박,내국인+외국인,없음,경기도 가평군 가평읍 태봉두밀로 269-51,경기도 가평군 가평읍 두밀리 2-29,6,37.81460583,127.4661774,2021-06-09
하야타,민박,내국인+외국인,없음,경기도 가평군 북면 가화로 2372-24,경기도 가평군 북면 도대리 324-13,5,37.95350913,127.4777127,2021-06-09
까사루체펜션,민박,내국인+외국인,없음,경기도 가평군 조종면 현등사길 71,경기도 가평군 조종면 운악리 426-9,3,37.86378131,127.3433143,2021-06-09
숲속의하루,민박,내국인+외국인,없음,경기도 가평군 가평읍 용추로 587-29,경기도 가평군 가평읍 승안리 617-3,3,37.85908527,127.464611,2021-06-09
마실펜션,민박,내국인+외국인,없음,경기도 가평군 조종면 운악청계로 353-59,경기도 가평군 조종면 신상리 283-4,3,37.84689287,127.3519316,2021-06-09
들뫼순,민박,내국인+외국인,없음,경기도 가평군 설악면 유명로 625-49,경기도 가평군 설악면 가일리 290-34,3,37.60221079,127.4907216,2021-06-09
가평산토리니,민박,내국인+외국인,없음,경기도 가평군 상면 축령로45번길 112,경기도 가평군 상면 행현리 337-5,3,37.76663429,127.3625601,2021-06-09
플로리안,민박,내국인+외국인,없음,경기도 가평군 가평읍 북한강변로 326-298,경기도 가평군 가평읍 금대리 56-11,3,37.7570634,127.5401425,2021-06-09
아마빌레펜션,민박,내국인+외국인,없음,경기도 가평군 북면 가화로 3289-24,경기도 가평군 북면 적목리 564-1,2,38.0018672,127.4377756,2021-06-09
The 626 kids poolvilla,민박,내국인+외국인,없음,경기도 가평군 상면 임초밤안골로 355,경기도 가평군 상면 임초리 626,3,37.74522107,127.3569244,2021-06-09
가평다온펜션,민박,내국인+외국인,없음,경기도 가평군 가평읍 경반안로 357-187,경기도 가평군 가평읍 경반리 583-34,5,37.83116377,127.4688744,2021-06-09
다온펜션,민박,내국인+외국인,없음,경기도 가평군 가평읍 경반안로 357-177,경기도 가평군 가평읍 경반리 583-35,5,37.83147014,127.4685561,2021-06-09
에버그린,민박,내국인+외국인,없음,경기도 가평군 설악면 자잠로 189-9,경기도 가평군 설악면 사룡리 612-17,3,37.69117315,127.4873872,2021-06-09
쿠잉펜션,민박,내국인+외국인,없음,경기도 가평군 가평읍 태봉두밀로406번길 14-40,경기도 가평군 가평읍 두밀리 19-3,4,37.81778484,127.4579613,2021-06-09
자라게스트하우스,민박,내국인+외국인,없음,경기도 가평군 가평읍 호반로 2583,경기도 가평군 가평읍 달전리 405-30,4,37.81646651,127.5145315,2021-06-09
이지펜션,민박,내국인+외국인,없음,경기도 가평군 가평읍 태봉두밀로 269-119,경기도 가평군 가평읍 두밀리 2-22,4,37.81524589,127.4665861,2021-06-09
샘물펜션,민박,내국인+외국인,없음,경기도 가평군 설악면 유명로 2001-13,경기도 가평군 설악면 회곡리 243-2,7,37.68738266,127.4638307,2021-06-09
Koi,민박,내국인+외국인,없음,경기도 가평군 가평읍 북한강변로 1007-22,경기도 가평군 가평읍 달전리 150-3,4,37.80340493,127.5235939,2021-06-09
그하루,민박,내국인+외국인,없음,경기도 가평군 북면 화악산로 943-12,경기도 가평군 북면 화악리 757-2,1,37.93770488,127.5394098,2021-06-09
카멜펜션,민박,내국인+외국인,없음,경기도 가평군 북면 논남기길 478,경기도 가평군 북면 적목리 327,5,37.9689816,127.4133255,2021-06-09
엘르,민박,내국인+외국인,없음,경기도 가평군 상면 원흥길  13-11,경기도 가평군 상면 원흥리 260-3,2,37.81838948,127.3291398,2021-06-09
꽃피는산골,민박,내국인+외국인,없음,경기도 가평군 가평읍 용추로 278-27,경기도 가평군 가평읍 승안리 415-13,4,37.85088749,127.483518,2021-06-09
포근,민박,내국인+외국인,없음,경기도 가평군 가평읍 태봉두밀로406번길 14-45,경기도 가평군 가평읍 두밀리 50-3,5,37.8186775,127.4589607,2021-06-09
파인휴펜션,민박,내국인+외국인,없음,경기도 가평군 가평읍 태봉두밀로 83-1,경기도 가평군 가평읍 하색리 701-17,3,37.80600995,127.4774731,2021-06-09
포인트,민박,내국인+외국인,없음,경기도 가평군 북면 화악산로 914-30,경기도 가평군 북면 화악리 794-17,1,37.93670275,127.5441548,2021-06-09
연인밸리,민박,내국인+외국인,없음,경기도 가평군 북면 백둔로467번길 5-9,경기도 가평군 북면 백둔리 364-6,3,37.90207555,127.4581295,2021-06-09
담담담한옥,민박,내국인+외국인,없음,경기도 가평군 조종면 운악청계로368번길 190,경기도 가평군 조종면 신하리 393,2,37.83376733,127.3572763,2021-06-09
둥지펜션,민박,내국인+외국인,없음,경기도 가평군 가평읍 용추로 621,경기도 가평군 가평읍 승안리 650-1,5,37.86239375,127.4669059,2021-06-09
아제로스,민박,내국인+외국인,없음,경기도 가평군 상면 청군로 407,경기도 가평군 상면 덕현리 409-7,4,37.75848365,127.395044,2021-06-09
그린필드,민박,내국인+외국인,없음,경기도 가평군 조종면 연인산로 45-240,경기도 가평군 조종면 신하리 396-6,2,37.83243409,127.3578584,2021-06-09
유명산휴펜션,민박,내국인+외국인,없음,경기도 가평군 설악면 유명산길 13,경기도 가평군 설악면 가일리 191,3,37.60057051,127.4933954,2021-06-09
월화수목,민박,내국인+외국인,없음,경기도 가평군 북면 꽃넘이길 72,경기도 가평군 북면 제령리 514-3,5,37.89774518,127.5244657,2021-06-09
전원펜션,민박,내국인+외국인,없음,경기도 가평군 가평읍 호반로 1549,경기도 가평군 가평읍 복장리 347,2,37.73637564,127.5046079,2021-06-09
죠이아,민박,내국인+외국인,없음,경기도 가평군 가평읍 잎너비길 17-192,경기도 가평군 가평읍 읍내리 75-2,1,37.85494382,127.5131409,2021-06-09
praise suite,민박,내국인+외국인,없음,경기도 가평군 청평면 고재길 273,경기도 가평군 청평면 고성리 83,2,37.70484621,127.5145211,2021-06-09
피치코코펜션,민박,내국인+외국인,없음,경기도 가평군 북면 백둔로467번길 58,경기도 가평군 북면 백둔리 487,5,37.90008176,127.453069,2021-06-09
해연채펜션,민박,내국인+외국인,없음,경기도 가평군 가평읍 북한강변로 1094,경기도 가평군 가평읍 달전리 50-5,5,37.81001159,127.5236642,2021-06-09
프란다스펜션,민박,내국인+외국인,없음,경기도 가평군 상면 축령로70번길 59-21,경기도 가평군 상면 행현리 166-1,7,37.77772873,127.3618242,2021-06-09
청호,민박,내국인+외국인,없음,경기도 가평군 청평면 양진길 14,경기도 가평군 청평면 고성리 727,1,37.71455363,127.4858969,2021-06-09
갤럭시하우스,민박,내국인+외국인,없음,경기도 가평군 북면 오목골길 11 ,경기도 가평군 북면 도대리 67-3,3,37.91732397,127.4958701,2021-06-09
라일락,민박,내국인+외국인,없음,경기도 가평군 청평면 행자골길 36-19,경기도 가평군 청평면 상천리 1217-8,1,37.76509046,127.4500322,2021-06-09
레브,민박,내국인+외국인,없음,경기도 가평군 상면 수목원로 238-99,경기도 가평군 상면 행현리 481-25,1,37.7583542,127.3575802,2021-06-09
에코피아그린,민박,내국인+외국인,없음,경기도 가평군 북면 가화로 3010,경기도 가평군 북면 적목리 486-9,3,37.98414853,127.4391457,2021-06-09
꿈과사랑,민박,내국인+외국인,없음,경기도 가평군 북면 백둔로 510-100,경기도 가평군 북면 백둔리 443-12,1,37.90554374,127.453259,2021-06-09
건들내민박,민박,내국인+외국인,없음,경기도 가평군 북면 화악산로 1368,경기도 가평군 북면 화악리 1065,5,37.9711376,127.5264825,2021-06-09
샤갈스파펜션,민박,내국인+외국인,없음,경기도 가평군 청평면 호반로 1040,경기도 가평군 청평면 고성리 584,4,37.71344543,127.4902199,2021-06-09
세븐데이즈,민박,내국인+외국인,없음,경기도 가평군 가평읍 호반로 2034-12,경기도 가평군 가평읍 이화리 84-10,1,37.77293305,127.5111506,2021-06-09
블루펜션,민박,내국인+외국인,없음,경기도 가평군 북면 멱골로 212-1,경기도 가평군 북면 목동리 366-2,2,37.90873785,127.5748754,2021-06-09
애프터눈가든,민박,내국인+외국인,없음,경기도 가평군 상면 둔덕말길 13-120,경기도 가평군 상면 상동리 187-3,4,37.79289063,127.3167842,2021-06-09
솔로몬 펜션,민박,내국인+외국인,없음,경기도 가평군 청평면 호명리길 42,경기도 가평군 청평면 호명리 196,5,37.72010032,127.4612504,2021-06-09
그림수첩갈피마다,민박,내국인+외국인,없음,경기도 가평군 상면 수목원로 92-45,경기도 가평군 상면 행현리 308-2,5,37.76951093,127.3637811,2021-06-09
비둘기펜션,민박,내국인+외국인,없음,"경기도 가평군 가평읍 북한강변로 908-21(1,2,3동)","경기도 가평군 가평읍 이화리 9-6(1,2,3동)",3,37.79808795,127.5191169,2021-06-09
프라도,민박,내국인+외국인,없음,경기도 가평군 북면 화악산로207번길 5-33,경기도 가평군 북면 소법리 103-7,5,37.89854337,127.5604426,2021-06-09
클레어드루나0915,민박,내국인+외국인,없음,경기도 가평군 가평읍 용추로 508-77,경기도 가평군 가평읍 승안리 646-5,4,37.86186264,127.469339,2021-06-09
휴블레스펜션,민박,내국인+외국인,없음,경기도 가평군 북면 백둔로 510-11,경기도 가평군 북면 백둔리 434,6,37.90475051,127.4530547,2021-06-09
