구,업종명,사업장명,영업상태,인허가일자,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지면적(㎡),소재지전체주소,도로명전체주소,데이터기준일자
중원구,일반음식점,통일식당,영업중,1999-10-20,-,-,-,-,34.29,경기도 성남시 중원구 금광동 3160번지 (1층),"경기도 성남시 중원구 광명로361번길 7, 1층 (금광동)",2021-03-31
중원구,일반음식점,밥주세요 행복한 밥상,영업중,2002-06-15,-,-,-,-,31.59,경기도 성남시 중원구 상대원동 2343번지 (1층),"경기도 성남시 중원구 금상로58번길 6, 1층 (상대원동)",2021-03-31
중원구,일반음식점,도솔마을,영업중,2002-11-19,-,-,-,-,74.25,경기도 성남시 중원구 상대원동 220번지 (2층),"경기도 성남시 중원구 금상로 124, 2층 (상대원동)",2021-03-31
분당구,일반음식점,시마스시,영업중,1999-04-08,-,-,-,-,20.56,경기도 성남시 분당구 수내동 14번지 롯데백화점 지하1층 일부,"경기도 성남시 분당구 황새울로200번길 45 (수내동, 롯데백화점 지하1층 일부)",2021-03-31
수정구,일반음식점,피엠푸드 양지점,영업중,2011-03-30,-,-,-,-,30.6,경기도 성남시 수정구 양지동 857 1층,"경기도 성남시 수정구 산성대로 489 (양지동,1층)",2021-03-31
중원구,일반음식점,참새방앗간,영업중,1999-05-10,-,-,-,-,39.52,경기도 성남시 중원구 성남동 3643번지 (1층),"경기도 성남시 중원구 제일로63번길 25-4, 1층 (성남동)",2021-03-31
분당구,일반음식점,아웃백스테이크하우스서현점,영업중,2002-09-18,-,-,-,-,564.27,경기도 성남시 분당구 서현동 251-1번지 야베스벨리 201-205호,"경기도 성남시 분당구 서현로 192 (서현동,야베스벨리 201-205호)",2021-03-31
수정구,일반음식점,성남야시장,영업중,2002-07-19,-,-,-,-,104.13,경기도 성남시 수정구 양지동 876번지 2층,"경기도 성남시 수정구 산성대로 479, 2층 (양지동)",2021-03-31
중원구,일반음식점,보쌈마루,영업중,2005-10-04,-,-,-,-,30,경기도 성남시 중원구 금광동 3479 2층 일부,"경기도 성남시 중원구 산성대로408번길 30, 2층 일부호 (금광동)",2021-03-31
분당구,일반음식점,에이치(H),영업중,2011-06-20,-,-,-,-,102.2,경기도 성남시 분당구 정자동 156-2번지 백궁프라자Ⅲ 3층 302호,"경기도 성남시 분당구 성남대로331번길 3-9 (정자동,백궁프라자Ⅲ 3층 302호)",2021-03-31
수정구,일반음식점,바다사랑회도매시장,영업중,2011-07-12,-,-,-,-,150.15,경기도 성남시 수정구 태평동 3475번지,"경기도 성남시 수정구 탄리로 86, 1층 (태평동)",2021-03-31
분당구,일반음식점,도솔마을,영업중,1999-12-03,-,-,-,-,81.29,경기도 성남시 분당구 정자동 55-5,경기도 성남시 분당구 내정로113번길 6 (정자동),2021-03-31
분당구,일반음식점,시골밥상집,영업중,2008-07-24,-,-,-,-,42.75,"경기도 성남시 분당구 서현동 89번지 서현파크프라자 125, 126호","경기도 성남시 분당구 중앙공원로31번길 42 (서현동, 서현파크프라자 125, 126호)",2021-03-31
중원구,일반음식점,흑장미,영업중,2011-08-02,-,-,-,-,23.88,"경기도 성남시 중원구 중앙동 411번지 ,1층","경기도 성남시 중원구 광명로 239-9, 1층 (중앙동)",2021-03-31
분당구,일반음식점,문,영업중,2000-01-26,-,-,-,-,45.58,경기도 성남시 분당구 야탑동 368-2번지 지하1층,"경기도 성남시 분당구 야탑로105번길 8 (야탑동,지하1층)",2021-03-31
분당구,일반음식점,수타우동 겐,영업중,2008-11-17,-,-,-,-,86.89,경기도 성남시 분당구 야탑동 503번지 야탑시장주차장 1층 103호일부,"경기도 성남시 분당구 야탑로 72 (야탑동,  야탑시장주차장 1층 103호일부)",2021-03-31
수정구,일반음식점,세이브존 성남점 진시앙,영업중,2009-07-08,-,-,-,-,22.35,경기도 성남시 수정구 신흥동 2463-5번지 세이브존 지하1층,"경기도 성남시 수정구 산성대로 337, 지하1층 (신흥동, 세이브존)",2021-03-31
중원구,일반음식점,모퉁이옷장(카페),영업중,2003-08-06,-,-,-,-,25.99,경기도 성남시 중원구 금광동 2806번지,경기도 성남시 중원구 금빛로94번길 13-1 (금광동),2021-03-31
중원구,일반음식점,문선생,영업중,2003-01-09,-,-,-,-,42.12,경기도 성남시 중원구 성남동 2263번지 현대그린타운 109호,"경기도 성남시 중원구 광명로 71, 109호 (성남동, 현대그린타운)",2021-03-31
수정구,일반음식점,알랑치킨(Alang chicken),영업중,2003-01-03,-,-,-,-,129.2,경기도 성남시 수정구 복정동 689번지 1층,"경기도 성남시 수정구 복정로 53 (복정동,1층)",2021-03-31
중원구,일반음식점,바운스,영업중,2000-03-22,-,-,-,-,69.26,경기도 성남시 중원구 상대원동 179번지 2층 1호,"경기도 성남시 중원구 순환로 188, 2층 1호 (상대원동)",2021-03-31
분당구,일반음식점,별이빛나는밤에,영업중,2000-03-29,-,-,-,-,58,경기도 성남시 분당구 구미동 35-1번지,경기도 성남시 분당구 미금일로90번길 28 (구미동),2021-03-31
중원구,일반음식점,장수사철탕,영업중,2003-11-08,-,-,-,-,119.11,경기도 성남시 중원구 성남동 4189번지 (2층),"경기도 성남시 중원구 둔촌대로83번길 1, 2층 (성남동)",2021-03-31
분당구,일반음식점,흥부와놀부네,영업중,1994-02-18,-,-,-,-,53.58,"경기도 성남시 분당구 서현동 248-1번지 대명프라자 2층 201호, 202-1호","경기도 성남시 분당구 황새울로360번길 12, 2층 201호, 202-1호 (서현동, 대명프라자)",2021-03-31
수정구,일반음식점,광주식당,영업중,1994-04-08,-,-,-,-,23.4,경기도 성남시 수정구 신흥동 6905번지 1층,"경기도 성남시 수정구 산성대로215번길 10-16 (신흥동,1층)",2021-03-31
분당구,일반음식점,오떡(서현점),영업중,2000-10-06,-,-,-,-,47.52,경기도 성남시 분당구 서현동 269-1번지 산호프라자 207호,"경기도 성남시 분당구 분당로53번길 21 (서현동,산호프라자 207호)",2021-03-31
분당구,일반음식점,아사원,영업중,1996-04-23,-,-,-,-,46.93,경기도 성남시 분당구 야탑동 375-1번지,경기도 성남시 분당구 장미로86번길 13 (야탑동),2021-03-31
분당구,일반음식점,동해루,영업중,1997-06-02,-,-,-,-,24.64,경기도 성남시 분당구 정자동 126-1 영동프라자 지하1층 109호,"경기도 성남시 분당구 정자로 78 (정자동,영동프라자 지하1층 109호)",2021-03-31
중원구,일반음식점,중앙훠궈,영업중,1997-06-20,-,-,-,-,45.45,경기도 성남시 중원구 성남동 3140번지,"경기도 성남시 중원구 광명로 43, 1층 (성남동)",2021-03-31
중원구,일반음식점,통갈매기살,영업중,2004-11-19,-,-,-,-,100.88,경기도 성남시 중원구 성남동 4105번지 (1층),"경기도 성남시 중원구 둔촌대로 101, 1층 (성남동)",2021-03-31
중원구,일반음식점,한아름식당,영업중,2007-05-25,-,-,-,-,19.95,경기도 성남시 중원구 하대원동 222-5번지 1층(공단로 329),"경기도 성남시 중원구 둔촌대로 355, 1층 (하대원동)",2021-03-31
수정구,일반음식점,본가철판볶음밥,영업중,1996-05-10,-,-,-,-,53.4,경기도 성남시 수정구 신흥동 4151번지 1층,"경기도 성남시 수정구 산성대로265번길 9 (신흥동,1층)",2021-03-31
중원구,일반음식점,봉구비어 성남단대점,영업중,1997-12-11,-,-,-,-,34.52,경기도 성남시 중원구 중앙동 151번지 1층,"경기도 성남시 중원구 산성대로 348-4, 1층 (중앙동)",2021-03-31
중원구,일반음식점,라온하리,영업중,1997-04-16,-,-,-,-,27.28,경기도 성남시 중원구 금광동 3678,"경기도 성남시 중원구 광명로323번길 6, 1층 (금광동)",2021-03-31
중원구,일반음식점,여일문,영업중,1997-09-22,-,-,-,-,30.64,경기도 성남시 중원구 상대원동 853-1번지 (지층),"경기도 성남시 중원구 박석로86번길 4, 지층 (상대원동)",2021-03-31
중원구,일반음식점,섬마을갯벌낙지수재비,영업중,1996-09-25,-,-,-,-,53.84,경기도 성남시 중원구 상대원동 220번지 (1층),"경기도 성남시 중원구 금상로 124, 1층 (상대원동)",2021-03-31
분당구,일반음식점,만나옥,영업중,1995-09-22,-,-,-,-,87.34,경기도 성남시 분당구 정자동 135-8 1층,"경기도 성남시 분당구 내정로11번길 10-1 (정자동,1층)",2021-03-31
분당구,일반음식점,주식회사 청정갯마을,영업중,1995-12-21,-,-,-,-,227.8,경기도 성남시 분당구 야탑동 528-1번지 1층,"경기도 성남시 분당구 성남대로858번길 4 (야탑동,  1층 )",2021-03-31
수정구,일반음식점,청진동사골탕,영업중,1996-06-17,-,-,-,-,24.47,경기도 성남시 수정구 신흥동 4546번지 1층,"경기도 성남시 수정구 시민로155번길 5 (신흥동,1층)",2021-03-31
분당구,일반음식점,오니마츠리서현직영점,영업중,2006-06-19,-,-,-,-,255,경기도 성남시 분당구 서현동 254-5번지 서현프라자 206호,"경기도 성남시 분당구 서현로180번길 13 (서현동,서현프라자 206호)",2021-03-31
분당구,일반음식점,키친드 마티네 분당점,영업중,2008-03-28,-,-,-,-,186.55,경기도 성남시 분당구 서현동 263 AK플라자 7층 일부,"경기도 성남시 분당구 황새울로360번길 42 (서현동, AK플라자 7층 일부 )",2021-03-31
중원구,일반음식점,마산아구,영업중,1993-01-11,-,-,-,-,44.42,경기도 성남시 중원구 상대원동 2007번지,"경기도 성남시 중원구 희망로316번길 3, 1층 (상대원동)",2021-03-31
분당구,일반음식점,대찬낙지,영업중,1994-12-08,-,-,-,-,37.04,경기도 성남시 분당구 이매동 87-20번지,경기도 성남시 분당구 성남대로 776-1 (이매동),2021-03-31
중원구,일반음식점,덕앤,영업중,1998-05-19,-,-,-,-,18.55,경기도 성남시 중원구 상대원동 597번지 (1층),"경기도 성남시 중원구 금상로 110, 1층 (상대원동)",2021-03-31
중원구,일반음식점,오리랑,영업중,1998-07-23,-,-,-,-,491.55,"경기도 성남시 중원구 성남동 3206번지 외 1필지, 1~2층","경기도 성남시 중원구 광명로 7, 1~2층 (성남동)",2021-03-31
수정구,일반음식점,착한순대국,영업중,1996-08-30,-,-,-,-,116.38,경기도 성남시 수정구 신흥동 921번지 1층,"경기도 성남시 수정구 수정로 292, 1층 (신흥동)",2021-03-31
중원구,일반음식점,놀러와 먹고놀게 7080라이브,영업중,2005-02-04,-,-,-,-,224.5,경기도 성남시 중원구 상대원동 5025번지 (지하),"경기도 성남시 중원구 희망로 325, 지층 (상대원동)",2021-03-31
분당구,일반음식점,주바른푸드,영업중,1998-05-01,-,-,-,-,55.28,경기도 성남시 분당구 수내동 74번지 지하12호,"경기도 성남시 분당구 돌마로366번길 40 (수내동, 지하12호)",2021-03-31
분당구,일반음식점,봄(BOM),영업중,2009-06-09,-,-,-,-,84.81,경기도 성남시 분당구 정자동 53-4번지 지하1층,"경기도 성남시 분당구 내정로119번길 7 (정자동, 지하1층 )",2021-03-31
중원구,일반음식점,개구쟁이,영업중,1993-04-27,-,-,-,-,26.88,경기도 성남시 중원구 상대원동 1590번지 1층,"경기도 성남시 중원구 박석로5번길 20-4, 1층 (상대원동)",2021-03-31
중원구,일반음식점,옛집민속촌,영업중,2005-09-14,-,-,-,-,90.8,경기도 성남시 중원구 상대원동 2999-26번지 (지층),"경기도 성남시 중원구 희망로 350, 지층 (상대원동)",2021-03-31
중원구,일반음식점,마산아구탕,영업중,1993-08-13,-,-,-,-,61.9,경기도 성남시 중원구 상대원동 583번지 (2층),"경기도 성남시 중원구 금상로 118, 2층 (상대원동)",2021-03-31
중원구,일반음식점,홈테이블,영업중,1994-08-24,-,-,-,-,37.51,경기도 성남시 중원구 성남동 3616번지 1층 일부,"경기도 성남시 중원구 제일로35번길 29, 1층 일부 (성남동)",2021-03-31
중원구,일반음식점,한가네대구왕뽈찜,영업중,2006-05-16,-,-,-,-,75.82,경기도 성남시 중원구 성남동 4116-1번지 (102동 101호),"경기도 성남시 중원구 둔촌대로151번길 48, 102동 101호 (성남동)",2021-03-31
분당구,일반음식점,뜨락에,영업중,2000-08-23,-,-,-,-,21.7,경기도 성남시 분당구 정자동 128 금산파킹프라자 1층 101호,"경기도 성남시 분당구 내정로17번길 4-11 (정자동,금산파킹프라자 1층 101호)",2021-03-31
중원구,일반음식점,홍콩,영업중,1996-01-31,-,-,-,-,25.85,경기도 성남시 중원구 은행동 1900-4번지 (지층),"경기도 성남시 중원구 은행로38번길 17-2, 지층 (은행동)",2021-03-31
분당구,일반음식점,와그너치킨,영업중,1996-05-23,-,-,-,-,35.89,경기도 성남시 분당구 이매동 120-7번지 분당코아 103호,"경기도 성남시 분당구 양현로94번길 21 (이매동,분당코아 103호)",2021-03-31
분당구,일반음식점,고인돌무한통삼,영업중,2000-09-19,-,-,-,-,124.85,경기도 성남시 분당구 금곡동 158번지 미도프라자 210호,"경기도 성남시 분당구 성남대로 168 (금곡동,미도프라자 210호)",2021-03-31
분당구,일반음식점,인기명 분당 정자점,영업중,1997-07-10,-,-,-,-,92.2,경기도 성남시 분당구 정자동 42-7번지 1층,"경기도 성남시 분당구 백현로156번길 16 (정자동,1층)",2021-03-31
분당구,일반음식점,고쿠텐 서현점,영업중,2018-12-04,-,-,-,-,68.4,경기도 성남시 분당구 서현동 261-5 앤타운빌딩 1층 105호 일부,"경기도 성남시 분당구 황새울로335번길 5, 앤타운빌딩 1층 105(일부)호 (서현동)",2021-03-31
분당구,일반음식점,더다이닝스위트,영업중,2018-11-02,-,-,-,-,71.25,경기도 성남시 분당구 판교동 567-3번지 지1층 전체,"경기도 성남시 분당구 서판교로44번길 17-7, 지1(전체)층 (판교동)",2021-03-31
분당구,일반음식점,한국피자헛 판교중앙점,영업중,2018-11-02,-,-,-,-,47.46,경기도 성남시 분당구 판교동 621-4 Y타워 1층 일부,"경기도 성남시 분당구 운중로 237, Y타워  1(일부)층 (판교동)",2021-03-31
수정구,일반음식점,역전국밥 태평역점,영업중,2018-11-20,-,-,-,-,74.57,"경기도 성남시 수정구 수진동 4539번지 세일띠아모아파트, 1층 101호 일부","경기도 성남시 수정구 수정로 58, 1층 101(일부)호 (수진동, 세일띠아모아파트)",2021-03-31
수정구,일반음식점,더루이스(THE LOUIS),영업중,2018-11-20,-,-,-,-,50.97,"경기도 성남시 수정구 창곡동 507 위례 보미리즌빌, 2층 상가동 205호","경기도 성남시 수정구 위례광장로 82, 상가동 2층 205호 (창곡동, 위례 보미리즌빌)",2021-03-31
분당구,일반음식점,마당쇠곱창 2호점,영업중,2018-11-20,-,-,-,-,24.8,경기도 성남시 분당구 서현동 89번지 서현파크플라자 1층 149호,"경기도 성남시 분당구 중앙공원로31번길 42, 서현파크플라자 1층 149호 (서현동)",2021-03-31
중원구,일반음식점,춘천원조닭갈비,영업중,2018-11-08,-,-,-,-,107.16,경기도 성남시 중원구 금광동 3700번지 대성빌딩 1층 일부,"경기도 성남시 중원구 광명로 325, 대성빌딩 일부 1층 (금광동)",2021-03-31
중원구,일반음식점,육소담,영업중,2018-11-29,-,-,-,-,,경기도 성남시 중원구 상대원동 146-8번지 성남 우림 라이온스밸리 B316호,"경기도 성남시 중원구 사기막골로45번길 14, 성남 우림 라이온스밸리 지하3층 B316호 (상대원동)",2021-03-31
분당구,일반음식점,콩카페 현대백화점판교점,영업중,2018-11-29,-,-,-,-,53.04,경기도 성남시 분당구 백현동 541번지 현대백화점 판교점 지하1층 일부,"경기도 성남시 분당구 판교역로146번길 20, 현대백화점 판교점 지하1(일부)층 (백현동)",2021-03-31
수정구,일반음식점,복야스시,영업중,2018-11-20,-,-,-,-,75.49,"경기도 성남시 수정구 신흥동 2580-2번지 외 1필지, 1층 일부","경기도 성남시 수정구 공원로339번길 30, 1(일부)층 (신흥동)",2021-03-31
중원구,일반음식점,휴한식뷔페,영업중,2018-11-29,-,-,-,-,100.01,경기도 성남시 중원구 상대원동 223-28번지 SK아파트형공장 106-3호,"경기도 성남시 중원구 갈마치로 234, SK아파트형공장 1층 106-3호 (상대원동)",2021-03-31
중원구,일반음식점,60계치킨,영업중,2018-11-05,-,-,-,-,,경기도 성남시 중원구 성남동 1404번지 성남 센트럴 푸르지오 시티 107호,"경기도 성남시 중원구 광명로 89, 성남 센트럴 푸르지오 시티 1층 107호 (성남동)",2021-03-31
수정구,일반음식점,김가네 고깃집,영업중,2018-11-05,-,-,-,-,348.38,"경기도 성남시 수정구 수진동 3996번지 유천빌딩, 1층","경기도 성남시 수정구 성남대로 1202, 유천빌딩 1층 (수진동)",2021-03-31
수정구,일반음식점,수유리 우동집,영업중,2019-01-07,-,-,-,-,64.39,"경기도 성남시 수정구 창곡동 508번지 아이플렉스, 1층 106호","경기도 성남시 수정구 위례광장로 322, 아이플렉스 1층 106호 (창곡동)",2021-03-31
중원구,일반음식점,열정분식소,영업중,2019-01-07,-,-,-,-,,경기도 성남시 중원구 성남동 2613번지 만오빌딩 1층 일부,"경기도 성남시 중원구 광명로 132, 만오빌딩 일부 1층 (성남동)",2021-03-31
분당구,일반음식점,할매충무김밥,영업중,2019-01-07,-,-,-,-,31.62,경기도 성남시 분당구 정자동 166-1번지 정자역 엠코헤리츠 2단지,"경기도 성남시 분당구 정자일로 140, 정자역 엠코헤리츠 2단지 201동 1층 B111호 (정자동)",2021-03-31
수정구,일반음식점,동경,영업중,2018-11-20,-,-,-,-,63.8,경기도 성남시 수정구 신흥동 5618번지 지하2층 일부,"경기도 성남시 수정구 수정로170번길 10, 지하2(일부)층 (신흥동)",2021-03-31
수정구,일반음식점,토리네김밥,영업중,2019-01-22,-,-,-,-,0,"경기도 성남시 수정구 신흥동 4124번지 1층 112,113호","경기도 성남시 수정구 산성대로 267, 1층 112,113호 (신흥동)",2021-03-31
분당구,일반음식점,효원식당 분당정자점,영업중,2019-01-18,-,-,-,-,74.3,경기도 성남시 분당구 정자동 66-11,"경기도 성남시 분당구 느티로69번길 6-3, 1층 (정자동)",2021-03-31
분당구,일반음식점,본도시락 서현점,영업중,2019-01-18,-,-,-,-,43.32,경기도 성남시 분당구 서현동 265-6번지 분당태성빌딩,"경기도 성남시 분당구 황새울로312번길 20, 분당태성빌딩 1층 111호, 112호 (서현동)",2021-03-31
분당구,일반음식점,카페 아르딘(cafe ARDIN),영업중,2019-01-17,-,-,-,-,62.44,경기도 성남시 분당구 야탑동 286-4번지,"경기도 성남시 분당구 매화로56번길 10-1, 1층 (야탑동)",2021-03-31
분당구,일반음식점,맘스터치 서판교점,영업중,2019-01-17,-,-,-,-,81.51,경기도 성남시 분당구 운중동 940번지 판교메디칼타워,"경기도 성남시 분당구 운중로 142, 판교메디칼타워 1층 일부호 (운중동)",2021-03-31
분당구,일반음식점,용호동낙지 판교역점,영업중,2019-01-17,-,-,-,-,117.82,경기도 성남시 분당구 백현동 530번지 알파리움2단지,"경기도 성남시 분당구 판교역로 145, 1층 106호, 107호 (백현동, 알파리움2단지)",2021-03-31
분당구,일반음식점,본우리반상 CGV스퀘어점,영업중,2019-01-21,-,-,-,-,171.77,"경기도 성남시 분당구 구미동 159번지 월드쇼핑,삼성SDA","경기도 성남시 분당구 탄천상로151번길 20, 월드쇼핑,삼성SDA B동 3층 301(일부)호 (구미동)",2021-03-31
분당구,일반음식점,린지스쿠킹랩,영업중,2019-01-15,-,-,-,-,54.51,경기도 성남시 분당구 수내동 97-2,"경기도 성남시 분당구 발이봉남로4번길 8-2, 1층 일부호 (수내동)",2021-03-31
수정구,일반음식점,왕중왕흑오리,영업중,2019-01-15,-,-,-,-,41.97,"경기도 성남시 수정구 수진동 2955번지 1층,(일부)","경기도 성남시 수정구 수정남로 27, 1(일부)층 (수진동)",2021-03-31
분당구,일반음식점,완산골명가,영업중,2019-01-15,-,-,-,-,73.81,경기도 성남시 분당구 백현동 531번지 알파리움1단지,"경기도 성남시 분당구 대왕판교로606번길 10, 2층 210호 일부, 211호 (백현동, 알파리움1단지)",2021-03-31
수정구,일반음식점,이차돌 위례신도시점,영업중,2019-01-21,-,-,-,-,92.13,"경기도 성남시 수정구 창곡동 505번지 위례 한화 오벨리스크 센트럴스퀘어,1층 1032,1033호 0호","경기도 성남시 수정구 위례광장로 104, 위례 한화 오벨리스크 센트럴스퀘어 1층 1032,1033호 (창곡동)",2021-03-31
수정구,일반음식점,신마장훠궈,영업중,2019-01-21,-,-,-,-,89.89,경기도 성남시 수정구 수진동 46번지 1층(일부),"경기도 성남시 수정구 수정로120번길 7, 1(일부)층 (수진동)",2021-03-31
수정구,일반음식점,속초해물순대국 밥집,영업중,2019-01-29,-,-,-,-,40.21,"경기도 성남시 수정구 수진동 72번지 가인맨션,1층 101호","경기도 성남시 수정구 제일로158번길 8, 1층 101호 (수진동, 가인맨션)",2021-03-31
중원구,일반음식점,아저씨의 부엌,영업중,2019-01-29,-,-,-,-,28.73,경기도 성남시 중원구 중앙동 2262 1층 일부,"경기도 성남시 중원구 광명로256번길 8-2, 1층 일부 (중앙동)",2021-03-31
수정구,일반음식점,사송,영업중,2019-01-29,-,-,-,-,59.88,경기도 성남시 수정구 사송동 337-1번지 1층,"경기도 성남시 수정구 사송로77번길 55, 1층 (사송동)",2021-03-31
수정구,일반음식점,수정식당,영업중,2019-01-29,-,-,-,-,11.05,경기도 성남시 수정구 태평동 6833번지 지하1층(일부),"경기도 성남시 수정구 성남대로 1241-1, 지하1(일부)층 (태평동)",2021-03-31
중원구,일반음식점,전라도함바뷔페,영업중,2019-01-11,-,-,-,-,79,"경기도 성남시 중원구 중앙동 577번지 중앙동힐스테이트2차 101-11,12,13호","경기도 성남시 중원구 시민로 66, 101-11,12,13호 (중앙동, 중앙동힐스테이트2차)",2021-03-31
중원구,일반음식점,금광동139,영업중,2019-01-11,-,-,-,-,40.96,경기도 성남시 중원구 금광동 139번지 금강타워 103호,"경기도 성남시 중원구 희망로400번길 16, 금강타워 103호 (금광동)",2021-03-31
중원구,일반음식점,초코츄츄,영업중,2019-01-11,-,-,-,-,44.68,경기도 성남시 중원구 중앙동 1182번지 1층 일부,"경기도 성남시 중원구 산성대로 252, 1층 일부 (중앙동)",2021-03-31
분당구,일반음식점,얌샘김밥 분당정자역점,영업중,2019-01-11,-,-,-,-,44.65,경기도 성남시 분당구 정자동 8-3번지 월드프라자,"경기도 성남시 분당구 정자일로 240, 월드프라자 105호 (정자동)",2021-03-31
수정구,일반음식점,택이네 조개전골(성남신흥역점),영업중,2019-02-20,-,-,-,-,108.75,"경기도 성남시 수정구 신흥동 4180 1층(일부), 104호","경기도 성남시 수정구 산성대로265번길 5, 1(일부)층 104호 (신흥동)",2021-03-31
분당구,일반음식점,놀러와,영업중,2019-01-25,-,-,-,-,168.48,경기도 성남시 분당구 서현동 248-3번지 유성트윈프라자2차,"경기도 성남시 분당구 서현로210번길 14, 유성트윈프라자2차 4층 406호, 407호 (서현동)",2021-03-31
수정구,일반음식점,아이포 위례역점,영업중,2019-01-25,-,-,-,-,77.68,"경기도 성남시 수정구 창곡동 562-1 위례우남역KCC웰츠타워,1층 1013호","경기도 성남시 수정구 위례광장로 21-9, 위례우남역KCC웰츠타워 1층 1013호 (창곡동)",2021-03-31
분당구,일반음식점,더그레이,영업중,2019-01-25,-,-,-,-,100.07,경기도 성남시 분당구 금곡동 166번지 이코노샤르망,"경기도 성남시 분당구 돌마로 47, 이코노샤르망 4층 415호 (금곡동)",2021-03-31
수정구,일반음식점,원할머니 보쌈족발 위례신도시 배달점,영업중,2019-01-25,-,-,-,-,34.37,"경기도 성남시 수정구 창곡동 565번지 위례역 푸르지오 4단지, 1층 4B 107GH","경기도 성남시 수정구 위례광장로 36, 1층 4B 107호 (창곡동, 위례역 푸르지오 4단지)",2021-03-31
분당구,일반음식점,에스더블유원(SW1),영업중,2019-01-24,-,-,-,-,40.52,경기도 성남시 분당구 정자동 165-1번지 엠코헤리츠 1단지,"경기도 성남시 분당구 정자일로 146, 엠코헤리츠 1단지 A104호 (정자동)",2021-03-31
분당구,일반음식점,호미곶간(분당점),영업중,2019-02-27,-,-,-,-,17.22,경기도 성남시 분당구 서현동 246-6번지 서현현대프라자,"경기도 성남시 분당구 황새울로360번길 35, 서현현대프라자 2층 219호, 220호 (서현동)",2021-03-31
분당구,일반음식점,동해묵호항,영업중,2019-02-27,-,-,-,-,37.73,경기도 성남시 분당구 정자동 16-2번지,"경기도 성남시 분당구 정자일로 197, 1층 109호 (정자동)",2021-03-31
수정구,일반음식점,수정낙지골,영업중,2019-03-05,-,-,-,-,203.94,"경기도 성남시 수정구 태평동 3430번지 MG성남수정새마을금고,지하1층(일부)","경기도 성남시 수정구 수정로 157, MG성남수정새마을금고 지하1(일부)층 (태평동)",2021-03-31
수정구,일반음식점,마리오븐,영업중,2019-03-05,-,-,-,-,72,경기도 성남시 수정구 시흥동 293번지 1층 117호,"경기도 성남시 수정구 창업로 42, 1층 117호 (시흥동)",2021-03-31
중원구,일반음식점,육값어치,영업중,2019-03-05,-,-,-,-,36.03,경기도 성남시 중원구 성남동 3414 1층 일부,"경기도 성남시 중원구 성남대로1140번길 26, 1층 일부 (성남동)",2021-03-31
분당구,일반음식점,진미낙지,영업중,2019-03-05,-,-,-,-,85.44,경기도 성남시 분당구 야탑동 361-5 야탑 대덕프라자,"경기도 성남시 분당구 성남대로926번길 6, 야탑 대덕프라자 2층 210호 (야탑동)",2021-03-31
분당구,일반음식점,한소반,영업중,2019-02-15,-,-,-,-,199.99,경기도 성남시 분당구 율동 300-2번지,"경기도 성남시 분당구 새마을로175번길 6, 1층 (율동)",2021-03-31
수정구,일반음식점,오장동함흥냉면,영업중,2019-02-15,-,-,-,-,43.54,경기도 성남시 수정구 수진동 2979번지 1층(일부),"경기도 성남시 수정구 수정남로 21, 1(일부)층 (수진동)",2021-03-31
수정구,일반음식점,망치돈까스,영업중,2019-02-15,-,-,-,-,130.18,"경기도 성남시 수정구 창곡동 513-2 우성메디피아,2층 204호","경기도 성남시 수정구 위례동로 141, 우성메디피아 2층 204호 (창곡동)",2021-03-31
중원구,일반음식점,양정인순대국,영업중,1992-06-29,-,-,-,-,100.03,경기도 성남시 중원구 여수동 317 1층,"경기도 성남시 중원구 성남대로997번길 51-13, 1층 (여수동)",2021-03-31
분당구,일반음식점,신의주찹쌀순대 미금역점,영업중,2019-02-11,-,-,-,-,58.9,경기도 성남시 분당구 금곡동 152번지,"경기도 성남시 분당구 돌마로 85, 1층 101호 (금곡동)",2021-03-31
수정구,일반음식점,시골순대국,영업중,2019-02-11,-,-,-,-,16.47,경기도 성남시 수정구 수진동 2937번지 1층(일부),"경기도 성남시 수정구 제일로157번길 14, 1(일부)층 (수진동)",2021-03-31
중원구,일반음식점,닥치고곱창,영업중,2019-02-11,-,-,-,-,,경기도 성남시 중원구 성남동 1404번지 성남 센트럴 푸르지오 시티 1층 176호,"경기도 성남시 중원구 광명로 89, 성남 센트럴 푸르지오 시티 1층 176호 (성남동)",2021-03-31
수정구,일반음식점,호식당,영업중,2019-02-11,-,-,-,-,19.96,"경기도 성남시 수정구 태평동 5113-3 SM해그린,1층 108호","경기도 성남시 수정구 태평로 3, 1층 108호 (태평동, SM해그린)",2021-03-31
수정구,일반음식점,동경규동 위례점,영업중,2019-02-08,-,-,-,-,37.7,"경기도 성남시 수정구 창곡동 509-2번지 아이에스센트럴타워,1층 132호","경기도 성남시 수정구 위례광장로 320, 아이에스센트럴타워 1층 132호 (창곡동)",2021-03-31
분당구,일반음식점,장원푸드,영업중,2016-10-25,-,-,-,-,108.27,경기도 성남시 분당구 운중동 1032-6번지,"경기도 성남시 분당구 판교로25번길 12-6, 1층 (운중동)",2021-03-31
중원구,일반음식점,정강철부페,영업중,2019-03-14,-,-,-,-,100,경기도 성남시 중원구 하대원동 146-5번지 1층,"경기도 성남시 중원구 원터로 4, 1층 (하대원동)",2021-03-31
