구,업종명,사업장명,영업상태,인허가일자,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지면적(㎡),소재지전체주소,도로명전체주소,데이터기준일자
분당구,휴게음식점,그라세스에라드,폐업,2001-12-13,2002-08-27,-,-,-,,경기도 성남시 분당구 야탑동 533-3번지 동양프라자1층109호,,2021-03-31
수정구,휴게음식점,베스킨라빈스31아이스크림,폐업,1996-06-17,2006-06-29,-,-,-,17.37,경기도 성남시 수정구 신흥동 5505번지 1층,,2021-03-31
수정구,휴게음식점,맥심베이커리,폐업,1996-06-17,2001-08-23,-,-,-,23.76,경기도 성남시 수정구 태평동 3550번지 1층,,2021-03-31
수정구,휴게음식점,쓰리프티아이스크림,폐업,1996-06-21,2005-04-26,-,-,-,30.24,경기도 성남시 수정구 신흥동 2857번지,,2021-03-31
수정구,휴게음식점,이태승베이커리,폐업,1996-07-01,2003-09-18,-,-,-,26.98,경기도 성남시 수정구 수진동 1-1번지 1층,,2021-03-31
분당구,휴게음식점,베스킨라빈스,폐업,1996-07-08,2006-12-04,-,-,-,29,경기도 성남시 분당구 수내동 33-2번지 구언프라자 1층 3호,,2021-03-31
분당구,휴게음식점,롯데리아분당서현점,폐업,1996-07-16,2004-01-09,-,-,-,295.27,경기도 성남시 분당구 서현동 268-6번지 동호프라자101.202,,2021-03-31
분당구,휴게음식점,정글인,폐업,1996-08-10,2004-02-14,-,-,-,30.4,경기도 성남시 분당구 야탑동 382-8번지 광명조합상가1층3호,,2021-03-31
분당구,휴게음식점,돈까스,폐업,1996-08-30,2008-06-02,-,-,-,15.06,경기도 성남시 분당구 수내동 14번지 롯데백화점 지하1층,,2021-03-31
분당구,휴게음식점,카라카스,폐업,1996-08-30,2003-06-25,-,-,-,27.28,경기도 성남시 분당구 수내동 14번지 블루힐백화점지상5층,,2021-03-31
분당구,휴게음식점,베스킨라빈스,폐업,1996-08-30,2007-01-22,-,-,-,18.91,경기도 성남시 분당구 수내동 14번지 블루힐백화점지상5층,,2021-03-31
분당구,휴게음식점,우찌다우동,폐업,1996-08-30,2001-12-04,-,-,-,,경기도 성남시 분당구 수내동 14번지 블루힐백화점지하1층,,2021-03-31
분당구,휴게음식점,함흥냉면,폐업,1996-08-30,2012-01-02,-,-,-,35.8,경기도 성남시 분당구 수내동 14번지 블루힐백화점지하1층,,2021-03-31
중원구,휴게음식점,이노커피숍,폐업,1996-09-20,2005-03-25,-,-,-,89.16,경기도 성남시 중원구 중앙동 73번지 (4층),,2021-03-31
분당구,휴게음식점,뽀르뚜아,폐업,1996-09-20,2005-04-01,-,-,-,43.06,경기도 성남시 분당구 구미동 25-2번지 엘레강스프라자1동1층111호,,2021-03-31
수정구,휴게음식점,카페바니,폐업,2012-04-06,2015-09-14,-,-,-,35.21,경기도 성남시 수정구 산성동 2008번지 1층,"경기도 성남시 수정구 수정남로268번길 17, 1층 (산성동)",2021-03-31
분당구,휴게음식점,퍼니퍼니볼플레이,폐업,2012-04-09,2014-04-03,-,-,-,71.33,경기도 성남시 분당구 서현동 312-3번지 범한프라자 2층 209호 일부,"경기도 성남시 분당구 불정로376번길 37 (서현동, 범한프라자 2층 209호 일부)",2021-03-31
수정구,휴게음식점,아인스테이크아웃,폐업,2012-04-12,2013-01-21,-,-,-,9.66,경기도 성남시 수정구 신흥동 5180번지 외 2필지 이코노샤르망 2층 202호,"경기도 성남시 수정구 시민로 165, 2층 202호 (신흥동, 이코노샤르망)",2021-03-31
수정구,휴게음식점,카누,폐업,2012-04-12,2014-03-18,-,-,-,55.65,경기도 성남시 수정구 수진동 41-2번지 지하1층,"경기도 성남시 수정구 수정남로 61, 지하1층 (수진동)",2021-03-31
중원구,휴게음식점,씨엘로,폐업,2012-04-12,2013-07-19,-,-,-,23.4,경기도 성남시 중원구 하대원동 136-4번지,"경기도 성남시 중원구 둔촌대로 303, 1층 (하대원동)",2021-03-31
중원구,휴게음식점,카페 란다,폐업,2012-04-16,2014-07-29,-,-,-,26.52,경기도 성남시 중원구 금광동 2500번지,"경기도 성남시 중원구 황송로 77, 108호 (금광동, 래미안금광상가)",2021-03-31
중원구,휴게음식점,이삭토스트,폐업,2001-12-17,2009-01-16,-,-,-,21.45,경기도 성남시 중원구 금광동 3731번지 (1층),,2021-03-31
수정구,휴게음식점,베스킨라빈스31신흥점,폐업,1996-11-05,2005-03-02,-,-,-,36.96,"경기도 성남시 수정구 신흥동 2467번지 중앙지하상가 마열 A동 1,2호",,2021-03-31
수정구,휴게음식점,블루벨트,폐업,1996-11-11,2001-10-25,-,-,-,55,경기도 성남시 수정구 태평동 3668번지 2층,,2021-03-31
중원구,휴게음식점,태양다방,폐업,1996-11-12,2003-04-18,-,-,-,62.05,경기도 성남시 중원구 은행동 1551번지 (지층),,2021-03-31
수정구,휴게음식점,동경다방,폐업,1996-11-22,2004-03-08,-,-,-,75.53,경기도 성남시 수정구 태평동 6831-1번지 지층,,2021-03-31
수정구,휴게음식점,피자몰(성남점),폐업,1996-11-29,2003-08-04,-,-,-,229.79,경기도 성남시 수정구 신흥동 4190번지 1층,,2021-03-31
수정구,휴게음식점,클라프티과자점,폐업,1996-11-29,2005-04-06,-,-,-,23.4,경기도 성남시 수정구 수진동 4663번지 1층 101호,,2021-03-31
분당구,휴게음식점,한슬베이커리,폐업,1996-12-06,2003-07-05,-,-,-,18.89,경기도 성남시 분당구 정자동 102번지 한솔마을근린상가지상1층110호,,2021-03-31
분당구,휴게음식점,베스킨라빈스이매점,폐업,1996-12-12,2008-08-18,-,-,-,28.93,경기도 성남시 분당구 이매동 120-7번지 분당코아110호,,2021-03-31
수정구,휴게음식점,사계절아이스크림,폐업,1996-12-13,2004-12-29,-,-,-,25.09,경기도 성남시 수정구 태평동 6882번지 1층,,2021-03-31
중원구,휴게음식점,수금다방,폐업,1996-12-13,2013-01-16,-,-,-,39.79,경기도 성남시 중원구 금광동 2752번지 (1층),,2021-03-31
중원구,휴게음식점,미니스톱 성남행복점,폐업,2011-06-10,2014-07-15,-,-,-,7.29,경기도 성남시 중원구 금광동 4498번지 (1층),"경기도 성남시 중원구 자혜로8번길 40-1, 1층 (금광동)",2021-03-31
분당구,휴게음식점,Soboro(소보로),폐업,2011-06-10,2014-03-10,-,-,-,107.99,경기도 성남시 분당구 백현동 578-7번지 1층전체,"경기도 성남시 분당구 판교역로10번길 5 (백현동,1층전체)",2021-03-31
수정구,휴게음식점,나는 피자다,폐업,2011-06-10,2011-06-24,-,-,-,,경기도 성남시 수정구 태평동 2767번지 1층,,2021-03-31
분당구,휴게음식점,그린비,폐업,2011-06-13,2013-07-12,-,-,-,68.56,경기도 성남시 분당구 분당동 161-1번지 경신시장 지하1층 B03호 일부,"경기도 성남시 분당구 장안로16번길 10 (분당동,경신시장 지하1층 B03호 일부)",2021-03-31
중원구,휴게음식점,면 사무소,폐업,2011-06-14,2012-11-26,-,-,-,30.1,경기도 성남시 중원구 금광동 3120번지 (1층),,2021-03-31
중원구,휴게음식점,풀잎다방,폐업,2011-06-16,2012-09-25,-,-,-,62.33,경기도 성남시 중원구 중앙동 44번지 지층,"경기도 성남시 중원구 산성대로360번길 2, 지층 (중앙동)",2021-03-31
분당구,휴게음식점,망고식스오리점,폐업,2011-06-17,2018-03-26,-,-,-,49.35,경기도 성남시 분당구 구미동 159번지 월드쇼핑 B동 3층 301호일부(31호),"경기도 성남시 분당구 탄천상로151번길 20 (구미동,월드쇼핑 B동 3층 301호일부(31호))",2021-03-31
분당구,휴게음식점,선,폐업,2011-06-17,2012-11-28,-,-,-,105.84,경기도 성남시 분당구 수내동 116-1번지 1층전체,,2021-03-31
중원구,휴게음식점,만나커피숍,폐업,2001-12-21,2007-06-11,-,-,-,40.42,경기도 성남시 중원구 성남동 3599번지 (지층),,2021-03-31
분당구,휴게음식점,동죽,폐업,2001-12-21,2017-01-16,-,-,-,31.5,경기도 성남시 분당구 야탑동 354-6번지 강남프라자 1층 106호,"경기도 성남시 분당구 야탑로69번길 3 (야탑동,강남프라자 1층 106호)",2021-03-31
분당구,휴게음식점,붐붐먹거리,폐업,2001-12-21,2002-05-08,-,-,-,,경기도 성남시 분당구 서현동 266-1번지 서현킴스 2층,,2021-03-31
중원구,휴게음식점,황진이 커피숍,폐업,2010-10-12,2015-05-19,-,-,-,46.24,경기도 성남시 중원구 성남동 3544번지 (지1층 일부),"경기도 성남시 중원구 성남대로1140번길 16, 지1층 (성남동, 일부)",2021-03-31
중원구,휴게음식점,원다방,폐업,2010-10-12,2013-05-08,-,-,-,95.16,경기도 성남시 중원구 금광동 3104번지 지1층,"경기도 성남시 중원구 광명로361번길 4, 지1층 (금광동)",2021-03-31
수정구,휴게음식점,송가네분식,폐업,2010-10-14,2018-08-27,-,-,-,12.61,경기도 성남시 수정구 태평동 3631번지 1층,"경기도 성남시 수정구 수정로119번길 10 (태평동,1층)",2021-03-31
분당구,휴게음식점,커피가맛있는집,폐업,2010-10-15,2019-12-04,-,-,-,54.21,"경기도 성남시 분당구 정자동 238-2번지 지하1층, 1층 일부","경기도 성남시 분당구 불곡로17번길 8-1 (정자동, 지하1층, 1층 일부 )",2021-03-31
수정구,휴게음식점,띠아모 복정점,폐업,2010-10-18,2021-03-30,-,-,-,59.66,경기도 성남시 수정구 복정동 645-2 1층,"경기도 성남시 수정구 복정로 133 (복정동,1층)",2021-03-31
중원구,휴게음식점,문가네밥상,폐업,2010-10-18,2017-05-02,-,-,-,14.43,경기도 성남시 중원구 상대원동 2983-13번지 (1층),"경기도 성남시 중원구 희망로344번길 18, 1층 (상대원동)",2021-03-31
분당구,휴게음식점,맛짱분식,폐업,2010-10-19,2012-11-30,-,-,-,19.89,경기도 성남시 분당구 금곡동 126번지 청솔마을6단지근린상가 1층105호,,2021-03-31
중원구,휴게음식점,칸 PC방,폐업,2010-10-19,2010-10-19,-,-,-,,경기도 성남시 중원구 성남동 3496번지 (지층),,2021-03-31
분당구,휴게음식점,바라보다,폐업,2011-06-21,2019-10-02,-,-,-,53.27,경기도 성남시 분당구 금곡동 192번지 분당두산위브 1층 105-101호,"경기도 성남시 분당구 정자일로 55 (금곡동,분당두산위브 1층 105-101호)",2021-03-31
분당구,휴게음식점,아바스타,폐업,2011-06-21,2011-12-21,-,-,-,56.83,경기도 성남시 분당구 판교동 619번지 1층일부,,2021-03-31
분당구,휴게음식점,이디야커피유스페이스몰점,폐업,2012-04-16,2019-01-17,-,-,-,62.28,경기도 성남시 분당구 삼평동 682번지 유스페이스2  B113호,"경기도 성남시 분당구 대왕판교로 670 (삼평동, 유스페이스2  B113호)",2021-03-31
분당구,휴게음식점,할리스커피판교타워점,폐업,2012-04-19,2015-03-26,-,-,-,123.14,"경기도 성남시 분당구 삼평동 662번지 판교타워 2층 202호, 203호","경기도 성남시 분당구 판교역로192번길 16 (삼평동, 판교타워 2층 202호, 203호)",2021-03-31
수정구,휴게음식점,일원,폐업,2011-06-22,2013-02-20,-,-,-,17.92,경기도 성남시 수정구 신흥동 5393번지 1층,"경기도 성남시 수정구 수정남로 112-1, 1층 (신흥동)",2021-03-31
분당구,휴게음식점,(주)국제정보통신온네이쳐서판교점,폐업,2011-06-22,2012-12-31,-,-,-,14.86,경기도 성남시 분당구 운중동 979-4번지 1층일부,,2021-03-31
분당구,휴게음식점,카페 필리아,폐업,2011-06-22,2021-02-01,-,-,-,14.08,경기도 성남시 분당구 정자동 117-1 스포라이프 스포츠센타 지하3층 비302호 일부,"경기도 성남시 분당구 내정로 58 (정자동,스포라이프 스포츠센타 지하3층 비302호 일부)",2021-03-31
분당구,휴게음식점,파스쿠찌동판교점,폐업,2011-06-23,2019-12-04,-,-,-,134.39,경기도 성남시 분당구 백현동 583-1번지 1층전체,"경기도 성남시 분당구 판교역로2번길 12 (백현동,1층전체)",2021-03-31
분당구,휴게음식점,홍대문,폐업,2019-07-12,2019-11-22,-,-,-,31.04,경기도 성남시 분당구 백현동 589-2번지 성문빌딩,"경기도 성남시 분당구 동판교로52번길 21-4, 성문빌딩 1(일부)층 (백현동)",2021-03-31
분당구,휴게음식점,미친꽈배기,폐업,2019-07-02,2020-06-15,-,-,-,18.04,경기도 성남시 분당구 삼평동 670번지 유스페이스1,"경기도 성남시 분당구 대왕판교로 660, 유스페이스1 1층 146(일부)호 (삼평동)",2021-03-31
분당구,휴게음식점,할로비치 현대백화점 판교점,폐업,2019-08-05,2019-11-01,-,-,-,8.4,경기도 성남시 분당구 백현동 541번지 현대백화점 판교점,"경기도 성남시 분당구 판교역로146번길 20, 현대백화점 판교점 지하1(일부)층 (백현동)",2021-03-31
분당구,휴게음식점,오남당,폐업,2019-08-05,2020-05-13,-,-,-,29.54,경기도 성남시 분당구 백현동 541번지 현대백화점 판교점,"경기도 성남시 분당구 판교역로146번길 20, 현대백화점 판교점 지하1(일부)층 (백현동)",2021-03-31
분당구,휴게음식점,청미당,폐업,2019-08-05,2019-08-30,-,-,-,,경기도 성남시 분당구 백현동 541번지 현대백화점 판교점,"경기도 성남시 분당구 판교역로146번길 20, 현대백화점 판교점 지하1(일부)층 (백현동)",2021-03-31
분당구,휴게음식점,반미362(Banhmi362),폐업,2019-12-09,2019-12-20,-,-,-,,경기도 성남시 분당구 백현동 541번지 현대백화점 판교점 지하1층 일부,"경기도 성남시 분당구 판교역로146번길 20, 현대백화점 판교점 지하1(일부)층 (백현동)",2021-03-31
수정구,휴게음식점,정성분식,폐업,2019-10-29,2020-04-20,-,-,-,20.79,경기도 성남시 수정구 태평동 5359번지 1층(일부),"경기도 성남시 수정구 남문로 9-1, 1층 일부호 (태평동)",2021-03-31
분당구,휴게음식점,더브릭,폐업,2019-10-29,2020-01-22,-,-,-,96.17,경기도 성남시 분당구 운중동 109-2번지 주건축물제1동 1층 일부,"경기도 성남시 분당구 하오개로 366-3, 주건축물제1동 1(일부)층 (운중동)",2021-03-31
중원구,휴게음식점,수식품,폐업,2019-12-16,2020-12-07,-,-,-,2.8,경기도 성남시 중원구 도촌동 700 상가동 108호,"경기도 성남시 중원구 도촌남로 22, 108호 (도촌동, 휴먼시아섬마을1단지아파트)",2021-03-31
분당구,휴게음식점,고로케하우스,폐업,2019-12-24,2020-01-14,-,-,-,,"경기도 성남시 분당구 서현동 263번지 AK플라자, 지하1층 일부","경기도 성남시 분당구 황새울로360번길 42, AK플라자 지하1층 일부호 (서현동)",2021-03-31
분당구,휴게음식점,더핫티스트도그,폐업,2019-12-20,2020-06-26,-,-,-,8.19,"경기도 성남시 분당구 백현동 541 현대백화점 판교점, 지하1층 일부","경기도 성남시 분당구 판교역로146번길 20, 현대백화점 판교점 지하1층 일부호 (백현동)",2021-03-31
분당구,휴게음식점,바오담,폐업,2019-12-20,2020-12-02,-,-,-,34.86,"경기도 성남시 분당구 수내동 14 롯데백화점, 지하1층 일부호","경기도 성남시 분당구 황새울로200번길 45, 롯데백화점 지하1층 일부호 (수내동)",2021-03-31
분당구,휴게음식점,쁘띠이자뷰,폐업,2019-12-17,2020-01-06,-,-,-,,"경기도 성남시 분당구 백현동 541번지 현대백화점 판교점, 지하1층 일부","경기도 성남시 분당구 판교역로146번길 20, 현대백화점 판교점 지하1층 일부호 (백현동)",2021-03-31
분당구,휴게음식점,에그오리진,폐업,2019-11-15,2019-11-28,-,-,-,13.5,"경기도 성남시 분당구 백현동 541번지 현대백화점 판교점, 지하1층 일부","경기도 성남시 분당구 판교역로146번길 20, 현대백화점 판교점 지하1층 일부호 (백현동)",2021-03-31
분당구,휴게음식점,엘리스파이,폐업,2019-11-15,2020-02-17,-,-,-,12.42,"경기도 성남시 분당구 백현동 541번지 현대백화점 판교점, 지하1층 일부","경기도 성남시 분당구 판교역로146번길 20, 현대백화점 판교점 지하1층 일부호 (백현동)",2021-03-31
중원구,휴게음식점,세븐일레븐 성남금광본점,폐업,2019-11-01,2020-12-17,-,-,-,0.5,경기도 성남시 중원구 금광동 3490 1층 일부,"경기도 성남시 중원구 산성대로408번길 48, 1층 일부호 (금광동)",2021-03-31
분당구,휴게음식점,떠기스,폐업,2019-11-01,2020-04-08,-,-,-,47.05,경기도 성남시 분당구 서현동 337-13번지 1층 일부,"경기도 성남시 분당구 서현로393번길 7, 1(일부)층 (서현동)",2021-03-31
분당구,휴게음식점,쁘띠까레,폐업,2019-11-01,2019-11-14,-,-,-,,경기도 성남시 분당구 백현동 541번지 현대백화점 판교점 지하1층 일부,"경기도 성남시 분당구 판교역로146번길 20, 현대백화점 판교점 지하1(일부)층 (백현동)",2021-03-31
분당구,휴게음식점,도제,폐업,2019-10-25,2019-11-01,-,-,-,,경기도 성남시 분당구 백현동 541번지 현대백화점 판교점 지하1층 일부,"경기도 성남시 분당구 판교역로146번길 20, 현대백화점 판교점 지하1(일부)층 (백현동)",2021-03-31
분당구,휴게음식점,비자르,폐업,2019-11-29,2019-12-12,-,-,-,,경기도 성남시 분당구 서현동 263번지 AK플라자 지하1층 일부,"경기도 성남시 분당구 황새울로360번길 42, AK플라자 지하1(일부)층 (서현동)",2021-03-31
분당구,휴게음식점,우유샵(UYOU#),폐업,2019-11-12,2020-02-10,-,-,-,18.26,경기도 성남시 분당구 서현동 248-1번지 대명프라자 1층 105호,"경기도 성남시 분당구 황새울로360번길 12, 대명프라자 1층 105호 (서현동)",2021-03-31
수정구,휴게음식점,포앤타임 성남점,폐업,2019-11-25,2020-02-21,-,-,-,15.12,"경기도 성남시 수정구 신흥동 2463-5번지 세이브존,지하1층(일부)","경기도 성남시 수정구 산성대로 337, 세이브존 지하 1층 일부호 (신흥동)",2021-03-31
중원구,휴게음식점,그런날,폐업,2020-01-06,2020-01-07,-,-,-,,경기도 성남시 중원구 금광동 3854번지 1층 일부,"경기도 성남시 중원구 광명로323번길 13, 1층 일부호 (금광동)",2021-03-31
분당구,휴게음식점,팔이얼스(8Years),폐업,2020-01-06,2020-01-31,-,-,-,0,경기도 성남시 분당구 백현동 583-1번지 1층,"경기도 성남시 분당구 판교역로2번길 12, 1층 (백현동)",2021-03-31
분당구,휴게음식점,빈스나초롤,폐업,2019-12-18,2020-01-06,-,-,-,,"경기도 성남시 분당구 백현동 541번지 현대백화점 판교점, 지하1층 일부","경기도 성남시 분당구 판교역로146번길 20, 현대백화점 판교점 지하1층 일부호 (백현동)",2021-03-31
분당구,휴게음식점,그린포켓,폐업,2019-12-06,2019-12-13,-,-,-,,경기도 성남시 분당구 백현동 541번지 현대백화점 판교점 지하1층 일부,"경기도 성남시 분당구 판교역로146번길 20, 현대백화점 판교점 지하1(일부)층 (백현동)",2021-03-31
분당구,휴게음식점,홍대수제쌀고로케,폐업,2019-12-06,2020-11-11,-,-,-,21.3,경기도 성남시 분당구 서현동 248-1 대명프라자 1층 110호,"경기도 성남시 분당구 황새울로360번길 12, 대명프라자 1층 110호 (서현동)",2021-03-31
분당구,휴게음식점,치즈쇼피자 판교하이펙스점,폐업,2019-11-21,2020-02-20,-,-,-,30.1,경기도 성남시 분당구 삼평동 678번지 삼환하이펙스A동 1층 118호,"경기도 성남시 분당구 판교역로 240, 삼환하이펙스A동 1층 118호 (삼평동)",2021-03-31
분당구,휴게음식점,고어라운드,폐업,2019-11-21,2019-11-29,-,-,-,,경기도 성남시 분당구 백현동 541번지 현대백화점 판교점 지하1층 일부,"경기도 성남시 분당구 판교역로146번길 20, 현대백화점 판교점 지하1(일부)층 (백현동)",2021-03-31
분당구,휴게음식점,페리난도,폐업,2019-11-22,2019-12-06,-,-,-,,경기도 성남시 분당구 백현동 541번지 현대백화점 판교점 지하1층 일부,"경기도 성남시 분당구 판교역로146번길 20, 현대백화점 판교점 지하1(일부)층 (백현동)",2021-03-31
분당구,휴게음식점,블리스플,폐업,2019-10-17,2019-12-02,-,-,-,6.4,경기도 성남시 분당구 구미동 29-1번지 더프라자 4층 401호 일부,"경기도 성남시 분당구 미금일로90번길 36-5, 더프라자 4층 401(일부)호 (구미동)",2021-03-31
분당구,휴게음식점,물고기베이커리,폐업,2019-10-17,2019-10-25,-,-,-,,경기도 성남시 분당구 백현동 541번지 현대백화점 판교점 지하1층 일부,"경기도 성남시 분당구 판교역로146번길 20, 현대백화점 판교점 지하1(일부)층 (백현동)",2021-03-31
분당구,휴게음식점,야탑역 쏨쏨프렌즈,폐업,2019-10-23,2020-10-29,-,-,-,43.6,경기도 성남시 분당구 야탑동 488-1 야탑역 지하1층 일부,"경기도 성남시 분당구 성남대로 지하 903, 야탑역 지하1(일부)층 (야탑동)",2021-03-31
수정구,휴게음식점,샾디(#D),폐업,2019-11-27,2019-12-17,-,-,-,,"경기도 성남시 수정구 창곡동 509-2번지 아이에스센트럴타워,1층136호","경기도 성남시 수정구 위례광장로 320, 아이에스센트럴타워 1층 136호 (창곡동)",2021-03-31
분당구,휴게음식점,전주콩나물국밥,폐업,2017-04-11,2017-07-31,-,-,-,12.77,경기도 성남시 분당구 구미동 174번지 농수산물종합유통센터 내 푸드코트(1층 일부),"경기도 성남시 분당구 성남대로43번길 11 (구미동, 농수산물종합유통센터 내 푸드코트(1층 일부))",2021-03-31
중원구,휴게음식점,애디아플라워,폐업,2017-04-12,2017-05-11,-,-,-,,경기도 성남시 중원구 여수동 489번지 1층,"경기도 성남시 중원구 여수울로15번길 22-2, 1층 (여수동)",2021-03-31
분당구,휴게음식점,(주)지알씨앤비(CNB),폐업,2017-04-28,2019-09-11,-,-,-,11.66,경기도 성남시 분당구 구미동 174번지 농수산물종합유통센터 1층 일부,"경기도 성남시 분당구 성남대로43번길 11 (구미동, 농수산물종합유통센터 1층 일부)",2021-03-31
수정구,휴게음식점,우리들 간식,폐업,2017-05-16,2020-11-20,-,-,-,21.56,경기도 성남시 수정구 복정동 678 1층 일부,"경기도 성남시 수정구 복정로 96, 1층 일부호 (복정동)",2021-03-31
분당구,휴게음식점,브라운페이퍼,폐업,2015-02-04,2019-04-08,-,-,-,22.59,경기도 성남시 분당구 판교동 621-1번지 1층일부(102호),"경기도 성남시 분당구 운중로 229 (판교동, 1층일부(102호))",2021-03-31
수정구,휴게음식점,후라이김밥,폐업,2015-02-04,2018-05-31,-,-,-,10.16,경기도 성남시 수정구 신흥동 2463-5번지 지하1층,"경기도 성남시 수정구 산성대로 337, 지하1층 (신흥동, 세이브존성남점)",2021-03-31
수정구,휴게음식점,카페램(Cafe RAM),폐업,2015-02-05,2016-12-14,-,-,-,60.69,경기도 성남시 수정구 복정동 678-5번지 1층,"경기도 성남시 수정구 복정로 88, 1층 (복정동)",2021-03-31
분당구,휴게음식점,차타임,폐업,2015-02-06,2018-03-05,-,-,-,15.06,경기도 성남시 분당구 삼평동 618번지 222호,"경기도 성남시 분당구 판교로255번길 9-22, 222호 (삼평동)",2021-03-31
분당구,휴게음식점,올어바웃카페(오리역점),폐업,2015-02-06,2015-04-09,-,-,-,196.8,경기도 성남시 분당구 구미동 188번지 분당엠타워 1층일부,"경기도 성남시 분당구 구미로 8 (구미동, 분당엠타워 1층일부)",2021-03-31
분당구,휴게음식점,앤드커피(AND COFFEE),폐업,2015-02-06,2019-04-10,-,-,-,47.87,경기도 성남시 분당구 구미동 36-4번지 지하1층 일부,"경기도 성남시 분당구 미금일로86번길 28-6 (구미동, 지하1층 일부)",2021-03-31
분당구,휴게음식점,가베가온,폐업,2015-02-12,2015-04-08,-,-,-,41.42,경기도 성남시 분당구 구미동 18번지 시그마오피스텔 F-24호 일부,"경기도 성남시 분당구 탄천상로 164 (구미동, 시그마오피스텔 F-24호 일부)",2021-03-31
중원구,휴게음식점,은하네 꽃돼지 김밥,폐업,2015-02-13,2015-11-02,-,-,-,17.18,경기도 성남시 중원구 상대원동 2375번지 1층 일부,"경기도 성남시 중원구 금상로58번길 12 (상대원동, 1층 일부)",2021-03-31
중원구,휴게음식점,쌍쌍,폐업,2015-02-13,2016-04-25,-,-,-,25.49,경기도 성남시 중원구 성남동 2527번지 1층 102호,"경기도 성남시 중원구 원터로 103-1, 1층 (성남동, 102호)",2021-03-31
분당구,휴게음식점,마마북스(mama books),폐업,2015-02-13,2018-10-10,-,-,-,52.8,경기도 성남시 분당구 수내동 29번지 양지마을주상복합상가 603동 217호,"경기도 성남시 분당구 내정로173번길 11, 603동 217호 (수내동, 양지마을주상복합상가 )",2021-03-31
수정구,휴게음식점,약진로 마트,폐업,2015-02-13,2016-04-28,-,-,-,27,경기도 성남시 수정구 복정동 47-5번지 1층,"경기도 성남시 수정구 가마절로 1, 1층 (복정동)",2021-03-31
수정구,휴게음식점,은하네 꽃돼지 김밥,폐업,2015-02-13,2018-11-30,-,-,-,16.94,경기도 성남시 수정구 태평동 2544번지 1층,"경기도 성남시 수정구 남문로 117, 1층 (태평동)",2021-03-31
분당구,휴게음식점,커피에반하다 서당초점,폐업,2017-05-12,2020-11-11,-,-,-,31.35,경기도 성남시 분당구 서현동 305-3 분당빌딩 1층 일부,"경기도 성남시 분당구 돌마로476번길 41 (서현동, 분당빌딩 1층 일부)",2021-03-31
분당구,휴게음식점,라인엑스,폐업,2017-05-24,2020-09-25,-,-,-,10.58,경기도 성남시 분당구 야탑동 532-3 3층 일부,"경기도 성남시 분당구 판교로 471 (야탑동, 3층 일부)",2021-03-31
분당구,휴게음식점,비틀주스,폐업,2014-06-12,2017-05-15,-,-,-,39.04,경기도 성남시 분당구 삼평동 682번지 1층 112호,"경기도 성남시 분당구 대왕판교로 670 (삼평동, 1층 112호)",2021-03-31
분당구,휴게음식점,닐리커피앤베이크,폐업,2014-06-12,2015-08-11,-,-,-,62.4,경기도 성남시 분당구 금곡동 165번지 천사의도시2오피스텔 1층 101호,"경기도 성남시 분당구 돌마로 51 (금곡동, 천사의도시2오피스텔 1층 101호)",2021-03-31
분당구,휴게음식점,미스터디저트,폐업,2014-06-13,2016-12-30,-,-,-,23.52,경기도 성남시 분당구 서현동 247-1번지 영건프라자 1층 108호,"경기도 성남시 분당구 황새울로360번길 22 (서현동, 영건프라자 1층 108호)",2021-03-31
분당구,휴게음식점,(주)로네펠트티하우스 판교점,폐업,2014-06-13,2019-01-03,-,-,-,79,경기도 성남시 분당구 삼평동 664번지 미래에셋센터  1층 일부,"경기도 성남시 분당구 판교역로192번길 12 (삼평동, 미래에셋센터  1층 일부)",2021-03-31
중원구,휴게음식점,솔밭(Solbat),폐업,2014-06-13,2016-09-26,-,-,-,23.8,"경기도 성남시 중원구 여수동 205번지 ,1층 117호","경기도 성남시 중원구 양현로405번길 5, 1층 117호 (여수동)",2021-03-31
분당구,휴게음식점,예술이닭,폐업,2016-08-30,2018-07-10,-,-,-,7.58,경기도 성남시 분당구 야탑동 757번지 성남아트센터 야외분수광장 옆(80노 4738),"경기도 성남시 분당구 성남대로 808 (야탑동, 성남아트센터 야외분수광장 옆(80노 4738))",2021-03-31
분당구,휴게음식점,룰루랄라커피,폐업,2016-08-30,2019-09-19,-,-,-,76.86,"경기도 성남시 분당구 운중동 1018-2번지 트윈플라자-l 1층 101호 일부, 102호","경기도 성남시 분당구 운중로 172 (운중동, 트윈플라자-l 1층 101호 일부, 102호)",2021-03-31
중원구,휴게음식점,벨로시티(찻집),폐업,2017-03-29,2019-03-26,-,-,-,6,경기도 성남시 중원구 여수동 308번지 1층,"경기도 성남시 중원구 성남대로997번길 51-12, 1층 (여수동)",2021-03-31
분당구,휴게음식점,커피베이 야탑중앙점,폐업,2017-05-17,2020-11-06,-,-,-,61.03,경기도 성남시 분당구 야탑동 291-1 1층 일부,"경기도 성남시 분당구 매화로 46 (야탑동, 1층 일부)",2021-03-31
분당구,휴게음식점,지에스25(GS25) 야탑스위트점,폐업,2017-01-13,2017-02-14,-,-,-,,경기도 성남시 분당구 야탑동 360-3번지 이코노샤르망 1층 110호 지에스25(GS25) 야탑스위트점 일부,"경기도 성남시 분당구 장미로 86 (야탑동, 이코노샤르망 1층 110호 지에스25(GS25) 야탑스위트점 일부)",2021-03-31
