시군명,시설명,채수및검사일자,검사기관명,PH(5.8~8.6),탁도(4NTU이하),대장균(200개체수/100MmL미만),유리잔류염소(0.4~4.0mg/L),초과원인및조치사항,소재지지번주소,소재지도로명주소,소재지우편번호,위도,경도
고양시,고래놀이터 바닥분수,2020-07-01,경기도 고양시,-,-,-,-,,경기도 고양시 일산서구 탄현동 1640번지 일산위브더제니스,"경기도 고양시 일산서구 일현로 97-11(탄현동, 일산 위브더제니스)",10242,37.6941611780,126.7629420744
고양시,고양공원 바닥분수,2020-06-01,고양시 자체점검,-,-,-,-,,경기도 고양시 덕양구 고양동 30,경기도 고양시 덕양구 동헌로 440-4,10274,37.7060540304,126.9004902806
고양시,고양공원 바닥분수,2018-07-24,고양시상하수도사업소,7.8,0.21,2,0.48,,경기도 고양시 덕양구 행신동 1082-1,경기도 고양시 덕양구 중앙로 452,10486,37.6184657159,126.8451800917
고양시,고양공원 바닥분수,2018-07-02,고양시상하수도사업소,7.8,0.11,2,0.88,,경기도 고양시 덕양구 행신동 1082-1,경기도 고양시 덕양구 중앙로 452,10486,37.6184657159,126.8451800917
고양시,고양공원 바닥분수,2018-06-26,고양시상하수도사업소,7.7,0.2,2,0.41,,경기도 고양시 덕양구 행신동 1082-1,경기도 고양시 덕양구 중앙로 452,10486,37.6184657159,126.8451800917
고양시,꽃향기공원 바닥분수,2020-06-01,고양시 자체점검,-,-,-,-,,경기도 고양시 덕양구 향동동 424,경기도 고양시 덕양구 향동로 200,10545,37.6069341830,126.8933221037
고양시,노래하는 분수대A,2020-10-05,고양도시관리공사,-,-,-,-,,경기도 고양시 일산동구 장항동 906번지,경기도 고양시 일산동구 호수로 595,10400,37.6549538763,126.7687601052
고양시,노래하는 분수대B,2020-10-05,고양도시관리공사,-,-,-,-,,경기도 고양시 일산동구 장항동 906번지,경기도 고양시 일산동구 호수로 595,10400,37.6549538763,126.7687601052
고양시,노래하는분수대 계단/바닥분수(A),2018-07-20,중앙생명연구원㈜,8.1,0.25,불검출,0.76,,경기도 고양시 일산동구 호수로 595,경기도 고양시 일산동구 호수로 595,10400,37.6577996966,126.7634563581
고양시,노래하는분수대 계단/바닥분수(A),2018-07-05,중앙생명연구원㈜,8.5,0.11,불검출,0.47,,경기도 고양시 일산동구 호수로 595,경기도 고양시 일산동구 호수로 595,10400,37.6577996966,126.7634563581
고양시,노래하는분수대 계단/바닥분수(A),2018-06-21,중양생명연구원㈜,8.5,0.35,불검출,0.59,,경기도 고양시 일산동구 호수로 595,경기도 고양시 일산동구 호수로 595,10400,37.6577996966,126.7634563581
고양시,노래하는분수대 계단/바닥분수(A),2018-06-11,중양생명연구원㈜,8,0.1,불검출,0.51,,경기도 고양시 일산동구 호수로 595,경기도 고양시 일산동구 호수로 595,10400,37.6577996966,126.7634563581
고양시,노래하는분수대 계단/바닥분수(A),2018-05-25,중양생명연구원㈜,6.3,0.07,불검출,1.69,,경기도 고양시 일산동구 호수로 595,경기도 고양시 일산동구 호수로 595,10400,37.6577996966,126.7634563581
고양시,노래하는분수대 계단/바닥분수(A),2018-05-11,중양생명연구원㈜,7.3,0.12,<2,0.71,,경기도 고양시 일산동구 호수로 595,경기도 고양시 일산동구 호수로 595,10400,37.6577996966,126.7634563581
고양시,노래하는분수대 계단/바닥분수(B),2018-07-20,중앙생명연구원㈜,8.2,0.26,불검출,0.99,,경기도 고양시 일산동구 호수로 595,경기도 고양시 일산동구 호수로 595,10400,37.6577996966,126.7634563581
고양시,노래하는분수대 계단/바닥분수(B),2018-07-05,중앙생명연구원㈜,8.4,0.09,불검출,0.49,,경기도 고양시 일산동구 호수로 595,경기도 고양시 일산동구 호수로 595,10400,37.6577996966,126.7634563581
고양시,노래하는분수대 계단/바닥분수(B),2018-06-21,중양생명연구원㈜,8.4,0.38,불검출,1.11,,경기도 고양시 일산동구 호수로 595,경기도 고양시 일산동구 호수로 595,10400,37.6577996966,126.7634563581
고양시,노래하는분수대 계단/바닥분수(B),2018-06-11,중양생명연구원㈜,7.6,0.1,불검출,0.49,,경기도 고양시 일산동구 호수로 595,경기도 고양시 일산동구 호수로 595,10400,37.6577996966,126.7634563581
고양시,노래하는분수대 계단/바닥분수(B),2018-05-25,중양생명연구원㈜,6.2,0.11,불검출,0.9,,경기도 고양시 일산동구 호수로 595,경기도 고양시 일산동구 호수로 595,10400,37.6577996966,126.7634563581
고양시,노래하는분수대 계단/바닥분수(B),2018-05-11,중양생명연구원㈜,7.3,0.11,<2,0.68,,경기도 고양시 일산동구 호수로 595,경기도 고양시 일산동구 호수로 595,10400,37.6577996966,126.7634563581
고양시,달빛공원 바닥분수,2020-06-01,고양시 자체점검,-,-,-,-,,경기도 고양시 덕양구 화정동 859,경기도 고양시 덕양구 화수로 25 옆,10472,37.6453824143,126.8327282802
고양시,달빛공원 바닥분수,2018-07-24,고양시상하수도사업소,7.7,0.23,2,0.49,,경기도 고양시 덕양구 화정동 872,경기도 고양시 덕양구 은빛로77번길 14,10474,37.6395197929,126.8373972769
고양시,달빛공원 바닥분수,2018-07-02,고양시상하수도사업소,7.8,0.14,2,0.93,,경기도 고양시 덕양구 화정동 872,경기도 고양시 덕양구 은빛로77번길 14,10474,37.6395197929,126.8373972769
고양시,달빛공원 바닥분수,2018-06-26,고양시상하수도사업소,7.7,0.22,2,0.42,,경기도 고양시 덕양구 화정동 872,경기도 고양시 덕양구 은빛로77번길 14,10474,37.6395197929,126.8373972769
고양시,덕수공원 바닥분수,2020-06-01,고양시 자체점검,-,-,-,-,,경기도 고양시 덕양구 삼송동 341,경기도 고양시 덕양구 덕수천1로 14,10588,37.6461771352,126.8792418093
고양시,덕수공원 바닥분수,2018-07-25,고양시상하수도사업소,8,0.22,2,1.18,,경기도 고양시 덕양구 고양동 30,,10274,37.7052355414,126.9001650473
고양시,덕수공원 바닥분수,2018-07-03,고양시상하수도사업소,8,0.59,2,0.43,,경기도 고양시 덕양구 고양동 30,,10274,37.7052355414,126.9001650473
고양시,덕수공원 바닥분수,2018-06-25,고양시상하수도사업소,8,0.22,2,1.18,,경기도 고양시 덕양구 고양동 30,,10274,37.7052355414,126.9001650473
고양시,덕이공원 바닥분수,2020-06-01,고양시 자체점검,-,-,-,-,,경기도 고양시 일산서구 덕이동 산131-7,경기도 고양시 일산동구 중앙로 1256(마두동),10409,37.6588678240,126.7749572412
고양시,덕이공원 바닥분수,2018-07-24,고양시상하수도사업소,7.6,0.14,2,0.52,,경기도 고양시 일산서구 덕이동 산131-7,,,37.6960163104,126.7494325480
고양시,덕이공원 바닥분수,2018-06-25,고양시상하수도사업소,8,0.09,2,0.44,,경기도 고양시 일산서구 덕이동 산131-7,,,37.6960163104,126.7494325480
고양시,도래울바람물공원 바닥분수,2020-06-01,고양시 자체점검,-,-,-,-,,경기도 고양시 덕양구 도내동 980,경기도 고양시 덕양구 의장로 45-1,10551,37.6278409197,126.8735353575
고양시,도래울바람물공원 바닥분수,2018-07-25,고양시상하수도사업소,8,0.23,2,1.31,,경기도 고양시 덕양구 화정동 859,,10472,37.6452408748,126.8310393545
고양시,도래울바람물공원 바닥분수,2018-07-03,고양시상하수도사업소,8,0.52,2,0.64,,경기도 고양시 덕양구 화정동 859,,10472,37.6452408748,126.8310393545
고양시,도래울바람물공원 바닥분수,2018-06-25,고양시상하수도사업소,8,0.23,2,1.31,,경기도 고양시 덕양구 화정동 859,,10472,37.6452408748,126.8310393545
고양시,마두공원 바닥분수,2020-06-01,고양시 자체점검,-,-,-,-,,경기도 고양시 일산동구 마두동 780,경기도 고양시 일산동구 강송로 176-3(마두동),,37.6548517000,126.7857902961
고양시,마두공원 바닥분수,2018-07-17,고양시상하수도사업소,7.7,0.13,2,0.43,,경기도 고양시 일산동구 마두동 780,,,37.6548517000,126.7857902961
고양시,마두공원 바닥분수,2018-07-04,고양시상하수도사업소,7.7,0.11,2,0.64,,경기도 고양시 일산동구 마두동 780,,,37.6548517000,126.7857902961
고양시,마두공원 바닥분수,2018-06-18,고양시상하수도사업소,7.9,0.21,2,1.33,,경기도 고양시 일산동구 마두동 780,,,37.6548517000,126.7857902961
고양시,문촌어린이공원,2020-06-01,고양시 자체점검,-,-,-,-,,경기도 고양시 일산서구 주엽동 10,경기도 고양시 일산서구 주엽로 173-4(주엽동),10378,37.6748261428,126.7581874436
고양시,문화공원 계류분수,2020-06-01,고양시 자체점검,-,-,-,-,,경기도 고양시 일산서구 주엽동 77,경기도 고양시 일산서구 중앙로 1600(대화동),10226,37.6779159791,126.7452987036
고양시,문화공원 계류분수,2018-07-24,고양시상하수도사업소,7.6,0.16,2,0.63,,경기도 고양시 일산서구 주엽동 77,,,37.6752632325,126.7648511764
고양시,문화공원 계류분수,2018-06-25,고양시상하수도사업소,7.7,1.34,2,0.45,,경기도 고양시 일산서구 주엽동 77,,,37.6752632325,126.7648511764
고양시,백양공원 바닥분수,2020-06-01,고양시 자체점검,-,-,-,-,,경기도 고양시 덕양구 화정동 1131,경기도 고양시 덕양구 성신로 55,10504,37.6278001535,126.8348007177
고양시,백양공원 바닥분수,2018-07-24,고양시상하수도사업소,7.8,0.22,2,0.45,,경기도 고양시 덕양구 삼송동 339,경기도 고양시 덕양구 덕수천1로 26,10588,37.6466354993,126.8800313181
고양시,백양공원 바닥분수,2018-07-02,고양시상하수도사업소,7.8,0.11,2,1,,경기도 고양시 덕양구 삼송동 339,경기도 고양시 덕양구 덕수천1로 26,10588,37.6466354993,126.8800313181
고양시,백양공원 바닥분수,2018-06-26,고양시상하수도사업소,7.9,1,2,2.9,,경기도 고양시 덕양구 삼송동 339,경기도 고양시 덕양구 덕수천1로 26,10588,37.6466354993,126.8800313181
고양시,샘물어린이공원,2020-06-01,고양시 자체점검,-,-,-,-,,경기도 고양시 일산서구 덕이동 338-21,경기도 고양시 일산서구 중앙로 1600(대화동),10226,37.6779159791,126.7452987036
고양시,서정공원 바닥분수,2020-06-01,고양시 자체점검,-,-,-,-,,경기도 고양시 덕양구 행신동 1082-1,경기도 고양시 덕양구 중앙로 452,10486,37.6185477163,126.8452285768
고양시,서정공원 바닥분수,2018-07-24,고양시상하수도사업소,7.8,0.24,2,0.4,,경기도 고양시 덕양구 도내동 948-130,,,37.6276640733,126.8744211532
고양시,서정공원 바닥분수,2018-07-02,고양시상하수도사업소,7.8,0.2,2,0.6,,경기도 고양시 덕양구 도내동 948-130,,,37.6276640733,126.8744211532
고양시,서정공원 바닥분수,2018-06-26,고양시상하수도사업소,8,0.68,2,1.3,,경기도 고양시 덕양구 도내동 948-130,,,37.6276640733,126.8744211532
고양시,식사중앙공원 바닥분수,2020-06-01,고양시 자체점검,-,-,-,-,,경기도 고양시 일산동구 식사동 1535,경기도 고양시 일산동구 위시티3로 44-2(식사동),10323,37.6777935511,126.8138473697
고양시,식사중앙공원 바닥분수,2018-07-17,고양시상하수도사업소,7.6,0.12,2,0.4,,경기도 고양시 일산동구 식사동 1535,,10323,37.6771327636,126.8119333274
고양시,식사중앙공원 바닥분수,2018-07-04,고양시상하수도사업소,7.8,0.11,2,0.69,,경기도 고양시 일산동구 식사동 1535,,10323,37.6771327636,126.8119333274
고양시,식사중앙공원 바닥분수,2018-06-18,고양시상하수도사업소,7.9,0.2,2,1.43,,경기도 고양시 일산동구 식사동 1535,,10323,37.6771327636,126.8119333274
고양시,원흥동원로얄 듀크비스타아파트 지상3층 바닥분수,2020-10-07,고양시 자체점검,-,-,-,-,,경기도 고양시 덕양구 원흥동 635,경기도 고양시 덕양구 권율대로 690,10558,37.6504664009,126.8756238994
고양시,은빛공원 바닥분수,2020-06-01,고양시 자체점검,-,-,-,-,,경기도 고양시 덕양구 화정동 872,경기도 고양시 덕양구 은빛로77번길 14,10474,37.6381404344,126.8367600270
고양시,은빛공원 바닥분수,2018-07-24,고양시상하수도사업소,7.8,0.22,2,0.41,,경기도 고양시 덕양구 행주내동 202,경기도 고양시 덕양구 행주로 108-1,10439,37.6079138662,126.8312385172
고양시,은빛공원 바닥분수,2018-07-02,고양시상하수도사업소,7.8,0.1,2,0.85,,경기도 고양시 덕양구 행주내동 202,경기도 고양시 덕양구 행주로 108-1,10439,37.6079138662,126.8312385172
고양시,은빛공원 바닥분수,2018-06-26,고양시상하수도사업소,7.7,0.15,2,0.62,,경기도 고양시 덕양구 행주내동 202,경기도 고양시 덕양구 행주로 108-1,10439,37.6079138662,126.8312385172
고양시,중산공원 물놀이형 수경시설,2020-07-01,경기도 고양시,-,-,-,-,,경기도 고양시 일산동구 중산동 1565,경기도 고양시 일산동구 중산로 217,10337,37.6914989219,126.7799024563
고양시,충장공원 바닥분수,2020-06-01,고양시 자체점검,-,-,-,-,,경기도 고양시 덕양구 행주내동 202,경기도 고양시 덕양구 행주로 108-1,10439,37.6115294238,126.8345037964
고양시,충장공원 바닥분수,2018-07-24,고양시상하수도사업소,7.8,0.2,2,0.53,,경기도 고양시 덕양구 화정동 985,,10500,37.6313041524,126.8319324275
고양시,충장공원 바닥분수,2018-07-02,고양시상하수도사업소,7.8,0.12,2,0.92,,경기도 고양시 덕양구 화정동 985,,10500,37.6313041524,126.8319324275
고양시,충장공원 바닥분수,2018-06-26,고양시상하수도사업소,7.7,0.11,2,0.57,,경기도 고양시 덕양구 화정동 985,,10500,37.6313041524,126.8319324275
고양시,탄중로 바닥분수,2020-06-01,고양시 자체점검,-,-,-,-,,경기도 고양시 일산서구 탄현동 1487-1,경기도 고양시 일산서구 중앙로 1600(대화동),10226,37.6779159791,126.7452987036
고양시,하늘공원 바닥분수,2020-07-01,고양시 자체점검,-,-,-,-,,경기도 고양시 일산동구 중산동 1795,경기도 고양시 일산동구 중앙로 1256(마두동),10409,37.6588678240,126.7749572412
고양시,하늘공원 바닥분수,2018-07-17,고양시상하수도사업소,7.7,0.12,2,0.42,,경기도 고양시 일산동구 중산동 1795,,,37.6776276218,126.7855199081
고양시,하늘공원 바닥분수,2018-07-04,고양시상하수도사업소,7.8,0.11,2,0.69,,경기도 고양시 일산동구 중산동 1795,,,37.6776276218,126.7855199081
고양시,하늘공원 바닥분수,2018-06-18,고양시상하수도사업소,7.1,0.09,2,1.1,,경기도 고양시 일산동구 중산동 1795,,,37.6776276218,126.7855199081
고양시,향동체육공원 물놀이형 어린이 놀이시설,2020-06-01,고양시 자체점검,-,-,-,-,,경기도 고양시 덕양구 향동동 588,경기도 고양시 덕양구 화중로104번길 13(화정동),10497,37.6374571807,126.8322777968
고양시,화정중앙공원 물놀이분수,2020-06-01,고양시 자체점검,-,-,-,-,,경기도 고양시 덕양구 화정동 985,경기도 고양시 덕양구 화신로 266-2(화정동),10500,37.6309466968,126.8317693973
고양시,화정중앙공원 물놀이형분수,2018-07-24,고양시상하수도사업소,8,0.23,2,0.48,,경기도 고양시 덕양구 화정동 1131,경기도 고양시 덕양구 성신로 55,10504,37.6278040311,126.8351802871
고양시,화정중앙공원 물놀이형분수,2018-07-02,고양시상하수도사업소,7.8,0.17,2,0.98,,경기도 고양시 덕양구 화정동 1131,경기도 고양시 덕양구 성신로 55,10504,37.6278040311,126.8351802871
고양시,화정중앙공원 물놀이형분수,2018-06-26,고양시상하수도사업소,7.6,0.18,2,0.5,,경기도 고양시 덕양구 화정동 1131,경기도 고양시 덕양구 성신로 55,10504,37.6278040311,126.8351802871
고양시,후동공원 바닥분수,2020-06-01,고양시 자체점검,-,-,-,-,,경기도 고양시 일산서구 일산동 1400,경기도 고양시 일산서구 일산로 552-1,10374,37.6784220382,126.7669421758
고양시,후동공원 바닥분수,2018-07-24,고양시상하수도사업소,7.6,0.15,2,0.48,,경기도 고양시 일산서구 일산동 1400,,,37.6798192312,126.7679086806
고양시,후동공원 바닥분수,2018-06-25,고양시상하수도사업소,7.9,0.14,2,0.49,,경기도 고양시 일산서구 일산동 1400,,,37.6798192312,126.7679086806
과천시,중앙공원,2020-08-11,경기도 과천시,-,-,-,-,,경기도 과천시 별양동 2-1,경기도 과천시 도서관길 36(별양동),13836,37.4323407549,126.9965868188
과천시,중앙공원 어린이 물놀이 시설,2018-07-19,㈜혜성환경,7.6,1.41,0,0.45,,경기도 과천시 별양동 중앙공원 일원,,,37.4303091692,126.9962498487
과천시,중앙공원 어린이 물놀이 시설,2018-07-12,㈜워트랩생활환경연구원,7.6,1,0,1.2,,경기도 과천시 별양동 중앙공원 일원,,,37.4303091692,126.9962498487
과천시,중앙공원 어린이 물놀이 시설,2018-06-29,㈜워트랩생활환경연구원,8,0.37,0,2.5,,경기도 과천시 별양동 중앙공원 일원,,,37.4303091692,126.9962498487
과천시,중앙공원 어린이 물놀이 시설,2018-06-15,㈜워트랩생활환경연구원,7.7,0.16,0,1.13,,경기도 과천시 별양동 중앙공원 일원,,,37.4303091692,126.9962498487
과천시,중앙공원 어린이 물놀이 시설,2018-05-30,㈜워트랩생활환경연구원,8.1,0.2,0,0.84,,경기도 과천시 별양동 중앙공원 일원,,,37.4303091692,126.9962498487
과천시,중앙공원 어린이 물놀이 시설,2018-05-18,㈜워트랩생활환경연구원,8.6,0.59,0,2.5,,경기도 과천시 별양동 중앙공원 일원,,,37.4303091692,126.9962498487
광명시,광덕 근린공원 바닥분수,2020-10-05,경기도 광명시,,,,,,경기도 광명시 철산동 635-1,경기도 광명시 하안로 421,14241,37.4716227150,126.8723874537
광명시,광덕근린공원 바닥분수,2018-07-20,(주)혜성환경,7.6,0.1,0,0.84,,경기도 광명시 광명동 산75,,,37.4681252126,126.8576482333
광명시,광덕근린공원 바닥분수,2018-07-06,(주)혜성환경,7.4,0.09,0,0.96,,경기도 광명시 광명동 산75,,,37.4681252126,126.8576482333
광명시,광덕근린공원 바닥분수,2018-06-29,고장수리로 인한 미가동,,,,,,경기도 광명시 광명동 산75,,,37.4681252126,126.8576482333
광명시,광덕근린공원 바닥분수,2018-06-15,(주)혜성환경,7.8,0.38,0,0.78,,경기도 광명시 광명동 산75,,,37.4681252126,126.8576482333
광명시,광명 안양천 어린이 물놀이장,2020-09-28,경기도 광명시,,,,,해당없음,경기도 광명시 철산동 606-3,경기도 광명시 시청로 20(철산동),14234,37.4789169239,126.8643754325
광명시,광명 안양천 어린이물놀이장,2018-07-25,㈜혜성환경,7.2,0.1,0,0.48,,경기도 광명시 철산동 606-3,,,37.4937363578,126.8694040479
광명시,광명 안양천 어린이물놀이장,2018-07-12,(주)혜성환경,7.7,0.1,0,0.53,,경기도 광명시 철산동 606-3,,,37.4937363578,126.8694040479
광명시,광명동 780-1번지 음악(바닥)분수,2020-10-05,경기도 광명시,,,,,,경기도 광명시 광명동 780-1,경기도 광명시 광명로 721,14299,37.4668249807,126.8453441854
광명시,광명시민체육관 사계절 어린이테마물놀이장,2020-10-05,경기도 광명시,,,,,,경기도 광명시 하안동 577,경기도 광명시 오리로 703,14259,37.4625215090,126.8711631550
광명시,광명역푸르지오아파트 아쿠아가든,2020-07-22,경기도 광명시,,,,,,경기도 광명시 일직동 519,경기도 광명시 시청로 20(철산동),14234,37.4789169239,126.8643754325
광명시,도덕산 근린공원 바닥분수,2020-10-05,경기도 광명시,,,,,해당없음,경기도 광명시 광명동 산 75,경기도 광명시 시청로 20(철산동),14234,37.4789169239,126.8643754325
광명시,도덕산공원 바닥분수,2018-07-28,(주)혜성환경,7.4,0.17,0,0.54,,경기도 광명시 철산동 635-1,경기도 광명시 하안로 421,14241,37.4720167402,126.8724270881
광명시,도덕산공원 바닥분수,2018-07-14,(주)혜성환경,7.1,0.16,0,0.52,,경기도 광명시 철산동 635-1,경기도 광명시 하안로 421,14241,37.4720167402,126.8724270881
광명시,일직 바닥분수,2020-10-05,경기도 광명시,,,,,해당없음,경기도 광명시 일직동 380-4,경기도 광명시 시청로 20(철산동),14234,37.4789169239,126.8643754325
광명시,일직수변공원 바닥분수,2018-07-20,(주)혜성환경,7.8,0.21,23,0.95,,경기도 광명시 일직동 380-4,,,37.4113547568,126.8832630400
광명시,일직수변공원 바닥분수,2018-07-06,고장수리로 인한 미가동,,,,,,경기도 광명시 일직동 380-4,,,37.4113547568,126.8832630400
광명시,일직수변공원 바닥분수,2018-06-29,고장수리로 인한 미가동,,,,,,경기도 광명시 일직동 380-4,,,37.4113547568,126.8832630400
광명시,일직수변공원 바닥분수,2018-06-15,(주)혜성환경,7.6,0.22,0,0.84,,경기도 광명시 일직동 380-4,,,37.4113547568,126.8832630400
광주시,경안근린공원,2020-07-09,경기도 광주시,-,-,-,-,해당없음,경기도 광주시 경안동 40,경기도 광주시 행정타운로 50(송정동),12738,37.4293101192,127.2550789677
광주시,광남생활체육공원,2020-04-24,경기도 광주시,-,-,-,-,,경기도 광주시 태전동 601-2,경기도 광주시 행정타운로 50(송정동),12738,37.4293101192,127.2550789677
광주시,광주센트럴푸르지오,2020-07-23,경기도 광주시,-,-,-,-,해당없음,경기도 광주시 쌍령동 503,경기도 광주시 행정타운로 50(송정동),12738,37.4293101192,127.2550789677
광주시,광주시청사 광장 바닥분수,2020-08-11,경기도 광주시,-,-,-,-,해당없음,경기도 광주시 송정동 570,경기도 광주시 행정타운로 50,12738,37.4293101192,127.2550789677
광주시,광지원리 물놀이장,2020-06-22,경기도 광주시,-,-,-,-,,경기도 광주시 남한산성면 광지원리 365,경기도 광주시 남한산성면 회안대로 1417-20,12704,37.4628059876,127.2469298681
광주시,늑현리 조합놀이대,2020-07-09,경기도 광주시,-,-,-,-,,경기도 광주시 초월읍 늑현리 193,경기도 광주시 행정타운로 50(송정동),12738,37.4293101192,127.2550789677
광주시,삼리어린이공원,2020-07-09,경기도 광주시,-,-,-,-,,경기도 광주시 곤지암읍 삼리 131-1,경기도 광주시 행정타운로 50(송정동),12738,37.4293101192,127.2550789677
광주시,양벌소공원,2020-07-15,경기도 광주시,-,-,-,-,해당없음,경기도 광주시 오포읍 양벌리 1040-2,경기도 광주시 행정타운로 50(송정동),12738,37.4293101192,127.2550789677
광주시,이편한세상태전2차(1단지),2020-06-23,경기도 광주시,-,-,-,-,해당없음,경기도 광주시 태전동 695,경기도 광주시 태전동로 12,12787,37.3881144379,127.2330151757
광주시,이편한세상태전2차(2단지),2020-06-23,경기도 광주시,-,-,-,-,,경기도 광주시 태전동 695,경기도 광주시 태전동로 12,12787,37.3881144379,127.2330151757
광주시,이편한세상태전2차(3단지),2020-06-23,경기도 광주시,-,-,-,-,,경기도 광주시 태전동 695,경기도 광주시 태전동로 12,12787,37.3881144379,127.2330151757
광주시,중대물빛공원,2020-07-09,경기도 광주시,-,-,-,-,,경기도 광주시 중대동 229,경기도 광주시 순암로 307,12768,37.4027181899,127.2180828368
광주시,중대물빛공원 바닥분수,2018-07-17,KOTITI시험연구원,6.8,0.26,0,0.8,,경기도 광주시 순암로 307,경기도 광주시 순암로 307,12768,37.4026959782,127.2180582017
광주시,중대물빛공원 바닥분수,2018-07-04,KOTITI시험연구원,7.8,0.16,0,0.95,,경기도 광주시 순암로 307,경기도 광주시 순암로 307,12768,37.4026959782,127.2180582017
광주시,중대물빛공원 바닥분수,2018-06-22,㈜수앤수물환경연구원,7.6,0.09,0,0.45,,경기도 광주시 순암로 307,경기도 광주시 순암로 307,12768,37.4026959782,127.2180582017
광주시,중대물빛공원 조합놀이대,2018-07-17,KOTITI시험연구원,6.7,0.31,0,0.5,,경기도 광주시 순암로 307,경기도 광주시 순암로 307,12768,37.4026959782,127.2180582017
광주시,중대물빛공원 조합놀이대,2018-07-12,KOTITI시험연구원,7.4,0.19,0,0.73,,경기도 광주시 순암로 307,경기도 광주시 순암로 307,12768,37.4026959782,127.2180582017
광주시,중대물빛공원 조합놀이대,2018-06-22,㈜수앤수물환경연구원,7.6,0.44,70,0.44,,경기도 광주시 순암로 307,경기도 광주시 순암로 307,12768,37.4026959782,127.2180582017
광주시,탄벌경남아너스빌1단지,2020-07-21,경기도 광주시,-,-,-,-,해당없음,경기도 광주시 탄벌동 765,경기도 광주시 행정타운로 50(송정동),12738,37.4293101192,127.2550789677
광주시,탄벌쌈지공원 물놀이장,2020-06-22,경기도 광주시,-,-,-,-,,경기도 광주시 탄벌동 714,경기도 광주시 행정타운로 50(송정동),12738,37.4293101192,127.2550789677
광주시,태전8호 어린이공원,2020-07-09,경기도 광주시,-,-,-,-,,경기도 광주시 태전동 261-36,경기도 광주시 행정타운로 50(송정동),12738,37.4293101192,127.2550789677
구리시,갈매6단지 아파트,2020-09-22,경기도 구리시,-,-,-,-,,경기도 구리시 갈매동 631,경기도 구리시 아차산로 439(교문동),11954,37.5946238714,127.1287774522
구리시,갈매중앙공원 물놀이시설,2020-09-22,경기도 구리시,-,-,-,-,,경기도 구리시 갈매동 578,경기도 구리시 산마루로 41,11901,37.6311047688,127.1185661212
구리시,갈매중앙공원 물놀이시설,2018-07-31,구리시 수도과,7.01,0.06,불검출,0.11,,경기도 구리시 산마루로 29,경기도 구리시 산마루로 29,11901,37.6312554143,127.1172900385
구리시,갈매중앙공원 물놀이시설,2018-07-17,구리시 수도과,7.08,0.07,불검출,2.00,,경기도 구리시 산마루로 29,경기도 구리시 산마루로 29,11901,37.6312554143,127.1172900385
구리시,갈매중앙공원 물놀이시설,2018-06-28,구리시 수도과,8.00,0.20,불검출,3.30,,경기도 구리시 산마루로 29,경기도 구리시 산마루로 29,11901,37.6312554143,127.1172900385
구리시,갈매중앙공원 바닥분수A,2020-09-22,경기도 구리시,-,-,-,-,,경기도 구리시 갈매동 578,경기도 구리시 산마루로 41,11901,37.6311047688,127.1185661212
구리시,갈매중앙공원 바닥분수A,2018-07-31,구리시 수도과,7.22,0.08,불검출,1.21,,경기도 구리시 수택동 848번지,경기도 구리시 체육관로 74,11940,37.5913917677,127.1385381423
구리시,갈매중앙공원 바닥분수A,2018-07-17,구리시 수도과,6.82,2.64,불검출,0.42,,경기도 구리시 수택동 848번지,경기도 구리시 체육관로 74,11940,37.5913917677,127.1385381423
구리시,갈매중앙공원 바닥분수A,2018-06-28,구리시 수도과,7.61,0.08,불검출,3.55,,경기도 구리시 수택동 848번지,경기도 구리시 체육관로 74,11940,37.5913917677,127.1385381423
구리시,갈매중앙공원 바닥분수B,2020-09-22,경기도 구리시,-,-,-,-,,경기도 구리시 갈매동 578,경기도 구리시 산마루로 41,11901,37.6311047688,127.1185661212
구리시,갈매중앙공원 바닥분수B,2018-07-31,구리시 수도과,7.23,0.07,불검출,1.26,,경기도 구리시 토평동 990-1번지,,11945,37.5895583256,127.1497892083
구리시,갈매중앙공원 바닥분수B,2018-07-17,구리시 수도과,6.91,0.16,불검출,0.86,,경기도 구리시 토평동 990-1번지,,11945,37.5895583256,127.1497892083
구리시,갈매중앙공원 바닥분수B,2018-06-28,구리시 수도과,8.07,0.09,불검출,3.75,,경기도 구리시 토평동 990-1번지,,11945,37.5895583256,127.1497892083
구리시,구리광장 바닥분수,2020-09-22,경기도 구리시,-,-,-,-,,경기도 구리시 인창동 209-1,경기도 구리시 아차산로 439(교문동),11954,37.5946238714,127.1287774522
구리시,구리광장 바닥분수,2018-07-31,구리시 수도과,7.19,0.07,불검출,1.57,,경기도 구리시 인창동 651-1,,,37.6111974808,127.1283697318
구리시,구리광장 바닥분수,2018-07-17,구리시 수도과,6.96,0.1,불검출,1.42,,경기도 구리시 인창동 651-1,,,37.6111974808,127.1283697318
구리시,구리광장 바닥분수,2018-06-28,구리시 수도과,7.78,0.22,불검출,3.49,,경기도 구리시 인창동 651-1,,,37.6111974808,127.1283697318
구리시,동구하늘공원 물놀이장,2020-09-22,경기도 구리시,-,-,-,-,,경기도 구리시 인창동 669-1,경기도 구리시 아차산로 439(교문동),11954,37.5946238714,127.1287774522
구리시,동구하늘근린공원 물놀이시설,2018-07-31,구리시 수도과,7.58,0.28,불검출,3.52,,경기도 구리시 산마루로 29,경기도 구리시 산마루로 29,11901,37.6312554143,127.1172900385
