,name,main_category,sub_category
1591,아모르키친,양식,
1592,애월리안,양식,
1593,오데뜨,양식,
1594,저스트쉬림프,양식,
1595,제주중문수제맥주,양식,
1596,춘희,양식,
1597,컬쳐드,양식,
1598,코코리파이프,양식,
1599,킴스커틀렛,양식,
1600,텐피자,양식,
1601,하와이새우트럭,양식,
1602,1950하우스,양식,
1603,곰마에그,양식,
1604,그랜드 키친,양식,
1605,그리다앤쿡,양식,
1606,그릴데미그라스,양식,
1607,다이노바이트 샌드위치,양식,
1608,디 아일렛 라운지,양식,
1609,라 아바나,양식,
1610,라스또르따스,양식,
1611,라포레사려니,양식,
1612,루스트플레이스 베라체점,양식,
1613,루스트플레이스 삼화점,양식,
1614,루스트플레이스 서귀포점,양식,
1615,루스트플레이스 시청점,양식,
1616,루스트플레이스 아라점,양식,
1617,루스트플레이스 아이파크점,양식,
1618,루스트플레이스 외도점,양식,
1619,루스트플레이스 제원점,양식,
1620,루스트플레이스 칠성로점,양식,
1621,마농,양식,
1622,마레벤또,양식,
1623,몬스터살롱,양식,
1624,바람이풀에그림그린날,양식,
1625,바온탑,양식,
1626,버거307,양식,
1627,번개피자,양식,
1628,베지그랑,양식,
1629,봉플라봉뱅,양식,
1630,부스타코,양식,
1631,부엌인세화,양식,
1632,부자식당,양식,
1633,비올레제주,양식,
1634,빅토리아,양식,
1635,샤라의정원,양식,
1636,섬마을청년회관,양식,
1637,세러데이아일랜드,양식,
1638,스테이크 하우스,양식,
1639,시나르,양식,
1640,신스버거,양식,
1641,신화테라스,양식,
1642,써니사이드비치,양식,
1643,아따블르,양식,
1644,애월바베,양식,
1645,오조파스타앤피자,양식,
1646,윌라라,양식,
1647,지꺼진밥상,양식,
1648,카페 8,양식,
1649,탐라화덕피자,양식,
1650,탭룸3029,양식,
1651,텍시아,양식,
1652,팜스테이블,양식,
1653,포트그릴 스테이크하우스,양식,
1654,피노,양식,
1655,피자아일랜드,양식,
1656,하례정원,양식,
1657,호끌락다락,양식,
1658,흑돼지돈까스 뷔페 밀라네사,양식,
1659,수우동,일식,
1660,미친부엌,일식,
1661,사형제횟집,일식,
1662,만선식당,일식,
1663,스시호시카이,일식,
1664,갓포하루,일식,
1665,쌍둥이횟집본점,일식,
1666,그리운바다성산포,일식,
1667,미영이네식당,일식,
1668,바다풍경횟집,일식,
1669,삼다도횟집,일식,
1670,황금손가락,일식,
1671,남경미락,일식,
1672,모루쿠다,일식,
1673,올레수산회센터,일식,
1674,우수미회센타,일식,
1675,얌얌돈까스,일식,
1676,연동마라도횟집,일식,
1677,초밥군커피씨,일식,
1678,2093하우스,일식,
1679,나원횟집,일식,
1680,남또리,일식,
1681,마쇼,일식,
1682,만원의행복,일식,
1683,미나식탁,일식,
1684,보목해녀의집,일식,
1685,봉you,일식,
1686,올래어촌,일식,
1687,제주올레횟집,일식,
1688,채원일식,일식,
1689,강해일횟집,일식,
1690,고고리식당,일식,
1691,광원,일식,
1692,남양수산,일식,
1693,남해횟집,일식,
1694,도토리키친,일식,
1695,동해미락,일식,
1696,레드썬셋,일식,
1697,모리노아루요,일식,
1698,바다어사또,일식,
1699,백사장횟집(백사장회센터),일식,
1700,소라횟집,일식,
1701,쉐프 이야기,일식,
1702,스시우다,일식,
1703,승범이네집,일식,
1704,어멍횟집,일식,
1705,어전횟집,일식,
1706,오동여식당,일식,
1707,용림식당,일식,
1708,우정횟집,일식,
1709,월척수산,일식,
1710,중문자연산횟집,일식,
1711,협재삼춘네횟집,일식,
1712,겐짱야,일식,
1713,경주네횟집,일식,
1714,고로케야,일식,
1715,나까무라,일식,
1716,노조미,일식,
1717,다람쥐 식탁,일식,
1718,다미진,일식,
1719,다미회,일식,
1720,대포횟집,일식,
1721,독도참치,일식,
1722,레이식당,일식,
1723,만부정,일식,
1724,만선바다,일식,
1725,문쏘,일식,
1726,보틀앤볼,일식,
1727,봉끄랑횟집,일식,
1728,사방팔방,일식,
1729,사수만수횟집,일식,
1730,사이카레,일식,
1731,삼바리회센타,일식,
1732,서귀포바당물회,일식,
1733,서바당횟집,일식,
1734,세이슌,일식,
1735,세이슌 칠성로점,일식,
1736,소길역,일식,
1737,스시마시,일식,
1738,신우성타운,일식,
1739,아싸횟집,일식,
1740,어림향,일식,
1741,우림일식,일식,
1742,우정회센타,일식,
1743,운해횟집,일식,
1744,위미항활어회센터,일식,
1745,유메,일식,
1746,유메야마,일식,
1747,이노우에스시,일식,
1748,이돈갓시청점,일식,
1749,이찌마루,일식,
1750,잇칸시타,일식,
1751,자리돔횟집,일식,
1752,제일식당,일식,
1753,제주광어씨푸드레스토랑 표선점,일식,
1754,제주침시술소바 (오로라식품),일식,
1755,종달리엔 엄마식당,일식,
1756,진미명가식당,일식,
1757,촵촵,일식,
1758,쿡이야,일식,
1759,털보네 고양이,일식,
1760,하몽인제주,일식,
1761,황금무지개,일식,
1762,황금어장,일식,
1763,르쉬느아 (Le Chinois),중식,
1764,레드팬더,중식,
1765,아시안 푸드 스트리트,중식,
1766,철가방을든해녀,중식,
1767,가파도해물짜장짬뽕,중식,
1768,비바리짬뽕,중식,
1769,재복헌훠궈,중식,
1770,짬뽕에취한날,중식,
1771,다래향,중식,
1772,덕성원,중식,
1773,도두반점,중식,
1774,우도아름다운소풍,중식,
1775,중식당 청,중식,
1776,탕궁훠궈,중식,
1777,마라도에서온자장면집,중식,
1778,마라도해녀촌짜장,중식,
1779,보영반점,중식,
1780,산호풍경,중식,
1781,아서원,중식,
1782,다래향2호점,중식,
1783,대관원,중식,
1784,동북왕,중식,
1785,동해루,중식,
1786,딤섬9898,중식,
1787,로이앤메리,중식,
1788,마라도별장식당,중식,
1789,민봉태중화요리,중식,
1790,산호반점,중식,
1791,성화정,중식,
1792,수타명가,중식,
1793,신짜장,중식,
1794,심봉사눈뜬톳해물짜장짬뽕,중식,
1795,원조마라도짜장면,중식,
1796,제주 핫팟,중식,
1797,준반점,중식,
1798,중화요리 사해방,중식,
1799,짜장면시키신분 마라점,중식,
1800,차이나 하우스,중식,
1801,추자북경,중식,
1802,환상의짜장,중식,
1803,황궁쟁반탐라원,중식,
1804,톰톰카레,동남아식,
1805,메콩스카이,동남아식,
1806,타이웍,동남아식,
1807,파니야그릴,동남아식,
1808,하노이안브라더스,동남아식,
1809,대성쌀국수,동남아식,
1810,리틀비엣,동남아식,
1811,몬스테라 자구리,동남아식,
1812,블루사이공,동남아식,
1813,에이스쌀국수,동남아식,
1814,타무라,동남아식,
1815,아살람레스토랑,무슬람 친화,
1816,와르다레스토랑,무슬람 친화,
1817,라지마할,무슬람 친화,
1818,바다잔치,무슬람 친화,
1819,바다풍경,무슬람 친화,
1820,대원가,무슬람 친화,
1821,바그다드,무슬람 친화,
1822,춘심이네,무슬람 친화,
1823,라마다프라자제주호텔 더블루뷔페레스토랑,무슬람 친화,
1824,라마다프라자제주호텔 한식당 탐모라,무슬람 친화,
1825,나니아 레스토랑,무슬람 친화,
1826,제주뚝배기,무슬람 친화,
1827,러빙헛제주,무슬람 친화,
1828,윌라라,무슬람 친화,
1829,성산보말죽칼국수,무슬람 친화,
1830,해촌,무슬람 친화,
1831,김명자굴국밥(제주본점),무슬람 친화,
1832,청운식당,무슬람 친화,
1833,제주랑,무슬람 친화,
1834,용두암바당회국수,무슬람 친화,
1835,제주대게회타운,무슬람 친화,
1836,코코마마,무슬람 친화,
1837,코코마마 성산점,무슬람 친화,
1838,봄날카페,카페,
1839,몽상드애월(몽상),카페,
1840,서연의집(영화 건축학개론),카페,
1841,리치망고,카페,
1842,카페공작소,카페,
1843,하하호호(HAHAHOHO),카페,
1844,우유부단,카페,
1845,델문도,카페,
1846,테라로사,카페,
1847,마노르블랑,카페,
1848,카페콜라,카페,
1849,키친오즈,카페,
1850,구좌상회,카페,
1851,애월더선셋,카페,
1852,지미스,카페,
1853,앤트러사이트,카페,
1854,우도왕자이야기,카페,
1855,바다다,카페,
1856,망고레이,카페,
1857,바보카페,카페,
1858,월정리로와,카페,
1859,카페마니,카페,
1860,풍림다방,카페,
1861,블랑로쉐,카페,
1862,치치퐁,카페,
1863,살롱드라방 SALON de LAVANT,카페,
1864,카페세바,카페,
1865,비어라운드(Be around),카페,
1866,유동커피,카페,
1867,명당양과,카페,
1868,바당봉봉,카페,
1869,아뜰리에 제주명월,카페,
1870,월정리에서브런치,카페,
1871,꿈꾸는 흰당나귀,카페,
1872,닐모리동동,카페,
1873,라붕제주 cafe,카페,
1874,메종드쁘띠푸루,카페,
1875,바람벽에흰당나귀,카페,
1876,에스프레소 라운지,카페,
1877,쪼끌락,카페,
1878,덕인당보리빵,카페,
1879,마마롱(애월),카페,
1880,망고홀릭 제주본점,카페,
1881,와랑와랑카페,카페,
1882,지금이순간,카페,
1883,카이로스,카페,
1884,카페쉼표,카페,
1885,북촌에가면,카페,
1886,쌀다방,카페,
1887,아라파파 a la papa,카페,
1888,카페태희,카페,
1889,노을언덕,카페,
1890,레이지박스,카페,
1891,리치망고우도점,카페,
1892,버터모닝,카페,
1893,봉끄랑,카페,
1894,안녕육지사람,카페,
1895,제주다음,카페,
1896,호박다방,카페,
1897,대수길다방,카페,
1898,바다는안보여요,카페,
1899,새콤달콤,카페,
1900,쓰담뜨담,카페,
1901,와토커피,카페,
1902,우드스탁,카페,
1903,인더오조,카페,
1904,제스피,카페,
1905,제주감귤호떡집,카페,
1906,카페 사우다드,카페,
1907,카페루시아,카페,
1908,피노키오,카페,
1909,귤꽃,카페,
1910,대니스카페,카페,
1911,문어빵굽는문빵9,카페,
1912,미엘드세화,카페,
1913,숨비나리카페,카페,
1914,아이스크림연구소(올레시장점),카페,
1915,아이스크림연구소(우도점),카페,
1916,알라스카인제주,카페,
1917,엠 라운지 M Lounge,카페,
1918,우도에서썸타,카페,
1919,유람위드북스,카페,
1920,제주유랑(푸드트럭),카페,
1921,카페동네,카페,
1922,카페동백,카페,
1923,카페숑,카페,
1924,카페오름,카페,
1925,티나케이크,카페,
1926,하우스레서피,카페,
1927,헤이브라더,카페,
1928,간이옥돔역,카페,
1929,그러므로,카페,
1930,나나이로 아코제주,카페,
1931,다육이풍경,카페,
1932,달사막,카페,
1933,달자카페,카페,
1934,마로니에 미니골프카페,카페,
1935,명품한라봉아이스크림,카페,
1936,바다위에코끼리,카페,
1937,블리케이크,카페,
1938,빵장수단팥빵,카페,
1939,신산리마을카페,카페,
1940,아일랜드팩토리,카페,
1941,어반르토아,카페,
1942,우도몬딱,카페,
1943,우도씨,카페,
1944,제스토리,카페,
1945,제주맥주,카페,
1946,카페 깡,카페,
1947,카페 도두,카페,
1948,카페리(CAFERI),카페,
1949,카페앤드효은양갱,카페,
1950,카페피크닉(르피크닉),카페,
1951,카페희상,카페,
1952,테이크파이브재즈클럽,카페,
1953,평대랑 그네랑,카페,
1954,피시야 카페,카페,
1955,73st,카페,
1956,건달다방,카페,
1957,구름물고기,카페,
1958,꾸까카페,카페,
1959,날것,카페,
1960,달아래팥,카페,
1961,돌미롱,카페,
1962,또또시,카페,
1963,띠띠빵빵,카페,
1964,레드브라운,카페,
1965,레터스 투 시리얼,카페,
1966,로드3.7 (road3.7),카페,
1967,리솔라 무인카페,카페,
1968,마더카페,카페,
1969,망고레이 함덕점,카페,
1970,망고봉봉,카페,
1971,명월국민학교,카페,
1972,모래비카페,카페,
1973,모모제이,카페,
1974,모시란,카페,
1975,무인카페 산책,카페,
1976,벨로인카페,카페,
1977,벨롱,카페,
1978,보엠,카페,
1979,봉봉커피,카페,
1980,블랙포엠,카페,
1981,비양도 올레카페,카페,
1982,빌라드아토,카페,
1983,빠라빠빵,카페,
1984,스테이위드커피,카페,
1985,아뜰리에안,카페,
1986,아일랜드조르바,카페,
1987,아일랜드팩토리 풍류,카페,
1988,엉클망고,카페,
1989,에릭스에스프레소 카페,카페,
1990,에피소드,카페,
1991,엘리펀시아,카페,
1992,옐로우카페 (yellow cafe),카페,
1993,오드랑베이커리,카페,
1994,원앤온리,카페,
1995,웬드구니,카페,
1996,유스커피,카페,
1997,이성필 커피볶는집,카페,
1998,정봉자커피 봉개점,카페,
1999,제대가는길,카페,
2000,제주이야기,카페,
2001,카카듀,카페,
2002,카페백퍼,카페,
2003,카페소금,카페,
2004,카페이피엘,카페,
2005,카페코지,카페,
2006,카페콧수염,카페,
2007,카페헤밍웨이,카페,
2008,커피가게쉬고가게,카페,
2009,커피디셈버 함덕점,카페,
2010,키아스마,카페,
2011,팜알로하,카페,
2012,픽스커피,카페,
2013,하와유제주,카페,
2014,한라산빵 1950,카페,
2015,해적카페,카페,
2016,헬로우우도,카페,
2017,And유Café,카페,
2018,Jeju in aA카페,카페,
2019,가비오타카페,카페,
2020,가온해,카페,
2021,갈치 카페,카페,
2022,감저카페,카페,
2023,갤러리 라운지,카페,
2024,거기제주,카페,
2025,거인의 정원,카페,
2026,겹겹의 의도,카페,
2027,고마워토토 아뜰리에,카페,
2028,고망딱새,카페,
2029,공백,카페,
2030,곽지BAR다,카페,
2031,구닮카페(구름을닮다),카페,
2032,구면카페,카페,
2033,귤따고 레드향갈고,카페,
2034,긍정동커피,카페,
2035,까떼커피,카페,
2036,까미노,카페,
2037,꽃담팥집카페,카페,
2038,꽃밭에서,카페,
2039,꽃자리,카페,
2040,꽃향유,카페,
2041,나무카페,카페,
2042,낭만주의,카페,
2043,내창생태카페,카페,
2044,너는파라다이스길리,카페,
2045,넘버 138,카페,
2046,네이쳐캔바스,카페,
2047,노네임드봉개,카페,
2048,노을과 어울림 카페,카페,
2049,녹원전통찻집,카페,
2050,뉴저지카페,카페,
2051,달리다방,카페,
2052,달리맨,카페,
2053,달리북카페,카페,
2054,달빛머금은카페,카페,
2055,달에,카페,
2056,달페이지,카페,
2057,더 코브,카페,
2058,더로맨틱,카페,
2059,델리,카페,
2060,도리화과,카페,
2061,돌코롬봉봉,카페,
2062,돌코롬허니,카페,
2063,돌토고리족욕카페,카페,
2064,동구미,카페,
2065,디 아일렛 라운지,카페,
2066,딕시,카페,
2067,뚜르,카페,
2068,라쁠라주,카페,
2069,라운지 38,카페,
2070,랜딩 라운지,카페,
2071,로맨틱하드보일드,카페,
2072,로스터리카페 담담,카페,
2073,로치아 커피로스터스,카페,
2074,르에스까르고,카페,
2075,마실디,카페,
2076,마음카페,카페,
2077,마틸다,카페,
2078,망고홀릭 법환점,카페,
2079,망고홀릭 성산일출봉점,카페,
2080,매기의 추억,카페,
2081,맥파이 브루어리,카페,
2082,머문카페,카페,
2083,먹쿠슬낭여행자카페,카페,
2084,멘도롱 cafe,카페,
2085,모노클제주,카페,
2086,모리노코에,카페,
2087,모앙,카페,
2088,몽키비치클럽 Monkey Beach,카페,
2089,묘한상점 묘한카페,카페,
2090,무상찻집,카페,
2091,문어빵굽는 문빵9 서귀포올레시장,카페,
2092,미인계 카페,카페,
2093,바농,카페,
2094,바닐라파레트,카페,
2095,바라나시 책골목,카페,
2096,바람카페,카페,
2097,바위소리,카페,
2098,방듸,카페,
2099,베이비카페 어놀,카페,
2100,베이크샵스니프,카페,
2101,별난카페,카페,
2102,보노리미니,카페,
2103,볼스카페,카페,
2104,봉쉡망고,카페,
2105,봉주르마담,카페,
2106,부르네비어가든,카페,
2107,브릭스 제주,카페,
2108,브와두스,카페,
2109,블루메베이글,카페,
2110,블루밍제이,카페,
2111,블루하우스,카페,
2112,비자블라썸,카페,
2113,빠빠라기,카페,
2114,뽀요요 카페,카페,
2115,쁠랑뜨,카페,
2116,산책하우스,카페,
2117,새빌,카페,
2118,서홍정원,카페,
2119,섶섬지기,카페,
2120,세컨드밀,카페,
2121,소라의성,카페,
2122,솜반내풍경,카페,
2123,송당나무,카페,
2124,쇼디치카페,카페,
2125,수다브런치카페,카페,
2126,수망일기,카페,
2127,수제홍과일모찌,카페,
2128,수카사,카페,
2129,술도가제주바당,카페,
2130,숲속의작은집,카페,
2131,스노우빈,카페,
2132,스마일러 카페,카페,
2133,슬로우카페,카페,
2134,시스베이글,카페,
2135,시스터필드,카페,
2136,써니하우스 커피&핫도그,카페,
2137,쓰쓰카페,카페,
2138,씨리얼,카페,
2139,아꼬떼카페,카페,
2140,아줄레주,카페,
2141,안녕구움,카페,
2142,안트레,카페,
2143,알라스카인제주 용담점,카페,
2144,알라스카인제주 협재점,카페,
2145,앙뚜아네트 삼다수마을점,카페,
2146,앙뚜아네트 용담점,카페,
2147,앙뚜아네트 탑동점,카페,
2148,앙카페,카페,
2149,애프터글로우,카페,
2150,어머니빵집,카페,
2151,어피니티,카페,
2152,엉또산장,카페,
2153,에이팩토리 커피앤북스,카페,
2154,에프터글로우,카페,
2155,엠츄로,카페,
2156,여행가게,카페,
2157,오끼416갤러리,카페,
2158,오늘은 녹차한잔&쇼핑,카페,
2159,오르미,카페,
2160,오캄,카페,
2161,온미(溫米),카페,
2162,와팡,카페,
2163,요요무문,카페,
2164,우드노트,카페,
2165,우무(umu),카페,
2166,우유부단 크림공작소,카페,
2167,울트라마린,카페,
2168,원더먼트제주,카페,
2169,위더스트래블,카페,
2170,유기농커피 카페다,카페,
2171,유끼네,카페,
2172,유나카페,카페,
2173,이런날N,카페,
2174,이익새양과점,카페,
2175,잔디가미,카페,
2176,재게재게옵서 카페,카페,
2177,제니의 정원,카페,
2178,제리스펍,카페,
2179,제주그림카페,카페,
2180,제주돌창고,카페,
2181,제주본초협동조합,카페,
2182,제주샘주 영농협동조합,카페,
2183,제주와이너리,카페,
2184,제주의봄,카페,
2185,제주한치빵 우도점,카페,
2186,조아찌,카페,
2187,종이비행기,카페,
2188,종이시계 카페,카페,
2189,지상에 별두개,카페,
2190,지오아라,카페,
2191,질그랭이센터,카페,
2192,차귀놀,카페,
2193,차롱 해모루,카페,
2194,차마실,카페,
2195,차차신창,카페,
2196,채점석베이커리,카페,
2197,책다방,카페,
2198,초승달지대,카페,
2199,카페 베트로(CAFÉ VETRO),카페,
2200,카페 소바니,카페,
2201,카페 캐로타,카페,
2202,카페2085,카페,
2203,카페3535.1,카페,
2204,카페갤러리,카페,
2205,카페더몹시,카페,
2206,카페루나,카페,
2207,카페비글,카페,
2208,카페비몽,카페,
2209,카페선흘,카페,
2210,카페세렌디,카페,
2211,카페튼튼목공소,카페,
2212,카페하물,카페,
2213,카페힐스,카페,
2214,커먼브릭,카페,
2215,커피로카,카페,
2216,커피림,카페,
2217,커피먹는 고냉이,카페,
2218,커피앤빵,카페,
2219,커피주의보,카페,
2220,커피코알라,카페,
2221,커피파인더,카페,
2222,컴플리트커피,카페,
2223,컴홈,카페,
2224,코너스윗,카페,
2225,쿠싱 샌드위치,카페,
2226,킨포크,카페,
2227,탭하우스더코너,카페,
2228,토이다방,카페,
2229,토향,카페,
2230,파리바게뜨 성산일출봉점,카페,
2231,파리바게트 도남점,카페,
2232,파리바게트 애월,카페,
2233,파리바게트 제스코본점,카페,
2234,파스쿠찌 도남점,카페,
2235,파시랑,카페,
2236,팝업 플라자,카페,
2237,풍미독서,카페,
2238,플로렌스,카페,
2239,하비마카롱,카페,
2240,하빌리스,카페,
2241,한량2010,카페,
2242,함덕카페h,카페,
2243,해뜰,카페,
2244,허니문하우스,카페,
2245,호도제과,카페,
2246,홍요깃거리카페,카페,
2247,제주가좋아서 펜션,안전인증민박,
2248,제주해나루,안전인증민박,
2249,소풍(월정리),안전인증민박,
2250,코즈게스트하우스,안전인증민박,
2251,하이디펜션,안전인증민박,
2252,Oh! 세화! (오세화게스트하우스),안전인증민박,
2253,나무처럼 게스트하우스,안전인증민박,
2254,뚜르드제주게스트하우스,안전인증민박,
2255,섬타임즈,안전인증민박,
2256,언덕위에 빨간지붕,안전인증민박,
2257,우리희망이 게스트하우스,안전인증민박,
2258,초원게스트하우스,안전인증민박,
2259,협재해오름펜션,안전인증민박,
2260,521 게스트 하우스,안전인증민박,
2261,가비오타 펜션,안전인증민박,
2262,게스트하우스7,안전인증민박,
2263,다락마마,안전인증민박,
2264,뜨레향 펜션,안전인증민박,
2265,라신비,안전인증민박,
2266,마눌펜션,안전인증민박,
2267,밧돌 게스트하우스,안전인증민박,
2268,별마로펜션,안전인증민박,
2269,봉골레 하우스 민박,안전인증민박,
2270,블루마린,안전인증민박,
2271,빌라비하우스,안전인증민박,
2272,사랑터울,안전인증민박,
2273,성산아침노을펜션,안전인증민박,
2274,성산우리집 펜션,안전인증민박,
2275,솔민박,안전인증민박,
2276,아림민박,안전인증민박,
2277,아템파우제,안전인증민박,
2278,에바다라이더하우스.공방,안전인증민박,
2279,오름게스트하우스,안전인증민박,
2280,월정플레이스,안전인증민박,
2281,위미모루왓,안전인증민박,
2282,이안재,안전인증민박,
2283,제주디오빌,안전인증민박,
2284,제주사랑 펜션,안전인증민박,
2285,펜션 수망가라,안전인증민박,
2286,퐁낭하우스제주,안전인증민박,
2287,풍차와노을 독채펜션,안전인증민박,
2288,피디스테이션,안전인증민박,
2289,헌치 게스트하우스,안전인증민박,
2290,혼디,안전인증민박,
2291,신라호텔제주,관광호텔,
2292,롯데호텔 제주,관광호텔,
2293,히든클리프 호텔 앤 네이쳐,관광호텔,
2294,서귀포KAL호텔,관광호텔,
2295,씨에스호텔앤리조트,관광호텔,
2296,신라스테이 제주,관광호텔,
2297,라마다프라자제주호텔,관광호텔,
2298,롯데시티호텔제주,관광호텔,
2299,메종글래드 제주,관광호텔,
2300,제주부영호텔엔리조트,관광호텔,
2301,루스톤빌라앤호텔,관광호텔,
2302,제주KAL호텔,관광호텔,
2303,마레보 리조트,관광호텔,
2304,아름다운리조트,관광호텔,
2305,제주리조트,관광호텔,
2306,제주아이브리조트,관광호텔,
2307,더본 호텔,관광호텔,
2308,더포그레이스호텔앤리조트,관광호텔,
2309,랜딩관 제주신화월드 호텔앤리조트,관광호텔,
2310,베니키아 아이진호텔,관광호텔,
2311,베스트웨스턴제주호텔,관광호텔,
2312,블루하와이리조트,관광호텔,
2313,일레인호텔,관광호텔,
2314,제주인호텔,관광호텔,
2315,펄리플러스,관광호텔,
2316,플레이스 캠프 제주,관광호텔,
2317,더클라우드호텔,관광호텔,
2318,돈내코힐 리조트,관광호텔,
2319,미도호스텔,관광호텔,
2320,백패커스홈,관광호텔,
2321,베니키아호텔제주,관광호텔,
2322,서머셋 제주신화월드 호텔앤리조트,관광호텔,
2323,스위트호텔 제주,관광호텔,
2324,와이리조트 제주,관광호텔,
2325,제주WE호텔,관광호텔,
2326,펠리시아호텔,관광호텔,
2327,호텔레오,관광호텔,
2328,메리어트관 제주신화월드 호텔앤리조트,관광호텔,
2329,JAY&CHLOE,관광호텔,
2330,갤럭시호텔 제주,관광호텔,
2331,골든파크호텔,관광호텔,
2332,그랜드메르호텔,관광호텔,
2333,더베이리조트,관광호텔,
2334,동원리조트제주,관광호텔,
2335,디오션힐,관광호텔,
2336,라온호텔앤리조트,관광호텔,
2337,미라클게스트하우스,관광호텔,
2338,봄그리고가을호텔&리조트,관광호텔,
2339,브릭216,관광호텔,
2340,선샤인호텔,관광호텔,
2341,수앤수가족호텔,관광호텔,
2342,신화관 제주신화월드 호텔 앤 리조트,관광호텔,
2343,씨앤관광호텔,관광호텔,
2344,씨엘블루호텔,관광호텔,
2345,아인스호텔,관광호텔,
2346,제이드림호텔(jdream hotel),관광호텔,
2347,제주로얄호텔,관광호텔,
2348,제주마리나관광호텔,관광호텔,
2349,제주시드니호텔,관광호텔,
2350,제주썬호텔&카지노,관광호텔,
2351,제주엠리조트,관광호텔,
2352,제주오리엔탈호텔,관광호텔,
2353,중문스테이,관광호텔,
2354,토스카나호텔,관광호텔,
2355,통나무파크,관광호텔,
2356,파크 선샤인 제주,관광호텔,
2357,퍼시픽호텔,관광호텔,
2358,풍경호텔(풍경관광호텔),관광호텔,
2359,한라궁,관광호텔,
2360,호텔 스카이파크 제주1호점,관광호텔,
2361,호텔난타,관광호텔,
2362,흰수염고래리조트,관광호텔,
2363,BK호텔제주,관광호텔,
2364,JJ하우스,관광호텔,
2365,가산토방,관광호텔,
2366,그라벨호텔제주,관광호텔,
2367,그랜드 조선 제주,관광호텔,
2368,그림리조트,관광호텔,
2369,까사데비발디호텔,관광호텔,
2370,나비스호텔,관광호텔,
2371,뉴아일랜드호텔,관광호텔,
2372,다인리조트,관광호텔,
2373,다인오세아노 호텔,관광호텔,
2374,담앤루펜션리조트,관광호텔,
2375,더레드관광호텔,관광호텔,
2376,더블루제주,관광호텔,
2377,더비비스제주,관광호텔,
2378,더큐브리조트 제주,관광호텔,
2379,라벤다호텔,관광호텔,
2380,라자관광호텔,관광호텔,
2381,랑주호텔,관광호텔,
2382,런호텔,관광호텔,
2383,레지나팬션,관광호텔,
2384,로베로호텔,관광호텔,
2385,마린포트리조트,관광호텔,
2386,메이더호텔,관광호텔,
2387,모멘토호텔,관광호텔,
2388,바다해호텔,관광호텔,
2389,베니키아 중문호텔,관광호텔,
2390,부영CC관광호텔,관광호텔,
2391,브리즈베이호텔,관광호텔,
2392,블랙샌즈호텔,관광호텔,
2393,블루마운틴호텔,관광호텔,
2394,블루펄,관광호텔,
2395,비스타리조트,관광호텔,
2396,삼해인관광호텔,관광호텔,
2397,썬라이즈호텔,관광호텔,
2398,썬비치리조트,관광호텔,
2399,씨스테이호텔,관광호텔,
2400,씨제이 관광호텔,관광호텔,
2401,아모렉스리조트,관광호텔,
2402,아모르하우스,관광호텔,
2403,아스타호텔,관광호텔,
2404,아인피플호텔,관광호텔,
2405,에띠에리조트,관광호텔,
2406,에스호텔,관광호텔,
2407,에코그린리조트,관광호텔,
2408,엠버리조트,관광호텔,
2409,엠버호텔 센트럴,관광호텔,
2410,오렌지트리 호텔,관광호텔,
2411,오션그랜드호텔 (함덕),관광호텔,
2412,오션트리,관광호텔,
2413,올레관광호텔,관광호텔,
2414,올레요리조트,관광호텔,
2415,유니호텔제주,관광호텔,
2416,제니아호텔,관광호텔,
2417,제이앤클로이,관광호텔,
2418,제주 리치호텔,관광호텔,
2419,제주나인 부띠끄,관광호텔,
2420,제주스웨덴리조트펜션,관광호텔,
2421,제주팔레스호텔,관광호텔,
2422,제주펄관광호텔,관광호텔,
2423,제주하나호텔,관광호텔,
2424,제주항공우주호텔,관광호텔,
2425,제주휴리조트,관광호텔,
2426,중문빌리지,관광호텔,
2427,카이리조트,관광호텔,
2428,케이관광호텔제주,관광호텔,
2429,코델리아리조트,관광호텔,
2430,코자호텔,관광호텔,
2431,탑팰리스호텔,관광호텔,
2432,태흥리조트,관광호텔,
2433,테디밸리호텔,관광호텔,
2434,파미유스파리조트,관광호텔,
2435,파밀리아호텔,관광호텔,
2436,파인힐호텔,관광호텔,
2437,파크사이드호텔,관광호텔,
2438,팜밸리리조트,관광호텔,
2439,팜빌리지,관광호텔,
2440,패밀리아팬션,관광호텔,
2441,펜션 에덴호스텔,관광호텔,
2442,펜션연리,관광호텔,
2443,펠리스타운,관광호텔,
2444,프라이빗리조트,관광호텔,
2445,피노호텔,관광호텔,
2446,하니크라운호텔,관광호텔,
2447,해마관광호텔,관광호텔,
2448,해호텔,관광호텔,
2449,호텔 샬롬제주,관광호텔,
2450,호텔 스카브로,관광호텔,
2451,호텔더원,관광호텔,
2452,호텔빠레브,관광호텔,
2453,호텔아로하,관광호텔,
2454,호텔컬리넌제주,관광호텔,
2455,홍익제주호텔,관광호텔,
2456,화인호텔,관광호텔,
2457,휴마루리조트,관광호텔,
2458,씨에스호텔앤리조트,전통/가족호텔,
2459,마레보 리조트,전통/가족호텔,
2460,아름다운리조트,전통/가족호텔,
2461,더포그레이스호텔앤리조트,전통/가족호텔,
2462,베스트웨스턴제주호텔,전통/가족호텔,
2463,일레인호텔,전통/가족호텔,
2464,펄리플러스,전통/가족호텔,
2465,더클라우드호텔,전통/가족호텔,
2466,와이리조트 제주,전통/가족호텔,
2467,봄그리고가을호텔&리조트,전통/가족호텔,
