,name,main_category,sub_category
705,율랜드 다이브센터,레저/체험,해양스포츠
706,이호털보네배낚시,레저/체험,해양스포츠
707,제주 이호털보 배낚시,레저/체험,해양스포츠
708,제주다이브 체험다이빙,레저/체험,해양스포츠
709,제주잠수함(국제리더스클럽),레저/체험,해양스포츠
710,제주쥬티클럽,레저/체험,해양스포츠
711,제주카약,레저/체험,해양스포츠
712,제주해양레저,레저/체험,해양스포츠
713,제주해양레저파크,레저/체험,해양스포츠
714,조이다이브,레저/체험,해양스포츠
715,케이제주해양사업단,레저/체험,해양스포츠
716,하모씨워킹,레저/체험,해양스포츠
717,함덕잠수함(이고제주),레저/체험,해양스포츠
718,서귀포자연휴양림,레저/체험,캠핑
719,비체올린,레저/체험,캠핑
720,곽지해수욕장야영장,레저/체험,캠핑
721,제주 메이 더 호텔 카라반빌리지,레저/체험,캠핑
722,김녕해수욕장야영장,레저/체험,캠핑
723,팜핑제주,레저/체험,캠핑
724,귤빛캠핑장,레저/체험,캠핑
725,돌고래하우스(캠핑장),레저/체험,캠핑
726,벨리타,레저/체험,캠핑
727,비양도 연평리 야영지,레저/체험,캠핑
728,서귀포호텔 카라반,레저/체험,캠핑
729,에코힐글램핑,레저/체험,캠핑
730,원앙카라반캠핑장앤야영장,레저/체험,캠핑
731,자연인,레저/체험,캠핑
732,제주 카카오캠핑,레저/체험,캠핑
733,제주글램핑 (무한자미향),레저/체험,캠핑
734,제주돌하르방캠핑장,레저/체험,캠핑
735,제주베스트힐 펜션&글램핑,레저/체험,캠핑
736,제주파인비치카라반,레저/체험,캠핑
737,제주플래티늄카라반,레저/체험,캠핑
738,중문카라반,레저/체험,캠핑
739,함덕야영장,레저/체험,캠핑
740,휴림,레저/체험,캠핑
741,아침미소목장,레저/체험,체험
742,아날로그감귤밭,레저/체험,체험
743,귤밭76번지,레저/체험,체험
744,레이저서바이벌M,레저/체험,체험
745,최남단 체험 감귤농장(가뫼물 농촌생태공원),레저/체험,체험
746,한라감귤체험농원,레저/체험,체험
747,액티브파크,레저/체험,체험
748,동산농원 딸기체험장,레저/체험,체험
749,번개레이싱,레저/체험,체험
750,서귀포 펍크롤,레저/체험,체험
751,구좌 하도어촌계,레저/체험,체험
752,도치돌 알파카목장,레저/체험,체험
753,어린이교통공원,레저/체험,체험
754,제주민속식품,레저/체험,체험
755,해녀의 태왁,레저/체험,체험
756,간세공방,레저/체험,체험
757,감귤상웨빵 체험,레저/체험,체험
758,강정어촌계,레저/체험,체험
759,고마워토토 아뜰리에,레저/체험,체험
760,고사리숲,레저/체험,체험
761,까망고띠,레저/체험,체험
762,남원 위미2리 어촌계,레저/체험,체험
763,내창트레킹,레저/체험,체험
764,디스커버제주,레저/체험,체험
765,레더한,레저/체험,체험
766,로로 요가,레저/체험,체험
767,맛있는 철학자(태반의땅제주),레저/체험,체험
768,미요캔들,레저/체험,체험
769,바구스서핑스쿨,레저/체험,체험
770,봉쥬르봉봉,레저/체험,체험
771,비자림농원,레저/체험,체험
772,쁘램 요가,레저/체험,체험
773,새별헤이요목장,레저/체험,체험
774,서귀포농업기술센터 제주농업생태원,레저/체험,체험
775,손방둥이,레저/체험,체험
776,스위트몽키,레저/체험,체험
777,신효 생활개선회,레저/체험,체험
778,신효베스트마을,레저/체험,체험
779,아일랜드에프,레저/체험,체험
780,안덕면 사계어촌계,레저/체험,체험
781,에밀리파크,레저/체험,체험
782,예래생태체험관,레저/체험,체험
783,올레산야초,레저/체험,체험
784,이로이로공방,레저/체험,체험
785,제주 더팔팔농장,레저/체험,체험
786,제주다,레저/체험,체험
787,제주샘주 영농협동조합,레저/체험,체험
788,제주안전체험관,레저/체험,체험
789,제주오렌지,레저/체험,체험
790,제주인디,레저/체험,체험
791,제주토종흑염소목장,레저/체험,체험
792,캔디원,레저/체험,체험
793,캘리그라피 오월,레저/체험,체험
794,폴개협동조합,레저/체험,체험
795,한라산 아래 첫 마을,레저/체험,체험
796,한라산 청정촌,레저/체험,체험
797,한라의향기,레저/체험,체험
798,한림바다체험마을,레저/체험,체험
799,해품은체험농장,레저/체험,체험
800,해피맘하우스,레저/체험,체험
801,핸즈웍스,레저/체험,체험
802,가뫼물(제주농촌생태체험농장),레저/체험,농업체험마을
803,동백마을(신흥2리),레저/체험,농업체험마을
804,물뫼힐링팜,레저/체험,농업체험마을
805,신풍리 밭담길,레저/체험,농업체험마을
806,토종닭유통특구교래삼다수마을,레저/체험,농업체험마을
807,우도(해양도립공원),섬 속의 섬,
808,마라도(마라해양도립공원),섬 속의 섬,
809,가파도,섬 속의 섬,
810,비양도,섬 속의 섬,
811,차귀도,섬 속의 섬,
812,우도 비양도,섬 속의 섬,
813,우도등대,섬 속의 섬,
814,형제섬,섬 속의 섬,
815,범섬,섬 속의 섬,
816,추자도,섬 속의 섬,
817,새섬,섬 속의 섬,
818,섶섬(서귀포해양도립공원),섬 속의 섬,
819,문섬(서귀포해양도립공원),섬 속의 섬,
820,마라도등대,섬 속의 섬,
821,서건도,섬 속의 섬,
822,우도봉 풍경,섬 속의 섬,
823,마라도관광쉼터,섬 속의 섬,
824,비양도등대,섬 속의 섬,
825,토끼섬,섬 속의 섬,
826,가파도 마라도 정기여객선,섬 속의 섬,
827,추자도 숭어체험장,섬 속의 섬,
828,다려도,섬 속의 섬,
829,묵리마을,섬 속의 섬,
830,섬생이,섬 속의 섬,
831,신대산전망대,섬 속의 섬,
832,신양항(하추자항),섬 속의 섬,
833,예초리,섬 속의 섬,
834,추자도등대,섬 속의 섬,
835,추자연도교,섬 속의 섬,
836,카멜리아힐,웰니스,
837,오설록티뮤지엄,웰니스,
838,한림공원,웰니스,
839,제주김녕미로공원,웰니스,
840,휴애리 자연생활공원,웰니스,
841,제주허브동산,웰니스,
842,생각하는정원,웰니스,
843,동백동산,웰니스,
844,서귀포치유의숲,웰니스,
845,붉은오름 자연휴양림,웰니스,
846,비체올린,웰니스,
847,탐나라공화국(제주남이섬),웰니스,
848,머체왓숲길,웰니스,
849,제주901,웰니스,
850,WE호텔 웰니스센터,웰니스,
851,가뫼물(제주농촌생태체험농장),웰니스,
852,관음사 야영장,웰니스,
853,더힐하우스스파,웰니스,
854,돌담한길펜션,웰니스,
855,동백마을(신흥2리),웰니스,
856,롯데호텔 브이스파,웰니스,
857,마라도 섬투어,웰니스,
858,물뫼힐링팜,웰니스,
859,바릇스파,웰니스,
860,수목원테마공원(야시장길&LED공원),웰니스,
861,스위트호텔 아로마,웰니스,
862,씨에스호텔 프라이빗스파,웰니스,
863,아라고나이트 온천(디아넥스호텔),웰니스,
864,옷귀마테마타운,웰니스,
865,이음새,웰니스,
866,제주밭담숲,웰니스,
867,제주베스트힐 펜션&글램핑,웰니스,
868,제주여가마을,웰니스,
869,제주통나무휴양펜션,웰니스,
870,제주힐링명상센터,웰니스,
871,진빌레 밭담길,웰니스,
872,질그랭이센터,웰니스,
873,청재설헌,웰니스,
874,취다선리조트,웰니스,
875,파파빌레,웰니스,
876,한화리조트 테라피센터,웰니스,
877,환상숲곶자왈 담앙족욕,웰니스,
878,휘닉스 르쏠레이테라피,웰니스,
879,올래국수,향토음식,
880,가시아방,향토음식,
881,순옥이네 명가,향토음식,
882,국수의전설,향토음식,
883,한림칼국수,향토음식,
884,국수마당,향토음식,
885,국수바다 본점,향토음식,
886,어진이네횟집,향토음식,
887,해월정,향토음식,
888,수두리보말칼국수,향토음식,
889,독개물항,향토음식,
890,만덕이네,향토음식,
891,신설오름,향토음식,
892,김희선몸국,향토음식,
893,제주미향,향토음식,
894,협재해녀의집,향토음식,
895,고서방해물탕,향토음식,
896,곰막,향토음식,
897,김지순의 낭푼밥상,향토음식,
898,민경이네어등포해녀촌,향토음식,
899,삼대국수회관 신제주점,향토음식,
900,앞뱅디식당,향토음식,
901,우도해녀식당,향토음식,
902,중문덤장,향토음식,
903,물꼬해녀의집,향토음식,
904,섭지코지 해녀밥상,향토음식,
905,옥돔식당,향토음식,
906,일통이반,향토음식,
907,평대성게국수,향토음식,
908,해녀식당(동복리),향토음식,
909,도두해녀의집,향토음식,
910,바다의집,향토음식,
911,삼무국수,향토음식,
912,숙이네보리빵,향토음식,
913,시흥해녀의집,향토음식,
914,영주말가든,향토음식,
915,자자손손국수회관,향토음식,
916,토끼와거북이,향토음식,
917,가시식당,향토음식,
918,골막식당,향토음식,
919,그린정,향토음식,
920,대박국수,향토음식,
921,섭지해녀의집,향토음식,
922,유리네,향토음식,
923,이어도식당,향토음식,
924,잠녀해녀촌,향토음식,
925,제주토속몸국,향토음식,
926,제주한면가,향토음식,
927,중문어촌계해녀의집,향토음식,
928,촌촌해녀촌,향토음식,
929,탑동산호전복,향토음식,
930,한성식당,향토음식,
931,호돌이식당,향토음식,
932,고향생각,향토음식,
933,괸당네식당,향토음식,
934,덤장,향토음식,
935,돌하르방식당,향토음식,
936,마두천손칼국수,향토음식,
937,모실래기해녀해물촌,향토음식,
938,산호사 해녀의집,향토음식,
939,섯동네해녀의집,향토음식,
940,안거리밖거리,향토음식,
941,어머니몸국,향토음식,
942,엉덩물,향토음식,
943,오조해녀의 집,향토음식,
944,일출봉쑥빵보리빵,향토음식,
945,전원일기,향토음식,
946,제주뚝배기,향토음식,
947,감초식당,향토음식,
948,강정해녀의집,향토음식,
949,갯것이식당,향토음식,
950,고가네,향토음식,
951,고향향토장터,향토음식,
952,공천포식당,향토음식,
953,귀빈식당,향토음식,
954,금뽕똘향토음식점,향토음식,
955,넉둥베기 고사리육개장,향토음식,
956,늘예솔,향토음식,
957,늘푸른농원 연리지가든,향토음식,
958,마돈,향토음식,
959,마마무말가든,향토음식,
960,맛있는집,향토음식,
961,명성식당,향토음식,
962,모메존,향토음식,
963,몽생이,향토음식,
964,무뚱 식도락 식당,향토음식,
965,보말고을,향토음식,
966,보말이야기,향토음식,
967,봉골레밥상,향토음식,
968,부지깽이,향토음식,
969,산방산에 옛촌,향토음식,
970,삼대해녀의집,향토음식,
971,성산일출봉 해송갈치전문점,향토음식,
972,소라네집,향토음식,
973,신등대수산회센타,향토음식,
974,오솔길,향토음식,
975,오쿠다,향토음식,
976,올레산야초,향토음식,
977,올레실내포장마차,향토음식,
978,이조은식당,향토음식,
979,장춘육당,향토음식,
980,전망대횟집,향토음식,
981,제주선 더블랙,향토음식,
982,제주진미마돈가,향토음식,
983,좀녀마을뚝배기,향토음식,
984,종달해녀의집,향토음식,
985,중문신라원,향토음식,
986,청정고을식당,향토음식,
987,청해원,향토음식,
988,함덕밀면,향토음식,
989,해녀3대할망네,향토음식,
990,해적선,향토음식,
991,해품,향토음식,
992,황금어장(제주시),향토음식,
993,명진전복,한식,
994,제주김만복(만복이네김밥집),한식,
995,濟州膳제주선,한식,
996,우진해장국,한식,
997,춘심이네,한식,
998,돈사돈,한식,
999,명랑스낵,한식,
1000,최고집,한식,
1001,운정이네,한식,
1002,고래라면,한식,
1003,고집돌우럭(제주공항점),한식,
1004,벵디,한식,
1005,로뎀가든,한식,
1006,우도 풍원,한식,
1007,고집돌우럭(중문),한식,
1008,맛나식당,한식,
1009,산방식당(모슬포본점),한식,
1010,평대스낵,한식,
1011,경미네집(경미휴게소),한식,
1012,슬슬슬로우,한식,
1013,교래손칼국수,한식,
1014,동복리해녀촌,한식,
1015,연미정,한식,
1016,목포고을,한식,
1017,바다속고등어쌈밥,한식,
1018,복자씨연탄구이,한식,
1019,서광춘희,한식,
1020,성읍칠십리식당,한식,
1021,올레7돈 (올레칠돈),한식,
1022,중앙식당,한식,
1023,행복한국수집,한식,
1024,노라바,한식,
1025,독개물항,한식,
1026,오라숲소리,한식,
1027,흑돈가,한식,
1028,흑돼지구이집 하영,한식,
1029,기억나는집,한식,
1030,낭뜰에쉼팡,한식,
1031,사계바다,한식,
1032,산도롱맨도롱,한식,
1033,전설의마녀,한식,
1034,제주올레냉면 제주노형점,한식,
1035,거멍국수,한식,
1036,고불락,한식,
1037,다가미(도남),한식,
1038,명리동식당,한식,
1039,문동일셰프녹차고을,한식,
1040,백양닭집,한식,
1041,부두식당 (모슬포),한식,
1042,붉은제주,한식,
1043,서귀포네거리식당,한식,
1044,오가네전복설렁탕,한식,
1045,오는정김밥,한식,
1046,우도면파전리,한식,
1047,제주도그릴,한식,
1048,한치앞도모를바다,한식,
1049,곱들락,한식,
1050,늘봄흑돼지,한식,
1051,대우정,한식,
1052,메밀꽃차롱,한식,
1053,바굥식당,한식,
1054,바다를본돼지(판포점),한식,
1055,산지물식당(건입동본점),한식,
1056,생돈우리,한식,
1057,성산해오름식당,한식,
1058,소곱에,한식,
1059,영림흑돼지가든,한식,
1060,옛날옛적,한식,
1061,우도자연,한식,
1062,우도해광식당,한식,
1063,은희네해장국 (일도점),한식,
1064,제주명가두루치기,한식,
1065,제주해물밥,한식,
1066,제주흑돈세상수라간,한식,
1067,화로향,한식,
1068,회양과 국수군,한식,
1069,가파도 용궁정식,한식,
1070,담아래,한식,
1071,덕승식당(구관),한식,
1072,돈사촌 외도점,한식,
1073,면뽑는선생 만두빚는아내,한식,
1074,명품진전복해물탕,한식,
1075,미풍해장국 신제주점,한식,
1076,뽈살집,한식,
1077,산방산초가집,한식,
1078,쇠소깍모꼬지,한식,
1079,숨어있는집,한식,
1080,쉬는팡가든,한식,
1081,신의한모,한식,
1082,연이네,한식,
1083,연정식당,한식,
1084,이춘옥원조고등어쌈밥,한식,
1085,제갈양,한식,
1086,지붕위제주바다,한식,
1087,청호식당,한식,
1088,키다리아저씨,한식,
1089,판포분식,한식,
1090,하르방밀면(운동장점),한식,
1091,하얀산호식당,한식,
1092,한라식당,한식,
1093,현옥식당,한식,
1094,흑소랑,한식,
1095,kim여사의밥상,한식,
1096,곽지박사장&김사장네,한식,
1097,교래흑돼지,한식,
1098,국수장터,한식,
1099,국시트멍,한식,
1100,깡촌흑돼지,한식,
1101,난드르깡통구이,한식,
1102,다육이풍경,한식,
1103,돈이랑,한식,
1104,등경돌식당,한식,
1105,떡하니,한식,
1106,마린보이횟집,한식,
1107,문화통닭,한식,
1108,미송식탁,한식,
1109,삼성혈해물탕,한식,
1110,삼일식당,한식,
1111,선미식당,한식,
1112,성산흑돼지두루치기,한식,
1113,쇠소깍오메기식당,한식,
1114,수구레국밥,한식,
1115,수복강녕,한식,
1116,순덕이네해산물장터,한식,
1117,순천미향,한식,
1118,아찌국밥,한식,
1119,어머니와장독대,한식,
1120,어멍,한식,
1121,예지원,한식,
1122,옛날동문시장칼국수,한식,
1123,올랭이와물꾸럭,한식,
1124,우도다방 돼지네땅콩손만두,한식,
1125,우도설빙면,한식,
1126,월정리갈비밥,한식,
1127,이드레국수,한식,
1128,이어도식당,한식,
1129,일도 국수,한식,
1130,제주오성,한식,
1131,제주칼국수 제주해물탕,한식,
1132,주상절리회국수,한식,
1133,짱아저씨,한식,
1134,착한마녀김밥,한식,
1135,천리식당,한식,
1136,청운식당,한식,
1137,태광식당,한식,
1138,포도원흑돼지,한식,
1139,포도호텔레스토랑,한식,
1140,한라앤탐,한식,
1141,해금강횟집,한식,
1142,허벅식당,한식,
1143,화진전복,한식,
1144,고등어쌈밥,한식,
1145,고요남,한식,
1146,골목집갈치와고등어,한식,
1147,곱을락(음식점),한식,
1148,광평도새기촌 이도점,한식,
1149,국수냐 국밥이냐,한식,
1150,그대와함께라면,한식,
1151,김녕제주흑돼지정육점식당,한식,
1152,김이박,한식,
1153,꽁순이네,한식,
1154,끌림,한식,
1155,누리해장국,한식,
1156,다올터해장국,한식,
1157,달마야해물탕,한식,
1158,대광장식당,한식,
1159,대성아귀찜,한식,
1160,더꽃돈,한식,
1161,더화원,한식,
1162,도남오거리도남점,한식,
1163,돈대장,한식,
1164,돈마구이해장국(연동점),한식,
1165,돈향기,한식,
1166,돌집식당,한식,
1167,돌하르방 뚝배기,한식,
1168,돔베돈 공항점,한식,
1169,동도원,한식,
1170,동양식당,한식,
1171,돼지촌,한식,
1172,둥지식당,한식,
1173,땅꼬분식 뷔페,한식,
1174,뚱보조개,한식,
1175,마더카페,한식,
1176,만민식당,한식,
1177,만세국수,한식,
1178,만세국수 삼성혈점,한식,
1179,말이,한식,
1180,맛좋은디,한식,
1181,맥반석 식당,한식,
1182,맵찜,한식,
1183,모메든식당,한식,
1184,모슬포에서,한식,
1185,물질식육식당,한식,
1186,물회영해초영,한식,
1187,미나리식당,한식,
1188,바당꺼몬딱,한식,
1189,바당지기,한식,
1190,바람개비,한식,
1191,복댕이,한식,
1192,봉평메밀가,한식,
1193,불만나,한식,
1194,비원,한식,
1195,사해방흑돼지,한식,
1196,산포식당,한식,
1197,살랑살랑샤브샤브,한식,
1198,상춘재,한식,
1199,새벽숯불가든,한식,
1200,색달식당,한식,
1201,서귀포흑돈,한식,
1202,서민흑돼지,한식,
1203,성미가든,한식,
1204,성산진미식당,한식,
1205,성신흑돼지,한식,
1206,성아시,한식,
1207,손맛촌,한식,
1208,수다뜰,한식,
1209,순정문어,한식,
1210,시골길,한식,
1211,신옛촌,한식,
1212,아웃도어키친,한식,
1213,아톰스낵,한식,
1214,애월 고깃간,한식,
1215,어머니닭집,한식,
1216,어머니와고등어,한식,
1217,어머니의뜻을담다 단지,한식,
1218,어사촌도야지,한식,
1219,어우늘,한식,
1220,엉클통김밥(본점),한식,
1221,연우네,한식,
1222,옛고을갈비,한식,
1223,오로라식당,한식,
1224,오르다키친,한식,
1225,오일등식당,한식,
1226,올댓제주,한식,
1227,우도이야기,한식,
1228,우무깨식당,한식,
1229,월드컵흑돼지,한식,
1230,월리월리,한식,
1231,이어도전복해물전문점,한식,
1232,인어공주,한식,
1233,장승포식당,한식,
1234,저팔계깡통연탄구이,한식,
1235,제라한보쌈,한식,
1236,제원분식,한식,
1237,제주 강남해물탕,한식,
1238,제주 어가,한식,
1239,제주삼다국수,한식,
1240,제주시 새우리,한식,
1241,제주틈,한식,
1242,중문대들보,한식,
1243,중문솥뚜껑,한식,
1244,진대감12제주,한식,
1245,창천삼거리식당,한식,
1246,청도해물탕,한식,
1247,추자도중앙식당,한식,
1248,칠사돈,한식,
1249,코코분식,한식,
1250,탐라면,한식,
1251,탑부평,한식,
1252,한라통닭,한식,
1253,한마음돈가돈,한식,
1254,한우네백년해장국,한식,
1255,해뜨는식당,한식,
1256,햇살가득돌담집,한식,
1257,행복미가,한식,
1258,행복한시저네,한식,
1259,홍돈깡통연탄구이,한식,
1260,황토기와집,한식,
1261,흑돈향,한식,
1262,흑돼지신화,한식,
1263,흑돼지촌,한식,
1264,흑돼지킹생구이전문점,한식,
1265,흑한우명품관,한식,
1266,1080칼국수,한식,
1267,24시 뼈다귀탕 제주점,한식,
1268,24시 전주명가콩나물국밥,한식,
1269,BBQ치킨 추자점,한식,
1270,가산토방 식당,한식,
1271,가야아구찜,한식,
1272,감나무집,한식,
1273,감산우리가든,한식,
1274,갯마을,한식,
1275,거부한정식(신제주점),한식,
1276,경성통닭,한식,
1277,고객식당,한식,
1278,고내촌한정식,한식,
1279,고벤져스(본점),한식,
1280,고사리식당,한식,
1281,고향향토장터,한식,
1282,과수원집,한식,
1283,곽지식당,한식,
1284,구이향연동점,한식,
1285,국수와냉면,한식,
1286,귀빈식당,한식,
1287,그옛맛,한식,
1288,금강민물장어,한식,
1289,금보,한식,
1290,금보가든,한식,
1291,길벗식당,한식,
1292,김명자굴국밥(제주본점),한식,
1293,까망돼지,한식,
1294,깜돈 흑돼지,한식,
1295,꼬꼬닭한마리,한식,
1296,나목도식당,한식,
1297,나주닭집,한식,
1298,내가 찾은 맛고을,한식,
1299,내담,한식,
1300,노리터스낵,한식,
1301,녹나무,한식,
1302,누룽지식당,한식,
1303,뉴자연으로,한식,
1304,느지리식식당,한식,
1305,다담은,한식,
1306,다해복국,한식,
1307,달래식당,한식,
1308,대굴대굴구이,한식,
1309,대기정,한식,
1310,대운정,한식,
1311,대향연탄구이,한식,
1312,덕승식당(신관),한식,
1313,도가촌,한식,
1314,돈가,한식,
1315,돈돼지흑돼지,한식,
1316,돈채,한식,
1317,돈풍년,한식,
1318,돌섬,한식,
1319,동그라미식육식당(돈델리),한식,
1320,동우통닭,한식,
1321,돼지굽는정원,한식,
1322,두가시가든,한식,
1323,두루두루,한식,
1324,땅땅치킨 봉개점,한식,
1325,뚱순이 꼬마김밥,한식,
1326,뜰향기,한식,
1327,마님순대,한식,
1328,마라톤식당,한식,
1329,마마식당,한식,
1330,마중물삼계탕,한식,
1331,만덕식당,한식,
1332,만선바다,한식,
1333,만조이천쌀밥,한식,
1334,맛나리,한식,
1335,맛있는 여가생활,한식,
1336,면사무소,한식,
1337,명도암수다뜰,한식,
1338,명문사거리식당,한식,
1339,명물,한식,
1340,모퉁이스낵,한식,
1341,무진장식당,한식,
1342,문게야,한식,
1343,미나리(제주시),한식,
1344,미루네,한식,
1345,미복빈대떡,한식,
1346,미소짓는 흑도야지,한식,
1347,미원,한식,
1348,밀리우,한식,
1349,바다를 본 돼지(서귀포점),한식,
1350,바캉스샤브샤브,한식,
1351,박장군,한식,
1352,반딧불한담,한식,
1353,밤낮가온,한식,
1354,방긋스낵,한식,
1355,방모루,한식,
1356,배롱개,한식,
1357,백기해녀의 집,한식,
1358,백번가든,한식,
1359,법환어촌계횟집,한식,
1360,보라네,한식,
1361,복단지식당,한식,
1362,본가,한식,
1363,봉골레밥상,한식,
1364,봉이네식당,한식,
1365,뵈뵈,한식,
1366,빌리네월정스낵,한식,
1367,빨간집,한식,
1368,뿔소라몽땅정식,한식,
1369,산내들식당,한식,
1370,삼수정,한식,
1371,삼원정,한식,
1372,생원전복,한식,
1373,생이소리,한식,
1374,서귀포갈비,한식,
1375,서문뒷고기,한식,
1376,서문수산,한식,
1377,서우봉가든,한식,
1378,서울떡볶이,한식,
1379,석다원,한식,
1380,석촌식당,한식,
1381,선흘방주할매식당,한식,
1382,섬채,한식,
1383,성광식당,한식,
1384,성미식당,한식,
1385,성춘(토종순대),한식,
1386,세가름,한식,
1387,세자매식당,한식,
1388,소녀방앗간,한식,
1389,소반,한식,
1390,솔향,한식,
1391,수모루국수,한식,
1392,수월봉 가마솥순대국,한식,
1393,순심이네한라봉돼지갈비,한식,
1394,순이네해장국,한식,
1395,순풍해장국,한식,
1396,순희뽀글이,한식,
1397,숨비나리,한식,
1398,시영통닭,한식,
1399,시즌박스,한식,
1400,신 해바라기분식,한식,
1401,신동성식당,한식,
1402,신등대수산회센타,한식,
1403,신우성타운,한식,
1404,아랑,한식,
1405,안다미로,한식,
1406,알마니,한식,
1407,앞돈지,한식,
1408,야자수 식당,한식,
1409,양촌리마을,한식,
1410,어부와농부,한식,
1411,어애랑,한식,
1412,열공부엌,한식,
1413,영춘식당,한식,
1414,영해식당 (제주점),한식,
1415,옛정의골 식당,한식,
1416,오누이밥상,한식,
1417,오라오거리정식,한식,
1418,오르막가든,한식,
1419,오마이양대창 제주외도점,한식,
1420,오메오메,한식,
1421,오복떡집,한식,
1422,올레삼다정,한식,
1423,올레실내포장마차,한식,
1424,옹포별장가든,한식,
1425,용담밭담,한식,
1426,용담생국수,한식,
1427,용두암 바당회국수,한식,
1428,용이식당,한식,
1429,우도동식이,한식,
1430,우도돼지네 땅콩만두,한식,
1431,우도향,한식,
1432,우리동네숯불갈비,한식,
1433,우리두리식당,한식,
1434,웃뜨르우리돼지,한식,
1435,웅담식당,한식,
1436,원당골,한식,
1437,원항아리칼국수보쌈,한식,
1438,월령203,한식,
1439,유심이감성찜닭,한식,
1440,육갑봉,한식,
1441,육값하네식육가든,한식,
1442,은혜전복,한식,
1443,이가전복,한식,
1444,이게밥도둑,한식,
1445,이맛,한식,
1446,이오리,한식,
1447,인풍감자탕,한식,
1448,일오삼가든,한식,
1449,일출왕뚝배기,한식,
1450,일탈흑돼지,한식,
1451,정가네 밥상,한식,
1452,정순화손두부,한식,
1453,제주기정떡,한식,
1454,제주담,한식,
1455,제주돌담촌,한식,
1456,제주맛촌본점,한식,
1457,제주복돈,한식,
1458,제주분식,한식,
1459,제주올레섬,한식,
1460,제주웅담,한식,
1461,제주정,한식,
1462,조가네갑오징어 신제주점,한식,
1463,조마루뼈다귀서귀포점,한식,
1464,중문랜드프리미엄뷔페,한식,
1465,중문수원음식점,한식,
1466,지꺼진밥상,한식,
1467,지중해그릴,한식,
1468,진부령 황태해장국,한식,
1469,쫑이네해산물,한식,
1470,차귀도놀빛바다,한식,
1471,착한집,한식,
1472,참이쁜돼지,한식,
1473,창훈이네,한식,
1474,창흥식당,한식,
1475,천제연토속음식점,한식,
1476,천지연해물전복뚝배기,한식,
1477,천하대장군,한식,
1478,청정고을식당,한식,
1479,체면,한식,
1480,추가네,한식,
1481,추억의 집,한식,
1482,춘미향 식당,한식,
1483,친구네 분식,한식,
1484,코끼리통닭,한식,
1485,키친그듸,한식,
1486,탐라 뚝배기,한식,
1487,탐라가든,한식,
1488,탐라반상,한식,
1489,탐라흑돼지,한식,
1490,토계정,한식,
1491,토담골,한식,
1492,파도소리해녀촌,한식,
1493,포차,한식,
1494,푸주옥도남점,한식,
1495,하나로국밥,한식,
1496,하누가물애,한식,
1497,하늘채가든,한식,
1498,하우스142,한식,
1499,하원가흑돼지,한식,
1500,하효살롱,한식,
1501,하효소머리국밥,한식,
1502,한라네 김밥,한식,
1503,한라성,한식,
1504,한밭식당,한식,
1505,한양식당,한식,
1506,할매추어탕,한식,
1507,함덕찜,한식,
1508,해마루,한식,
1509,해변가든(켄싱턴리조트),한식,
1510,해오름정육식당,한식,
1511,해와달그리고섬,한식,
1512,해운대가든,한식,
1513,해월향,한식,
1514,해적선,한식,
1515,현경식당,한식,
1516,현기네식당,한식,
1517,협재국수가게(구 청산식당),한식,
1518,협재칼치,한식,
1519,호랑이해장국,한식,
1520,홍도니,한식,
1521,홍삼흑돼지,한식,
1522,홍어일번지,한식,
1523,화북코끼리식당,한식,
1524,황금섬숯불갈비,한식,
1525,황원갈비,한식,
1526,후년하우스,한식,
1527,흑염소마루,한식,
1528,스카이 온 파이브 다이닝,양식,
1529,섬소나이,양식,
1530,요리하는 목수,양식,
1531,쉬림프박스,양식,
1532,피어22,양식,
1533,성산회관,양식,
1534,빨간모자마법사,양식,
1535,양가형제,양식,
1536,웅스키친,양식,
1537,코코마마,양식,
1538,연화키친,양식,
1539,더파크뷰(신라호텔),양식,
1540,랜딩 다이닝(Landing dining),양식,
1541,젠하이드어웨이,양식,
1542,치저스,양식,
1543,88버거,양식,
1544,허파곶자왈화덕피자,양식,
1545,보스코화덕피자,양식,
1546,어부피자,양식,
1547,파파야 수제버거,양식,
1548,퍼시픽 리솜 엘마리노 뷔페,양식,
1549,피자굽는돌하르방,양식,
1550,핀크스 비오토피아,양식,
1551,글라글라하와이,양식,
1552,종종캐주얼다이닝,양식,
1553,jival 지발,양식,
1554,달잠키친,양식,
1555,도다모,양식,
1556,모디카,양식,
1557,비포크비스트로,양식,
1558,섭지향,양식,
1559,윌라라,양식,
1560,제니스브레드,양식,
1561,주르레식당,양식,
1562,쭈니창고,양식,
1563,타코마씸,양식,
1564,파니야그릴,양식,
1565,피제리아3657,양식,
1566,하도리1091,양식,
1567,허브팜카페,양식,
1568,73st,양식,
1569,COOK FATHER(쿡파더),양식,
1570,ROAD129(로드129),양식,
1571,고메아일랜드,양식,
1572,곤경에빠진버거,양식,
1573,그리다시카고피자&파스타,양식,
1574,그림상회화덕피자,양식,
1575,달콤한휴식,양식,
1576,달테이블,양식,
1577,데미안,양식,
1578,델리지아레스토랑,양식,
1579,도나토스,양식,
1580,루스트플레이스 노형점,양식,
1581,마므레,양식,
1582,마초그릴,양식,
1583,메리앤폴,양식,
1584,몬떼마레,양식,
1585,복여네왕돈가스,양식,
1586,빌레왓,양식,
1587,사려니숲길화덕피자,양식,
1588,소울키친,양식,
1589,송악산 엉클스 화덕 피자,양식,
1590,쇼밥,양식,
