,category,name,location,tag,like,pick,review,rating
859,숙박,폴에이리조트,서귀포시내,['휴식/치유'],0,3,0,0
860,숙박,퐁낭하우스제주,한림,['안전인증숙소'],0,0,0,0
861,숙박,푸르미르 펜션,성산,[],0,1,0,0
862,숙박,풍차와노을 독채펜션,한경,['휴식'],0,1,0,0
863,숙박,프라이빗리조트,서귀포시내,['휴식'],0,0,0,0
864,숙박,플라마 펜션,한림,[],0,0,0,0
865,숙박,플로라펜션,제주시내,['펜션'],0,0,0,0
866,숙박,피노호텔,서귀포시내,['호텔'],0,1,0,0
867,숙박,피디스테이션,구좌,"['펜션 ', ' 구좌 ', ' 컨테이너 ', ' 별채 ', ' 안전인증민박']",0,0,0,0
868,숙박,피우다 게스트하우스,한경,['게스트하우스'],0,0,0,0
869,숙박,하녹펜션,애월,[],0,0,0,0
870,숙박,하늘을달리다,구좌,['휴식'],0,2,0,0
871,숙박,하늘정원펜션,서귀포시내,['휴식'],0,1,0,0
872,숙박,하늘조각,안덕,['펜션'],0,0,0,0
873,숙박,하늘타리펜션,제주시내,['휴식'],0,1,0,0
874,숙박,하니크라운호텔,제주시내,['호텔'],1,1,0,0
875,숙박,하도하도 3200,구좌,['펜션'],0,0,0,0
876,숙박,하루앤하루,조천,[],0,2,0,0
877,숙박,하마다 게스트하우스,남원,"['남원 ', ' 게스트하우스']",0,3,0,0
878,숙박,하바다 통나무집,안덕,['휴식'],0,0,0,0
879,숙박,하얀도화지,서귀포시내,['휴식'],0,0,0,0
880,숙박,하얀언덕,표선,['휴식'],0,0,0,0
881,숙박,하와이펜션,제주시내,['휴식'],0,0,0,0
882,숙박,하쿠나마타타게스트하우스,애월,[],0,1,0,0
883,숙박,한담풍경하우스,애월,[],0,2,0,0
884,숙박,한라앤탐 펜션,남원,[],0,0,0,0
885,숙박,한라하이츠펜션,서귀포시내,['휴식'],0,0,0,0
886,숙박,한모살,구좌,[],0,1,0,0
887,숙박,함덕삼다펜션,조천,"['휴식 ', ' 조천 ', ' 펜션']",0,0,0,0
888,숙박,핫플게스트하우스,성산,['게스트하우스'],0,0,0,0
889,숙박,해담은스파빌,안덕,['휴식'],0,0,0,0
890,숙박,해돋는마을,성산,['휴식'],0,0,0,0
891,숙박,해뜨는집 (남원),남원,['펜션'],0,1,0,0
892,숙박,해뜨는집 (도두),제주시내,['휴식'],0,0,0,0
893,숙박,해마관광호텔,제주시내,['호텔'],0,0,0,0
894,숙박,해마지펜션,성산,['휴식/치유'],0,0,0,0
895,숙박,해변여행,애월,['펜션'],0,0,0,0
896,숙박,해변의집,제주시내,['휴식'],0,0,0,0
897,숙박,해비치 바람의집 펜션&카페,표선,['휴식'],0,1,0,0
898,숙박,해성펜션,중문,['휴식'],0,0,0,0
899,숙박,해아래펜션,애월,['펜션'],0,0,0,0
900,숙박,해안풍경펜션,제주시내,['휴식'],0,0,0,0
901,숙박,해오름민박,우도,['민박'],0,0,0,0
902,숙박,해오름정원,애월,['휴식'],0,0,0,0
903,숙박,해일월,구좌,[],0,5,0,0
904,숙박,해피데이,한림,['휴식'],0,1,0,0
905,숙박,해피데이 민박,한림,['휴식'],0,0,0,0
906,숙박,해피펜션,제주시내,"['펜션 ', '휴식']",0,1,0,0
907,숙박,해호텔,제주시내,['호텔'],0,0,0,0
908,숙박,핸즈인제주,구좌,['민박'],0,2,0,0
909,숙박,허브인휴양펜션,한림,['펜션'],0,1,0,0
910,숙박,허브펜션 오즈,표선,['휴식'],0,0,0,0
911,숙박,헌치 게스트하우스,구좌,"['구좌 ', ' 게스트하우스 ', ' 안전인증민박']",2,1,0,0
912,숙박,호도하우스,서귀포시내,['펜션'],0,0,0,0
913,숙박,호텔 더블유 신제주점(hotel W),제주시내,['호텔'],1,0,0,0
914,숙박,호텔 샬롬제주,제주시내,['호텔'],0,1,0,0
915,숙박,호텔 스카브로,안덕,['호텔'],1,1,0,0
916,숙박,호텔 앨리스앤트렁크,제주시내,"['제주시내 ', ' 숙박']",0,0,0,0
917,숙박,호텔더블유 탑동점,제주시내,['호텔'],0,0,0,0
918,숙박,호텔더원,제주시내,['호텔'],1,1,0,0
919,숙박,호텔빠레브,서귀포시내,['호텔'],1,2,0,0
920,숙박,호텔서귀피안,서귀포시내,"['혼자 ', '친구 ', '부모 ', '커플 ', '아이 ', '휴식/힐링']",0,0,0,0
921,숙박,호텔아로하,성산,['호텔'],0,2,0,0
922,숙박,호텔엘린,제주시내,['우수관광사업체'],0,2,0,0
923,숙박,호텔제이엠,제주시내,['휴식/힐링'],2,2,0,0
924,숙박,호텔컬리넌제주,제주시내,['호텔'],1,4,0,0
925,숙박,혼디,애월,['펜션'],2,2,0,0
926,숙박,홍익제주호텔,한림,['호텔'],0,0,0,0
927,숙박,화인호텔,서귀포시내,['호텔'],4,4,0,0
928,숙박,환상의민박,마라도,"['마라도 ', '마라도민박']",0,0,0,0
929,숙박,황재여관,추차도,"['추자항 ', '추자숙소 ', '추자도']",0,0,0,0
930,숙박,훼밀리민박,안덕,['휴식'],1,0,0,0
931,숙박,휴마루리조트,서귀포시내,['휴식/치유'],1,1,0,0
932,숙박,힐링캠프펜션,남원,[],0,0,0,0
933,숙박,힐파크모텔,제주시내,"['숙소 ', ' 신제주 ', ' 모텔']",0,0,0,0
