,장소,부모님,아이,친구,커플,친척,가족,지인,연인,혼자,둘,셋,넷,경관,인생샷,휴식,공원,유적지,미술,박물관,익스트림,스포츠,체험,드라이브,쇼핑,전시,자연,산책
175,물영아리오름,0.18729012,0.22554116,0.24411547,0.20601988,0.1670876,0.25818574,0.3467082,0.17391743,0.33007222,0.19819453,0.19675049,0.15711968,0.32758027,0.22961134,0.25537598,0.29576528,0.27646786,0.10522498,0.2514123,0.18595357,0.08247555,0.23801304,0.2419435,0.13996623,0.1445713,0.36999172,0.3299575
176,민속,0.21184705,0.16601613,0.14366238,0.11021787,0.23805757,0.15794148,0.1755331,0.08322786,0.045338668,0.12732822,0.023829058,0.04803816,0.26112992,0.17905052,0.1737461,0.23273195,0.2575236,0.2481484,0.34787118,0.12031115,0.11220131,0.2870493,0.20130578,0.14546534,0.25966567,0.24916063,0.21393734
177,법환,0.25417244,0.21076927,0.28856286,0.26575124,0.17732099,0.23843126,0.30750364,0.24933082,0.1521672,0.1564735,0.17238703,0.117452756,0.16204223,0.19281793,0.21879879,0.22732675,0.16293916,0.11502334,0.17927273,0.2125012,0.14705823,0.26088852,0.27520454,0.22894731,0.17032954,0.17182481,0.30295566
178,사계,0.14621836,0.21919066,0.19379815,0.16711512,0.12277001,0.16093807,0.20267451,0.17255673,0.20861244,0.15898374,0.15387598,0.19080137,0.2481573,0.26075044,0.1783427,0.2190155,0.2381215,0.1216411,0.2130169,0.24435717,0.1526172,0.22118524,0.30687645,0.23122455,0.20759797,0.28499424,0.27235556
179,포항,0.20770945,0.20238048,0.17685413,0.16820908,0.14613916,0.186478,0.25068596,0.2045989,0.1455657,0.18083404,0.083014674,0.14106897,0.23075119,0.16013235,0.15733372,0.21964869,0.15035287,0.13869946,0.1256867,0.19673507,0.20335425,0.13529038,0.26670435,0.13558023,0.12612338,0.13257062,0.26823348
180,소천,0.2353446,0.2458985,0.20863904,0.23020373,0.16397959,0.22534874,0.27372974,0.21713349,0.23044674,0.21894628,0.22156632,0.1910805,0.23781583,0.3206996,0.21040717,0.2628182,0.20159152,0.13066731,0.23834015,0.16438526,0.11411366,0.22830747,0.22907524,0.1830058,0.1585301,0.24471107,0.30761272
181,수월,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,알작,0.22287604,0.2824218,0.25879434,0.24961443,0.18604216,0.25606287,0.31466082,0.3516662,0.26926774,0.28294027,0.23502646,0.2335303,0.33605,0.32889795,0.28688425,0.3145305,0.3590526,0.14208868,0.25614083,0.2634663,0.18683219,0.2634997,0.3492869,0.18423103,0.20491645,0.34319866,0.3566557
183,정물오름,0.2189702,0.20963633,0.2151321,0.21417485,0.21069571,0.210818,0.22157827,0.2287294,0.21797267,0.22234702,0.23518671,0.20754981,0.24642196,0.26220697,0.24455611,0.30646586,0.3299693,0.15523094,0.21131842,0.22716105,0.113300905,0.19890665,0.24469876,0.1822266,0.13301793,0.21235177,0.3241641
184,베니스,0.2131763,0.20192829,0.21106394,0.13349004,0.20954144,0.24896887,0.22444558,0.25275058,0.15931444,0.13618383,0.06852858,0.12889282,0.18427853,0.22759826,0.17214575,0.28990948,0.1510086,0.26836157,0.3201522,0.27368188,0.16498859,0.24154824,0.19771163,0.19998841,0.2608274,0.25974953,0.1899485
185,커피,0.20118804,0.30906996,0.23322171,0.21442322,0.1429619,0.21049462,0.21432039,0.20768823,0.2711286,0.21198843,0.23577291,0.18270952,0.16865185,0.3104985,0.33935478,0.21849994,0.13910434,0.17761701,0.13329539,0.22644654,0.14852288,0.23950829,0.31147364,0.2821092,0.16713268,0.19951151,0.32653755
186,종달,0.22472784,0.234905,0.26613557,0.18407574,0.17117798,0.19936539,0.23373112,0.2003269,0.25813395,0.24528494,0.20965034,0.22533114,0.13482156,0.19031015,0.18769461,0.21384645,0.22136089,0.0939741,0.22410232,0.11586018,0.08318714,0.20362931,0.3231668,0.13209257,0.1214928,0.16018483,0.3109525
187,터진,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,표선,0.21392103,0.29191846,0.27272946,0.25244683,0.1597457,0.22153077,0.35329476,0.21399151,0.23336996,0.24569982,0.18779862,0.18378615,0.17977504,0.24454866,0.21741286,0.20632102,0.22075662,0.115118355,0.20363925,0.1931683,0.13208455,0.27850688,0.32852042,0.18187593,0.16799846,0.21720812,0.27881497
189,넥슨,0.28081495,0.32962108,0.2759772,0.18984091,0.14424181,0.2790268,0.24213938,0.19259629,0.2277831,0.19660163,0.17404585,0.3072052,0.2107373,0.21307476,0.2597794,0.28498268,0.29450762,0.28871712,0.50517845,0.31814465,0.26045758,0.29674435,0.26140416,0.27378303,0.33735132,0.307717,0.2192015
190,파크,0.28072023,0.34807056,0.29106975,0.18614534,0.17789775,0.30227816,0.21986613,0.28784278,0.2158913,0.20180413,0.12759072,0.1857244,0.19456586,0.2566439,0.25720662,0.37003076,0.19740263,0.16238421,0.33469278,0.41822475,0.3233226,0.35296217,0.2788927,0.29525405,0.2823903,0.20700683,0.27971572
191,돈내,0.30306804,0.32502073,0.38592732,0.31671718,0.29019815,0.2827469,0.42913747,0.22586942,0.354557,0.32923827,0.24443209,0.27045983,0.17703909,0.26413915,0.16514283,0.26344815,0.20631096,0.18608555,0.21359044,0.29405564,0.17610767,0.3178288,0.32239634,0.3262664,0.19372383,0.26500535,0.24550927
192,자연휴양림,0.1660532,0.2199257,0.22444722,0.1683738,0.1524111,0.2435906,0.2508645,0.2000227,0.19338614,0.1800265,0.12503421,0.15550482,0.29491183,0.19749269,0.25012556,0.32529688,0.23419416,0.14920136,0.39950004,0.12251289,0.14885932,0.268888,0.27578023,0.13754162,0.25515765,0.28822616,0.3225503
193,서귀,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,점보,0.37805486,0.37977284,0.33349404,0.36973011,0.19265167,0.39677006,0.27196094,0.31453,0.29680496,0.28378716,0.23414394,0.36760902,0.1946393,0.30283028,0.22969215,0.28744215,0.20011634,0.098844886,0.26700497,0.39532697,0.27038664,0.36578572,0.25606868,0.30195698,0.24774264,0.26092118,0.26158917
195,제주,0.33567518,0.2990224,0.299165,0.22260225,0.22209918,0.32892543,0.32336652,0.28329313,0.27321297,0.2260361,0.23729265,0.19283387,0.28895497,0.32640642,0.27769965,0.31443262,0.2658557,0.1652438,0.27730992,0.2622664,0.1425852,0.323143,0.32932112,0.2309404,0.18310595,0.33545643,0.3597246
196,목관,0.13255057,0.14288282,0.09235242,0.10393666,0.07627371,0.15111417,0.11609152,0.18095867,0.09973042,0.12924072,0.06487433,0.04866577,0.18290439,0.23753409,0.22180018,0.29273093,0.36332256,0.1896801,0.351746,0.13208115,0.097464964,0.13391367,0.18012612,0.2982314,0.330505,0.17233759,0.23257826
197,추자도,0.25943527,0.17360663,0.15413293,0.21327557,0.15348592,0.20046526,0.21052441,0.22969446,0.28288954,0.19436783,0.13218401,0.19720443,0.2104787,0.17689916,0.23375028,0.15044177,0.12817806,0.025344789,0.056862053,0.19150916,0.10979767,0.17059252,0.18211311,0.21803805,0.13145418,0.25920278,0.17647761
198,도로,0.20845251,0.23156026,0.20857382,0.20945722,0.1700455,0.20677832,0.24335356,0.24278262,0.24863297,0.21637504,0.12981951,0.11661799,0.3635264,0.2503003,0.24598369,0.32217425,0.26979813,0.120306045,0.19299504,0.21595733,0.13786732,0.22711734,0.6141368,0.23292693,0.14973798,0.29318088,0.32161778
199,교래,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,금악,0.17106561,0.16293886,0.19161734,0.20016009,0.17089832,0.1321572,0.26206496,0.1649122,0.25346988,0.15773688,0.203706,0.12689802,0.17709175,0.16071936,0.18891951,0.26720834,0.26107222,0.07287978,0.20039797,0.23468846,0.15373638,0.14383498,0.2147381,0.14713964,0.11253987,0.16656439,0.24030326
201,논짓물,0.25464332,0.2971157,0.263642,0.24218586,0.20010135,0.22654925,0.33479878,0.23732527,0.2720713,0.21136586,0.17943093,0.1535933,0.18693417,0.29600108,0.25023538,0.28323317,0.19393611,0.17247081,0.21847749,0.28725076,0.20024604,0.26867452,0.2942318,0.23011732,0.15454715,0.23607528,0.36463648
202,북촌,0.20271714,0.20864084,0.19045001,0.1857827,0.1738086,0.18502238,0.19912729,0.24256286,0.20841697,0.17637265,0.17931311,0.13069274,0.15870476,0.1828105,0.15578479,0.23611483,0.27635595,0.15562451,0.1770915,0.12335164,0.09681165,0.1759717,0.23877302,0.1514568,0.123759106,0.17748992,0.27460474
203,해변,0.26850644,0.26828492,0.22190285,0.25364736,0.19277787,0.24388346,0.23813899,0.30203637,0.24803595,0.28742093,0.2257806,0.17951074,0.29057103,0.368266,0.2548666,0.32332763,0.25033727,0.12484325,0.23459515,0.25027215,0.119420305,0.25930026,0.38210908,0.21833941,0.21870244,0.27623892,0.37157124
204,서귀,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,연화,0.17567247,0.14127938,0.116927765,0.18400916,0.09433803,0.091367245,0.13964824,0.175649,0.13763313,0.10687346,0.056805335,0.029447023,0.17920047,0.19345325,0.13017747,0.244095,0.26250887,0.1086958,0.18863815,0.12396676,0.016368952,0.14601725,0.16098967,0.07517025,0.071848415,0.1577718,0.24707629
206,잠수함,0.27240923,0.29095024,0.25996816,0.3246258,0.14674997,0.25967193,0.21226835,0.28864405,0.26526165,0.23982471,0.15244098,0.19651347,0.34966207,0.31347162,0.19963968,0.28255355,0.05895726,0.12613323,0.29271895,0.40272498,0.20662516,0.3330024,0.21602115,0.16974881,0.21520689,0.30487603,0.2589291
207,올레,0.22313958,0.23172718,0.24865179,0.2589144,0.16341202,0.25179115,0.28410646,0.24076381,0.3211723,0.27465785,0.20114806,0.18118721,0.22448616,0.24368888,0.226841,0.2689796,0.194121,0.11913527,0.2109814,0.25675935,0.14655259,0.23871836,0.28635085,0.24857043,0.10616543,0.23288687,0.36268222
208,올레,0.22313958,0.23172718,0.24865179,0.2589144,0.16341202,0.25179115,0.28410646,0.24076381,0.3211723,0.27465785,0.20114806,0.18118721,0.22448616,0.24368888,0.226841,0.2689796,0.194121,0.11913527,0.2109814,0.25675935,0.14655259,0.23871836,0.28635085,0.24857043,0.10616543,0.23288687,0.36268222
209,유리,0.1551742,0.23124607,0.15281439,0.19031844,0.025019253,0.17554021,0.14949942,0.19110686,0.16003302,0.14211893,0.1223502,0.05872739,0.21810624,0.27711833,0.15939286,0.16820091,0.18971404,0.25877047,0.23791371,0.23090926,0.14156544,0.20847708,0.12256618,0.14496934,0.29521817,0.24787202,0.1723621
210,판포,0.16576877,0.2034033,0.23650685,0.21996918,0.20538485,0.2534573,0.31537873,0.18690331,0.16735777,0.24989098,0.24325018,0.16851887,0.1988351,0.20166619,0.1971926,0.16440941,0.18086666,0.028016597,0.14853474,0.21313368,0.14708115,0.19435441,0.27815083,0.12622827,0.07336108,0.21283633,0.24319227
211,엄리돌,0.27839476,0.3183291,0.28405324,0.27953342,0.22424293,0.29020444,0.30168992,0.31645715,0.30369586,0.27687567,0.21920648,0.273076,0.28569332,0.42130554,0.27585196,0.37172413,0.37492895,0.14094767,0.24988186,0.32658184,0.17545405,0.29167277,0.4512085,0.24708994,0.18512698,0.3236677,0.37464988
212,노루,0.20976222,0.2737039,0.29068166,0.15540919,0.15758902,0.15848099,0.21400464,0.20123765,0.22846387,0.23794599,0.20546025,0.11285377,0.20843059,0.22291228,0.21431975,0.19021544,0.16955222,0.08731244,0.13650703,0.1260954,0.021590723,0.23232098,0.19478512,0.116871566,0.16751435,0.350258,0.27325332
213,성당,0.18720642,0.17393588,0.13916549,0.16300783,0.14541784,0.13697822,0.15475163,0.14739792,0.1074922,0.10225387,0.06547119,0.14674866,0.22262894,0.13237257,0.13019437,0.26175007,0.30601165,0.21810773,0.24506791,0.074594796,0.12438749,0.12727182,0.11672476,0.15676686,0.17081764,0.15831515,0.15125273
214,물찻,0.19354056,0.20530562,0.20680285,0.16602813,0.19292645,0.25078702,0.25356078,0.16368943,0.2472426,0.17317005,0.14717491,0.111609235,0.25283664,0.22667496,0.3199501,0.26223564,0.2500826,0.1644389,0.25887197,0.18918182,0.0848845,0.2636433,0.2684378,0.15744612,0.23266402,0.28751457,0.3264161
215,상효,0.2436215,0.24224909,0.22713125,0.23156217,0.18371788,0.2585598,0.2620501,0.217026,0.23896313,0.1745997,0.13132729,0.22200406,0.2473433,0.31550202,0.2300078,0.40212497,0.23877718,0.21079843,0.36199692,0.24120174,0.1366232,0.2707889,0.26045066,0.22743243,0.26420605,0.3996409,0.29751587
216,새섬,0.2313545,0.19330667,0.18983436,0.16851991,0.0956389,0.19999576,0.21910524,0.2699762,0.24397402,0.20460655,0.16439036,0.05271362,0.32023197,0.20811853,0.23479243,0.24524626,0.16788024,0.1542531,0.15534163,0.23375684,0.17062914,0.14684096,0.22270909,0.18406448,0.11376158,0.23692554,0.37704715
217,섶섬,0.1761334,0.21889481,0.25229448,0.19371031,0.11248422,0.21516159,0.24775137,0.24000368,0.17920113,0.17125748,0.18789682,0.09965388,0.30516276,0.25855583,0.22281107,0.16932341,0.12383871,0.19121405,0.16671279,0.23388529,0.15619323,0.22886285,0.21454966,0.16224226,0.19975263,0.24713334,0.30048987
218,올레,0.22313958,0.23172718,0.24865179,0.2589144,0.16341202,0.25179115,0.28410646,0.24076381,0.3211723,0.27465785,0.20114806,0.18118721,0.22448616,0.24368888,0.226841,0.2689796,0.194121,0.11913527,0.2109814,0.25675935,0.14655259,0.23871836,0.28635085,0.24857043,0.10616543,0.23288687,0.36268222
219,올레,0.22313958,0.23172718,0.24865179,0.2589144,0.16341202,0.25179115,0.28410646,0.24076381,0.3211723,0.27465785,0.20114806,0.18118721,0.22448616,0.24368888,0.226841,0.2689796,0.194121,0.11913527,0.2109814,0.25675935,0.14655259,0.23871836,0.28635085,0.24857043,0.10616543,0.23288687,0.36268222
220,최남,0.21364462,0.24162577,0.21310824,0.286397,0.18839943,0.21106671,0.24548054,0.2466238,0.22622679,0.2350238,0.21468398,0.2724336,0.29348445,0.32138497,0.22000176,0.3081434,0.3274721,0.19326189,0.2752255,0.25822842,0.1776928,0.1897741,0.24551398,0.2325126,0.19753331,0.2217876,0.2508249
221,생태,0.20004377,0.2610551,0.22965012,0.16806442,0.09443465,0.21110573,0.2590027,0.20629752,0.19593404,0.09797502,0.10854433,0.12887436,0.35789603,0.23078391,0.28990513,0.50590485,0.2900952,0.23122233,0.2783663,0.2172071,0.14416954,0.3462491,0.23892274,0.18463497,0.2031093,0.41263813,0.343601
222,건강,0.23644641,0.2361345,0.17687573,0.086432815,0.16705063,0.21492425,0.15448692,0.16069108,0.17193925,0.10025534,0.07758261,0.215806,0.15399759,0.19426903,0.25033507,0.16702697,0.07741548,0.15893272,0.18080169,0.17281502,0.22018719,0.18593083,0.22265512,0.14849067,0.13672343,0.25696772,0.2789842
223,공천,0.071957365,0.099014506,0.1052327,0.115167744,0.16852961,0.1271626,0.2074467,0.123819806,0.17067637,0.10052927,0.15238443,0.11354714,0.0742873,0.14284882,0.16578941,0.11840792,0.11781582,0.094127506,0.05793971,0.067115106,0.06875686,0.038075395,0.17206208,0.14981893,0.07128014,0.12218842,0.22010995
224,돈내,0.30306804,0.32502073,0.38592732,0.31671718,0.29019815,0.2827469,0.42913747,0.22586942,0.354557,0.32923827,0.24443209,0.27045983,0.17703909,0.26413915,0.16514283,0.26344815,0.20631096,0.18608555,0.21359044,0.29405564,0.17610767,0.3178288,0.32239634,0.3262664,0.19372383,0.26500535,0.24550927
225,렛츠런,0.28029352,0.29129332,0.2632559,0.1867962,0.1799118,0.27569023,0.32813644,0.2496123,0.24338719,0.18575639,0.1353655,0.17220576,0.27506933,0.30413824,0.19383559,0.38986576,0.3474496,0.22890958,0.29938567,0.35846257,0.31536222,0.28380194,0.32850248,0.21058705,0.23072067,0.30584615,0.27071264
226,문섬,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,탄산,0.23077078,0.22151779,0.2474912,0.15535656,0.12656789,0.20721063,0.23280573,0.20249406,0.20207253,0.21019638,0.13614967,0.1872403,0.13542701,0.19498694,0.18289167,0.15257388,0.13152839,0.03272735,0.21361224,0.33726096,0.18039404,0.17203711,0.1815794,0.1688172,0.12856178,0.19400576,0.19651388
228,화해,0.20387575,0.110732235,0.19245811,0.1644815,0.2421213,0.22004099,0.17858917,0.23923725,0.114188604,0.22293068,0.17978,0.163852,0.16721313,0.19118825,0.20475926,0.16877326,0.18937811,0.15074138,0.15871692,0.052843276,0.056571737,0.14170223,0.17227486,0.1499473,0.08032215,0.25732708,0.12179325
229,소정방폭포,0.24952498,0.27680537,0.25713885,0.20282915,0.17862912,0.2383396,0.27482003,0.2804536,0.23340341,0.24323225,0.11988399,0.13121775,0.33249837,0.27771038,0.1946719,0.34242165,0.21333137,0.16621828,0.27492824,0.26662987,0.19788334,0.21651343,0.299348,0.22623816,0.28016934,0.2807386,0.37282568
230,신비의도로,0.355528,0.4072011,0.29097456,0.23169294,0.21296749,0.3093114,0.31813252,0.26442677,0.30139685,0.2619331,0.24279465,0.21100023,0.28434753,0.27937445,0.2601285,0.3735762,0.29915813,0.24999201,0.40652418,0.36911035,0.21020943,0.37296945,0.39096615,0.33556616,0.30343688,0.33252522,0.3610936
231,위미항,0.16156444,0.2635072,0.21517172,0.2182129,0.13719231,0.21337272,0.32343072,0.22833958,0.21895765,0.21992736,0.1814053,0.15737544,0.2992286,0.19074519,0.2564113,0.22717203,0.098021664,0.09053615,0.16034745,0.25570214,0.13351336,0.22647826,0.28162682,0.2504847,0.1942634,0.30036667,0.3012886
232,별빛,0.21175422,0.19944808,0.2369005,0.22852296,0.06239544,0.20682815,0.14630434,0.2750725,0.25390905,0.2563769,0.19849077,0.1606926,0.24641284,0.26256242,0.23679504,0.30547756,0.21847749,0.22295138,0.26635385,0.21589394,0.20699275,0.24647117,0.14187707,0.20546275,0.20863733,0.29887912,0.2697797
233,센트럴,0.17310175,0.23027313,0.18364927,0.17820856,0.15189436,0.18121186,0.13098738,0.18190512,0.14155518,0.1275337,0.05463475,0.15195623,0.1714724,0.18227407,0.10318838,0.3221626,0.16786978,0.15869057,0.179344,0.3133631,0.27950957,0.16417061,0.21120155,0.30009115,0.25691986,0.20214917,0.18333195
234,올레,0.22313958,0.23172718,0.24865179,0.2589144,0.16341202,0.25179115,0.28410646,0.24076381,0.3211723,0.27465785,0.20114806,0.18118721,0.22448616,0.24368888,0.226841,0.2689796,0.194121,0.11913527,0.2109814,0.25675935,0.14655259,0.23871836,0.28635085,0.24857043,0.10616543,0.23288687,0.36268222
235,올레,0.22313958,0.23172718,0.24865179,0.2589144,0.16341202,0.25179115,0.28410646,0.24076381,0.3211723,0.27465785,0.20114806,0.18118721,0.22448616,0.24368888,0.226841,0.2689796,0.194121,0.11913527,0.2109814,0.25675935,0.14655259,0.23871836,0.28635085,0.24857043,0.10616543,0.23288687,0.36268222
236,해안,0.18002838,0.24459615,0.20553671,0.18764295,0.19196779,0.24178821,0.25579357,0.2754984,0.16567273,0.19449738,0.16437662,0.17618266,0.33985436,0.2867206,0.22241062,0.33589298,0.28759116,0.1287148,0.24842313,0.2616413,0.13237774,0.18537232,0.48662537,0.1554465,0.2075617,0.32175103,0.38094074
237,꼬메,0.24700472,0.25413227,0.295741,0.2629647,0.24639353,0.28300166,0.29826632,0.24714133,0.33831552,0.3034876,0.3124656,0.208227,0.23932636,0.31549662,0.29630715,0.25273696,0.330571,0.14485547,0.2280915,0.25387192,0.13620204,0.2360982,0.3312332,0.19477847,0.15285514,0.24224213,0.34301102
238,금능,0.22437866,0.30133605,0.28908944,0.24900784,0.20371738,0.29932776,0.28525558,0.22910474,0.19166753,0.27549222,0.20958586,0.16254514,0.17493898,0.2636634,0.25179914,0.24189073,0.20637667,0.13891627,0.2171066,0.2229387,0.1492677,0.22259864,0.2956825,0.18054128,0.14196777,0.25964597,0.3119077
239,낙천,0.2235281,0.23839957,0.14798835,0.16224071,0.17694835,0.24553591,0.26368552,0.2703792,0.20491105,0.2500788,0.16269779,0.14334911,0.28866038,0.22846717,0.32251108,0.36429283,0.30895138,0.18677633,0.18940645,0.1918596,0.15269016,0.29068476,0.22848181,0.19802025,0.23814476,0.2880896,0.2807343
240,도두항,0.2989468,0.23935795,0.2532301,0.24305135,0.17753126,0.24810284,0.23426868,0.32717672,0.19341354,0.27849263,0.12246482,0.088051245,0.22573596,0.24335557,0.21470669,0.22969308,0.07993969,0.10264565,0.2170529,0.23372678,0.11423694,0.21313927,0.28376025,0.2067976,0.11614561,0.20332444,0.31803924
241,신창,0.33957016,0.35346168,0.40285695,0.31095165,0.30295604,0.3678397,0.39058363,0.35313392,0.33956033,0.3369102,0.32759362,0.332505,0.28055775,0.3571188,0.29521704,0.41495782,0.37166297,0.35583946,0.3385337,0.3379548,0.2860427,0.323157,0.45083147,0.37717712,0.28689164,0.3018246,0.47713104
242,포구,0.21397313,0.18617553,0.2524038,0.1877483,0.19168094,0.22177258,0.30858302,0.272771,0.17575401,0.20455298,0.14566246,0.087191224,0.20551036,0.19223055,0.193564,0.32480147,0.23481956,0.09309304,0.17309633,0.17474993,0.101176545,0.23892929,0.3418167,0.13196817,0.1752546,0.21715148,0.34815446
243,자구,0.22541383,0.16916728,0.21621515,0.09566858,0.13918397,0.20658664,0.29447463,0.14843628,0.22543494,0.1594691,0.12005249,0.13448471,0.2558983,0.19203456,0.23278493,0.21476102,0.17060134,0.07861647,0.14329943,0.17741612,0.05115497,0.202723,0.2811871,0.15890738,0.10549299,0.23397678,0.31136292
244,전농,0.23038346,0.16973776,0.20782623,0.24374768,0.15200993,0.14368941,0.19315149,0.23606245,0.27132982,0.24500418,0.24454775,0.17292291,0.19959134,0.24876279,0.21655636,0.28853577,0.27623373,0.17866065,0.23948848,0.20739529,0.16233745,0.1879295,0.34406835,0.30057284,0.18264565,0.18725324,0.33013117
245,도립,0.11315636,0.13015595,0.094347715,0.085014656,0.07832499,0.22107199,0.1515466,0.10871388,0.17600639,0.11098009,0.08070933,0.13817814,0.30523467,0.13664173,0.1993034,0.38684934,0.27189687,0.30871776,0.34591407,0.17067802,0.09170619,0.2051534,0.20405653,0.160427,0.2632612,0.29744986,0.24741985
246,올레,0.22313958,0.23172718,0.24865179,0.2589144,0.16341202,0.25179115,0.28410646,0.24076381,0.3211723,0.27465785,0.20114806,0.18118721,0.22448616,0.24368888,0.226841,0.2689796,0.194121,0.11913527,0.2109814,0.25675935,0.14655259,0.23871836,0.28635085,0.24857043,0.10616543,0.23288687,0.36268222
247,톨칸,0.25975513,0.2973833,0.20519921,0.20293206,0.12805386,0.26882392,0.24525408,0.2794215,0.25171798,0.29263687,0.21180746,0.16995731,0.41399816,0.2939126,0.31709248,0.29952842,0.30353695,0.02145118,0.22793308,0.29712957,0.14797676,0.25424898,0.30918664,0.1198941,0.1110127,0.37356243,0.3070026
248,한림,0.22372085,0.20141308,0.24460025,0.16949178,0.14572915,0.14723276,0.2365239,0.11408313,0.1733602,0.16138123,0.15977745,0.07275131,0.20946126,0.19203418,0.17327678,0.25529233,0.17991532,0.1156767,0.1928367,0.22664991,0.11305716,0.2334829,0.24911147,0.14422935,0.13289371,0.15174711,0.26908532
249,고내,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,국립,0.050094627,0.12756903,0.1426736,0.067580916,0.10445148,0.14426345,0.14374936,0.12854579,0.14245169,0.049193226,0.06964594,0.11187615,0.20146039,0.12597361,0.1811625,0.24379809,0.20331538,0.3558305,0.5181455,0.08478902,0.15704891,0.21374144,0.15286276,0.11949727,0.36726695,0.20403728,0.18460941
251,그랑블루,0.27513367,0.32531184,0.28525436,0.32671553,0.21572755,0.31679684,0.27210978,0.27863503,0.25795653,0.2600485,0.2853771,0.30020735,0.25938046,0.31374058,0.27405137,0.24718915,0.11451256,0.17708996,0.22797534,0.45364904,0.2546056,0.379511,0.26870626,0.30040792,0.2133196,0.32959646,0.22532393
252,금속,0.16959117,0.22270107,0.15726417,0.15136981,0.091547474,0.18433088,0.15672567,0.16355819,0.14078248,0.113730565,0.12665325,0.2424522,0.2201336,0.14875957,0.0952203,0.23721656,0.22923675,0.19690494,0.17617428,0.30050772,0.2241564,0.15810263,0.2053895,0.1677293,0.22780944,0.19193578,0.18963698
253,사라봉,0.18891683,0.16616286,0.1978361,0.18900809,0.114117846,0.19862488,0.23602596,0.20752329,0.16504672,0.2515618,0.16401598,0.08062709,0.26249793,0.2006404,0.2175535,0.3012522,0.29614255,0.11088446,0.22159745,0.19079146,0.18075803,0.13519883,0.21918745,0.16061738,0.10264863,0.20762968,0.34497264
254,유람선,0.22476171,0.24023543,0.18045594,0.16584805,0.13448617,0.24654114,0.20739567,0.29248375,0.16854832,0.19381137,0.0920375,0.13137789,0.28137916,0.2741085,0.21686114,0.31075692,0.15367565,0.15280797,0.28152728,0.3456986,0.18856439,0.28242868,0.28029445,0.17616937,0.16175362,0.25338578,0.31417203
255,문과,0.12411381,0.08480072,0.102662385,0.09801724,0.17186694,0.12533498,0.11746109,0.083145574,0.07250941,0.09105915,0.11422981,0.074196234,0.19163178,0.21433875,0.1381552,0.18448496,0.19936159,0.17581166,0.17263961,0.017828835,0.14187175,0.16888447,0.10083595,0.07183412,0.11049969,0.17339498,0.08860607
256,창리,0.14298666,0.1424328,0.18634552,0.15356655,0.1738034,0.18254092,0.28517038,0.1601666,0.08598639,0.18485259,0.17159373,0.10445787,0.26470596,0.23655051,0.18091287,0.28764203,0.2537591,0.19282243,0.2440837,0.17688799,0.17526783,0.17352529,0.3279579,0.19306614,0.18817662,0.22348586,0.2550016
257,영주산,0.13232213,0.16926657,0.1989871,0.1552201,0.18150574,0.24304731,0.24070567,0.14929186,0.22812441,0.23635077,0.17597061,0.18996459,0.26675954,0.29275393,0.20013037,0.23818237,0.19923118,0.12002604,0.20431876,0.19031383,0.12026456,0.12719096,0.28647345,0.14439513,0.09856749,0.22954124,0.3205233
258,저지,0.10498717,0.11887319,0.08710159,0.03557417,0.15880282,0.19462597,0.1969303,0.13351804,0.11308732,0.16287622,0.15692309,0.10403818,0.24041875,0.12696595,0.15648761,0.23842436,0.13221869,0.14788538,0.12550734,0.13539279,0.0205608,0.15091677,0.13616024,0.06874976,0.14731878,0.13056433,0.25316912
259,올레,0.22313958,0.23172718,0.24865179,0.2589144,0.16341202,0.25179115,0.28410646,0.24076381,0.3211723,0.27465785,0.20114806,0.18118721,0.22448616,0.24368888,0.226841,0.2689796,0.194121,0.11913527,0.2109814,0.25675935,0.14655259,0.23871836,0.28635085,0.24857043,0.10616543,0.23288687,0.36268222
260,조랑말,0.20976496,0.30089295,0.22754975,0.24955826,0.11014016,0.17665976,0.22741236,0.24027246,0.22200888,0.23819186,0.16209726,0.13911144,0.23361903,0.32476932,0.18750519,0.25543666,0.20060763,0.108733445,0.19599539,0.27936402,0.10140319,0.2790434,0.22932583,0.14038903,0.16667502,0.28250462,0.27956092
261,사파리,0.23727474,0.3582697,0.2879449,0.20333537,0.11596033,0.2559768,0.19548959,0.2953126,0.18645257,0.18072934,0.08587396,0.12730163,0.26643586,0.3127816,0.24674357,0.32140845,0.22953923,0.18138148,0.30920583,0.3509129,0.13251425,0.3807769,0.24848735,0.21151483,0.28707567,0.2663498,0.2955084
262,화순,0.13277653,0.17347127,0.18790293,0.18636727,0.12811178,0.2177937,0.27781308,0.14871925,0.17517087,0.20652348,0.124069765,0.16272768,0.23345459,0.13042656,0.19086628,0.23580454,0.22599956,0.12090437,0.1935085,0.17224562,0.100062005,0.18278801,0.19380948,0.12528673,0.119202144,0.21730927,0.26363635
