,장소,부모님,아이,친구,커플,친척,가족,지인,연인,혼자,둘,셋,넷,경관,인생샷,휴식,공원,유적지,미술,박물관,익스트림,스포츠,체험,드라이브,쇼핑,전시,자연,산책
848,뮤지,0.24536088,0.298009,0.2736976,0.18794854,0.16796987,0.25991234,0.22599763,0.2756161,0.20458946,0.19669726,0.22585912,0.30232346,0.30736944,0.31783873,0.23879085,0.26510748,0.23149021,0.3438363,0.36657885,0.4768954,0.2897168,0.30946732,0.29178166,0.30079395,0.41040123,0.36927217,0.25527418
849,뮤지,0.24536088,0.298009,0.2736976,0.18794854,0.16796987,0.25991234,0.22599763,0.2756161,0.20458946,0.19669726,0.22585912,0.30232346,0.30736944,0.31783873,0.23879085,0.26510748,0.23149021,0.3438363,0.36657885,0.4768954,0.2897168,0.30946732,0.29178166,0.30079395,0.41040123,0.36927217,0.25527418
850,아르떼,0.21727128,0.3402655,0.31370798,0.26522756,0.18204132,0.24403913,0.29019517,0.2714978,0.30962655,0.24430302,0.25309184,0.26615685,0.1951846,0.32202348,0.20943275,0.25048703,0.28199518,0.2197504,0.33626762,0.3194833,0.1442917,0.24900356,0.34272748,0.2840827,0.28817013,0.2560557,0.28774798
851,피부,0.16762224,0.21775055,0.13969895,0.17515025,0.13048305,0.13422883,0.08930105,0.17759776,0.10833806,0.14997017,0.09320881,0.14874972,0.123428375,0.18150815,0.12601136,0.12669852,0.08823736,0.08299147,0.08032168,0.25785804,0.15327707,0.14822745,0.11779254,0.17289977,0.11810723,0.25911236,0.19162352
852,아이리스,0.13690406,0.2351758,0.16666237,0.2646008,0.16221364,0.18693367,0.23097424,0.29825044,0.1542896,0.15679462,0.1384364,0.27188993,0.22678187,0.28046185,0.19570553,0.22592568,0.2738422,0.1662069,0.20404792,0.34599948,0.25360426,0.19775733,0.3164747,0.15256935,0.31293547,0.22117615,0.29693443
853,아일랜드,0.18346237,0.2440496,0.19270745,0.16779098,0.11356563,0.24645615,0.17803773,0.20664436,0.15126729,0.20141523,0.16530263,0.18054192,0.11707346,0.18813768,0.24657707,0.16873544,0.14370939,0.07256314,0.21304265,0.21196981,0.13030571,0.16026753,0.1836412,0.17181332,0.11774394,0.18680848,0.18283075
854,한의원,0.21244934,0.17275055,0.18078312,0.1590315,0.20299332,0.15094106,0.15069243,0.20096838,0.19214278,0.11996405,0.04853617,0.13624647,0.06344118,0.16667992,0.09201005,0.17456573,0.17568132,0.11539701,0.13121083,0.17176867,0.18827662,0.10109619,0.14864933,0.1147327,0.08316986,0.08645869,0.19860743
855,아홉,0.20818934,0.15964204,0.10779977,0.09694317,0.27459693,0.2350204,0.19204065,0.18844548,0.21482907,0.23670909,0.20849788,0.19773763,0.16740659,0.12026729,0.15906107,0.18096754,0.11833142,0.09943421,0.11176707,0.0918387,0.03571929,0.122314,0.11824632,0.11751386,0.09484349,0.16431354,0.21175027
856,사계,0.14621836,0.21919066,0.19379815,0.16711512,0.12277001,0.16093807,0.20267451,0.17255673,0.20861244,0.15898374,0.15387598,0.19080137,0.2481573,0.26075044,0.1783427,0.2190155,0.2381215,0.1216411,0.2130169,0.24435717,0.1526172,0.22118524,0.30687645,0.23122455,0.20759797,0.28499424,0.27235556
857,안세미,0.2925912,0.32130307,0.268867,0.2587225,0.30128857,0.35057178,0.333997,0.24391133,0.334406,0.31455857,0.28243706,0.18945506,0.34126526,0.28845078,0.38095027,0.3296426,0.3681078,0.204454,0.25221962,0.21101493,0.16890928,0.26258653,0.31006038,0.1884031,0.23435807,0.36101145,0.40608102
858,알밤,0.23901242,0.23969275,0.2323734,0.15162727,0.18915215,0.20055619,0.28528753,0.13237815,0.21150538,0.27932793,0.27780378,0.19811167,0.16967738,0.13497724,0.19990768,0.20517048,0.23461053,0.056102354,0.13284889,0.20654424,0.12992367,0.21795058,0.20394629,0.15937859,0.09832759,0.20596084,0.3000613
859,알오,,,,,,,,,,,,,,,,,,,,,,,,,,,
860,알오,,,,,,,,,,,,,,,,,,,,,,,,,,,
861,스쿠버다이빙,0.19313309,0.25880244,0.28931397,0.26780018,0.19968757,0.20442775,0.29476935,0.25415903,0.23417757,0.16997519,0.1471358,0.112099566,0.12683946,0.3279577,0.27530944,0.16170917,0.15834786,0.13837853,0.17092958,0.33517593,0.31455842,0.3682459,0.27276713,0.2541538,0.16576658,0.16157931,0.23938861
862,연대,0.08418243,0.0929676,0.19457456,0.031349357,0.19532534,0.1577476,0.13541046,0.11619781,0.089462824,0.10470797,0.16042288,0.09102265,0.19941884,0.13267204,0.1721472,0.18334585,0.19104391,0.17000327,0.07074735,0.087232955,0.06859858,0.11786398,0.15712135,0.060301792,0.11409039,0.15200044,0.15403704
863,장성,0.17038405,0.16993918,0.11184785,0.067282885,0.120910875,0.13142157,0.13151845,0.16150445,0.060109913,0.12861344,0.13934141,0.12348777,0.1823477,0.17030205,0.11983579,0.2112202,0.31917393,0.112476796,0.19299904,0.11608447,0.09901522,0.1317204,0.26706025,0.11864589,0.11690067,0.2666501,0.23580074
864,액트,0.26205343,0.29779202,0.2774184,0.2629313,0.287957,0.29474217,0.25418496,0.31479716,0.25074214,0.23657367,0.2236634,0.3670221,0.2860834,0.25465646,0.26610392,0.30038264,0.30399305,0.3652024,0.30596238,0.43653363,0.36545303,0.3044763,0.31002182,0.29925805,0.38505226,0.31166512,0.27554393
865,어영,0.37345338,0.38538805,0.3623483,0.3048843,0.21552517,0.37639165,0.4016019,0.4299947,0.33251202,0.3106709,0.2432563,0.22044007,0.33588794,0.32985598,0.37043887,0.44677556,0.35784733,0.20463768,0.30593145,0.2944246,0.22714053,0.3537423,0.45163518,0.26183686,0.19542849,0.3242123,0.5521038
866,엄바,0.35210377,0.3286848,0.35738122,0.29950055,0.40090483,0.34434354,0.39786285,0.32505944,0.3725492,0.35783076,0.30131635,0.28115386,0.3810985,0.310912,0.31229305,0.36924642,0.38833916,0.28458104,0.32774746,0.24966124,0.20644858,0.26920867,0.481059,0.2711305,0.2567437,0.34863377,0.44995117
867,에밀리,0.20762128,0.2857356,0.34329277,0.20115495,0.25758794,0.25632012,0.16591933,0.35751966,0.22556421,0.26819736,0.1604197,0.18382987,0.07049629,0.25634766,0.16397293,0.10867125,0.15570423,0.25448355,0.19810829,0.30333906,0.16922255,0.19771594,0.18526104,0.108921,0.19903821,0.20156759,0.19711381
868,에버,0.19166918,0.1931112,0.17523307,0.2671696,0.12493757,0.22407019,0.2358678,0.2539761,0.1259777,0.14094976,0.10583891,0.2494744,0.26204962,0.22955355,0.2367311,0.16376998,0.21057928,0.14035764,0.15304449,0.2968229,0.25508308,0.16940781,0.22910964,0.20401883,0.15276784,0.31222248,0.18527722
869,에코,0.15780622,0.22055668,0.12065192,0.19596246,0.04535002,0.20936567,0.18321887,0.13184665,0.2165375,0.18519375,0.2107089,0.2539029,0.20328718,0.20236605,0.18568286,0.20966753,0.14973672,0.12077931,0.20553175,0.33155492,0.2572183,0.27768505,0.2145041,0.27115628,0.18900645,0.27573448,0.21635404
870,포구,0.21397313,0.18617553,0.2524038,0.1877483,0.19168094,0.22177258,0.30858302,0.272771,0.17575401,0.20455298,0.14566246,0.087191224,0.20551036,0.19223055,0.193564,0.32480147,0.23481956,0.09309304,0.17309633,0.17474993,0.101176545,0.23892929,0.3418167,0.13196817,0.1752546,0.21715148,0.34815446
871,연미,,,,,,,,,,,,,,,,,,,,,,,,,,,
872,연북정,0.2268345,0.21088025,0.24060757,0.2432557,0.17671768,0.3003673,0.30768862,0.28490996,0.20161018,0.24559756,0.21769524,0.13687755,0.2950353,0.26239142,0.30967903,0.21360725,0.27869225,0.18245018,0.17501143,0.11475495,0.1295738,0.15887225,0.21724308,0.2616706,0.18345353,0.2663213,0.2771218
873,안길,0.18539834,0.16050461,0.13505752,0.12266046,0.11477507,0.16538352,0.16271815,0.18882993,0.16940302,0.09511717,0.14030118,0.16163245,0.29956537,0.2635572,0.1913137,0.3018048,0.2725981,0.15966886,0.20480314,0.17071015,0.16165715,0.23001896,0.33703208,0.16132909,0.17146607,0.2469177,0.37575832
874,영남동,0.17228079,0.13856113,0.14978251,0.20994669,0.24633442,0.22248092,0.28261256,0.11425939,0.18767351,0.14151259,0.13302994,0.18467467,0.2115683,0.1297866,0.13870585,0.20606205,0.19919111,0.0929005,0.21792747,0.19415872,0.13973239,0.13753496,0.24103498,0.24329421,0.12267482,0.21574804,0.14054513
875,영모,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,영천,0.20403641,0.11491472,0.122544274,0.116840795,0.17889848,0.22259448,0.1934484,0.18433839,0.13291028,0.16074896,0.15332633,0.12574868,0.25656706,0.14172786,0.22736633,0.22485223,0.22756657,0.12284824,0.2328223,0.13381895,0.11326523,0.22042531,0.18209907,0.112988934,0.15710685,0.27174696,0.16450174
877,예래,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,예래,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,공간,0.33152714,0.30823624,0.2935771,0.2730229,0.1512958,0.33619672,0.20018575,0.3399078,0.2725844,0.2618387,0.19529337,0.18210544,0.33064067,0.38348055,0.45661587,0.3147307,0.25117087,0.27409562,0.29580086,0.31361035,0.22954953,0.3178627,0.24411255,0.2852926,0.36925673,0.38395876,0.3271161
880,예절,0.29364318,0.16269979,0.17949,0.12887979,0.33405906,0.22248137,0.20541003,0.2584465,0.21669325,0.2606219,0.1656216,0.07042096,0.17491356,0.13790387,0.19466127,0.12477966,0.17574807,0.28156942,0.16679594,0.09077003,0.16892806,0.29688698,0.09026559,0.18320674,0.18381064,0.22835022,0.19967896
881,초리,0.22852701,0.2002593,0.16551934,0.14812738,0.19584343,0.17913726,0.17420046,0.20672546,0.2123472,0.23854925,0.17067926,0.17783998,0.15199237,0.16299972,0.14643309,0.15877853,0.1635701,0.10690403,0.1451244,0.18246035,0.08463664,0.18513861,0.16395184,0.059601143,0.08966756,0.23779956,0.16944951
882,예초,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,포구,0.21397313,0.18617553,0.2524038,0.1877483,0.19168094,0.22177258,0.30858302,0.272771,0.17575401,0.20455298,0.14566246,0.087191224,0.20551036,0.19223055,0.193564,0.32480147,0.23481956,0.09309304,0.17309633,0.17474993,0.101176545,0.23892929,0.3418167,0.13196817,0.1752546,0.21715148,0.34815446
884,해변,0.26850644,0.26828492,0.22190285,0.25364736,0.19277787,0.24388346,0.23813899,0.30203637,0.24803595,0.28742093,0.2257806,0.17951074,0.29057103,0.368266,0.2548666,0.32332763,0.25033727,0.12484325,0.23459515,0.25027215,0.119420305,0.25930026,0.38210908,0.21833941,0.21870244,0.27623892,0.37157124
885,오름,0.23891383,0.25694725,0.23558784,0.24180716,0.171176,0.24119355,0.20965499,0.2293143,0.25522453,0.23667862,0.21464175,0.16487253,0.25262168,0.33679646,0.24596879,0.29089448,0.26022035,0.16473062,0.23808071,0.23296621,0.1159906,0.17506729,0.2448986,0.19013211,0.17533895,0.28232014,0.40559447
886,림반,,,,,,,,,,,,,,,,,,,,,,,,,,,
887,오현단,0.19589011,0.2212293,0.18015617,0.1575063,0.21224032,0.18545876,0.2348179,0.22131917,0.1511867,0.1633893,0.11733314,0.056065068,0.17478104,0.23252378,0.2127658,0.28111547,0.41379243,0.22717598,0.26319197,0.031026535,0.14799094,0.117952034,0.1870954,0.17944625,0.24166751,0.20534368,0.27595907
888,장성,0.17038405,0.16993918,0.11184785,0.067282885,0.120910875,0.13142157,0.13151845,0.16150445,0.060109913,0.12861344,0.13934141,0.12348777,0.1823477,0.17030205,0.11983579,0.2112202,0.31917393,0.112476796,0.19299904,0.11608447,0.09901522,0.1317204,0.26706025,0.11864589,0.11690067,0.2666501,0.23580074
889,올레산,0.25339812,0.20499763,0.243956,0.12644541,0.21401505,0.2553188,0.250657,0.1836054,0.16369778,0.22562152,0.20126496,0.26588145,0.14212593,0.17263222,0.1759075,0.15611795,0.15170355,0.19419207,0.19336538,0.20166838,0.121556096,0.29057646,0.22988336,0.16451526,0.23975644,0.3116957,0.17740959
890,옷귀,0.30578962,0.34324574,0.30099872,0.2745257,0.33089507,0.34638718,0.35801762,0.3070804,0.24358107,0.24131304,0.24366957,0.29956537,0.34081405,0.3091019,0.32995492,0.39842966,0.29827827,0.3256069,0.3538656,0.42796013,0.3587965,0.4263982,0.34520817,0.38217995,0.3497772,0.37980366,0.35622692
891,옹포,0.21393934,0.2061505,0.294626,0.24622196,0.23943983,0.23385182,0.30692714,0.23557395,0.27147964,0.25482458,0.23375618,0.19503027,0.17928551,0.20165384,0.18164769,0.22590023,0.2445861,0.1358709,0.18142039,0.18469974,0.12703726,0.16088149,0.28336233,0.20435126,0.12679225,0.2539274,0.28105444
892,옹포,0.21393934,0.2061505,0.294626,0.24622196,0.23943983,0.23385182,0.30692714,0.23557395,0.27147964,0.25482458,0.23375618,0.19503027,0.17928551,0.20165384,0.18164769,0.22590023,0.2445861,0.1358709,0.18142039,0.18469974,0.12703726,0.16088149,0.28336233,0.20435126,0.12679225,0.2539274,0.28105444
893,벽화,0.19868127,0.26303738,0.23242804,0.18599771,0.13585547,0.18258655,0.20639223,0.25830644,0.18635029,0.089148164,0.106811285,0.15114704,0.2847179,0.25959146,0.07190946,0.2845586,0.3103226,0.25720114,0.19050018,0.1646269,0.117427334,0.2026469,0.20431355,0.2007394,0.28411043,0.23250562,0.25555447
894,용둠,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,용연,0.15391865,0.21582526,0.15583901,0.13327968,0.0824523,0.1520943,0.22023648,0.23012356,0.15006347,0.16029128,0.13537914,0.0874521,0.2660433,0.2502183,0.16889438,0.29815787,0.24393141,0.17666015,0.18319348,0.23642528,0.19344333,0.13720445,0.24227765,0.2566159,0.17528537,0.21797301,0.32106394
896,우도,0.2812782,0.27845472,0.28314424,0.23331031,0.1457686,0.25394744,0.25692356,0.28702578,0.25017738,0.28503495,0.18298963,0.16533382,0.22361195,0.29945827,0.2748636,0.1877656,0.1421962,0.029967012,0.19638364,0.31148726,0.18114865,0.22907406,0.29632404,0.1697074,0.081207305,0.26408595,0.3234815
897,봉수대,0.14990017,0.16632508,0.20802538,0.193591,0.12490618,0.19844396,0.22717836,0.25243098,0.15733805,0.18025187,0.119416445,0.1213932,0.27110505,0.21039218,0.19148001,0.26435888,0.2778545,0.12221405,0.19383574,0.18929663,0.18561617,0.11199495,0.23812136,0.104926124,0.14479059,0.23123285,0.25779182
898,보물섬,0.23219085,0.20012206,0.24629511,0.21377037,0.15867251,0.267501,0.3144854,0.2024514,0.23664168,0.20873371,0.11220057,0.16875276,0.29952767,0.21994673,0.22275661,0.2276487,0.18195142,0.17600207,0.22249661,0.2927993,0.22888327,0.26875794,0.27734953,0.33231014,0.23080562,0.29085928,0.18407768
899,우도,0.2812782,0.27845472,0.28314424,0.23331031,0.1457686,0.25394744,0.25692356,0.28702578,0.25017738,0.28503495,0.18298963,0.16533382,0.22361195,0.29945827,0.2748636,0.1877656,0.1421962,0.029967012,0.19638364,0.31148726,0.18114865,0.22907406,0.29632404,0.1697074,0.081207305,0.26408595,0.3234815
900,징기스칸,0.25930268,0.2774174,0.22436509,0.2337512,0.2729638,0.2528005,0.23068814,0.23688129,0.21614611,0.26689476,0.19189611,0.21905634,0.2091227,0.23630422,0.18671557,0.24354443,0.30363646,0.24054037,0.2580346,0.3412316,0.21503235,0.33466306,0.15290222,0.22333097,0.27422327,0.2697032,0.1493123
901,웃밤,0.27895868,0.2713127,0.3004142,0.2519292,0.2888593,0.30176795,0.31227213,0.2754022,0.27388865,0.314762,0.27110848,0.13764419,0.30142462,0.28348458,0.26254046,0.31155452,0.30499157,0.1223257,0.23476578,0.22183299,0.062924944,0.22356251,0.2685631,0.10568383,0.15388188,0.26901013,0.37987816
902,누운,0.19802512,0.2096959,0.17648688,0.23668864,0.21835303,0.23250483,0.20259108,0.21941723,0.24763495,0.24242505,0.20995909,0.1947586,0.23537005,0.23478098,0.23384863,0.22524758,0.21522582,0.07185522,0.1888541,0.24168785,0.06827103,0.21141255,0.21765581,0.13304296,0.13100712,0.21490897,0.2755551
903,웃세,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,원동,0.10090552,0.10025849,0.045354936,0.12305019,0.13209748,0.13305314,0.21444935,0.09290948,0.077689074,0.12620059,0.07884781,0.117252424,0.18807174,0.092054956,0.083342336,0.22367047,0.29618266,0.040011108,0.15264255,0.14225294,0.17621669,0.13443998,0.13914222,0.15192199,0.078750215,0.12819946,0.18137673
905,앙카라,0.3277796,0.3302014,0.32993963,0.2949413,0.37904388,0.32118496,0.3145101,0.30555204,0.31395447,0.30545074,0.32138056,0.3737421,0.26635718,0.265135,0.2522266,0.29663816,0.33428216,0.3442553,0.2809329,0.363916,0.27401343,0.28831688,0.3312595,0.32522482,0.3063004,0.25841928,0.32312173
906,월나,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,월라,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,월라,,,,,,,,,,,,,,,,,,,,,,,,,,,
909,윈드,0.26082674,0.33143598,0.28504708,0.2442861,0.1825558,0.22237538,0.24241175,0.29478014,0.24601594,0.21113163,0.15900405,0.17495844,0.20064887,0.32912442,0.22228639,0.26698062,0.13254392,0.09176676,0.2113117,0.4938798,0.29325113,0.34147465,0.28895336,0.31151742,0.17059933,0.24338493,0.1872245
910,유민,0.072794005,0.14344466,0.15000096,0.08654376,0.1858045,0.16781126,0.14414547,0.17372783,0.15813926,0.19797228,0.1914272,0.18634129,0.20465331,0.2965479,0.23161748,0.13594964,0.19927418,0.31239688,0.29133078,0.16828889,0.12896544,0.22037412,0.21193111,0.22106943,0.2930227,0.25240391,0.23747061
911,우영,0.25408316,0.28834027,0.34579873,0.2284466,0.23125705,0.22135113,0.32662755,0.17230451,0.36616173,0.2753569,0.27228525,0.2875129,0.1149431,0.1815112,0.16106501,0.21051434,0.24699494,0.10179627,0.17486247,0.10163833,0.045339756,0.23069042,0.21632726,0.24013934,0.1954689,0.18414685,0.27066427
912,율랜,,,,,,,,,,,,,,,,,,,,,,,,,,,
913,이랜드,0.19195628,0.20692474,0.17538248,0.16380852,0.09201085,0.16249089,0.1705287,0.16198939,0.09980281,0.09416032,0.097082235,0.22179914,0.1760571,0.11571988,0.1315048,0.30678946,0.16298686,0.3052612,0.2754547,0.3459165,0.319183,0.18708163,0.1837003,0.33099788,0.30305582,0.15747356,0.15278247
914,로이,0.17538674,0.30775222,0.22725065,0.176204,0.03901401,0.1880934,0.14820465,0.13814709,0.19356583,0.1895472,0.23150933,0.20542109,0.24194662,0.21180592,0.26860023,0.16900513,0.15635274,0.17937627,0.1365651,0.22454898,0.058891676,0.1413509,0.18895394,0.15441605,0.19309646,0.18356806,0.25428885
915,나라,0.1922266,0.17564559,0.109631434,0.10863392,0.25833133,0.16574168,0.11248256,0.14192674,0.15266886,0.21593179,0.14570597,0.1860672,0.08855398,0.13353439,0.05719859,0.15671784,0.13690068,0.10035154,0.20626168,0.1034812,0.19670469,0.11717719,0.13834386,0.12118304,0.19451562,0.11034351,0.099293284
916,이음,0.20328663,0.20180339,0.12620153,0.12665886,0.06227084,0.1064961,0.14141825,0.10063992,0.12905426,0.101839766,0.042768545,0.17243087,0.21759361,0.161233,0.16918682,0.2027875,0.18860835,0.13011903,0.14304192,0.24953012,0.23870882,0.26960814,0.16236013,0.19717965,0.26201057,0.16995603,0.19448993
917,이편,0.27126202,0.21829166,0.22449628,0.1522236,0.299846,0.20169468,0.1995475,0.14843708,0.220949,0.21882224,0.16930433,0.26159388,0.1191542,0.122964114,0.1043716,0.17269918,0.12295164,0.23172614,0.16838719,0.14771548,0.22152813,0.09737042,0.1742901,0.25167608,0.17219967,0.16294947,0.15608615
918,해안,0.18002838,0.24459615,0.20553671,0.18764295,0.19196779,0.24178821,0.25579357,0.2754984,0.16567273,0.19449738,0.16437662,0.17618266,0.33985436,0.2867206,0.22241062,0.33589298,0.28759116,0.1287148,0.24842313,0.2616413,0.13237774,0.18537232,0.48662537,0.1554465,0.2075617,0.32175103,0.38094074
919,이호,0.22640523,0.26767278,0.26300493,0.21875013,0.14532632,0.22030436,0.18484971,0.25502574,0.2248692,0.22331952,0.17273626,0.17323086,0.17249677,0.24824451,0.23374714,0.25345764,0.17081101,0.16461028,0.20663874,0.24279499,0.17997646,0.23229304,0.28143835,0.25894612,0.19080377,0.15583721,0.30898494
920,아트,0.1495577,0.2531178,0.16771862,0.12417069,0.047350213,0.19677338,0.15618259,0.19101547,0.14152274,0.11345118,0.04487327,0.18119618,0.1613751,0.21368614,0.18026511,0.23041584,0.15721753,0.46329516,0.2631269,0.31480038,0.2067181,0.26393357,0.20395932,0.24612607,0.43965706,0.1750673,0.17645666
921,임문,,,,,,,,,,,,,,,,,,,,,,,,,,,
922,입산,0.19363996,0.16228041,0.12123789,0.12428238,0.18711707,0.23093244,0.1608769,0.10974794,0.18404889,0.15102151,0.09387473,0.13745798,0.2039733,0.13693136,0.22737351,0.13266505,0.18616796,0.06617563,0.11974562,0.11128414,0.071298935,0.24195923,0.16487242,0.06875836,0.12496323,0.20146008,0.18138973
923,자리,0.22535539,0.23970017,0.2888564,0.24957989,0.17840576,0.24285492,0.2527463,0.243902,0.28884715,0.30666184,0.21065143,0.17268425,0.20654592,0.30399278,0.31087875,0.2115095,0.20135817,0.19604822,0.21786995,0.18555994,0.11711399,0.22904742,0.26555032,0.18297258,0.15117067,0.28384528,0.25151476
924,자연인,0.3533568,0.2802491,0.32266027,0.24274057,0.40473512,0.3597171,0.25134516,0.310591,0.34014466,0.26673156,0.25814354,0.19940904,0.19786695,0.26560757,0.3433218,0.19973625,0.08772691,0.19383323,0.12279174,0.21778396,0.17292224,0.30403906,0.19997156,0.2626296,0.09563258,0.38736677,0.28825945
925,장생,0.18298265,0.17428724,0.20024848,0.16081992,0.13853559,0.21229973,0.24372792,0.16944091,0.23363724,0.23539844,0.19336879,0.188194,0.26234218,0.24233821,0.24943551,0.24942878,0.21588919,0.16598788,0.19418427,0.17728709,0.14080958,0.21961868,0.24505591,0.1893331,0.28386188,0.26322803,0.32859266
926,전쟁,0.15662843,0.15897343,0.1382465,0.14567101,0.19024776,0.16920273,0.13485906,0.13158095,0.13098615,0.18142481,0.12978444,0.13691916,0.15730236,0.14551607,0.13375923,0.16741316,0.24388596,0.24186075,0.1728177,0.15775302,0.11279683,0.12614575,0.13267219,0.1539232,0.29101753,0.13889506,0.13903937
927,정모,0.25094604,0.24074224,0.24883078,0.22067696,0.22355896,0.29451376,0.34840852,0.21630247,0.27727127,0.1876508,0.14179035,0.17946577,0.21445858,0.19662406,0.30286214,0.35613447,0.20764925,0.1518628,0.24081513,0.2508042,0.2425147,0.25233868,0.19996452,0.24496685,0.19275942,0.27808616,0.36378175
928,정의,0.12612063,0.10771442,0.0155519545,-0.019557502,0.19613889,0.13789934,0.06500233,0.09447816,0.15259352,0.107985884,0.009751956,0.049731188,0.17934072,0.17946643,0.10651396,0.14068201,0.20473935,0.13434514,0.06682653,0.058899183,0.11637674,0.13206029,0.13460568,0.102994874,0.11750895,0.16173862,0.07538442
929,정의,0.12612063,0.10771442,0.0155519545,-0.019557502,0.19613889,0.13789934,0.06500233,0.09447816,0.15259352,0.107985884,0.009751956,0.049731188,0.17934072,0.17946643,0.10651396,0.14068201,0.20473935,0.13434514,0.06682653,0.058899183,0.11637674,0.13206029,0.13460568,0.102994874,0.11750895,0.16173862,0.07538442
930,라진,0.28544322,0.30103004,0.25731778,0.18386504,0.1374053,0.29812762,0.31775042,0.20943683,0.23290963,0.21379557,0.21452703,0.19542146,0.21651697,0.17426911,0.14979278,0.17352149,0.17685679,0.08105988,0.11843458,0.35094562,0.2071568,0.28752226,0.26603702,0.17355786,0.027332284,0.21822579,0.22976044
931,제원,0.252917,0.19199474,0.23711753,0.26303363,0.12301875,0.22789916,0.25247568,0.2487804,0.25391743,0.1580079,0.12283324,0.24095269,0.19250534,0.22321759,0.17824264,0.2229624,0.21249649,0.19124639,0.25437826,0.30433148,0.23564295,0.17244858,0.21522352,0.27394572,0.16571344,0.24509023,0.24504277
932,더,0.35398477,0.41442436,0.31426656,0.26810947,0.16134182,0.29442316,0.26048353,0.3099939,0.3437321,0.36212695,0.24908853,0.20325102,0.23156731,0.37205502,0.25975978,0.25743324,0.17698681,0.17249928,0.20412137,0.2963902,0.21587947,0.2817508,0.29095232,0.22635585,0.21538359,0.30483353,0.3325053
933,이호,0.22640523,0.26767278,0.26300493,0.21875013,0.14532632,0.22030436,0.18484971,0.25502574,0.2248692,0.22331952,0.17273626,0.17323086,0.17249677,0.24824451,0.23374714,0.25345764,0.17081101,0.16461028,0.20663874,0.24279499,0.17997646,0.23229304,0.28143835,0.25894612,0.19080377,0.15583721,0.30898494
934,카카오,0.17049596,0.1907692,0.29886246,0.16713817,0.16607302,0.19695258,0.25994998,0.16884965,0.16771518,0.12847072,0.19118768,0.18010145,0.09325369,0.19656083,0.17529956,0.18966627,0.17757237,0.10800716,0.15432657,0.20356488,0.12841488,0.24191767,0.21415965,0.34601203,0.080806196,0.20327155,0.17934266
935,패러글라이딩,0.25325754,0.2417166,0.21917662,0.29805583,0.22264346,0.2682496,0.20506394,0.25152302,0.29397663,0.19377957,0.13697101,0.1824021,0.2280498,0.35878688,0.2135077,0.15433596,0.12290255,0.15327013,0.16636382,0.44108337,0.3914187,0.35123947,0.28628448,0.23656146,0.14249825,0.20562626,0.2272386
936,유적,0.0031509753,0.11487268,0.08860086,0.061054908,0.07666685,0.08187862,0.12041991,0.14483795,0.11355868,0.13501991,0.10530077,0.12549683,0.24946287,0.13628471,0.17140916,0.27670562,0.60914207,0.20356369,0.30653974,0.11302577,0.12795639,0.1618499,0.121828936,0.22927105,0.24489628,0.2758177,0.19465823
937,교육,0.24314162,0.22047028,0.13720563,0.11648845,0.15634048,0.17595384,0.168152,0.1795214,0.18201596,0.09523435,0.13372682,0.19336155,0.15315643,0.20205788,0.23214461,0.23682187,0.18111351,0.22080976,0.20801824,0.19868091,0.32340497,0.40616465,0.15859464,0.23465705,0.25812542,0.19428973,0.19903256
938,국제공항,0.17265797,0.19996338,0.18497102,0.17563716,0.13765946,0.16732663,0.21895656,0.13519205,0.17959994,0.17517567,0.14857215,0.14396481,0.19523305,0.18751031,0.20539656,0.23344168,0.26905233,0.14632392,0.23862389,0.21750647,0.1687721,0.17144707,0.2380724,0.26921344,0.17961666,0.19033986,0.2154842
939,국제,0.20467754,0.07617275,0.16310072,0.12057431,0.108184665,0.19261926,0.17479165,0.18026233,0.15362886,0.113767505,0.08984954,0.14353599,0.18969703,0.1769562,0.12598902,0.22796004,0.12125304,0.25212052,0.21271914,0.24322918,0.29061058,0.19315124,0.17900586,0.19711569,0.16477141,0.19636261,0.15337244
940,국제,0.20467754,0.07617275,0.16310072,0.12057431,0.108184665,0.19261926,0.17479165,0.18026233,0.15362886,0.113767505,0.08984954,0.14353599,0.18969703,0.1769562,0.12598902,0.22796004,0.12125304,0.25212052,0.21271914,0.24322918,0.29061058,0.19315124,0.17900586,0.19711569,0.16477141,0.19636261,0.15337244
941,글램핑,0.14427936,0.2242494,0.17926393,0.2880773,0.106150374,0.26497787,0.12647527,0.24703999,0.19412725,0.1398725,0.10662482,0.11231398,0.20141655,0.23755749,0.24092132,0.2366063,0.17446528,0.13695483,0.17133918,0.26377943,0.25475788,0.2574425,0.22627015,0.15668121,0.13556674,0.2141462,0.22550161
942,기독교,0.18068726,0.15952018,0.112091556,0.16733617,0.23624775,0.1377163,0.15471558,0.18583874,0.16333415,0.16620734,0.12404554,0.19095194,0.17204148,0.16939938,0.11950587,0.111645356,0.26191765,0.27888718,0.13832486,0.13569473,0.22468835,0.12267016,0.105282694,0.12312393,0.2183303,0.20718849,0.08966319
