,장소,부모님,아이,친구,커플,친척,가족,지인,연인,혼자,둘,셋,넷
662,남문,0.16709486,0.13631268,0.109735236,0.037655424,0.12479159,0.1606688,0.18571332,0.12646864,0.13330404,0.109096184,0.09788461,0.06784083
663,남수,,,,,,,,,,,,
664,남원,0.21025476,0.22336173,0.20934895,0.115874976,0.15598567,0.25810313,0.30469042,0.17894137,0.13592887,0.14368072,0.07603327,0.1138667
665,내창,,,,,,,,,,,,
666,농개,,,,,,,,,,,,
667,누운,0.19873893,0.20430833,0.20934662,0.24876815,0.20292933,0.21781406,0.16473806,0.24921994,0.25877357,0.27219513,0.22724879,0.19354594
668,눈물,0.23205201,0.20499758,0.17576858,0.16686404,0.26980698,0.20444798,0.18228486,0.20776331,0.25162894,0.25022832,0.19207312,0.115008816
669,느지,,,,,,,,,,,,
670,다랑,0.32478058,0.3576951,0.35765707,0.30968052,0.31340197,0.37418258,0.38371092,0.36592174,0.38723052,0.3865254,0.31237376,0.30635238
671,다려,,,,,,,,,,,,
672,방사,0.09103787,0.14247233,0.16914728,0.16497666,0.15892977,0.119905114,0.22587669,0.121128686,0.18348281,0.16142416,0.11672869,0.07369355
673,안덕면,0.17416161,0.22720098,0.24407719,0.21664608,0.18858474,0.20847537,0.27943945,0.20420715,0.1847417,0.17809641,0.06991441,0.13039695
674,대림,0.20491135,0.1828596,0.14923069,0.19574727,0.05882072,0.20223752,0.2051622,0.15164451,0.18065107,0.10110516,0.13225175,0.1706759
675,대수,0.22395034,0.1631645,0.1395774,0.19491705,0.16898364,0.17545001,0.19597474,0.12929861,0.1636655,0.2201791,0.16911167,0.15739103
676,대왕,0.14385542,0.17070831,0.2388454,0.122799166,0.11845715,0.12694496,0.11807029,0.11359215,0.1741631,0.20470376,0.23182626,0.1596151
677,대유,0.27610886,0.33463877,0.3012028,0.24553859,0.16140091,0.25602517,0.23498207,0.2659036,0.2753692,0.20495763,0.1862247,0.25958616
678,대정면,0.15365073,0.13931395,0.116031975,0.0996197,0.31884056,0.22028738,0.2757476,0.10606828,0.14029767,0.14034238,0.12914333,0.136459
679,대정현,0.1427561,0.11302733,0.11514714,0.078771345,0.2597291,0.19112697,0.19973627,0.13386816,0.23567161,0.13557993,0.1186937,0.09066247
680,더마,,,,,,,,,,,,
681,더힐,0.22194932,0.17248577,0.2071419,0.21117473,0.15835562,0.25982314,0.2934389,0.18308765,0.15178436,0.116184294,0.22278556,0.21965861
682,덕천,0.21096015,0.17117558,0.16974002,0.16772959,0.1349243,0.19109535,0.25804773,0.14337666,0.09843848,0.104159735,0.16534033,0.15866715
683,도두동,0.2701992,0.27795815,0.27538925,0.26213968,0.15186606,0.26430148,0.2302928,0.26811254,0.2882619,0.19823799,0.17925054,0.15949857
684,도령,0.24534282,0.1867138,0.21092299,0.13870068,0.34269834,0.19369406,0.16785151,0.16255213,0.23575611,0.2011239,0.21389621,0.18929249
685,도리,0.11440733,0.15189025,0.11706516,0.13288713,0.15265879,0.1606324,0.1255545,0.15811893,0.15428476,0.22634648,0.19998996,0.17318998
686,독자,0.14165305,0.1606786,0.16564298,0.092868164,0.14400965,0.16662763,0.14897938,0.16375417,0.13545862,0.17283036,0.11755962,0.11165011
687,돈대산,0.22923769,0.21044597,0.19287172,0.18233445,0.12086022,0.18563008,0.19506735,0.21586084,0.20285667,0.1924783,0.13663521,0.11184926
688,산림,0.16400492,0.18731646,0.16034387,0.14244168,0.13022128,0.2294356,0.22121713,0.22071114,0.14856285,0.099463776,0.12311946,0.10494165
689,돌고래,0.23289254,0.31805313,0.26252437,0.23882794,0.18477982,0.24534306,0.18516263,0.19272578,0.28483766,0.21763644,0.17803453,0.17189562
690,돌담,0.23487401,0.21785462,0.2519148,0.27395207,0.2004919,0.23379987,0.25454208,0.27588135,0.2346387,0.1817761,0.11440504,0.09967834
691,돔박,0.19678867,0.17957467,0.2274899,0.1937457,0.3045956,0.2508911,0.2879573,0.21269214,0.24907565,0.2818765,0.2737459,0.1539315
692,돔베낭길,0.2236219,0.23964661,0.25361797,0.24734026,0.117975585,0.26349497,0.32027653,0.30584574,0.32072872,0.26827914,0.23718669,0.16198865
693,동계,0.14918405,0.08145115,0.11575763,0.1285017,0.16399702,0.18030138,0.21157858,0.117387444,0.14844222,0.041701354,0.09540689,0.07003036
694,방파제,0.20533016,0.2386916,0.14924133,0.18535577,0.08861401,0.20497143,0.13366593,0.23339432,0.19545278,0.18462683,0.0899219,0.091998994
695,마을,0.26010552,0.1916959,0.16488126,0.16336182,0.1824098,0.28252017,0.21029872,0.18580687,0.17846657,0.12823904,0.12693475,0.14011359
696,동백,0.2648923,0.22489578,0.18185008,0.20534247,0.14332326,0.22420686,0.22451831,0.19912256,0.20127404,0.24432725,0.1914128,0.16116014
697,동복,0.24642965,0.30026752,0.22934581,0.2552135,0.1620965,0.23976582,0.21444115,0.20065594,0.146863,0.20636922,0.21625532,0.115017116
698,동알,,,,,,,,,,,,
699,들렁,0.22412422,0.27426386,0.21790934,0.2590599,0.18763044,0.26691213,0.3041889,0.31723,0.29336345,0.2869398,0.22439267,0.21168196
700,등머을레져,,,,,,,,,,,,
701,디스커버,0.2508032,0.26444662,0.33565927,0.27617615,0.2080393,0.34483993,0.30511668,0.23297961,0.24249698,0.23783055,0.15703547,0.23233326
702,라신,0.25341195,0.19436213,0.22108293,0.2263593,0.26191363,0.20227112,0.27115184,0.1928094,0.21124595,0.23755002,0.18285629,0.11052194
703,온주,0.33715498,0.41724327,0.3732754,0.29879385,0.23295276,0.34975424,0.3117972,0.2782725,0.2592811,0.25565797,0.19494927,0.1968409
704,레더,0.1294843,0.23273298,0.21262394,0.2790833,0.10511668,0.17960833,0.14355476,0.24675047,0.19584586,0.17236917,0.18046257,0.36269516
705,양귀비꽃,0.30630714,0.33974236,0.3103807,0.30684316,0.23123637,0.25955856,0.2959041,0.36007297,0.2771368,0.27126265,0.12069899,0.11116594
706,로로,0.45765197,0.39863902,0.44228083,0.3287205,0.420076,0.41111556,0.34749267,0.32030797,0.48701236,0.4991988,0.4268685,0.3851329
707,호텔,0.2411175,0.23187342,0.18336168,0.27576312,0.08333652,0.2519197,0.21585265,0.18146372,0.20593879,0.2067816,0.2404964,0.17511395
708,마라,,,,,,,,,,,,
709,기원,0.12525728,0.1526863,0.139941,0.056066994,0.17006603,0.17213175,0.14509246,0.1895357,0.05551789,0.12312968,0.055559877,0.08424752
710,마오,0.28509945,0.24916844,0.35777977,0.26566255,0.38487038,0.21285331,0.2567205,0.25267482,0.3968079,0.38655046,0.3412254,0.29064363
711,만벵듸,0.18324026,0.18376434,0.15310085,0.1609093,0.3225594,0.26614153,0.2848928,0.2210299,0.22051209,0.19842528,0.20897353,0.18375744
712,철학자,0.19403675,0.18793863,0.27220076,0.12931472,0.2537168,0.18155372,0.15458481,0.23016837,0.20239541,0.1860781,0.13824779,0.1616436
713,망장,,,,,,,,,,,,
714,매오,,,,,,,,,,,,
715,레이스,0.19290212,0.3015385,0.2859646,0.2942796,0.123312116,0.3084435,0.26149797,0.36433995,0.19071451,0.15439463,0.10169791,0.2134873
716,명월,0.1658301,0.18171161,0.14588133,0.05986841,0.08298245,0.14200352,0.16395324,0.19753571,0.14650819,0.13339868,0.2200225,0.07253165
717,라이,0.06549717,0.1626971,0.08160967,0.065621376,0.050053895,0.04771414,0.080404975,0.09686038,0.08114748,0.15401523,0.084345445,0.24914463
718,목시,0.19844715,0.22893073,0.18689443,0.19432914,0.25820327,0.26305702,0.24232821,0.2569152,0.21608227,0.20216833,0.18266803,0.19811831
719,목장,0.24405095,0.31998652,0.2837189,0.26842478,0.24349222,0.2926367,0.23105028,0.21946302,0.23891306,0.22691002,0.24405959,0.2531037
720,무릉도원,0.13615096,0.21325652,0.18106434,0.19467948,0.19185534,0.21801046,0.16172741,0.26235536,0.2536037,0.16065955,0.081383325,0.14856336
721,자전거,0.21318996,0.26170617,0.30044937,0.2643984,0.15092261,0.24940597,0.16900031,0.24224834,0.35359567,0.17740712,0.11736985,0.17667589
722,무수천,0.09969114,0.16504198,0.19485939,0.100750625,0.14566284,0.111375585,0.22949019,0.13445957,0.17414661,0.11082944,0.11411256,0.14641312
723,묵리,0.19354296,0.20481725,0.17850089,0.16381688,0.09853316,0.17233154,0.2211338,0.20682529,0.1841422,0.24758837,0.18664126,0.22081381
724,처녀,0.28529292,0.2450169,0.23780417,0.10345768,0.42396426,0.24317285,0.14079115,0.28013808,0.17877439,0.21706662,0.17916852,0.1167735
725,묵리,0.19354296,0.20481725,0.17850089,0.16381688,0.09853316,0.17233154,0.2211338,0.20682529,0.1841422,0.24758837,0.18664126,0.22081381
726,해안포,0.29528025,0.3170805,0.3110072,0.2768788,0.26600122,0.32270432,0.38003552,0.33053952,0.35547972,0.3864745,0.26040938,0.23488167
727,문도지오름,0.12973505,0.1838761,0.252635,0.1891836,0.18599756,0.19223258,0.308307,0.24363045,0.22783762,0.22169755,0.17041124,0.14019236
728,문서,0.09951065,0.113324255,0.1875543,0.13241827,0.21754128,0.1557807,0.20050676,0.11620117,0.16267966,0.11480209,0.1350838,0.116966546
729,공간,0.319405,0.31639418,0.26703644,0.29131228,0.150597,0.31888077,0.2297099,0.33182803,0.2569567,0.2696889,0.20213467,0.2086965
730,문화,0.18664595,0.17534627,0.13189499,0.059592217,0.12245071,0.1675277,0.13978235,0.19775769,0.09523024,0.13067469,0.15467975,0.18527132
731,물메,0.21193942,0.24639162,0.21548954,0.21845183,0.1973384,0.25431487,0.28719372,0.27000988,0.23765427,0.19928584,0.23388928,0.15562561
732,물뫼,0.19263294,0.19258639,0.16835797,0.20655942,0.20426816,0.26717496,0.25907892,0.24642393,0.21227613,0.22372001,0.25004253,0.26250434
733,미요,0.180075,0.25932878,0.27245498,0.25002342,0.15889505,0.21771263,0.22486877,0.23488289,0.21428038,0.17614736,0.19166353,0.28089285
734,민오,,,,,,,,,,,,
735,바구,0.32530314,0.29312766,0.30262738,0.3146914,0.43050483,0.32084942,0.25000453,0.3319955,0.36776525,0.32584107,0.30609626,0.30225366
736,바당,0.2920324,0.31343532,0.30450386,0.31503865,0.29922557,0.35830477,0.3210387,0.3381784,0.36214143,0.3258499,0.2931039,0.3109296
737,바릇,0.30141747,0.2555173,0.26857945,0.32222262,0.17954889,0.29278073,0.23614286,0.32968798,0.25520915,0.24169117,0.21972583,0.1403798
738,발이,,,,,,,,,,,,
739,배령,0.20319977,0.17424412,0.17124261,0.14154893,0.2539008,0.24496874,0.26965398,0.22750315,0.15867147,0.23390262,0.19656786,0.13955233
740,백년,0.21292266,0.16407543,0.18193437,0.05071137,0.16607903,0.18633829,0.24063386,0.153279,0.13164356,0.17010692,0.118742615,0.09278996
741,제사,0.17183915,0.11128996,0.11742054,0.10681582,0.31065637,0.180924,0.10301246,0.15245351,0.15939254,0.12873478,0.10202431,0.035425372
742,템플스테이,0.29828647,0.19378099,0.21703641,0.25264096,0.21435744,0.2712294,0.24366072,0.23032077,0.34586304,0.25959393,0.11004402,0.08446655
743,밸런싱,0.26418996,0.31251276,0.24504873,0.2759918,0.08195729,0.22569673,0.18861279,0.26546392,0.2729943,0.2103548,0.21620663,0.20731354
744,법정,0.1643333,0.1225663,0.11969668,0.15688135,0.22137462,0.16629407,0.24760303,0.15199742,0.10429921,0.14113268,0.12479,0.026377615
745,법화,0.14569066,0.031681143,0.050766263,0.09701454,0.17857303,0.14019194,0.21151102,0.13589643,0.13506691,0.16578779,0.09208689,0.09236554
746,리타,0.1831656,0.2079051,0.19995496,0.24808407,0.070306465,0.21205412,0.19563931,0.2309372,0.15021193,0.14130013,0.12865485,0.13911062
747,별내,0.18442641,0.22977716,0.22197288,0.2405172,0.09736082,0.19155966,0.24434592,0.14007235,0.20379232,0.16045597,0.09783363,0.33545575
748,별도,0.23290834,0.19702664,0.17298342,0.14594468,0.1054284,0.18983224,0.19826001,0.10974699,0.15475872,0.20151636,0.118290894,0.028907647
749,포구,0.17709284,0.19191298,0.21309318,0.17141515,0.16722521,0.19105685,0.34690696,0.23170024,0.18203974,0.21787322,0.13077196,0.11507656
750,병악,0.15408471,0.1694972,0.19321232,0.23151219,0.20005372,0.1910452,0.25451005,0.10702411,0.19160677,0.2610243,0.19794682,0.1742735
751,보롬,0.17455688,0.21057713,0.22802335,0.21820748,0.15361945,0.21935645,0.26363516,0.23738095,0.24935456,0.2390957,0.23898141,0.14538416
752,봉글레산,0.24689192,0.23218662,0.21072845,0.23769653,0.16692322,0.22135891,0.25995335,0.275415,0.3017643,0.29243234,0.20907088,0.14133315
753,봉쥬,0.24345352,0.29307055,0.32128644,0.32340544,0.15590161,0.2380425,0.19610652,0.287668,0.24442822,0.24363652,0.26528203,0.30094203
754,부대,0.14856541,0.11930899,0.09931958,0.18580759,0.21479262,0.24318051,0.10976764,0.18188769,0.09880549,0.10024283,0.19717023,0.16879225
755,부영,0.24471343,0.2335299,0.22215194,0.24453712,0.1174235,0.21658881,0.2740632,0.16367854,0.19682893,0.18068999,0.18863034,0.12685438
756,북촌,0.20913142,0.21018593,0.2100398,0.21035072,0.19215715,0.22789837,0.21437469,0.24479647,0.17290941,0.16592182,0.14690718,0.10069977
757,장성,0.16809136,0.18192542,0.14295158,0.12079936,0.10317679,0.121705905,0.1938543,0.17197451,0.1217086,0.14988756,0.14294063,0.18311915
758,불카,0.31672108,0.3303904,0.30730173,0.29935238,0.34440058,0.3237952,0.2888577,0.36357582,0.37275827,0.3153003,0.2703328,0.33197862
759,불탑,0.20686635,0.113432325,0.14296944,0.21818018,0.17985445,0.1729193,0.24471344,0.1339006,0.17137444,0.21398439,0.22598797,0.1297819
760,성산읍,0.22179517,0.21699299,0.18705134,0.19587393,0.1863039,0.22938266,0.23766696,0.24324128,0.2375162,0.22638455,0.12285988,0.0948414
761,브레이브,0.27719778,0.33016402,0.32671958,0.2801265,0.16121602,0.24882118,0.26432723,0.23923555,0.33179542,0.20817575,0.2738381,0.26366144
762,비블,0.1762689,0.26112282,0.26155692,0.2270876,0.22653526,0.20995589,0.15273888,0.25882468,0.23523372,0.28293377,0.25296634,0.3415932
763,연평리,0.18638529,0.21597408,0.21504623,0.23386967,0.19284731,0.24883953,0.226865,0.27241594,0.24145846,0.23560879,0.18001449,0.14659148
764,비양,0.18454792,0.2360439,0.23130114,0.16292557,0.11170182,0.1598435,0.21228166,0.17046346,0.20913365,0.18251604,0.15731153,0.08081213
765,농원,0.20248519,0.20644501,0.20090035,0.19224319,0.12749109,0.255097,0.2396784,0.20545141,0.08376311,0.1899244,0.12723571,0.1148179
766,뽀로로,0.3455809,0.46609673,0.32910573,0.24364063,0.22821097,0.31991547,0.2545506,0.29701722,0.28222597,0.27555934,0.18690926,0.25813514
767,쁘램,0.2013398,0.19138587,0.21944028,0.26052785,0.10670361,0.20232594,0.21129414,0.2508456,0.20780358,0.19010517,0.14417669,0.18247928
768,용머리,0.264058,0.27393007,0.2139186,0.19061929,0.16518971,0.21204674,0.21686393,0.24599478,0.21069619,0.2113293,0.17085731,0.15144654
769,사계항,0.18124999,0.2186087,0.25886387,0.25616583,0.15015686,0.23497747,0.3771147,0.19497564,0.23601946,0.21908419,0.15470947,0.099547304
770,사진,0.30134678,0.3268149,0.33468613,0.4363619,0.15009496,0.2842217,0.25705665,0.35414606,0.35804278,0.3160547,0.18707752,0.254902
771,랜드,0.16522557,0.2595147,0.15346214,0.15917793,0.105213314,0.19543988,0.14975837,0.20059024,0.10773792,0.15423705,0.11679342,0.16583878
772,갤러리,0.12255527,0.16829056,0.12992363,0.14664692,0.049644314,0.12288726,0.14238073,0.15891175,0.09319778,0.0680563,0.059860215,0.20278734
773,산지,0.07899353,0.16324183,0.15297417,0.05710134,0.07047187,0.10112138,0.24864064,0.062281724,0.13401383,0.14125657,0.079809405,0.11244194
774,레저,0.16513601,0.18036252,0.22282776,0.2289833,0.13542107,0.26367524,0.21892929,0.29157704,0.16924848,0.21705577,0.17186537,0.17225286
775,삼다수,0.18046615,0.20514446,0.18061167,0.13841751,0.118892804,0.14858925,0.19363317,0.13599275,0.2162444,0.21571952,0.22000855,0.14022046
776,삼밭,,,,,,,,,,,,
777,사석,0.18478256,0.19789124,0.15420958,0.12983876,0.23444921,0.21346688,0.22808059,0.19288865,0.13842338,0.21382828,0.16348505,0.1364843
778,삼양,0.17922136,0.22381634,0.22191843,0.16121727,0.17968442,0.2529773,0.28868634,0.21423708,0.212272,0.24581385,0.22278476,0.17237714
779,삼양,0.17922136,0.22381634,0.22191843,0.16121727,0.17968442,0.2529773,0.28868634,0.21423708,0.212272,0.24581385,0.22278476,0.17237714
780,상추,0.18656883,0.19160111,0.18444031,0.16564769,0.14930028,0.14536472,0.23181859,0.11355913,0.19095857,0.2535938,0.083629906,0.14046085
781,포구,0.17709284,0.19191298,0.21309318,0.17141515,0.16722521,0.19105685,0.34690696,0.23170024,0.18203974,0.21787322,0.13077196,0.11507656
782,상추,0.18656883,0.19160111,0.18444031,0.16564769,0.14930028,0.14536472,0.23181859,0.11355913,0.19095857,0.2535938,0.083629906,0.14046085
783,새별,0.21826726,0.26264247,0.30577102,0.23852241,0.14880748,0.25975937,0.24714354,0.291901,0.27030998,0.30987847,0.29467145,0.21868545
784,새시,0.17484088,0.26164052,0.2269241,0.23817742,0.115876965,0.19140758,0.13669102,0.21480775,0.23635331,0.24815458,0.16238618,0.23076703
785,샘이,,,,,,,,,,,,
786,본향,0.22697729,0.11933282,0.18285483,0.12358071,0.3023453,0.23182416,0.21698076,0.21410745,0.15593788,0.17219815,0.12736662,0.052935224
787,궁도,0.19955632,0.18074006,0.1676667,0.15744182,0.23184708,0.21662986,0.14394009,0.2651087,0.19413054,0.13964349,0.14967902,0.18999223
788,다이브,0.2580471,0.2135629,0.28303778,0.22163334,0.15681538,0.22628248,0.21868488,0.19673246,0.17901449,0.13283747,0.14456585,0.17602283
789,농업,0.17765321,0.15315324,0.12427481,0.0930182,0.10297872,0.17080736,0.124846786,0.13980594,0.061108638,0.07117286,0.044833694,0.15924649
790,시립,0.17164186,0.22069621,0.14330919,0.08098917,0.12593558,0.17513752,0.12793745,0.1610532,0.1614727,0.062842146,0.042216092,0.14213231
791,서귀포의료원,0.27687645,0.16163993,0.16177009,0.091084555,0.2968195,0.2003457,0.32125652,0.14536549,0.14866188,0.13604747,0.08787474,0.11479998
792,서귀,,,,,,,,,,,,
793,호텔,0.2411175,0.23187342,0.18336168,0.27576312,0.08333652,0.2519197,0.21585265,0.18146372,0.20593879,0.2067816,0.2404964,0.17511395
794,선족,0.3097233,0.3102546,0.30595022,0.26560307,0.32948095,0.33474675,0.37124133,0.28521496,0.32993037,0.35863662,0.34450155,0.2663097
795,설쿰바당,0.23902345,0.3007564,0.2678144,0.21367446,0.19923283,0.28209385,0.3515889,0.29367256,0.31365505,0.29683316,0.23977697,0.20563757
796,섬생,0.21612647,0.23763849,0.29256588,0.3032399,0.2128952,0.25874728,0.2799033,0.26897174,0.27732202,0.26194042,0.21490657,0.14267392
797,섬속,0.28060722,0.29081815,0.3274393,0.24098498,0.20245472,0.33709678,0.31052846,0.2932399,0.2957902,0.2452582,0.22015902,0.19750468
798,유채꽃,0.28486145,0.31365344,0.28778043,0.27164376,0.19158478,0.2339711,0.2822473,0.2767226,0.25875503,0.24076465,0.149347,0.15793473
799,성산,0.20832464,0.24703713,0.19776784,0.24594879,0.1083146,0.17378117,0.26190126,0.21170911,0.19232221,0.21880129,0.122040644,0.1719768
800,초등학교,0.24046311,0.21842594,0.16126701,0.1379086,0.121271275,0.14450677,0.1757854,0.14510866,0.19177859,0.11425099,0.082185194,0.1322456
801,성읍,,,,,,,,,,,,
802,성읍,,,,,,,,,,,,
803,클라라,0.29454404,0.13739581,0.1868144,0.16117758,0.36055243,0.2170088,0.15058202,0.2833391,0.19918741,0.18728939,0.19270687,0.16747583
804,세미,0.20420884,0.19196056,0.17788446,0.19960126,0.13308118,0.22832431,0.20156667,0.19076106,0.1636455,0.20960264,0.2200986,0.2012501
805,오름,0.25249785,0.25531417,0.25537345,0.22995919,0.17980579,0.24695718,0.24389881,0.23158738,0.27998677,0.2522158,0.19686733,0.1648911
806,세인트,0.18193555,0.17068204,0.17997727,0.19307257,0.18330374,0.23378655,0.21438983,0.24353665,0.12801406,0.11775567,0.12381601,0.13246882
807,세화항,0.24924794,0.2780435,0.28836966,0.25670692,0.20326596,0.25980088,0.36444902,0.23317519,0.2980324,0.3218557,0.21563321,0.18852441
808,소남,,,,,,,,,,,,
809,소라,0.23055455,0.24671157,0.26757836,0.15997958,0.100534216,0.18447459,0.19183582,0.1535985,0.2424722,0.18928204,0.1987388,0.15227748
810,소병,,,,,,,,,,,,
811,소수,0.22307882,0.18731155,0.15034167,0.18730895,0.27147317,0.24979135,0.22293785,0.23660219,0.24640188,0.2713362,0.24578345,0.26024616
812,중화,0.17071661,0.06523642,0.09126665,0.014417397,0.11019682,0.073878266,0.17849046,0.06838389,0.16817783,0.16361918,0.06154234,0.051770255
813,손방,0.3766135,0.41153938,0.39060718,0.36680788,0.30798107,0.3741058,0.29461128,0.37466806,0.3484184,0.3692801,0.28642294,0.29998705
814,손지,,,,,,,,,,,,
815,솔담,0.27718222,0.2550311,0.27729166,0.16615546,0.23328547,0.26773003,0.30082196,0.2339307,0.22016618,0.22711778,0.20848766,0.2856412
816,솔동,,,,,,,,,,,,
817,송계,0.19523615,0.100375265,0.12937419,0.099901825,0.2698935,0.21653967,0.21301112,0.12363394,0.094710305,0.034773994,0.041125856,0.008505732
818,송령,0.27663362,0.23616387,0.20573619,0.26020664,0.35551196,0.43253794,0.33354336,0.3407287,0.22394973,0.20244336,0.20902121,0.18930168
819,송악,0.123353034,0.16100588,0.17527062,0.20646073,0.064902626,0.15126574,0.14075115,0.17730004,0.12392845,0.16378117,0.16633368,0.121631406
820,힐링,0.30184996,0.3487206,0.270616,0.2711102,0.18013278,0.37060228,0.25449127,0.36868954,0.27591515,0.19677973,0.1884163,0.24007899
821,송죽사터,0.31490457,0.28531846,0.3459104,0.24541032,0.38840264,0.33122894,0.3589137,0.27315307,0.3483062,0.32901525,0.27588964,0.24938796
822,테마,0.29821005,0.33748692,0.2809189,0.20845886,0.15794459,0.30771238,0.2994698,0.27364773,0.25500214,0.19157603,0.1496213,0.21941525
823,수악,,,,,,,,,,,,
824,수월,,,,,,,,,,,,
825,스누피,0.2824257,0.34366506,0.34153712,0.26768085,0.18279037,0.29901296,0.28713572,0.29190975,0.29893047,0.26307243,0.17104176,0.19214739
826,스위,0.27611372,0.34370828,0.31091028,0.3514517,0.22125454,0.31425393,0.27809823,0.331711,0.30703405,0.2655256,0.26697898,0.45995498
827,스위,0.27611372,0.34370828,0.31091028,0.3514517,0.22125454,0.31425393,0.27809823,0.331711,0.30703405,0.2655256,0.26697898,0.45995498
828,스쿠버,0.18868303,0.22764945,0.25868332,0.27070987,0.17811532,0.21924669,0.18769601,0.20553248,0.21828172,0.15103957,0.12420558,0.24688995
829,스프링,0.13088934,0.18508771,0.15774685,0.18583775,0.044136602,0.20077008,0.18765329,0.1728728,0.14737034,0.12323926,0.11141673,0.16269107
830,대산,0.12170797,0.14887807,0.059800193,0.09085099,0.06792476,0.18134293,0.14261651,0.11259566,0.04426239,0.13445619,0.108202726,0.16298255
831,신대,,,,,,,,,,,,
832,신산,,,,,,,,,,,,
833,신산,,,,,,,,,,,,
834,연안,0.11680542,0.12441386,0.11047287,0.09920584,0.14626274,0.18229154,0.23298386,0.05188524,0.09050755,0.09298534,0.0027032904,0.12183332
835,신양,0.23114663,0.2753674,0.19988859,0.25230154,0.18566993,0.24174963,0.26968414,0.27262247,0.24380594,0.2461946,0.22611353,0.2428628
836,신양항,0.1931228,0.22440407,0.25361526,0.14760786,0.16389349,0.18709508,0.28010792,0.21205166,0.25414613,0.27170846,0.15380265,0.15826115
837,안도,0.17962553,0.18254669,0.17052391,0.10647628,0.14710474,0.2179922,0.18074724,0.21666785,0.21138681,0.20381233,0.19873807,0.11885787
838,신엄,0.2661553,0.23039564,0.25233737,0.2872476,0.22896025,0.27179182,0.33285126,0.30340517,0.26693854,0.29157045,0.2409217,0.21558064
839,천리,0.17912388,0.14794344,0.11024849,0.17745127,0.17389143,0.20138016,0.24990764,0.23744443,0.16089351,0.11574429,0.08564462,0.07723116
840,용궁,0.24700272,0.17154422,0.14764187,0.18458647,0.19009796,0.19568938,0.21669793,0.14040315,0.17697065,0.16186433,0.14906096,0.1633583
841,신풍,0.36176255,0.34378,0.33804697,0.29168284,0.36869013,0.36910784,0.39463276,0.2940951,0.407724,0.40535107,0.34698734,0.31518948
842,워터파크,0.2824261,0.32061794,0.25664097,0.24944955,0.18498042,0.3072903,0.17704141,0.22883141,0.22908217,0.24608429,0.19330585,0.20587018
843,신효,0.28103375,0.2777226,0.21848379,0.25003594,0.20289576,0.26352406,0.31774986,0.28113315,0.2263926,0.22493976,0.18090552,0.16701847
844,베스트,0.2136112,0.32623595,0.2637583,0.3054245,0.05422514,0.2273255,0.22997913,0.22757106,0.22836167,0.20908636,0.22431487,0.31929272
845,심헌,0.25002357,0.22202417,0.28404897,0.2158556,0.2476326,0.24743664,0.28011498,0.22083242,0.28021508,0.21402183,0.18106237,0.19277531
846,씨에,,,,,,,,,,,,
847,나이트,0.1559405,0.23576216,0.16367081,0.21994369,0.044149905,0.16267613,0.12701519,0.17412841,0.1676849,0.18852726,0.220141,0.17668384
848,뮤지,0.24497926,0.28288874,0.27050498,0.2261214,0.14924002,0.27248067,0.2569799,0.29668203,0.21130835,0.22992794,0.24080676,0.29405123
849,뮤지,0.24497926,0.28288874,0.27050498,0.2261214,0.14924002,0.27248067,0.2569799,0.29668203,0.21130835,0.22992794,0.24080676,0.29405123
850,아르떼,0.22752957,0.31387076,0.28464332,0.2571597,0.17410676,0.21936508,0.28460604,0.2471469,0.3186411,0.25987518,0.25156015,0.27990836
851,피부,0.17298456,0.1715459,0.13869469,0.20056808,0.14573394,0.1450129,0.15840225,0.16757736,0.12233418,0.14602862,0.08368856,0.13904455
852,아이리스,0.15554066,0.23064074,0.1988698,0.29019877,0.1670484,0.21727014,0.27122387,0.3391671,0.14345099,0.16434357,0.15092334,0.29255062
853,아일랜드,0.19321011,0.22845563,0.19830084,0.1522559,0.12490876,0.24255252,0.16108477,0.16291645,0.13204369,0.19313276,0.19508211,0.20953758
854,한의원,0.2121562,0.20481943,0.18958408,0.11963478,0.16749543,0.14495176,0.1452344,0.14774302,0.15837644,0.10204755,-0.019556075,0.13451663
855,아홉,0.23548622,0.18653281,0.12873904,0.084655344,0.30935612,0.22943951,0.13521147,0.16562584,0.18606266,0.24415573,0.21286654,0.17941183
856,사계,0.13204572,0.22802337,0.21225034,0.16431467,0.11946452,0.1554586,0.23867023,0.18444173,0.20488894,0.14482875,0.13195448,0.1292523
857,안세미,0.34394372,0.3087952,0.30970252,0.2778117,0.29692724,0.3729206,0.33751577,0.28088132,0.32600018,0.32759833,0.28646228,0.18664327
858,알밤,0.18906239,0.22305807,0.24508053,0.1575474,0.17449668,0.19530684,0.25860912,0.12057613,0.21642917,0.27122968,0.27366897,0.19843456
859,알오,,,,,,,,,,,,
860,알오,,,,,,,,,,,,
861,스쿠버다이빙,0.19926888,0.24457487,0.3094746,0.2363521,0.2168002,0.22179593,0.25861982,0.22461513,0.21166953,0.13805375,0.17451444,0.119235545
862,연대,0.097286545,0.1250028,0.12758505,0.05537493,0.16024004,0.14264005,0.13045824,0.16617033,0.06925712,0.12785529,0.14807901,0.087001234
863,장성,0.16809136,0.18192542,0.14295158,0.12079936,0.10317679,0.121705905,0.1938543,0.17197451,0.1217086,0.14988756,0.14294063,0.18311915
