,장소,부모님,아이,친구,커플,친척,가족,지인,연인,혼자,둘,셋,넷
1064,한남,0.13737224,0.15210988,0.16415949,0.096222445,0.2256397,0.14041083,0.26212978,0.12817454,0.19739723,0.16330118,0.21831353,0.20955718
1065,한동,0.26238582,0.24710038,0.27627563,0.29221827,0.23565319,0.33099973,0.3286624,0.24433394,0.23592152,0.24659881,0.21372455,0.20593952
1066,아래,0.15353677,0.2135254,0.19902891,0.14877295,0.17074785,0.19675182,0.15635207,0.20878945,0.1475017,0.18860239,0.1573981,0.06299868
1067,청정,0.13479237,0.16510484,0.1204609,0.14328128,0.062152345,0.17586485,0.13425502,0.14204974,0.13909769,0.027638141,-0.040162887,0.10185145
1068,소주,0.23063788,0.16672571,0.19944583,0.20833656,0.15289368,0.17688933,0.20056759,0.18399861,0.24957341,0.20075664,0.17403862,0.23665282
1069,승마,0.3207761,0.30424082,0.2659274,0.25630212,0.14167568,0.25926548,0.17549138,0.21362525,0.28311142,0.25467288,0.18274778,0.103588074
1070,향기,0.19581507,0.23679334,0.15287746,0.19852296,0.11591999,0.20983033,0.16395491,0.24331334,0.19106093,0.1440046,0.06112459,0.072077416
1071,바다,0.26248515,0.35364878,0.29895866,0.29916546,0.2176457,0.29980254,0.23176888,0.32370687,0.33779877,0.26616055,0.26373285,0.16560774
1072,모살,0.16800687,0.20458403,0.18015507,0.09176008,0.15224615,0.20142385,0.2474131,0.19946587,0.18469808,0.109841846,0.14614344,0.08026945
1073,한화,0.16657235,0.13089663,0.103107795,0.12563373,0.11256002,0.21115106,0.069886506,0.17552374,0.12838154,0.156255,0.22692499,0.22251981
1074,야영장,0.13739154,0.22611603,0.18278635,0.17267108,0.1358825,0.24428125,0.16833746,0.20849855,0.15509254,0.20119035,0.10916521,0.1681208
1075,잠수함,0.30188668,0.29515725,0.25423315,0.29040855,0.16209404,0.27215713,0.2067566,0.26588288,0.24170524,0.24181794,0.14439398,0.17750692
1076,카페,0.23078325,0.2866729,0.33051705,0.26541686,0.15964761,0.25446716,0.26874387,0.2435624,0.26376492,0.21192503,0.2374092,0.15050064
1077,해비,0.43858087,0.43008718,0.44805908,0.39906353,0.39504442,0.43284884,0.43426812,0.38593978,0.4379531,0.44981253,0.3747663,0.3511268
1078,해품,,,,,,,,,,,,
1079,해피,0.17631862,0.17574304,0.22766438,0.24297057,0.08541159,0.2468066,0.1756987,0.16014652,0.14770307,0.18142681,0.1496955,0.29838932
1080,핸즈웍스,0.25312728,0.27162904,0.27347904,0.28912646,0.20741425,0.2513099,0.24590433,0.22961535,0.30339235,0.23659511,0.23651963,0.18000032
1081,동산,0.1714533,0.21415755,0.13852313,0.1436942,0.15076281,0.24418882,0.23262674,0.17615207,0.14223592,0.17114778,0.11937672,0.14276752
1082,현사,0.15791237,0.12963559,0.09321651,0.09196116,0.19098794,0.17644751,0.20611006,0.13630441,0.15925495,0.13892159,0.06589626,0.046130836
1083,의합,0.23403993,0.19340868,0.12480326,0.16494763,0.33493263,0.2708777,0.24404564,0.22334838,0.1904251,0.17752402,0.12732714,0.1190323
1084,협자,,,,,,,,,,,,
1085,해안로,0.23451471,0.1613009,0.21211304,0.14535052,0.146723,0.18534142,0.16678135,0.20638362,0.19277143,0.1712676,0.105263606,0.0414753
1086,장성,0.16809136,0.18192542,0.14295158,0.12079936,0.10317679,0.121705905,0.1938543,0.17197451,0.1217086,0.14988756,0.14294063,0.18311915
1087,숲곶,0.25886166,0.2870307,0.2937681,0.19595467,0.21681766,0.24283853,0.24968393,0.27882084,0.25789702,0.2568311,0.20705509,0.17157716
1088,황금,0.13883108,0.15212141,0.1872049,0.18226463,0.09200382,0.16849503,0.19908248,0.1883145,0.114047706,0.15748203,0.11644596,0.0952118
1089,황우럭,0.28931546,0.3110349,0.32495734,0.28529122,0.36126935,0.32997915,0.28833497,0.35237315,0.26322043,0.22974151,0.24172577,0.33285445
1090,효명,,,,,,,,,,,,
1091,후포,0.20046167,0.2313017,0.19060417,0.17059574,0.115155876,0.17554888,0.24065739,0.22916244,0.19152199,0.17588188,0.17085513,0.1481325
1092,휘닉스,0.20079473,0.23113701,0.21864595,0.26058087,0.12858386,0.31041533,0.20728843,0.2564909,0.2197265,0.25139743,0.16641343,0.15157992
1093,휴림,,,,,,,,,,,,
