도시,식당이름,url,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d9339592-Reviews-Pyeong_Dae_Seunaek-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d8922782-Reviews-Black_Sorang-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d9258879-Reviews-Taegwang_Restaurant-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d11621283-Reviews-Las_Tortas-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d7106232-Reviews-Seom_Sonai-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d9015259-Reviews-Gold_Handmade_Garak-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d2180702-Reviews-Rajmahal_Indian_Restaurant-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d8940988-Reviews-And_Teureo_Saiteu-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d4032658-Reviews-Mulhang_Shikdang-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d8945114-Reviews-Arapa_Pa-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d9118187-Reviews-Dodu_Female_Diver_Ui_House-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d9402275-Reviews-Mcdonalds-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d8610483-Reviews-Seongmi_Garden-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d10171299-Reviews-Maguroshokudo-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d8800151-Reviews-Cafe_TaeHee-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d9326822-Reviews-Pizza_Grill_Stone_Hareubang-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d9130548-Reviews-Chil_Pork_Ga-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d9283061-Reviews-Sinseol_Oreum-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d7353305-Reviews-8ight-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d9229609-Reviews-Udo_Islands-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d13166085-Reviews-The_Spoon-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d9031834-Reviews-Kyo_Chon_Chicken-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d14901576-Reviews-Dor_Dining-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d8931564-Reviews-3_Generations_Tradition_Meat_Noodles-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d9094380-Reviews-Female_Diver_Village-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d10464724-Reviews-Jeju_Kim_Man_Bok_Dongmun_Market-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d9101005-Reviews-Daeu_Jeong-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d13236466-Reviews-Titicaca-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d9219400-Reviews-Tomtom_Kare-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d9101876-Reviews-Daga_Mi-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d10779189-Reviews-Pier_22-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d20000531-Reviews-Jeju_Kim_Manbok-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d9297260-Reviews-Rich_Mango-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d9338169-Reviews-Pung_Won-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d8535589-Reviews-Namokdo_Sikdang-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d8428560-Reviews-Mango_Holic-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d9609280-Reviews-Jina_Tteokjip-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d9380263-Reviews-Myeongri_Dongsik_Dang-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d9273143-Reviews-Seoul_Street_Food-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d8982424-Reviews-Jaeyeon_Restaurant-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d14000062-Reviews-And_Yu_Cafe-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d9313958-Reviews-Sangchun_Jae-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d4826335-Reviews-Jamnyeo_Haenyeochon-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d10597808-Reviews-Donsadon_Byeolgwan-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d10366223-Reviews-Pyungdae_Seongge_Guksu-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d10728719-Reviews-Temple_stay_Food-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d8800160-Reviews-Cafe_Maggie-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d9332989-Reviews-Pork_Cousin-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d13006819-Reviews-Songlim_Banjeom-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d9443316-Reviews-Long_Life_Water_Restaurant-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d12859987-Reviews-Mooger_Burger-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d8980197-Reviews-Iseuteuendeu-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d17579930-Reviews-Hyeupjae_1st-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d9228299-Reviews-Twosome_Place-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d8902725-Reviews-Barambyeok_E_White_Dangnagui-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d9246820-Reviews-Dol_Hareubang_Sikdang-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d3934557-Reviews-Caffe_Bene_Jeju_Store-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d9181654-Reviews-Water_Me_Gol-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d6680008-Reviews-Keun_Gaetmul_Hoetjip-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d9094328-Reviews-Female_Diver_Jamsu_Village-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d8893445-Reviews-Cafe_Se_Ba-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d6498218-Reviews-Sushi_Restaurant_Manbok-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d9208000-Reviews-Taste_Na_Restaurant-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d12962488-Reviews-Yosul_Table-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d10634890-Reviews-C_cafe-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d4032331-Reviews-Hwanggeumeojang-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d12002410-Reviews-Erunnaln-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d8960468-Reviews-Hwajin_Abalone-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d17657227-Reviews-Yume-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d8968749-Reviews-Ichun_Ok_Original_Godeungeo_Leaf_Wraps_and_Rice-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d9252914-Reviews-Sunokine_Myeongga-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d9155018-Reviews-Jeju_Seafood_Rice-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d13328681-Reviews-Eunhye_Jeonbok-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d18314035-Reviews-Chungminjeong-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d18892178-Reviews-Jeju_Olleh_Naengmyen_Jeju-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d11661460-Reviews-Jeju_Dot-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d5927584-Reviews-Dombaedon-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d19971769-Reviews-Aewol_Restaurant-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d8790683-Reviews-Eouneul-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d8449149-Reviews-Zapata_s-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d9399649-Reviews-Marado_Sashimi_Restaurant-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d17382562-Reviews-Mimi_Izakaya-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d9031454-Reviews-Gyo_Rae_Handmade_Noodles_Soup-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d7149914-Reviews-Guksu_Jangteo-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d8862732-Reviews-Myeonglidong_Sikdang-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d9996860-Reviews-Woottru_Uri_Dwaeji-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d9350506-Reviews-Ol_Daet_Jeju-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d9209501-Reviews-Te_U-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d7357017-Reviews-Jewon_Samgyetang-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d9418618-Reviews-Mother_Bread_House-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d9395787-Reviews-Noodles_Manchan-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d17558754-Reviews-Suje_Hyeopjae_Donkatsu-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d14982848-Reviews-Simya_Sikdang_Conaca-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d4034095-Reviews-Golmak_Sikdang-Jeju_Jeju_Island.html,,,,,,,,,,
